RandF,CAWPE,AdaBoost,XGBoost,LogitBoost,Bagging
15135.423236 ,14530.746877,13.64431,2518.802331,12017.415646,1140.476328
14447.477673 ,13455.509891,13.227665,2534.395399,12350.379,1057.952061
14341.350477 ,14075.419995,15.486862,2529.408523,11880.564615,1086.226511
14591.489693 ,14921.768851,11.326438,2527.777439,12254.254446,1096.063528
13733.307934 ,13524.398879,21.246301,2531.68741,11790.177397,1117.554337
13764.528318 ,12948.829678,14.406139,2537.1502,11771.181905,1073.411303
15049.931412 ,13145.571234,12.327189,2519.653957,12249.734104,1181.620211
16479.704242 ,13839.990296,16.894965,2496.579599,12168.506723,1626.033206
15462.819707 ,13337.526403,38.840402,2508.817852,11741.341226,1375.719312
14542.829395 ,10720.172433,50.804884,2477.201148,11715.611407,1376.754596
16634.506283 ,12041.007211,20.734532,2531.745923,11969.451031,1403.240492
15353.734633 ,15063.197309,37.487606,2540.322648,12801.029287,1390.998924
14555.077287 ,14080.554218,28.432253,2518.977386,12414.876826,1397.777646
13183.130516 ,13591.29908,15.014882,2519.376013,12207.760953,1394.757353
14068.771929 ,15172.503708,50.351596,2536.719877,12214.191897,1441.931632
14136.73716 ,14655.429208,10.92922,2562.580488,12633.031172,1015.290772
12130.530271 ,14719.388329,12.111608,2518.468556,12079.775266,1051.544563
14350.251169 ,14438.129859,12.646798,2518.801356,13028.228097,1075.513335
13617.72853 ,13483.83547,26.001999,2532.55147,11972.232423,1090.122702
12761.19058 ,13878.935068,12.833154,2832.237492,12484.811076,1063.8737
14543.124478 ,13428.52978,12.64676,2623.540374,12486.348161,1103.111802
14924.639844 ,10883.434738,11.402,2628.309041,12007.746107,1086.99643
15813.960457 ,10035.122588,12.203781,2527.166209,12353.716341,1059.959424
5726.102023 ,9246.922172,307.779354,1231.327741,5180.924674,781.809725
5243.74493 ,9524.606651,292.132902,1237.385916,4914.05807,706.634963
5186.12935 ,9775.064568,299.430169,1203.499346,6009.273307,827.635612
5544.153681 ,10689.661987,316.76044,1174.598922,5979.120648,772.822462
5511.179054 ,10014.988209,286.857677,1220.225884,6039.316982,873.58985
5587.151744 ,9939.227233,266.444924,1220.488223,4833.799076,914.850836
5585.466471 ,9702.291438,293.096876,1241.181295,4866.24389,761.902418
6209.081782 ,9549.649965,321.379186,1242.285996,4843.114561,712.537125
6094.851271 ,9590.090855,307.271852,1186.240572,5054.743719,512.282874
6425.16681 ,10017.440317,320.019834,1230.395415,5779.395548,500.632202
6091.357068 ,7249.185337,325.933637,1209.621155,5260.832852,476.344138
6077.156087 ,7037.774898,310.270963,1194.385754,5020.928795,479.958325
6627.001631 ,7466.976714,313.171324,1207.107968,5035.130485,496.521972
6211.129138 ,10308.403822,309.529499,1230.378104,5119.180403,560.315001
6412.60609 ,9302.611839,314.674229,1197.788601,4971.184535,575.413266
6244.551233 ,9820.420093,317.999963,1155.974084,5002.334347,522.232935
4435.382325 ,9656.082035,321.237779,1207.70652,4788.276611,563.412384
4907.514596 ,10504.683989,340.223984,1238.875103,5030.977304,619.841238
4596.237922 ,9810.6225,323.096568,1200.573635,4905.68524,494.610398
4648.209986 ,9753.310634,312.890742,1204.742287,5063.826163,496.404945
5295.519407 ,9305.24531,322.090947,1240.254576,5127.703146,644.056053
6325.927935 ,9954.345581,320.433676,1190.280006,4962.197262,576.774131
6291.162791 ,9762.65085,306.555909,1193.472689,5035.673801,736.381316
6536.32039 ,10970.470841,316.465711,1241.833485,5045.462882,712.866115
6043.746842 ,6642.858275,319.377226,1176.102981,5007.712999,756.870281
5866.534938 ,6766.209831,305.254876,1232.911039,5359.462206,711.250013
6274.687113 ,6920.162114,301.356602,1390.569114,5728.545821,651.313255
6198.844539 ,7233.708636,309.682878,1260.097241,5531.09043,615.168921
6026.72227 ,8317.880532,318.942475,1187.543489,5333.433732,599.118176
5617.574471 ,7110.695946,304.150858,1223.874979,5571.228744,655.591162
6669.351591 ,16822.808342,376.486751,1341.84748,7027.599365,944.428672
6424.237508 ,16822.749617,369.847278,1311.258676,7666.746895,902.098909
6590.775065 ,18774.395998,384.253154,1313.753576,7103.109409,935.446945
7110.152119 ,20368.511371,371.215374,1323.186802,8009.838375,964.519945
7028.640163 ,20872.749222,390.849894,1316.217757,7269.026067,925.73288
6326.118896 ,18248.951628,368.11365,1298.247303,6726.318372,911.488788
6514.865557 ,21525.686328,379.288661,1285.702827,6412.562685,861.005347
6989.061948 ,18927.969701,357.72608,1293.62663,6205.121146,888.063971
7407.550055 ,18266.596107,388.088267,1363.171287,7236.672571,954.316665
7273.974303 ,21652.459297,457.313693,1309.738769,6934.062171,1033.344828
6686.576849 ,17326.674,461.583,1312.580853,6621.751208,1013.6946
6847.34733 ,17370.354632,406.966977,1331.935412,6573.501953,965.384354
6088.329849 ,17294.304893,415.450524,1310.599902,8448.274595,891.31208
7487.389774 ,17376.846979,403.947719,1332.094619,8188.139356,1038.9936
7189.367467 ,18091.022796,395.647393,1311.690218,8284.784006,1130.37425
5405.469464 ,17968.899983,385.524862,1322.463664,8281.885752,1089.663965
5072.126628 ,16254.590723,397.381332,1305.708356,8105.899549,1137.590238
5129.412092 ,16068.000422,397.642629,1334.712644,8206.473323,1110.26088
5887.638522 ,18262.973913,392.252779,1300.498883,8307.357982,1107.262307
5134.719179 ,15443.148779,420.378772,1387.065331,8299.569946,1098.44719
5614.352687 ,17355.505528,388.785436,1325.883333,8117.610069,1006.081994
5384.924361 ,17518.278878,383.672133,1266.725198,8070.180949,888.834301
5406.264096 ,20950.390923,391.046824,1327.408604,6190.300514,911.925156
5877.411869 ,17293.913247,377.891025,1306.779411,6580.170449,936.26583
6781.458439 ,17941.219879,376.768855,1682.719966,6235.831589,942.541257
6151.9512 ,18520.892828,399.356507,1335.338014,6155.782743,986.566086
6656.602085 ,18141.566945,420.27281,1502.807708,6247.759571,975.665098
5849.784257 ,19662.593435,392.572457,1418.272923,6173.801276,926.93485
6159.642379 ,17917.672469,417.258149,1375.563626,7289.797577,995.974589
5725.641234 ,17660.965673,385.79561,1345.060155,7142.256868,955.253284
4360.433343 ,14170.160972,9.403473,1692.719318,11435.217857,413.822241
5099.722967 ,15820.769267,9.063761,1751.162361,11414.686157,382.399508
4658.766022 ,15884.064692,12.013396,1708.44063,11693.472649,435.508257
4541.870243 ,16471.689992,16.04879,1691.947417,11363.983596,453.200733
4515.417163 ,15666.341614,18.891516,1706.502345,11922.309459,526.244594
4027.158776 ,15018.477007,17.790877000000002,1705.383748,11502.488426,500.538918
4251.479371 ,16640.05367,22.918386,1770.707822,11502.879477,567.249842
4816.475889 ,18133.137591,9.930097,1743.713255,12981.896227,575.651588
4770.10676 ,17551.022379,12.148766,1757.825913,11487.751199,562.749213
4122.320219 ,16617.475093,11.752479,1752.250482,13218.576657,541.574915
4778.881991 ,16010.636925,18.579327,1716.514375,11586.961605,555.456031
5276.738724 ,16123.61368,13.53211,1816.13413,11537.120142,404.066429
4961.285122 ,16836.846582,15.662843,1720.07521,13247.310011,407.948329
4708.24531 ,15729.238754,11.829574000000001,1736.082267,11305.477176,462.946596
5197.39798 ,15194.441468,11.560192,1728.872826,11670.159834,408.289738
5157.840453 ,14784.058084,9.221576,1823.205575,11470.941037,454.054553
4968.825835 ,14569.329299,10.551873,1757.042798,11400.008185,443.209525
4826.516079 ,15336.359919,13.817161,1733.005638,12152.158631,407.144338
5436.55813 ,14703.130373,18.288399,1958.973475,12031.206301,403.772238
4726.01854 ,14352.748705,18.929643,1697.087405,11337.231214,391.98777
4697.591223 ,16510.694456,60.622586,1745.543044,11185.360159,411.18611
4657.504273 ,16896.506609,27.92244,1751.288654,11332.172962,465.279573
4905.327292 ,17888.472888,38.406063,1730.200611,12213.21867,486.316823
4787.227335 ,17067.299919,26.208734,1707.828668,11323.561855,394.451493
3985.928496 ,17502.381883,11.667572,1991.99574,11183.26268,404.18267
4652.152658 ,18740.52878,11.840897,1760.556822,12043.384092,481.41091
5117.868369 ,16478.715167,13.292383,2050.355157,12653.718074,546.217487
5074.625453 ,17124.601833,27.998671,1875.810605,11793.864143,588.189654
4699.799722 ,20209.483733,14.108613,1789.127128,12365.734282,543.33304
5519.360448 ,14841.71748,17.781184,1693.967133,11794.842098,535.056907
1590.372612 ,2041.20652,53.756722,514.784109,961.838034,197.515692
1617.410021 ,2331.82089,53.097643,516.649251,965.085884,264.228808
1842.186405 ,1923.53791,56.243545,511.846694,935.317895,81.683306
1328.038847 ,2538.034561,54.193167,517.462598,930.032338,117.729121
1494.982595 ,2395.126138,58.910798,505.4979,914.554467,78.608534
1430.150644 ,2215.75771,57.206662,496.351637,719.873476,87.191307
1565.307049 ,2082.491904,59.358602,524.415309,757.155093,94.558453
1443.241176 ,2796.155211,55.406053,492.620867,768.847504,83.350343
1447.065348 ,2420.640447,58.686823,522.893938,688.438455,78.91042
1148.866213 ,2055.498834,57.278109,552.529936,691.351698,78.539305
1138.382868 ,2414.763694,55.848668,502.938146,747.925747,85.92058
3324.842707 ,2312.618777,64.013758,487.092247,728.822903,79.963058
2797.461554 ,2297.15729,140.960145,535.456457,690.219406,81.259099
2503.295991 ,2515.544368,93.56737,512.841193,715.667931,94.372229
2381.181347 ,2671.491831,69.519519,498.217754,726.388648,90.627646
3288.204776 ,2182.402427,62.121897,502.359099,1205.577628,76.558062
3297.528071 ,2612.931977,60.673396,528.183138,1359.429313,87.038729
3276.402658 ,2599.056936,77.439464,533.928992,1203.508644,82.007551
2626.967444 ,3015.406874,64.372097,670.868395,1580.764034,121.162745
3018.844986 ,2784.699746,120.479764,544.622712,1346.663457,185.033067
3081.785203 ,2624.422368,77.316952,516.71191,945.02262,246.31086
3422.392074 ,2436.796026,57.739711,515.590875,958.701125,225.260012
2267.301312 ,2517.384583,58.188792,485.069605,755.560646,199.434206
3448.356598 ,2576.282271,58.104329,493.888919,845.232936,170.096801
2586.573029 ,2771.500823,53.424642,477.803844,752.597356,105.427718
3166.72082 ,2217.078565,60.003973,487.406761,817.661094,231.686013
2479.880526 ,2302.772198,67.011298,565.470847,865.671694,234.915226
2942.006383 ,2432.551835,66.389502,538.536988,842.420741,85.712191
2807.723589 ,2251.298889,75.051632,488.800863,778.202273,135.92722
3342.53247 ,2246.314695,61.251687,488.278379,872.68007,94.831222
3800.452458 ,10615.082704,12.838744,1649.222272,8790.422299,242.445916
4297.769846 ,9485.062332,12.478358,1843.743341,9016.66975,268.04898
4832.509657 ,9253.29043,22.942098,1860.27215,9027.363248,265.516665
4674.746297 ,10191.42849,29.773754,1790.113094,6244.308621,257.027165
4178.366049 ,10487.071262,34.626899,1820.344961,6453.862665,274.914188
4410.965476 ,10652.819335,21.62398,1765.874059,6484.636937,252.280673
4735.400816 ,9254.992284,21.467629,1810.427773,6406.764881,259.187677
5025.980412 ,9671.651077,39.596065,1899.901404,6588.759805,270.733728
4748.210295 ,10060.577494,40.968532,1809.417671,6481.637969,262.064227
4381.645655 ,8842.920003,53.641477,1819.982904,6774.313253,265.064452
4874.75498 ,9466.014706,71.410371,1808.596034,6506.83596,280.965415
4062.043176 ,10616.004159,26.074197,1945.067079,6396.262839,266.172053
4866.416153 ,11013.108085,17.644243,1803.381196,6895.823299,233.90227
3789.937437 ,7640.723847,53.038216,1784.777083,6899.230427,246.267136
4792.638083 ,8355.550407,51.156281,1825.921367,6624.349002,188.055821
4844.598206 ,9559.76781,22.068765,1850.188196,8285.658131,191.26674
4652.179716 ,9222.744864,44.077124,1821.739306,8682.246121,187.113693
5103.829217 ,9632.631351,18.031594,1819.492604,8693.907242,239.871824
4656.946981 ,9752.708298,12.990215,2264.025984,8809.414565,234.017461
4884.347166 ,9835.876942,15.455301,1826.995104,8554.667606,241.159234
4591.148739 ,8655.237197,27.415204,1809.724871,8399.191438,227.366769
4179.662305 ,10307.224105,36.827547,1713.74397,8500.735255,180.727146
4729.097701 ,8354.61126,12.690241,1898.007492,8638.762429,208.553649
4797.889295 ,9791.388017,15.891223,1871.307447,8927.04578,205.162042
5034.184522 ,7265.54228,18.349555,1823.802421,8476.280573,247.722967
4382.890691 ,7941.573376,16.931768,1868.150847,8593.320956,252.496132
4968.402547 ,8094.235105,17.957591,2220.137626,8653.908931,238.42397
5660.637356 ,7914.56899,45.66991,1987.461375,7296.943586,238.342764
4327.673505 ,7964.73927,25.487629,1765.434958,7287.275017,178.111808
2265.008012 ,7870.941231,29.697824,1895.898055,7132.346557,182.507769
3671.087364 ,7472.917313,48.14855,1297.550253,6669.694441,239.588584
3944.892711 ,7327.772402,30.245575,1452.315287,6876.209887,267.373251
4257.465938 ,7477.278177,44.903485,1445.326492,6757.897631,290.706292
4221.374297 ,5099.596541,25.0142,1394.278917,6721.477795,296.177112
3737.316276 ,5258.791839,42.119264,1410.95645,6769.664909,234.614963
5486.794587 ,7848.740467,41.472727,1411.803199,6699.271665,242.140518
4767.375605 ,8189.430331,21.456138,1451.896666,6871.74522,258.649466
5734.913094 ,8443.717288,13.869686,1433.748963,6796.950167,229.548019
5840.555379 ,7953.277071,19.814142,1461.309899,6548.737997,255.821959
5071.244679 ,7772.816899,38.213173,1457.283633,6086.285386,262.189708
5897.926088 ,8652.962741,31.582706,1443.779034,6102.756144,255.424839
4552.920881 ,8526.748644,62.460188,1435.177686,6342.107356,248.057282
5535.720819 ,8717.777937,19.747325,1389.74065,5979.192826,236.581184
5877.254316 ,8185.415419,68.990337,1428.109654,5990.115533,252.211834
5186.792525 ,8246.571278,19.760511,1409.299278,6066.81891,275.494289
4718.812581 ,7646.543332,24.33483,1448.620356,6380.196339,269.829451
4374.944957 ,9117.80295,17.872042,1404.658367,6057.167576,250.252551
4488.102666 ,8096.797751,23.504127,1428.135497,6326.023195,278.30744
4831.29655 ,8148.119049,27.7272,1485.155426,8466.905479,252.047907
4696.069916 ,8413.397262,21.377401,1433.959859,6575.14591,255.210174
4340.556265 ,8724.136243,28.729354,1407.844955,6639.779511,323.467937
4572.121107 ,8681.476828,14.946189,1437.958575,5760.003899,322.771326
4106.221151 ,7436.913678,26.759877,1459.022968,5913.490358,262.890687
2636.13512 ,8435.266544,26.681128,1423.513604,5938.267906,234.868783
2694.412705 ,8593.101995,63.962644,1398.483164,5761.26343,254.687768
2727.958266 ,8784.421473,54.528635,1444.032352,6042.578355,242.325237
5885.504824 ,8105.68664,16.043266,1587.79159,5974.028976,236.404649
7748.389737 ,9005.20207,30.760233,1591.488226,6135.60032,254.319708
7166.101413 ,5892.228389,37.222868,1542.041503,6031.189918,250.765265
7671.706687 ,6102.131078,119.708865,1457.794413,6321.020577,239.379533
3707.984013 ,7985.773807,22.022354,1485.28757,6140.444518,303.311409
2884.371069 ,7677.363047,15.925547,1453.187148,6405.289234,300.643459
2876.761826 ,7409.657929,15.167938,1437.876655,5745.954624,294.463926
3101.02827 ,8069.627628,14.419028,1450.61301,5961.410823,305.863394
4510.042543 ,7357.796766,17.38623,1434.196354,6250.571599,301.921751
4395.732466 ,8363.90708,18.494355,1431.004645,6222.500418,245.073966
5247.034919 ,7141.515037,22.071051,1541.957389,6239.740657,351.882369
4463.671122 ,7694.390697,16.828887,1472.667757,6150.530588,292.037925
4730.479644 ,8577.566882,14.992954,1458.715769,5845.056117,329.181932
4539.878622 ,8306.185281,14.997571,1484.05804,6571.062463,302.842243
4645.767491 ,8477.145789,16.582554000000002,1434.291439,6354.605448,348.781564
4448.869742 ,7656.570664,19.921495,1459.861672,6222.003521,290.795057
4785.959905 ,8706.895452,26.864869,1452.646135,7402.588904,288.622056
5457.452278 ,7428.432749,37.62032,1433.533192,7450.641985,341.127792
5182.083211 ,7957.329461,43.362984,1391.186683,6539.260141,293.53707
5268.69277 ,9026.928069,91.670017,1471.053007,6735.850679,271.122517
5629.075166 ,8221.344593,43.713347,1528.050993,6874.393281,330.173654
4646.657677 ,8442.567602,29.304294,1459.681009,6615.546955,311.153267
4478.390021 ,7523.230981,57.034412,1460.407318,6034.705358,317.137172
5171.883459 ,8183.597764,15.771977,1514.217008,6590.835901,319.324144
4780.527032 ,8310.753244,15.037532,1498.024169,6102.413196,273.692289
5427.234004 ,8183.801502,16.770678,1481.736732,5899.114858,321.683715
5842.983364 ,7234.252509,15.900936,1515.696444,6268.557536,315.095236
5054.008695 ,7235.625898,25.336996,1483.128883,6248.972485,236.571899
4507.363633 ,8422.696304,24.034963,1351.981902,6103.530952,247.840748
4182.224905 ,7753.973445,19.408589,1453.233229,6157.152712,330.477864
4832.161419 ,7457.511082,16.865565,1689.50396,6404.992699,384.723854
4562.726615 ,8267.140579,18.339639,1505.207035,6160.67965,305.714029
4107.659795 ,8994.657335,21.049889,1444.030402,6376.133047,390.91744
5313.47402 ,4883.672798,27.852053,1469.549192,6325.693436,447.151804
2280.473825 ,949.479922,34.123521,499.096199,670.292363,38.727072
1837.08166 ,1377.964392,38.167778,446.64867,660.205589,109.529105
2356.459913 ,1448.528834,34.26795,459.296522,645.058769,119.040503
2361.299679 ,2252.680202,34.493806,479.993252,653.403085,132.905178
1806.185635 ,2172.79649,35.228644,479.53172,744.377065,105.534902
2747.772804 ,1812.555439,31.906557,467.732324,683.354302,112.696246
2478.314487 ,2153.307801,29.794681,506.903217,722.488746,87.034686
1100.020466 ,2120.599186,37.409587,503.258024,736.204521,105.241818
976.625844 ,2150.966898,31.318119,508.310485,663.591716,83.882264
681.527676 ,2229.81888,32.676538,436.96749,518.318775,77.126883
956.779734 ,1650.309463,47.599107,475.434018,520.493746,77.787863
1046.625293 ,2148.838762,45.467705,534.2457,519.273908,81.429141
915.683076 ,1543.2524,76.4328,481.247651,522.130849,39.933539
736.426741 ,1960.343485,47.718732,501.689599,525.97808,45.03561
1944.076077 ,1724.875275,117.947609,457.780516,542.251954,61.621876
1685.721612 ,1363.63799,77.145982,494.870252,527.735247,39.522822
2688.663503 ,1481.365079,34.920396,456.717508,541.35457,41.570196
2920.846888 ,1904.867632,47.50851,432.568195,540.627616,38.845799
2386.639569 ,1903.741334,69.833944,487.545732,508.596854,40.88464
2268.706269 ,1955.628782,34.87422,462.428741,660.918012,45.269308
2918.849694 ,1859.801622,34.988068,431.067548,626.015329,39.468316
2936.290389 ,2298.442112,30.978726,462.698149,673.525729,47.472157
2657.287468 ,1965.015568,34.672568,494.091769,685.102717,59.448182
2586.007072 ,1914.96743,40.723289,511.699922,677.152206,42.286658
1824.698113 ,2117.161666,35.117945,433.402754,672.60108,58.582411
1769.20862 ,1803.561403,40.170913,480.634226,677.226239,61.669284
1558.450804 ,1951.909155,34.337261,586.952154,686.884291,62.988251
1826.625277 ,1849.251315,35.320035,564.948851,696.841239,41.837677
1330.3890489999999 ,2065.129508,33.549839,467.102322,676.833855,41.186759
1716.971258 ,1888.849281,36.31066,460.335394,685.396282,39.032438
3749.097526 ,8914.767704,14.897803,2078.768694,6678.383559,475.208948
3580.220154 ,10115.544225,33.194084,2106.414965,7089.144045,451.198271
3532.215692 ,9657.669847,11.200187,2107.912441,7607.43858,431.094969
3293.67108 ,8192.468106,26.418661,2159.946469,9103.704623,420.714545
2967.687027 ,13460.63716,20.077702,2075.479707,8795.893939,350.143415
3001.147116 ,13392.395495,10.5899,2045.38291,8744.465649,409.180334
4351.967244 ,13764.747665,39.441277,2107.328762,9021.063747,348.060468
5361.528109 ,14081.31697,17.770831,2117.681393,8943.575541,340.997169
4643.61138 ,11639.869519,12.403402,2092.372523,9398.209904,342.693806
4876.387492 ,12806.547917,35.508576,2147.795988,9226.228216,358.121058
4287.897249 ,12368.583216,32.110264,2130.83905,8851.101002,388.789788
5163.520044 ,12275.282445,34.596728,2204.908564,8890.598692,365.471338
4457.714132 ,10087.515871,22.144052,2114.320969,9006.590388,362.775445
4934.138529 ,9892.154472,19.84879,2122.732879,8922.821447,351.875583
4629.008672 ,7808.786708,12.281213,2118.510832,8859.349541,366.130052
3839.427984 ,11658.051602,24.449754,2033.418699,8921.227427,364.715093
4564.026156 ,10875.7089,12.774577,2094.542183,8985.699364,354.75945
4731.903855 ,11453.048337,16.695122,2115.035574,8897.051894,367.608799
4166.841534 ,11324.907249,26.395436,2175.474197,8860.185358,404.144242
5034.172619 ,10786.792893,18.469735,2082.692318,8847.572579,383.549563
2690.168076 ,11265.650225,25.728451,2188.437294,9315.885911,358.617366
4308.866643 ,10729.287459,22.56683,2103.832779,8976.375658,334.270405
5615.927104 ,10501.869106,19.328967,2038.953659,7642.164482,355.046808
5173.314661 ,9565.511878,11.688434,2148.671507,8025.576657,351.362854
4034.99377 ,10360.609265,23.43997,2093.078351,7683.608261,442.702068
5603.916019 ,9503.323642,15.491503,2085.487835,7949.591353,445.120783
6172.977172 ,8717.320345,23.98443,2320.416397,7833.085957,431.755207
5513.494719 ,9619.481657,13.490184,2328.155393,7594.687495,456.121987
4567.284441 ,10178.602865,16.255011,2227.933672,7793.274666,468.050255
4070.070199 ,10637.894829,10.337659,2091.992912,7903.509769,421.271086
3990.792221 ,4641.366717,15.051411,1309.761686,3690.931255,258.795895
4301.205469 ,4410.021273,11.578975,1347.949539,3698.26212,239.616079
3910.420759 ,5336.965504,10.555956,1342.935357,3545.598602,227.035181
4036.528488 ,4673.101625,13.677008,1321.570835,3585.129258,215.335769
2820.795657 ,4776.165603,9.370218,1301.408047,3681.715412,221.562938
3063.367502 ,4585.41428,8.662744,1350.539282,3795.418702,227.38606
3285.353271 ,6637.728829,19.621077,1349.72569,3671.243296,216.788857
4882.706305 ,5005.781977,19.000575,1348.809698,3650.870598,224.540023
5213.147455 ,5764.316294,12.808239,1308.194967,3840.901354,217.741303
4733.037991 ,5438.292385,15.985156,1362.629786,3695.500878,232.443192
5120.978137 ,5960.570545,9.701637999999999,1338.574827,3602.352562,221.651446
5358.97229 ,5628.1615,9.334079,1313.102361,3630.962612,233.313361
4729.317067 ,5674.072369,11.542054,1324.690862,3672.346767,219.736175
4272.062076 ,5857.516617,16.83286,1344.314831,3777.627569,219.980815
4659.459471 ,5391.041385,22.207217,1320.092862,3760.54728,251.514898
4440.078329 ,6938.169784,27.273863,1382.687491,3794.58206,231.546249
3775.2683 ,5577.433157,18.122012,1341.089232,3701.878892,254.946618
3908.792765 ,6834.890424,28.338949,1364.233076,3743.183132,254.589123
4244.842092 ,7130.598091,21.110517,1293.880192,3790.822202,251.859609
3600.979802 ,6703.949763,25.355261,1302.629532,3834.029722,221.074411
5037.511467 ,6408.94821,11.454239,1362.428399,3738.623027,227.394655
4754.692948 ,6461.095121,16.481651,1317.063043,4577.308689,233.080164
4111.281997 ,6410.705931,22.895061,1331.305653,4523.356098,222.982058
4414.771375 ,6539.222995,9.941672,1314.367,4492.659939,212.875929
4770.000286 ,2873.718548,16.663944,1311.894287,3954.150797,222.473926
4328.174946 ,3154.15154,9.349873,1341.398139,3859.564828,227.933571
2412.196466 ,4696.068308,9.175826,1528.160951,3893.189851,231.953904
2422.884586 ,4380.363762,9.53123,1519.934824,4017.668343,224.513523
2335.243303 ,4447.749759,10.423731,1360.145612,4109.461766,223.112563
2505.634635 ,4294.938911,8.546947,1341.596112,4090.305276,221.008628
2061.302831 ,2372.200056,61.177432,752.552318,1039.873721,98.695713
2293.686047 ,2180.386829,53.405336,787.393888,1092.097781,95.434632
2400.439878 ,2105.180232,50.646571,773.971454,1084.324119,92.506823
1545.573522 ,2855.272922,56.093574,754.227288,1035.373198,91.423881
1474.862042 ,2751.854711,51.556502,766.360702,1135.167288,87.871174
1404.422588 ,2492.085249,51.196677,774.695324,1186.453007,87.911826
3210.258239 ,2645.679692,50.409478,772.368896,1407.778602,85.044825
2910.127112 ,2445.546879,49.932513,764.282471,1281.587792,98.247205
2730.842393 ,2467.739659,48.80507,779.238467,1397.357572,88.556072
3001.628389 ,2362.67814,47.924432,777.890445,1376.830155,104.233012
3756.979909 ,2544.885377,47.123424,781.441284,1365.748724,93.055419
2805.876761 ,2622.474482,52.244829,784.878507,1189.317386,95.111606
3024.115626 ,1412.334228,54.088211,794.875421,1253.574344,286.840957
1914.069696 ,1336.438431,58.292318,789.922922,1206.502058,129.371024
2090.263946 ,1166.279765,55.743001,791.48062,1229.358175,120.146293
2282.16956 ,2702.294797,50.446562,761.01055,1024.727437,131.455989
2240.498631 ,2573.873597,46.483262,792.021145,1103.815053,122.281996
2678.929687 ,2432.848988,50.86128,761.273865,1045.827699,108.270849
2739.44967 ,2076.584703,50.242592,768.431619,1040.809769,139.822285
1550.357006 ,2776.305822,51.294229,780.886373,1053.780817,98.289807
1409.290074 ,2628.617444,67.02405,782.884147,1062.729277,94.717588
1767.056452 ,2397.407725,54.446791,789.879768,1045.556327,102.440299
1467.153265 ,2752.114993,56.065762,810.53578,1096.409544,84.355152
1404.603462 ,2395.544315,62.898762,798.108333,1360.011394,87.535371
1485.975002 ,2658.219702,66.488811,745.191958,1196.571916,90.377202
1358.884004 ,1143.272491,80.562988,796.552098,1217.598222,98.075205
1631.875637 ,1170.54266,45.58104,890.727347,1278.199258,92.520126
1492.55404 ,1571.187564,49.546703,846.017838,1295.264105,92.234454
1749.436414 ,1563.888271,49.307175,809.706342,1054.209406,98.498872
2099.816363 ,1600.814512,50.066288,775.522812,1019.79113,90.874081
2903.997348 ,1969.505805,9.928455,787.059138,967.641378,115.283608
2598.012866 ,1680.861522,8.198997,827.35009,1043.246899,130.722631
2315.098487 ,2000.056411,10.515316,804.01632,1005.666873,87.941287
2931.932784 ,2218.678436,10.902735,810.560406,1028.892718,188.436454
2309.282484 ,2117.826452,9.441337,802.402058,1015.090885,134.507151
2663.094921 ,2422.333693,9.983043,828.457959,923.512865,71.342345
2903.267035 ,2060.309061,8.833937,839.233113,1007.890604,72.819797
2702.853662 ,1792.189214,9.595005,822.536563,1024.764415,141.851281
965.860688 ,2317.459854,9.709621,846.018082,1011.822158,67.65802
3080.318489 ,2182.497201,14.684808,860.619578,1047.554334,81.403872
3994.253494 ,1891.134674,17.388826,798.780758,992.48134,114.766932
3579.239454 ,2295.385327,11.734595,830.193395,1037.99206,167.037884
3521.90927 ,2348.524855,10.460517,831.281516,1066.290192,129.801568
3539.54258 ,1227.271383,22.62047,842.851243,1037.198102,61.893729
2693.908892 ,1172.759748,8.983484,803.332679,995.520261,61.668145
2954.325906 ,789.378947,13.423066,781.30987,944.028886,111.400807
2873.735887 ,933.986395,22.0766,828.051529,1150.498533,51.073812
1861.651425 ,930.447568,9.099925,812.115177,1113.88863,48.961503
1978.772098 ,951.766624,25.15956,822.077714,1001.93862,65.863454
1468.193429 ,1045.59521,12.338134,810.920999,1122.591631,60.459501
3350.283351 ,1002.011683,10.37689,829.091864,1067.936578,71.476217
2718.975115 ,938.217862,14.169547,821.290454,1005.68306,50.05582
3247.964247 ,982.250857,20.773371,801.129129,956.850009,53.134837
2802.190236 ,893.749734,41.710337,819.429457,986.782848,55.874642
3298.356478 ,1082.385464,13.984085,877.658924,946.628581,56.184094
2946.720421 ,951.540577,48.59931,850.730673,1111.33571,55.194921
2616.11888 ,925.98356,19.341722,929.901165,1165.609245,61.346754
3124.380135 ,1856.662125,19.688375,905.196942,1121.816111,50.165765
2302.614054 ,1661.523818,31.10791,853.332605,1281.974366,53.188887
2190.345752 ,1892.331538,21.475212,840.47654,1260.412778,56.145747
4101.113501 ,5394.699721,14.656565,1569.196985,4619.176645,291.298159
4295.037298 ,5529.221216,19.00911,1574.452295,5141.877147,314.794353
3690.742395 ,5390.018685,13.680714,1591.094719,5725.663667,345.530398
3964.508149 ,6238.59516,17.491718,1541.104057,6486.964005,312.414697
3028.091571 ,5615.606858,25.981922,1578.627773,6487.191604,319.105944
3126.691191 ,5863.69055,20.28385,1612.200072,6444.34992,321.202307
4953.602553 ,5732.071616,23.617267,1614.453846,6482.72199,303.884654
5387.968277 ,4917.573324,18.769413,1586.836832,6312.547814,312.993118
5597.425184 ,4956.007925,19.030999,1554.70569,6392.405486,308.012092
