CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
0.004370703657892657,0.004369385804208529,0.004371331402366215,0.00437681195870608,0.004385969543793141,0.004399025634979655,0.004416238228042402,0.004437795821850295,0.004463911389552474,0.004494793641873352,0.004530628695782875,0.004571672949408219,0.004618121042470465,0.007166913338896267,0.004670042510412653,0.004727721922254376,0.0047913135575275104
0.0021312584692174856,0.0021666417475644695,0.002203247411285192,0.002241110491482061,0.002280272322636979,0.002320777290255062,0.0023626490673960203,0.002405944493911222,0.002450697955350774,0.002496942054049858,0.0025447455465006925,0.0025941078603552766,0.002645114392638815,5.954483512828281E-7,0.002697770020055941,0.00275215585355522,0.002808269190366567
0.0022975744550046166,0.002347834629613722,0.002399510098181241,0.002452523574830429,0.0025070020805812534,0.0025629070650785234,0.0026203092271080437,0.0026792361893324948,0.0027397247163698834,0.002801792726111128,0.002865488295179957,0.0029308380430159973,0.0029978664920289446,0.004314472217905794,0.0030666121998122026,0.0031371638870065924,0.003209465524260673
0.0017014877119788773,0.0016947598945483847,0.0016881942175292967,0.0016817950366344685,0.0016755708891496672,0.001669500828523542,0.0016636018131000981,0.001657863593700341,0.0016522835617009328,0.0016468693246564747,0.0016416116686165327,0.0016365158718206429,0.0016315775990839055,0.0014582481496260107,0.0016267892898543543,0.001622163617839049,0.0016176916300996325
0.018786527837594335,0.019167541794370888,0.01957061137332168,0.019998906378167806,0.02045067666658946,0.020925322569161423,0.021422759455150712,0.021940302924158207,0.022479414338753875,0.023038705812831257,0.023618264111433265,0.024216341581786063,0.02483251988895828,0.09484468855157555,0.025464080118306632,0.026110802403753453,0.026771970619835037
-0.058802291047801,-0.054459411632856454,-0.0500787385510476,-0.045632541383814035,-0.0411271180609405,-0.03659444501463927,-0.03203268522168441,-0.02746773723136672,-0.02288786594146371,-0.018312947585134177,-0.013751593688079293,-0.009231798794504345,-0.0047481388179368604,1.0669496234542102,-3.15027713606586E-4,0.004059003684852443,0.008357487899404959
0.6808891346507878,0.6779904538243837,0.6750981094438138,0.6722315576425566,0.6693869445422771,0.6665801464083686,0.6638178070559041,0.6611187639499526,0.658498374594181,0.65598920514826,0.6536059522425817,0.651384821709794,0.6493554714276679,5.1161063082056,0.6475516929430406,0.6459966232503542,0.6447157046644444
0.008790373025617065,0.008926187036479958,0.009069106356323258,0.009220287273759781,0.009381080083895908,0.009553001775615499,0.009737721770317528,0.009937181452295107,0.010153545882498295,0.010389191809261756,0.010646721778139799,0.010929011809608603,0.01123900602900072,0.008713798067954437,0.011579963724433862,0.011955093128507111,0.012367646180531764
-0.47159243822169966,-0.5165722552967522,-0.51128433585526,-0.5008994360266921,-0.4886714952903785,-0.47342096830520414,-0.4557003000496947,-0.43396165084535354,-0.40704338220977887,-0.3734475585083884,-0.3312353407665284,-0.27816174778068475,-0.21199727108962596,5.735527569448324,-0.1319580763782969,-0.03912813147210383,0.06616730675512718
0.001787558060483983,0.001829636391458785,0.0018720830607914685,0.0019149600983170922,0.001958221450318637,0.0020018906147076724,0.002045973097409657,0.0020904753428403755,0.0021353844377346404,0.002180740290110276,0.0022265076989716357,0.0022727391080908784,0.0023193813587530864,-4.1343012155887576E-4,0.0023664881922494125,0.0024140578382034557,0.0024620547637135043
8.504797280894668E-4,9.63690793106046E-4,0.001078566043745662,0.0011951249066844269,0.0013133429053221273,0.0014332658212649545,0.001554843734741688,0.0016780311026969974,0.0018028773979762251,0.001929345337610163,0.002057452169418624,0.0021871476776747427,0.002318459811122468,-0.0017572119911094567,0.002451302381323032,0.0025857266259289744,0.0027216468523976745
-0.03738700481091577,-0.036480750692410184,-0.035535118084043124,-0.03454701688402485,-0.03351309530983624,-0.03242939808864127,-0.03129155744977766,-0.03009456979107403,-0.028833002337333158,-0.02750106786560054,-0.026092371836996607,-0.024600227918735573,-0.02301786867368849,-0.02358405869350808,-0.021338604436112893,-0.019555788486000862,-0.017663210412114605
1.9816044543432879E-4,2.959424221559292E-4,3.9517865918095124E-4,4.96168046022367E-4,5.986371209842028E-4,7.027701574004105E-4,8.086320943019383E-4,9.162194516993844E-4,0.0010254420072234312,0.0011364179372864852,0.00124919526153189,0.0013638671515024774,0.0014803660712217222,-0.004093061382436853,0.001598702352040292,0.001718926677506639,0.001841047896130384
-0.012691779788672534,-0.012527668479863075,-0.012359645773343865,-0.01218937661105502,-0.012012773882504001,-0.011831126656079624,-0.011642852302957866,-0.011449157221942565,-0.011254164929894244,-0.01105018750731418,-0.010840580164410758,-0.010625166594460726,-0.010409606910445611,0.011072729982196265,-0.010183044831815353,-0.009953471307549856,-0.009713444164501884
-0.0772304706712915,-0.07290439110793155,-0.06844939097286727,-0.06385974448128759,-0.05912828919036587,-0.0542474408217255,-0.049208425022089185,-0.0440012460084673,-0.03861479638598694,-0.03303613631091322,-0.027250817100624693,-0.02124463561415541,-0.015001388205874693,-0.027935616686917287,-0.008506262949623105,-0.001745678073785286,0.005292393271612861
