TRAINTESTDIFFSNLLSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
plant-margin,0.08989501445552998,0.08956100074810425,0.08925829194196842,0.08898656474999035,0.08873452228526496,0.08849089113965085,0.08822533945184534,0.0878879600185924,0.0874082325467371,0.08668385093110449,0.08561856446352971,0.08414579987074557,0.08224094935566627,0.10003415982328519,0.07994023709388613,0.07734161359027523,0.07468409346246746
plant-shape,0.1360519276009105,0.13451487332998616,0.13296759764587004,0.13141697437863634,0.12987758812025368,0.1283640980588411,0.12689655684473808,0.12549751640990825,0.12418943070258856,0.12300431936917011,0.12197688754116581,0.12114762346946728,0.12056503456414283,0.11726980112765716,0.1202866503296967,0.12037801363873055,0.1209125486072067
plant-texture,0.1067760098507137,0.10606496152722684,0.1053594024123493,0.10465770464579754,0.10397868531746259,0.10332905977608772,0.10273518211010349,0.10222062435823552,0.10180482404498893,0.10150361593169792,0.10134432243309444,0.10137609908657476,0.10170054045993461,0.12107529112973374,0.1025051392145571,0.10410071136275816,0.10696498648445217
post-operative,0.1414712099131059,0.13771619503234692,0.1343136283905455,0.13130913886219603,0.12874813122656298,0.12668548078481828,0.12517086688803286,0.12426296757433344,0.12401334434548596,0.12448190499076223,0.12572231272834328,0.12778824432740743,0.1307307958740245,0.4703975040349856,0.13460225604983528,0.1394487949385699,0.1453230371073344
primary-tumor,0.3048810480369779,0.3021741505589057,0.29960365125901295,0.29720251733977837,0.29498977879497823,0.29302988493533166,0.2913401524964072,0.2900192546397451,0.28911734908337355,0.2887199059064556,0.28887878313557674,0.2896710945193759,0.29112819248919736,0.36440794700210727,0.2932996607913872,0.2961762547299535,0.29973224950511584
ringnorm,0.02727416170511871,0.026488180608536097,0.025693075392995892,0.02489084302212148,0.024083655708014857,0.02327413906190231,0.022465314942908887,0.021660544081280375,0.020863757306290472,0.020079169708581552,0.019311450663277403,0.018565536249348348,0.017846501724474738,0.013970886843633967,0.017159476265566975,0.016509253880025287,0.015900189752587737
seeds,0.10347896389844737,0.10278152824980813,0.10211299414644005,0.10147531662606188,0.10087110918584014,0.10030413600502544,0.09977623389982966,0.09929240395759625,0.09885581354225677,0.09847128415590028,0.09814340663762823,0.0978780119572195,0.09768200782687841,0.1639031178362155,0.09756192592177013,0.09752670067383148,0.0975844794467517
semeion,0.0684702621428318,0.06803025526389189,0.0675972045072608,0.06716677068111913,0.06674494029202295,0.06633922333118208,0.06594767305179794,0.06557855971726874,0.06524042918509314,0.06493866123969369,0.06468453612294196,0.06449110446107331,0.06437776521535993,0.13485008057520698,0.06436794749083065,0.06449187051923014,0.06479457475976856
soybean,0.09033898673235144,0.09020053530799967,0.09008567947377204,0.08999409801205964,0.08992699493766763,0.08988510206496095,0.08986979793613865,0.08988001702801245,0.08992052544083946,0.08998844792522183,0.09008620630306603,0.0902146683252511,0.0903747498511881,0.1382186997427107,0.09056664209978497,0.0907922474836535,0.09105087245149808
spambase,0.01919121454831051,0.01923164381941152,0.019277205177102054,0.01932355600403335,0.019375280250699775,0.019427920202740857,0.01948575231320212,0.01954497869052705,0.019607786104398544,0.019675630519513414,0.019745223390867442,0.01981826862375318,0.01989655181126769,0.03177298462727156,0.019976913244747273,0.020060769226251298,0.020149676238545137
spect,0.11626726039041571,0.11623094104327275,0.11624897501685344,0.11632197906543688,0.11644975702298024,0.1166320674669523,0.11686796852970538,0.1171562996364292,0.11749553451172519,0.11788387055168704,0.11831920054149017,0.11879985020121256,0.11932371417560345,0.15460304195609226,0.11988908187993647,0.12049441324239746,0.12113861574949987
spectf,0.10913610235452545,0.10951557035394266,0.10996311852105094,0.11048383421706696,0.11108610998045357,0.11178009166469324,0.11257201530520079,0.11347493809606922,0.11449740772571484,0.11565203560450837,0.11695185671226428,0.11840783759143685,0.12003436025304487,0.09861064610634998,0.12184390675225942,0.12384865462697586,0.12606140169466973
statlog-australian-credit,0.025834180089672483,0.026042278820346498,0.02627424106686057,0.026533380661700558,0.0268236269343897,0.027149821770633013,0.027518092097538884,0.027935946459936446,0.028412706737169943,0.028959889626206523,0.029591628166081598,0.030325086019910293,0.03118069210108932,0.03367718180306627,0.032182366251418376,0.03335715900928902,0.034734693909113906
statlog-german-credit,0.036515214680715516,0.03630295229987386,0.036101906081653895,0.03591456146467242,0.03574358422201771,0.035591788309868394,0.03546226496870519,0.035358203932687605,0.03528289908532841,0.035239819388266876,0.03523236754634891,0.03526408937272302,0.03533832517789175,0.04590350268244431,0.035458356320922965,0.035627262944307764,0.035847825044290335
statlog-heart,0.13678222052778513,0.13676050434761008,0.13678009974289954,0.13684462545532103,0.13695746084192353,0.13712280126364995,0.13734496562646695,0.13762873457150993,0.13797836681009606,0.13839921172724912,0.13889624834705844,0.13947392883796736,0.14013810680471633,0.16144228247868475,0.14089320749876189,0.14174432019619382,0.14269625121946547
statlog-image,0.024940882377553698,0.02487912709382997,0.024817485793454813,0.024755862956394523,0.0246941041525727,0.024632513771465997,0.02457094885960641,0.024509351600988088,0.02444809360606915,0.024386920670215778,0.024325815445349647,0.024264872321428002,0.024204090888939954,0.03805117508555725,0.024143617952399565,0.024083541165169194,0.024023679454098536
statlog-landsat,0.020857758327064883,0.020819987037823586,0.02078729207253993,0.02075938561154096,0.020736390670976077,0.020717461665978338,0.020702502105298986,0.02069106789031703,0.02068599867262348,0.020682095386307418,0.020683575308035506,0.020687531538038435,0.0206980509293125,0.02645210788132543,0.020709726802833433,0.02072475771702173,0.020742815594607833
statlog-shuttle,9.309595419311917E-4,9.805021925550657E-4,0.0010374447885492292,0.0011026176838208528,0.001176879496087152,0.0012611284283793188,0.0013562836456013844,0.001463284452490524,0.0015830930670978787,0.0017166854789724944,0.0018650409783123858,0.002029141923337084,0.002209959394909292,0.021742939568813537,0.0024084391751783884,0.0026254867785725916,0.002861945807664577
statlog-vehicle,0.0642149449697865,0.06335247720516327,0.06252393390346159,0.06173703191858983,0.06099909343234503,0.060317733036103514,0.05969967892287548,0.05915132006201882,0.05867930430542176,0.0582878914783956,0.05798170180135327,0.05776298807697782,0.05763353521499266,0.0875222988849338,0.057593261158764494,0.057640669160695004,0.05777294020244841
steel-plates,0.06513286254792984,0.06496417517093436,0.06479906604185447,0.0646521724266459,0.06450433382093512,0.06437479662343919,0.06425411857632686,0.06413911966466082,0.06404085578497917,0.06394560392292221,0.06387141922044604,0.06380514417661486,0.06374965387279348,0.06402358297095129,0.06370485493892894,0.06367469307122212,0.063658196652404
synthetic-control,0.02306126617105509,0.022889058215045086,0.02271747197333916,0.022550223278775774,0.022392728912945453,0.022252790334483977,0.022141558283988397,0.02207492137135739,0.022075591796616827,0.02217588768120276,0.022421781755209723,0.022878197410049927,0.02363560415834476,0.07771771324958787,0.024817033003103874,0.026583752882930474,0.029135827901581476
teaching,0.23289504862351867,0.22704923686623835,0.2209862103027658,0.21471344373442558,0.20824467596779325,0.2016020342128341,0.1948208317642113,0.18794857345924898,0.18105234224781003,0.17421025902722248,0.16751716355306756,0.16108018368132954,0.1550073684402729,0.14907925538106112,0.14940756165014885,0.1443771504401983,0.14000015331620222
thyroid,0.007064039713616209,0.007061134795584501,0.007059519325770435,0.007059945523455773,0.007061624680518005,0.007065470722540763,0.007070521861819817,0.007077716284840722,0.007085971530867014,0.007096446588562511,0.007108519321721083,0.007121856348979635,0.007137109120275082,0.018526160600025827,0.007154080014920048,0.007172204708239081,0.007192304624775675
tic-tac-toe,0.01646727765123098,0.016575676254261124,0.01669085120800933,0.01681379078460935,0.016945589264202806,0.017087749758281652,0.017241826659605747,0.01740954491690412,0.017592911940114017,0.017794209851833255,0.01801589225909087,0.0182607414352127,0.018531710475011603,0.04283152910874767,0.018832094838663736,0.019165212048433897,0.01953470990460048
titanic,0.028332165389035414,0.028333265122637324,0.028334491016102713,0.02833584082273035,0.02833728393768643,0.028338817261621796,0.02834049548263927,0.028342249251240795,0.028344104984994664,0.028346083134022065,0.028348141670856617,0.028350320198787388,0.02835260572113423,0.028179751991195448,0.028354945520126438,0.028357396442608502,0.028359957638815027
trains,2.0627422786479515,2.056749156037071,2.050824572984545,2.044852785789252,2.0387082911062846,2.0321120343253334,2.0246501685263802,2.0157375552678047,2.0047737778505472,1.991331566107975,1.9753558765451265,1.9572919022653794,1.938326482382963,7.20693818296823,1.920385537308077,1.9048705791932479,0.9348679651862741
twonorm,0.008940386915221728,0.00890614869448096,0.008869719066608998,0.008831553470564062,0.008792248810665043,0.008752714263855274,0.008714091878781643,0.008677896101704267,0.008646091383567863,0.008621040627044253,0.008605722919033498,0.008603642137108387,0.008618960755740545,0.01154779719913948,0.008656441885658466,0.008721407570182303,0.00881973056923022
vertebral-column-2clases,0.09424917093617999,0.09402684016102623,0.09381104544690239,0.09360250628387722,0.09340209959071849,0.09321066988174137,0.0930289815137451,0.09285809063985655,0.09269894652558067,0.0925524640524254,0.09241967612004089,0.09230160506832227,0.09219914524408394,0.09935520883426116,0.0921134113410451,0.0920453259101257,0.09199585812073112
vertebral-column-3clases,0.09895076637465952,0.09826339301820104,0.09757223135460003,0.09687814437181938,0.0961819809877682,0.09548492132125734,0.09478775984076511,0.09409209010194199,0.09339932205088768,0.09271167354439279,0.09203123455282171,0.09136127127915208,0.0907054542238992,0.13755780263163442,0.09006822280434426,0.08945458826777722,0.08887128981031674
wall-following,0.014715366974710592,0.01413395158363382,0.01360880844632987,0.013155647308805484,0.01279283819563765,0.012540037143017529,0.012415624783662718,0.012432957061410068,0.01259875967442272,0.012909963131300562,0.013352233479039972,0.01390222475949667,0.014528952254779251,0.026605551646945832,0.015198049871115529,0.01587568477989061,0.016532621948107996
waveform,0.01582036167470454,0.015797249508574196,0.015774661359687147,0.015753223023892347,0.01573381728864691,0.015717579961851854,0.015705933556225547,0.01570062329971294,0.01570383411522758,0.01571812303752854,0.015746527399275196,0.015792611093607446,0.015860410694891545,0.020251831703234784,0.015954456310848106,0.01607981227046336,0.01624189957909926
waveform-noise,0.02122576858405578,0.021127430573891454,0.021025447639412696,0.020919931678129094,0.020811137811563726,0.02069952393300514,0.020585754214503347,0.02047075584178189,0.020355765209274033,0.020242368482535845,0.02013253890624822,0.020028696613527183,0.01993375489431082,0.030332524915280705,0.01985109787468825,0.019784725634671717,0.01973917398109776
wine,0.07467538070672661,0.07458470004015984,0.07449393141329033,0.07440303195545508,0.0743119308495401,0.0742210173890444,0.07413065883538959,0.07404213475017857,0.07395690694338654,0.07387734638308283,0.07380678287501469,0.07374950138131715,0.07371136982761156,0.18742134934716573,0.07369975789311098,0.07372382516202293,0.07379506359718953
wine-quality-red,0.04536434594562677,0.04540832378193976,0.045458588421727876,0.04550469552848687,0.045556429722505884,0.04560940016496609,0.04565958243649679,0.04571576560207094,0.04577053184691422,0.045833018341797205,0.04589356817683376,0.04596465847931002,0.04603638770996283,0.03963399880736078,0.046120695928621704,0.04620879233460827,0.04631272754432747
wine-quality-white,0.034480985887879,0.0339454765516219,0.03343589004277581,0.032952694271139546,0.03249659783272815,0.03206650408537731,0.03166262942831963,0.03128505985391681,0.030933590766144364,0.030607766223093608,0.030307327717592862,0.030031016707543635,0.029778948960899936,0.028474332222705883,0.029551070957011923,0.029346300437568865,0.029163658638864703
yeast,0.07168569074715327,0.07154302221262451,0.0713970926225125,0.07124593704981735,0.0710970754605671,0.07094724462758581,0.07080009152549141,0.0706497065144498,0.07050644320920743,0.07036864548355874,0.07023797605067288,0.07011793073276901,0.07000887564878853,0.07987778770686789,0.06992166887199991,0.0698470816569107,0.06979548887003766
zoo,0.22970580640840463,0.22958639510347756,0.22947540932375307,0.22937382582588414,0.22928323569577308,0.2292049679934189,0.22914113993004048,0.2290933550044138,0.22906378301591754,0.22905546237491606,0.22907138718042325,0.22911545589814875,0.22919006413210977,0.38852946712693875,0.2293005303244049,0.22945084868003943,0.22964617709956145
