ACC:,CAWPE-S,RandF,XGBoost,Bagging,LogitBoost,AdaBoost
AvgTESTACC:,0.8155853589421519,0.8150914759392223,0.8065592097509128,0.7936632258669019,0.7761191143841379,0.6470226619791336
AvgTESTACC_RANK:,2.5661157024793386,2.6115702479338845,2.847107438016529,3.603305785123967,4.256198347107438,5.115702479338843

BALACC:,CAWPE-S,XGBoost,RandF,LogitBoost,Bagging,AdaBoost
AvgTESTBALACC:,0.7416736725028781,0.7384976498939011,0.7409230746942346,0.7102204447731393,0.6973103258945417,0.5314950547197884
AvgTESTBALACC_RANK:,2.549586776859504,2.6074380165289255,2.652892561983471,4.099173553719008,4.264462809917355,4.8264462809917354

AUROC:,RandF,CAWPE-S,XGBoost,Bagging,LogitBoost,AdaBoost
AvgTESTAUROC:,0.8859631228427437,0.884363908400663,0.8738479513713912,0.8684220761695917,0.7996858752306283,0.7603688010370426
AvgTESTAUROC_RANK:,2.2231404958677685,2.7148760330578514,2.743801652892562,3.177685950413223,4.851239669421488,5.289256198347108

NLL:,RandF,CAWPE-S,Bagging,XGBoost,LogitBoost,AdaBoost
AvgTESTNLL:,0.7126148273071039,0.7043872335039045,0.775071529496395,0.843306631026095,0.9576163733187207,1.4710540461879278
AvgTESTNLL_RANK:,2.43801652892562,2.4710743801652892,3.1487603305785123,3.4049586776859506,4.297520661157025,5.239669421487603

AvgPredTimes:,AdaBoost,LogitBoost,Bagging,XGBoost,CAWPE-S,RandF
AvgTESTAvgPredTimes:,0.007838524793388433,0.01291685950413223,0.09589258677685952,0.4199673966942148,1.2519256611570246,0.18220127685950419
AvgTESTAvgPredTimes_RANK:,1.5206611570247934,1.5702479338842976,3.84297520661157,4.0,4.694214876033058,5.371900826446281

TrainTimes:,AdaBoost,RandF,Bagging,XGBoost,LogitBoost,CAWPE-S
AvgTRAINTrainTimes:,7651.77738807025,10340.860505933884,22333.8296888595,52808.1680601653,255949.91472273137,526527.6648161364
AvgTRAINTrainTimes_RANK:,1.2314049586776858,2.2231404958677685,2.56198347107438,4.041322314049586,5.206611570247934,5.735537190082645

