CAWPE_retrain_noWeight,CAWPE_noRetrain,RandF,CAWPE_retrain_foldWeight,XGBoost,CAWPE
0.873743231162199,0.8734636015325693,0.9017948914431692,0.871626309067691,0.8965645593869753,0.8638057471264393
0.7515211249096531,0.7518325776989295,0.6770694526578626,0.7500979039358703,0.662707142387805,0.7479072212366128
0.9923948561188995,0.9921857981096938,0.9896489933593337,0.9922437721794737,0.9897175081690733,0.9921541758898139
0.9168981976891002,0.9167601161738641,0.9153507117238343,0.9165489167876382,0.8953956544786923,0.9148056843767859
0.9851635289007251,0.9851563792610153,0.9863515165993773,0.9848617702846737,0.984403924076498,0.983579204008315
0.9002551020408167,0.9000607385811473,0.9050534499514096,0.8992832847424688,0.8973882410106904,0.8946671525753164
0.9989011597456046,0.9988902356902358,0.9984305274971944,0.998846988402544,0.9968881406659184,0.9985468013468015
0.9700967670348011,0.97015340543986,0.9587936375777474,0.9695868636543481,0.9607127911209238,0.9681909355269813
0.89225156226209,0.8922220281615091,0.9266640217640418,0.8911646985890689,0.903652606562234,0.8850204902937743
0.7494377820620367,0.749226110729887,0.530341251946977,0.7484396954546961,0.5580240862370068,0.7675191611570423
0.9969031731455975,0.9968831460346614,0.9981331642543765,0.9968096549914734,0.9981139533866809,0.9961073068345798
0.9679964414477692,0.968258650559536,0.9798426745329404,0.9659034508592035,0.9692840754787662,0.9568900126422256
0.9969866666666667,0.9969955555555556,0.9911911111111112,0.9969244444444444,0.9867911111111111,0.9968977777777778
0.9742989417989417,0.9743342151675486,0.971735008818342,0.9739561287477957,0.9519257054673719,0.9719499559082893
0.9139739211429257,0.9138836472558226,0.9331524347517921,0.9133161476528654,0.9347300235096102,0.9100946998796415
0.9618359690615302,0.9618532003919987,0.9807479661895968,0.9606173081050919,0.9847957046013804,0.9560133231857036
0.8882364103714154,0.888250786366953,0.8335501233460391,0.8860966871955858,0.8526650220527743,0.8789679185283554
0.9801686614314025,0.9801801523902792,0.9556973828408195,0.9795642230694239,0.9663203354045479,0.9773665551826434
0.9997096536081279,0.9997066132421718,0.9995172278888661,0.9996928203605385,0.9995004595027159,0.9994415018477734
0.8952205452205445,0.8954596642096637,0.8957828770328763,0.8928461740961734,0.8927291739791735,0.8823395635895627
0.9903276422491598,0.9903350632316924,0.9916943342073183,0.9900609599135305,0.9903641205459216,0.9890217823994465
0.9542792792792786,0.9539977477477473,0.9447072072072069,0.9545232732732726,0.9483295795795789,0.9522147147147142
0.999572376090429,0.9995697772852633,0.9996945140643241,0.9995667438433394,0.9997239463587577,0.9994770555721273
0.4062524654832352,0.4061143984220913,0.4050887573964502,0.41061143984220966,0.4024260355029591,0.42043392504931004
0.439172062505396,0.44025166191832876,0.4318255201588536,0.4352572735906071,0.3930514547181216,0.4328679962013296
0.9891906591985175,0.989240987800358,0.994051202120135,0.9858039446247101,0.9976450363745184,0.9708689831654913
0.9947891156462583,0.9948253968253968,0.9852290249433107,0.9946122448979591,0.9885306122448981,0.9934784580498867
0.9806767281629725,0.9806547934472248,0.9845880939839425,0.9803593602444979,0.9856558295461791,0.9790463355051969
0.990140610831407,0.9901141326560847,0.990947886541974,0.9899496040581574,0.9912577830890833,0.9889769371025046
0.9999757731255364,0.9999758051264915,0.9999999296816349,0.9999755009710902,0.9999998564338756,0.9999743067452683
0.9497004280354424,0.9496118026242181,0.9268322415834377,0.9489723965589734,0.9248974549868993,0.9452417919149599
0.9278995815801507,0.9277769594742649,0.934124352034047,0.9266327969405805,0.9352128542221297,0.9213326370746575
0.9998928888888888,0.9998955555555554,0.9994857777777779,0.9998720000000001,0.9988084444444443,0.9998315555555557
0.9974932454295053,0.9974916392843356,0.9955063075754492,0.9973202587276087,0.9965099633565394,0.9967437499537726
0.9636061034306196,0.9635524372759855,0.9563646185355862,0.9636846594982077,0.9467816692268305,0.9627862058371732
0.9979100645743085,0.9979223541185019,0.9998858735552678,0.9976548356949794,0.9998866401286997,0.9966437907773187
0.9714341801630607,0.9714238501336686,0.9671897666415067,0.9708652009955305,0.967527503869115,0.9689632517917237
0.7963515332359139,0.7961882286471174,0.8260255024051488,0.7940931583973999,0.7992544069414899,0.7859456140637954
0.8420007336126383,0.8420117704647344,0.8337703077006737,0.8407913386235448,0.8156784145224912,0.8368328251872171
