TRAINAUROC,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
AvgTRAINAUROCOverDsets:,0.8759547517063268,0.8768719803608944,0.8095935345613675,0.8463026596861222,0.813452076013436,0.7829646893688166,0.839606573517377,0.8124197888372433,0.8130355684134593,0.8020090848719418
AvgTRAINAUROCRankOverDsets:,3.479338842975207,3.7024793388429753,4.471074380165289,4.615702479338843,4.640495867768595,5.991735537190083,6.479338842975206,6.68595041322314,6.760330578512397,8.173553719008265
StddevOfTRAINAUROCOverDsets:,0.1373719863540563,0.13506273267191954,0.25550444490547225,0.17811426324223928,0.23643087371453061,0.2655693555748818,0.14704565392968424,0.189309779648654,0.188415782524988,0.1971442346206361
AvgOfStddevsOfTRAINAUROCOverDsetFolds:,0.027449056819932264,0.0264695968168204,0.03839141641374079,0.026404034547241568,0.03444679544475527,0.03939730277813542,0.027956451499308463,0.03624363030060787,0.036191492767218954,0.03501463674417672
StddevsOfTRAINAUROCRanksOverDsets:,1.9572479554794915,1.7097496312773095,3.5796284261668125,1.451666184335711,3.2088569749054643,3.4009701257351947,2.9800703950122807,1.6858877871477682,1.7912974505854211,1.3749405196250803

flat,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,0|121|0,72|2|47,52|2|67,83|2|36,56|2|63,59|2|60,105|2|14,118|2|1,117|2|2,118|2|1
CAWPE-S,47|2|72,0|121|0,52|2|67,82|2|37,55|2|64,59|2|60,104|2|15,118|2|1,118|2|1,118|2|1
SMM5-S,67|2|52,67|2|52,0|121|0,68|2|51,63|2|56,107|2|12,76|2|43,69|2|50,69|2|50,74|2|45
NBC-S,36|2|83,37|2|82,51|2|68,0|121|0,54|3|64,55|2|64,78|2|41,108|3|10,106|3|12,116|2|3
SMLRE-S,63|2|56,64|2|55,56|2|63,64|3|54,0|121|0,108|4|9,74|2|45,69|2|50,68|2|51,72|2|47
SMLR-S,60|2|59,60|2|59,12|2|107,64|2|55,9|4|108,0|121|0,72|2|47,65|2|54,65|2|54,68|2|51
PB-S,14|2|105,15|2|104,43|2|76,41|2|78,45|2|74,47|2|72,0|121|0,68|2|51,68|2|51,76|2|43
WMV-S,1|2|118,1|2|118,50|2|69,10|3|108,50|2|69,54|2|65,51|2|68,0|121|0,64|5|52,109|2|10
RC-S,2|2|117,1|2|118,50|2|69,12|3|106,51|2|68,54|2|65,51|2|68,52|5|64,0|121|0,108|2|11
MV-S,1|2|118,1|2|118,45|2|74,3|2|116,47|2|72,51|2|68,43|2|76,10|2|109,11|2|108,0|121|0



p=0.01,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,0|121|0,10|110|1,48|8|65,74|18|29,51|11|59,56|19|46,83|37|1,105|15|1,104|16|1,107|13|1
CAWPE-S,1|110|10,0|121|0,48|8|65,75|18|28,50|11|60,55|18|48,83|36|2,103|17|1,104|16|1,107|13|1
SMM5-S,65|8|48,65|8|48,0|121|0,63|13|45,36|70|15,57|60|4,74|5|42,69|9|43,69|9|43,70|9|42
NBC-S,29|18|74,28|18|75,45|13|63,0|121|0,48|13|60,52|13|56,71|14|36,58|61|2,57|62|2,71|48|2
SMLRE-S,59|11|51,60|11|50,15|70|36,60|13|48,0|121|0,60|58|3,73|5|43,67|10|44,67|10|44,67|12|42
SMLR-S,46|19|56,48|18|55,4|60|57,56|13|52,3|58|60,0|121|0,71|4|46,65|8|48,65|7|49,65|11|45
PB-S,1|37|83,2|36|83,42|5|74,36|14|71,43|5|73,46|4|71,0|121|0,52|29|40,52|29|40,58|28|35
WMV-S,1|15|105,1|17|103,43|9|69,2|61|58,44|10|67,48|8|65,40|29|52,0|121|0,2|119|0,25|96|0
RC-S,1|16|104,1|16|104,43|9|69,2|62|57,44|10|67,49|7|65,40|29|52,0|119|2,0|121|0,23|98|0
MV-S,1|13|107,1|13|107,42|9|70,2|48|71,42|12|67,45|11|65,35|28|58,0|96|25,0|98|23,0|121|0



p=0.05,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,0|121|0,14|105|2,49|5|67,77|12|32,51|11|59,56|15|50,87|31|3,107|13|1,107|13|1,111|9|1
CAWPE-S,2|105|14,0|121|0,49|5|67,77|13|31,51|9|61,55|13|53,85|33|3,107|13|1,106|14|1,111|9|1
SMM5-S,67|5|49,67|5|49,0|121|0,64|9|48,40|64|17,64|51|6,76|3|42,69|6|46,69|6|46,70|9|42
