NBC-S,32|12|77,31|13|77,48|9|64,0|121|0,49|9|63,52|8|61,73|12|36,60|59|2,61|58|2,80|39|2
SMLRE-S,59|11|51,61|9|51,17|64|40,63|9|49,0|121|0,71|46|4,73|5|43,67|9|45,67|9|45,68|10|43
SMLR-S,50|15|56,53|13|55,6|51|64,61|8|52,4|46|71,0|121|0,71|4|46,65|6|50,65|6|50,66|8|47
PB-S,3|31|87,3|33|85,42|3|76,36|12|73,43|5|73,46|4|71,0|121|0,54|25|42,54|25|42,61|23|37
WMV-S,1|13|107,1|13|107,46|6|69,2|59|60,45|9|67,50|6|65,42|25|54,0|121|0,2|119|0,31|90|0
RC-S,1|13|107,1|14|106,46|6|69,2|58|61,45|9|67,50|6|65,42|25|54,0|119|2,0|121|0,29|91|1
MV-S,1|9|111,1|9|111,42|9|70,2|39|80,43|10|68,47|8|66,37|23|61,0|90|31,1|91|29,0|121|0



T TEST,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,0.0,0.27083374,3.5456E-4,0.00494367,3.9081E-4,5.8E-7,0.0,0.0,0.0,0.0
CAWPE-S,0.0,0.0,2.4658E-4,0.00262459,2.4568E-4,3.8E-7,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,1.8862E-4,0.50940754,1.513E-5,0.10762263,0.82294798,0.78409829,0.55814715
NBC-S,0.0,0.0,0.0,0.0,2.39E-4,3.0E-8,0.54930801,3.9E-7,3.7E-7,2.0E-8
SMLRE-S,0.0,0.0,0.0,0.0,0.0,2.8967E-4,0.13186663,0.9320366,0.97234472,0.35370664
SMLR-S,0.0,0.0,0.0,0.0,0.0,0.0,0.00221207,0.01466796,0.01282538,0.11064834
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00341915,0.0040795,7.71E-5
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01917111,1.29E-6
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4E-7
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,0.0,0.02304262,0.17268206,1.931E-5,0.52453944,0.92756483,0.0,0.0,0.0,0.0
CAWPE-S,0.0,0.0,0.17268206,4.297E-5,0.41325338,0.92756483,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,0.12223637,0.52453944,0.0,0.0026998,0.08411872,0.08411872,0.00837999
NBC-S,0.0,0.0,0.0,0.0,0.36330214,0.41325338,7.6923E-4,0.0,0.0,0.0
SMLRE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.00837999,0.08411872,0.12223637,0.02304262
SMLR-S,0.0,0.0,0.0,0.0,0.0,0.0,0.02304262,0.31731051,0.31731051,0.12223637
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12223637,0.12223637,0.0026998
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27531289,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,0.0,0.04089961,0.06191907,2.695E-5,0.03047373,0.0014091,0.0,0.0,0.0,0.0
CAWPE-S,0.0,0.0,0.06229039,2.542E-5,0.03278489,0.00130902,0.0,0.0,0.0,0.0
SMM5-S,0.0,0.0,0.0,0.06303856,0.42322027,0.0,0.98095926,0.90081243,0.93870109,0.56320012
NBC-S,0.0,0.0,0.0,0.0,0.01968425,0.00120429,0.04386524,0.0,0.0,0.0
SMLRE-S,0.0,0.0,0.0,0.0,0.0,0.0,0.87358327,0.99576834,0.97249954,0.57942248
SMLR-S,0.0,0.0,0.0,0.0,0.0,0.0,0.30727944,0.11521592,0.10574782,0.29366426
PB-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01879842,0.02521268,2.4498E-4
WMV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4553185,0.0
RC-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MV-S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,ES-S,CAWPE-S,SMM5-S,NBC-S,SMLRE-S,SMLR-S,PB-S,WMV-S,RC-S,MV-S
ES-S,true,true,true,false,true,false,false,false,false,false
CAWPE-S,true,true,true,false,true,false,false,false,false,false
SMM5-S,true,true,true,true,true,false,true,true,true,true
NBC-S,false,false,true,true,true,false,true,false,false,false
SMLRE-S,true,true,true,true,true,false,true,true,true,true
SMLR-S,false,false,false,false,false,true,true,true,true,true
PB-S,false,false,true,true,true,true,true,true,true,false
WMV-S,false,false,true,false,true,true,true,true,true,false
RC-S,false,false,true,false,true,true,true,true,true,false
MV-S,false,false,true,false,true,true,false,false,false,true



cliques = [1 1 1 0 1 0 0 0 0 0 
0 0 1 1 1 0 1 1 1 1 
0 0 0 0 0 1 1 1 1 1 
]

