CAWPE-S,MLP1,SVML,Logistic,C4.5,NN
0.6463098269061229,0.6523074199372167,0.6281276454434347,0.6514478894956812,0.6014775626143425,0.6307328547973265
1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.9990476190476191,1.0
0.7578926246596139,0.729696641082887,0.743321402885963,0.7412326154592681,0.7748215784288952,0.7338605964377531
0.8216397431487217,0.6523354202499715,0.6746317165462675,0.7921649122807018,0.8007802545579634,0.8101889920880633
0.3722077210885841,0.3520247050218907,0.3527652542371117,0.22634688805045278,0.3708710203700823,0.17027419370289915
0.5752600684786676,0.5268641528001432,0.5061648083085282,0.5022641267749963,0.4700704305535224,0.5434301346801346
0.6974876543209875,0.8060802469135802,0.8408796296296295,0.7662654320987656,0.573922839506173,0.6361111111111113
0.6308333333333332,0.6275,0.6091666666666666,0.5991666666666667,0.5658333333333334,0.5725
0.6075105683269478,0.6420570881226053,0.6038985312899108,0.6085600893997447,0.6488427522349934,0.5209684546615582
0.5847880938300809,0.6093363558709507,0.5433504172416058,0.5526190945528615,0.6144851829949405,0.5923661212957487
0.5895003453833755,0.5832987949957787,0.5797528590068309,0.5897613017115666,0.5880267096477089,0.5794573643410852
0.9602866697944111,0.9511277924140171,0.9602505804371624,0.9561027103107294,0.9431039253190899,0.9582518315348807
0.9655713081058291,0.954817118161695,0.9699448367942097,0.9333447524682899,0.9235796352903974,0.9538658163803099
0.6522660818713449,0.6528874269005847,0.6374999999999998,0.6511695906432747,0.5779970760233919,0.5426900584795322
0.6800194404361072,0.6243897306397306,0.6357814253647585,0.6004769921436588,0.6324003928170596,0.6411806557639891
0.9002098398760331,0.7728430407975861,0.696700886707989,0.6891557006755871,0.906327489587433,0.7975109044995411
0.8351262329523198,0.8036985767058229,0.7718431705750548,0.7819454500613919,0.8497513488455517,0.7813727264814219
0.7742184572511349,0.7159337705631681,0.6963650933765614,0.748262665691208,0.7443436477104698,0.6672904333566028
0.7358498360825991,0.3611449836432984,0.24467105539184356,0.24194422713460356,0.7245010579015948,0.5907441755459668
0.9896563940182461,0.9881442612157882,0.9527470451766625,0.9708582050558567,0.9898811539225215,0.9368723547669061
0.5175491589670693,0.53424543946932,0.503909026297086,0.5189469320066336,0.5021085050935796,0.5176972281449894
0.8117346938775509,0.7943877551020407,0.7538690476190475,0.6801870748299321,0.6905612244897961,0.8102040816326529
0.9758249158249159,0.8991245791245792,0.7499663299663301,0.7733333333333333,0.8001346801346803,0.9868013468013469
0.6809794707073079,0.7183824034109725,0.5,0.5020530732047537,0.7428917228595319,0.6804138991259414
0.5140019737311092,0.5005050646062371,0.478872909769086,0.48298648569263586,0.4903492254908173,0.4529796062636631
0.8640128968253966,0.8278713474025974,0.8611843885281386,0.8611426767676769,0.8479831800144301,0.8646126443001444
0.721863247863248,0.7066880341880343,0.6823888888888889,0.6821581196581196,0.6860726495726495,0.6569871794871794
0.971152528872959,0.9615627918477381,0.9703784206633668,0.9559854858403245,0.9452782186948853,0.9528836635288248
0.7537878787878788,0.740909090909091,0.7643939393939394,0.7499999999999998,0.7515151515151515,0.7602272727272729
0.6245521723646724,0.5715233262108261,0.6288132122507123,0.6025329415954417,0.5228347578347579,0.5584009971509971
0.8539036500268387,0.8221262353572668,0.7712244640207128,0.8292377885131509,0.9293864260680117,0.8034968109627104
0.8808657680908623,0.8731346347018343,0.8060795590165892,0.8556974529577912,0.8808969720929306,0.8288449795122728
0.5152777777777777,0.558459595959596,0.5092171717171717,0.520580808080808,0.5001262626262626,0.5253787878787879
0.36609953703703696,0.28850033068783065,0.30139715608465606,0.219088955026455,0.3741815476190477,0.23399636243386243
0.6350974658869396,0.5473020514248584,0.5491515826603545,0.5838796064234661,0.6253197809338161,0.5751308827624618
0.5677746600474854,0.5914742067774661,0.5582991582128211,0.5601877832937622,0.5945931361968487,0.5452298726527088
0.7480955387205387,0.6073232323232322,0.32046506734006724,0.323442760942761,0.745780723905724,0.7078703703703704
0.3151864756742805,0.32620273583688214,0.3386436959607691,0.3329119886436959,0.29301329203768234,0.2675642018324946
0.7952830188679243,0.7701023685266961,0.7934698247022612,0.8000434898969624,0.7623578214906997,0.7854442660243544
0.23424999999999996,0.2586388888888888,0.22336111111111104,0.2303333333333333,0.23575000000000002,0.2163888888888889
0.28861050061050064,0.2800097680097679,0.2748986568986569,0.29404761904761906,0.27261538461538465,0.270031746031746
