PB-S,CAWPE-S
1.1160019716756389 ,1.0592625194022982
1.1338539422894471 ,1.067068058987526
1.1251120084022221 ,1.076294880988514
1.1266232104423122 ,1.076362439320531
1.117165759013668 ,1.0523673639669877
1.1621955609271963 ,1.0987810452464932
1.0949077598081702 ,1.0377410203664201
1.1160870457146361 ,1.0689023912668454
1.1316254688636196 ,1.0599740717832653
1.1175395198045153 ,1.0604893639495094
1.1361573204499897 ,1.072460796558012
1.1249810994099971 ,1.0697030548163935
1.1410314718735095 ,1.0832492505334408
1.1192131596448867 ,1.0637093051264017
1.1261893669164658 ,1.071109307452755
1.1228098559985609 ,1.0613845111973041
1.1286519648786617 ,1.073083884590035
1.1174928894264127 ,1.0521272722158936
1.13328013243922 ,1.074255111570112
1.1470755957906553 ,1.092624586887043
1.1318730537113808 ,1.080412949598199
1.1344692869586113 ,1.0779018112895773
1.1242029977101373 ,1.06086579772941
1.1210386151790277 ,1.061722986913453
1.112664410815062 ,1.0623309237728114
1.138568789689377 ,1.071894134946292
1.150587468085219 ,1.0893807651642065
1.1428331610708835 ,1.0731110691256736
1.112329151820209 ,1.0713827177780277
1.1389249556910568 ,1.0781161246617836
1.4280275229131094E-6 ,0.012062902369121688
1.3146794909757496E-6 ,0.007356558368045659
1.0726493954603193E-6 ,0.0075511119755348865
8.740999051597131E-7 ,0.007483575164149119
7.878103739566411E-7 ,0.007408972973868143
1.1791525571201646E-6 ,0.007357683195550551
8.348826356954881E-7 ,0.007097097592479757
4.952166369222672E-7 ,0.007406403809261047
2.7594042049962287E-6 ,0.007501314561824502
9.179688305543812E-7 ,0.0073564202734190615
1.1854453548211162E-6 ,0.007423649665307232
1.7918099599071915E-6 ,0.00715786351223779
3.1523121076147895E-6 ,0.017164741240964412
7.102618277015936E-7 ,0.00744435387724559
2.089359484705861E-6 ,0.007273840877194111
2.5998127821631924E-6 ,0.007564912435433803
1.298544694492522E-6 ,0.007445592241177835
1.550868896157879E-6 ,0.007439899672531021
1.4816618755102438E-6 ,0.019988364586467137
3.297155239648942E-6 ,0.007329515887150726
1.8952774668887894E-6 ,0.007462975829687805
1.926688066606101E-6 ,0.027596489550889017
1.2656282829579224E-6 ,0.007365676503121034
6.913372485472824E-7 ,0.017275829123065054
1.4935292868458487E-6 ,0.007408477925378608
4.192708112111854E-7 ,0.00736524341515488
1.3601733108033157E-6 ,0.007206962751339007
