CAWPE(ConTie)_VS_CAWPE(ConTie)
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE(ConTie)_VS_CAWPE(alpha=4)
Wins(21):,adult,balance-scale,cardiotocography-3clases,connect-4,contrac,heart-cleveland,hill-valley,letter,lung-cancer,magic,miniboone,molec-biol-promoter,molec-biol-splice,monks-3,nursery,plant-margin,plant-texture,post-operative,statlog-shuttle,thyroid,wall-following
Draws(100):,abalone,acute-inflammation,acute-nephritis,annealing,arrhythmia,audiology-std,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-hungarian,heart-switzerland,heart-va,hepatitis,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,libras,low-res-spect,lymphography,mammographic,monks-1,monks-2,mushroom,musk-1,musk-2,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-shape,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-vehicle,steel-plates,synthetic-control,teaching,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE(ConTie)_VS_CAWPE(RandTie)
Wins(38):,adult,arrhythmia,balance-scale,balloons,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,conn-bench-sonar-mines-rocks,connect-4,contrac,flags,heart-switzerland,hill-valley,image-segmentation,lenses,letter,lung-cancer,magic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,nursery,pittsburg-bridges-SPAN,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,spambase,spect,statlog-shuttle,statlog-vehicle,thyroid,trains,wall-following
