TRAINTESTDIFFSAUROCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_pb,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
pittsburg-bridges-SPAN,0.07819534788420827,0.07867511103026992,0.0781520205068618,0.078460707805146,0.07755374137306709,0.07705221385173265,0.07710958068269366,0.07729440774512425,0.07825428050772754,0.0787628155705258,0.0792750004977706,0.078039823236941,0.07926631422074176,0.08007224671287863,0.08054617528760603,0.08164414813889227,0.08217489323746013
pittsburg-bridges-T-OR-D,0.19381671889974772,0.19305754356180657,0.1932441057864547,0.19423365553433367,0.19326169255961928,0.1939507371684089,0.19115972531809253,0.1914523376514304,0.19192467160807816,0.19061908350149473,0.19008958887018845,0.14716895474434072,0.18897210609380208,0.19025307876480005,0.18935424914123142,0.1871928157246069,0.1870448868565504
pittsburg-bridges-TYPE,0.07344925639388832,0.07316393570732779,0.07306357588846661,0.0721833954466669,0.07269161070532433,0.07138464915852875,0.07096349490601846,0.07018808862948572,0.07023584238836192,0.06952902580140168,0.06948442672101074,0.067870635622339,0.0685368622304439,0.06953792426059527,0.0698730246797579,0.06944049661686649,0.07007726862875248
planning,0.12150032106888493,0.12033514357362347,0.12015337500335238,0.12045791980266495,0.11969838225698444,0.11830966164358431,0.11832504281647883,0.11825544083673219,0.11857660617916203,0.11732277884706278,0.11648082990482252,0.10197302659515027,0.11649173349576238,0.11672061325710632,0.11622446205846447,0.11431783719458205,0.11317918564802532
plant-margin,0.001230421964996219,0.00120494147572045,0.0012445837464578609,0.0012494627085542869,0.0012404933380903709,0.0012646975112648368,0.0012457155576842398,0.0012362768029795786,0.0012519974626672154,0.001243402240570076,0.001204749115832058,0.0010931037356141315,0.0011899202696385896,0.001174359365646267,0.001182282290052946,0.0011782540689584313,0.0011275132626232774
plant-shape,0.0032673215135484413,0.003300304253992286,0.0032157145876250607,0.003208033837783565,0.0032428487741860035,0.0032858558954359006,0.0032910763406759254,0.0032996246573022124,0.0032593821522932894,0.003264207517758178,0.0032648376913831487,0.003200050841894004,0.0032523826112734523,0.003278582436795403,0.0032548854190112995,0.0032107304058267335,0.0031612456349710454
plant-texture,0.0020914553009399135,0.002089493405925546,0.0020714353925283665,0.002071448053908441,0.0020723676639156255,0.0020617817952127936,0.0020585519851412624,0.0020606893434528583,0.0020638352199284123,0.0020777229909305956,0.0020891718064362597,0.002449676105400603,0.0021049378774897678,0.0021211916933949553,0.0021341270329872505,0.002151418086759267,0.0022104475642003604
post-operative,0.14841517010459407,0.14800770267105248,0.14730765889429895,0.14857825111813242,0.1475882302014304,0.1462090487722982,0.1452474569145418,0.14382322760683552,0.14330670809729215,0.14247423922849164,0.14351942838641646,0.15168846800284247,0.14121290238604914,0.14026761027492277,0.1404717242492752,0.14040354386957668,0.13927950200466202
primary-tumor,0.027360239269996124,0.02734854549055218,0.027367485988003263,0.027506204452560273,0.027514517738495628,0.02744738183260755,0.027380891712384236,0.027568524974627934,0.027293981431599137,0.027249224150965916,0.027285539865958042,0.026124586814423423,0.027325801382006954,0.02697260228846051,0.026890056559860213,0.02679468179204858,0.026689016280729613
ringnorm,0.004956799595188723,0.004980634107064998,0.005007077004583239,0.005034662877747001,0.005056553109544849,0.005082978350758551,0.005112792470378675,0.005141171979770086,0.0051701241268451055,0.005204785299219701,0.005235475550467124,0.007297434689247503,0.005270912241201932,0.005316816202417214,0.00537262556360414,0.005454185335227598,0.00556872224162144
seeds,0.007928916535116801,0.007854630319547397,0.007829581186993789,0.007793158226398296,0.007775988270019056,0.007744496316629952,0.0077204265290050636,0.007763775152930079,0.007816983650896725,0.007923420282517557,0.007965793849789822,0.012136149268882936,0.007953309071029674,0.007942381348244288,0.007978652441852467,0.00798463430678299,0.008021896031377434
semeion,0.0019441142615008958,0.001957825364488715,0.0019800310887343577,0.0019976976769672033,0.002020165358145455,0.0020383315651489576,0.002074380252321207,0.0020739721709877347,0.0021113164936996795,0.0021498842505679227,0.0021790302531984767,0.003159634346415355,0.0021849432106915275,0.0022188375754291245,0.002263074218071835,0.0023009111568255964,0.0023596359221996063
soybean,0.0033823693168985214,0.0033792078985462022,0.003372986558833534,0.00338149356012849,0.0033834741896344917,0.0033824770642095115,0.0034051365366269955,0.0033953969540901382,0.0033983979251079833,0.003407795463800864,0.0034265137332756524,0.004767975805415568,0.0034253502120609497,0.003434904740494125,0.003454536938195846,0.0034481052913573973,0.0034591908295784884
spambase,0.00358998791063638,0.0035921688432042245,0.003603062544984797,0.0036142934728536327,0.0036267974262138825,0.003639072872716269,0.003648471168175299,0.0036576027355112234,0.003663979912750118,0.00367720949268969,0.003684679669712398,0.005994995647142947,0.003698219286832106,0.0037123401151675844,0.0037249758395468176,0.00374199942978328,0.003764274340146358
spect,0.06282821134916876,0.06272187770034346,0.062640175874052,0.06238921024375963,0.06214145449484255,0.06278349252386274,0.06270593811520737,0.06263874136636292,0.06313626888201085,0.06369143686046011,0.06383549540875065,0.07028874031174469,0.06370077477217505,0.06371183221124066,0.06400404593311784,0.0640168484889658,0.06370610293063482
spectf,0.05897577574006622,0.05894533986427659,0.059317569371137684,0.059923884675556316,0.060312478151549755,0.060571633128173166,0.06137195332689035,0.061485677536451275,0.06167779405567145,0.06199027335961063,0.06241739166083028,0.04342266159983258,0.0627403442420341,0.06284365072708688,0.06308383936474694,0.06313188258876806,0.0639516569320955
statlog-australian-credit,0.052426796843929056,0.05206632076223579,0.05142090616255809,0.051040039430471036,0.050585778933074935,0.049971619676457975,0.04940050233527728,0.0487207306167009,0.04817162187564491,0.04769122338575539,0.04745510041979419,0.049819594752791956,0.047519233481822576,0.04725551832829828,0.046872422986844346,0.0469915087220078,0.04685699271892791
statlog-german-credit,0.02613926815726158,0.02602892773936005,0.025897835739775305,0.025836358874331302,0.025725727836014407,0.025551240061673003,0.02539913532735485,0.02527437464321224,0.025221724086854625,0.025189236957649543,0.025104108038624822,0.030457653290937206,0.025099639467003915,0.02502389577925101,0.02512046568914794,0.0251423147343262,0.02514993605046466
statlog-heart,0.04344167613251372,0.04360692099840642,0.04363275406376352,0.043615250879323754,0.04375482150244955,0.044056602136963385,0.04397959716337195,0.04415301708003381,0.044028093898813146,0.04402559274787194,0.04421644519663007,0.04055776931972984,0.04440094231163251,0.044645868600409165,0.04491296851717273,0.04512853409082649,0.045637800101123394
statlog-image,8.592417517066716E-4,8.591587467497913E-4,8.598176727201994E-4,8.582011995605528E-4,8.570928109614053E-4,8.585192016908987E-4,8.597347034272449E-4,8.605085706206865E-4,8.632977003547676E-4,8.646044506628283E-4,8.660686530591992E-4,0.0021606352259864823,8.670364650045475E-4,8.662233819137098E-4,8.669382884775405E-4,8.692033112471509E-4,8.704022809877041E-4
statlog-landsat,0.001090808636206399,0.0010897417352535156,0.001089021270985196,0.0010897983550341328,0.0010881540433248988,0.0010903784393909168,0.0010917458824692523,0.0010904743136563098,0.0010917805675947918,0.0010919318931002103,0.001093642356062775,0.0017758800360518122,0.0010964502995941068,0.0011002835528185788,0.0011028530866970159,0.0011066082786999807,0.0011082976218816096
statlog-shuttle,4.535080875917441E-5,4.5319206112150545E-5,4.525052002023467E-5,4.5210679386383294E-5,4.52130665920213E-5,4.512572072834066E-5,4.51000929744416E-5,4.5137907942932296E-5,4.549120850897121E-5,4.544392866924617E-5,4.542720077078839E-5,0.0021120914183041925,4.5299043478160465E-5,4.521267888903591E-5,4.521936863888595E-5,4.527411185369231E-5,4.520502303155877E-5
statlog-vehicle,0.009054745697330965,0.009068286129650695,0.009073543632931615,0.009123244267205325,0.009083198614887135,0.00911095640077175,0.009139152029167442,0.009196675763039754,0.009192991296869284,0.009262325342933449,0.0092921347403586,0.013124655485148623,0.009370052522099787,0.0094076306240329,0.009558852840263615,0.009636977746018268,0.009739630775957873
steel-plates,0.008680607527199907,0.008663428952260086,0.008642681368093217,0.008617966190720475,0.008594198733553375,0.008577364068928978,0.008577421366345426,0.008573069726860092,0.008574922812951812,0.008555236338061259,0.008551904653005522,0.009059063523785969,0.008546692463497282,0.008529024656687768,0.00852233317858824,0.008515606439490415,0.008518867766111427
synthetic-control,1.7386244030308964E-4,1.7248184608417537E-4,1.7432431132015478E-4,1.8258761608579534E-4,1.9228597264123727E-4,2.0223830511600376E-4,2.0507233250271036E-4,2.1215190104915662E-4,2.229920764417583E-4,2.4018894222953982E-4,2.802155710939727E-4,0.0011573611593314267,3.263908445363831E-4,3.749935716775507E-4,4.1587403535477954E-4,4.7654117791946625E-4,5.698466554503524E-4
teaching,0.05908738458970104,0.058915623909121986,0.058234348132984066,0.057484352034210255,0.057169367557240204,0.057205892306866506,0.05727996983593048,0.057087340811740654,0.0561540061381375,0.055957106405538554,0.055068824677160774,0.07268711642599579,0.05584664198327904,0.05481078386358035,0.05421669183165328,0.053416065419748124,0.05134748314820987
thyroid,0.0029419193386499842,0.0029464312748506646,0.0029575924378123833,0.002970415081949162,0.002982451084350711,0.002990977286109497,0.002998754223649161,0.0030108618869048305,0.0030197861335430182,0.0030318774143627846,0.00304754676690109,0.004699836223811789,0.0030657379249449624,0.003077494473503502,0.0030932454358613406,0.0031104663167427827,0.003119361064202722
tic-tac-toe,0.0026674609393421253,0.0026480141232496767,0.0026401979027167416,0.0026317609198511093,0.002621882512235422,0.0026055875525861283,0.002592125636860665,0.0025877188587538017,0.0025791167289579424,0.0025616075903020113,0.0025537007161054136,0.015702823717898967,0.0025473892194116097,0.002545365351989885,0.002539962052733993,0.0025360271872139173,0.0025810197751730156
titanic,0.027815482805851825,0.02797373211463471,0.028176608833462593,0.028314118627128296,0.028471302582893116,0.028564957888066265,0.028354508439109707,0.02866995182221658,0.02879325070026616,0.026549092970234004,0.026758898445698745,0.0842837486293481,0.026907642132062943,0.027041457134264923,0.02720627312653465,0.027426661443443377,0.027651902965276812
trains,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.38656599627537463,0.44723045215847534,0.38656599627537463,0.38656599627537463,0.3985526176260831,0.3985526176260831,0.49279612461364514
twonorm,5.884647018850093E-4,5.899687440166656E-4,5.915075929537648E-4,5.959459677755823E-4,5.991843526274391E-4,6.039884996012835E-4,6.13465001872222E-4,6.245808429582563E-4,6.3917995066097E-4,6.590547778794563E-4,6.826456918056588E-4,5.933409503969436E-4,7.142641829492653E-4,7.591826709193617E-4,7.911162692614312E-4,8.402697522686444E-4,8.925496997911583E-4
vertebral-column-2clases,0.03695911550817553,0.03707754211202855,0.03714831279315955,0.03735821306074795,0.03736799213341669,0.037617244246022946,0.03776549353430514,0.0379304267397058,0.03823882082168632,0.03846584913620563,0.038767038171946024,0.04102476971773649,0.03900465095540458,0.03915970083609944,0.03942077296889699,0.0396404114855472,0.03974412333597373
vertebral-column-3clases,0.015427053819808483,0.015399867548565494,0.015442962616374458,0.015457179732268747,0.01561673046967991,0.015564292380956244,0.01559306912175776,0.015678912822246403,0.01564657345818444,0.015705101556341243,0.01581348868081873,0.022433896473773918,0.0158370849708565,0.015819363529461682,0.01596718472878586,0.016126284495587152,0.016175056967310204
wall-following,9.037759954857383E-4,9.104012166904804E-4,9.227884982211123E-4,9.331066898220144E-4,9.430985230460637E-4,9.53271942471475E-4,9.618942757519029E-4,9.716914511385814E-4,9.846655780483503E-4,9.966669194952339E-4,9.796325558164265E-4,0.006342696298177084,0.001014663210546783,0.001144014149243248,0.0013529636723380758,0.001625562403075206,0.0019844740619246364
waveform,0.002408252414073978,0.0024084743812175635,0.0024121549158099766,0.002414062943736163,0.0024188750938040422,0.002425003285902713,0.0024272294837378583,0.0024298874807689276,0.0024378706957950956,0.0024489620495265732,0.0024677845986106704,0.0026820111470805263,0.0024781691719863567,0.002504713928345622,0.002541202227161716,0.0025805491482736673,0.002624810887585753
waveform-noise,0.0033254443433991423,0.0033253665700962304,0.003318139524313168,0.0033180344549775848,0.00331184362988362,0.00330881859771888,0.0033077478334591695,0.003308268172577968,0.003304250281630167,0.0033087100287031265,0.0033089927590534505,0.003755958205882485,0.0033117949283592804,0.0033148184763794053,0.0033170258968262777,0.003340449818516807,0.003353604407457149
wine,0.0033789771318044485,0.0033816983496619065,0.003389855914391518,0.003460293541714524,0.003387961610161255,0.0033881057075142267,0.0034023653525509976,0.003403198903324948,0.0034857204440113046,0.0034916334169977003,0.003452286283829918,0.011594605464131366,0.003470835930346138,0.003456168104783568,0.003517635835590988,0.003533648651805351,0.0035695989738216767
wine-quality-red,0.018816852969608267,0.018795907399211824,0.018814128320432843,0.01886096710791528,0.018869164229089047,0.018878814442030076,0.018831742291884234,0.018823810922917888,0.018830408412258443,0.018805502528014884,0.018766633471812923,0.01374042410856743,0.01876391399190669,0.018745083386760075,0.018668915779468012,0.018644080459864414,0.018560970442754655
wine-quality-white,0.009827779012930091,0.009804079807114613,0.009784827040944851,0.009766079424321712,0.009733826752906865,0.00971254430992141,0.009681897429375055,0.009645849548479218,0.009604031719193723,0.009563349978498658,0.009524881628682542,0.012130550495761524,0.009483057934556125,0.009428516454609822,0.009391464369808434,0.00935629903090714,0.009306734038873962
yeast,0.013665980987132568,0.013656546601887122,0.01364742636828333,0.013654939564751396,0.013686173111647541,0.013708409585263023,0.013736831006297108,0.013772232004999191,0.013823608682229191,0.013887291048396382,0.013932970038056524,0.014347193758396853,0.013963649219473868,0.014000985355024032,0.014054590454196679,0.014112661541119143,0.014186631053328432
zoo,0.010516497748842979,0.010445922005512033,0.01044729014572102,0.01043993614713434,0.010448059701763367,0.010457805253260526,0.010385691101581359,0.01030716814487508,0.010292796000530513,0.010221364703233272,0.010222074601131887,0.016159630729528873,0.01026384274022958,0.010378863400766263,0.010335132256873974,0.010296701454049925,0.01027039055186186
