CAWPE_pb,CAWPE_eq,CAWPE_alpha=1,CAWPE_alpha=2,CAWPE_alpha=3,CAWPE_alpha=4,CAWPE_alpha=5,CAWPE_alpha=6,CAWPE_alpha=7,CAWPE_alpha=8,CAWPE_alpha=9,CAWPE_alpha=10,CAWPE_alpha=11,CAWPE_alpha=12,CAWPE_alpha=15,CAWPE_alpha=13,CAWPE_alpha=14
1.2151415993685635,1.0424775272700368,1.0422173221750097,1.0419608700473393,1.0417082738469055,1.0414597095225173,1.0412153173697767,1.0409752441995632,1.0407396347599618,1.0405085956019284,1.0402823364168041,1.0400609603883906,1.0398446383026665,1.0396334374609855,1.039032198830888,1.0394275516342364,1.0392271031376752
0.053788726656739366,0.052681420324140235,0.05262425703519502,0.052567954338399794,0.052512551507463416,0.052458027481182695,0.052404355276572584,0.05235152239182026,0.05229953812107337,0.052248382586797135,0.052198057391471965,0.05214853200723138,0.05209982089366212,0.05205191532758426,0.051912834079518126,0.052004779544672496,0.05195843737192219
0.05946480351832963,0.04298543188621994,0.04301890225105297,0.04305265139474281,0.04308652268501992,0.043120524404157465,0.04315471616715136,0.04318894348185506,0.043223318154386334,0.043257705694129484,0.043292148841598085,0.043326597508898244,0.0433610406472253,0.04339545696587554,0.04349831845659864,0.04342983932418997,0.04346411045905573
0.4053770891745105,0.4299827515351367,0.4297442375648723,0.429506080317107,0.42926832385022196,0.4290309863990327,0.4287941009657805,0.4285576930663939,0.4283217914460525,0.42808643363313303,0.42785163360492884,0.42761743044604766,0.4273838470973749,0.4271509112438439,0.426456290192818,0.4269186586331278,0.42668710633349405
0.2507017110171236,0.26645044644111093,0.26251287195917494,0.2588203027231263,0.2553659239856559,0.25214792424008764,0.24915815452582488,0.24638679846736036,0.2438275207656493,0.2414684367141141,0.2392974521219103,0.23730627772493953,0.23548058510528944,0.2338124401542296,0.22963160333725657,0.23228859387854714,0.23089768493222326
1.5672354288301975,1.3949460588656195,1.3838771222070168,1.375110360334896,1.3682512857039093,1.3629583412188317,1.3589638141077824,1.356030066476167,1.353969805710185,1.3526359751350137,1.3519068314792717,1.3516804200628287,1.3518777938056665,1.3524249434536126,1.355670809876875,1.3532714739196765,1.354365936918954
1.4528198911387247,0.9747950323968573,0.9729029385340848,0.971239591562125,0.9698012529370846,0.9685860497426965,0.9675899894154106,0.9668090397753456,0.9662388473505583,0.9658738975995188,0.9657095434971306,0.9657369630938888,0.9659499128582897,0.9663393728345958,0.9684776117477653,0.9668974395484496,0.9676128655653113
0.5125966328985183,0.31245971263381295,0.3063432466922908,0.30039916512587095,0.2946306825031023,0.2890403790346492,0.2836301627628683,0.2784013729381981,0.27335486376597296,0.26849094847428945,0.2638095303994745,0.25931006181242694,0.25499167239416354,0.2508529812660346,0.239497113263436,0.24689239984737235,0.24310787724778057
0.9992099469271449,0.9211551178612789,0.9566418270482945,0.9927354175497217,1.0258810034707302,1.0556670870695055,1.0821262243136232,1.1056674401707036,1.1269015167626137,1.146384635511595,1.1645069935553432,1.1814985866918875,1.1974887433551737,1.2125420413474466,1.2523507053834282,1.2266888956280357,1.2399519777427086
0.4115295563959355,0.34164752865569964,0.3416373713068592,0.34162738178574464,0.3416175719639591,0.34160790264236274,0.3415984310718377,0.34158912713635164,0.34157997088751585,0.34157098901920124,0.341562155788934,0.3415535287550232,0.34154504507960337,0.34153672369289595,0.3415127320127112,0.3415285683152608,0.3415205722145982
