TRAINTESTDIFFSAUROC,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
AvgTRAINTESTDIFFSAUROCOverDsets:,0.07046308077488217,0.0825529077753715,0.06725640563959777,0.04615944225586213,0.031745008669216986,0.014005926340375676,0.009906954574321005,-0.0011438185637281824,-0.00972982876566207,-0.0031180051411345594
AvgTRAINTESTDIFFSAUROCRankOverDsets:,2.3016528925619837,2.3181818181818183,2.8140495867768593,4.417355371900826,5.458677685950414,6.7809917355371905,6.81404958677686,7.7809917355371905,7.971074380165289,8.34297520661157
StddevOfTRAINTESTDIFFSAUROCOverDsets:,0.10706695281401728,0.13282728577653688,0.12250414509816823,0.10421720669146092,0.09211933044194431,0.04784251563889277,0.04262242629774122,0.02557451952847558,0.034970246534202616,0.0665595663439689
AvgOfStddevsOfTRAINTESTDIFFSAUROCOverDsetFolds:,0.04508829355202057,0.05463438582584579,0.05207976620891449,0.04645343911922874,0.04163910986224491,0.04588984844992716,0.04728528688473358,0.034055387897208335,0.03813184572117116,0.04752854437714479
StddevsOfTRAINTESTDIFFSAUROCRanksOverDsets:,2.000499248982379,1.2416387021459452,1.3072430139498386,1.932557790681839,1.82527027320557,1.5150530271020644,1.2944307490890834,2.0745406740443677,2.4240956394955795,1.1691041047372563

flat,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,0|121|0,76|3|42,84|1|36,89|2|30,102|3|16,109|3|9,112|3|6,115|3|3,117|2|2,116|3|2
SMLRE-A,42|3|76,0|121|0,76|1|44,112|2|7,111|3|7,117|3|1,117|3|1,113|3|5,113|2|6,117|3|1
SMM5-A,36|1|84,44|1|76,0|121|0,98|1|22,111|1|9,116|1|4,117|1|3,113|1|7,111|1|9,119|1|1
SMLR-A,30|2|89,7|2|112,22|1|98,0|121|0,91|2|28,102|2|17,102|2|17,101|2|18,104|2|15,108|2|11
NBC-A,16|3|102,7|3|111,9|1|111,28|2|91,0|121|0,97|3|21,93|3|25,93|3|25,91|2|28,104|3|14
RC-A,9|3|109,1|3|117,4|1|116,17|2|102,21|3|97,0|121|0,60|3|58,76|3|42,81|2|38,109|3|9
WMV-A,6|3|112,1|3|117,3|1|117,17|2|102,25|3|93,58|3|60,0|121|0,76|3|42,79|2|40,109|3|9
CAWPE-A,3|3|115,5|3|113,7|1|113,18|2|101,25|3|93,42|3|76,42|3|76,0|121|0,66|2|53,49|3|69
PB-A,2|2|117,6|2|113,9|1|111,15|2|104,28|2|91,38|2|81,40|2|79,53|2|66,0|121|0,46|2|73
MV-A,2|3|116,1|3|117,1|1|119,11|2|108,14|3|104,9|3|109,9|3|109,69|3|49,73|2|46,0|121|0



p=0.01,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,0|121|0,49|40|32,54|41|26,70|29|22,89|19|13,94|23|4,95|24|2,106|13|2,109|11|1,97|23|1
SMLRE-A,32|40|49,0|121|0,16|94|11,45|76|0,64|54|3,75|46|0,77|44|0,94|26|1,96|23|2,80|41|0
SMM5-A,26|41|54,11|94|16,0|121|0,31|79|11,57|61|3,64|57|0,65|56|0,89|31|1,90|29|2,65|56|0
