SMLR-A,22|29|70,0|76|45,11|79|31,0|121|0,37|77|7,45|75|1,47|73|1,65|53|3,58|60|3,49|71|1
NBC-A,13|19|89,3|54|64,3|61|57,7|77|37,0|121|0,25|95|1,28|92|1,41|76|4,41|75|5,30|90|1
RC-A,4|23|94,0|46|75,0|57|64,1|75|45,1|95|25,0|121|0,2|119|0,13|99|9,18|94|9,3|118|0
WMV-A,2|24|95,0|44|77,0|56|65,1|73|47,1|92|28,0|119|2,0|121|0,7|105|9,11|100|10,1|120|0
CAWPE-A,2|13|106,1|26|94,1|31|89,3|53|65,4|76|41,9|99|13,9|105|7,0|121|0,3|114|4,10|108|3
PB-A,1|11|109,2|23|96,2|29|90,3|60|58,5|75|41,9|94|18,10|100|11,4|114|3,0|121|0,11|108|2
MV-A,1|23|97,0|41|80,0|56|65,1|71|49,1|90|30,0|118|3,0|120|1,3|108|10,2|108|11,0|121|0



p=0.05,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,0|121|0,55|31|35,61|34|26,74|24|23,96|11|14,97|20|4,100|18|3,109|10|2,112|8|1,104|16|1
SMLRE-A,35|31|55,0|121|0,31|78|12,65|56|0,83|35|3,94|27|0,96|25|0,102|17|2,103|16|2,100|21|0
SMM5-A,26|34|61,12|78|31,0|121|0,36|73|12,72|45|4,81|40|0,81|40|0,98|20|3,98|21|2,86|35|0
SMLR-A,23|24|74,0|56|65,12|73|36,0|121|0,47|67|7,57|63|1,57|63|1,76|41|4,70|47|4,59|61|1
NBC-A,14|11|96,3|35|83,4|45|72,7|67|47,0|121|0,33|87|1,35|85|1,52|62|7,55|59|7,40|80|1
RC-A,4|20|97,0|27|94,0|40|81,1|63|57,1|87|33,0|121|0,2|119|0,22|89|10,27|84|10,5|116|0
WMV-A,3|18|100,0|25|96,0|40|81,1|63|57,1|85|35,0|119|2,0|121|0,16|93|12,21|89|11,2|119|0
CAWPE-A,2|10|109,2|17|102,3|20|98,4|41|76,7|62|52,10|89|22,12|93|16,0|121|0,4|111|6,13|98|10
PB-A,1|8|112,2|16|103,2|21|98,4|47|70,7|59|55,10|84|27,11|89|21,6|111|4,0|121|0,13|96|12
MV-A,1|16|104,0|21|100,0|35|86,1|61|59,1|80|40,0|116|5,0|119|2,10|98|13,12|96|13,0|121|0



T TEST,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,0.0,0.45752671,0.84255606,0.11006928,0.00614379,1.12E-6,1.1E-7,0.0,0.0,0.0
SMLRE-A,0.0,0.0,6.73E-6,1.6E-6,0.0,0.0,0.0,0.0,0.0,2.6E-7
SMM5-A,0.0,0.0,0.0,2.2853E-4,0.0,0.0,0.0,0.0,1.0E-7,1.04E-5
SMLR-A,0.0,0.0,0.0,0.0,0.01910014,4.5E-6,7.8E-7,1.4E-7,2.29E-6,6.7958E-4
NBC-A,0.0,0.0,0.0,0.0,0.0,3.6679E-4,1.4708E-4,2.327E-5,2.6058E-4,0.00787875
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.00540491,5.748E-5,7.0321E-4,0.06703577
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.112E-5,0.00160329,0.14613241
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03501557,0.79681548
PB-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19122026
MV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN TEST,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,0.0,0.00199545,1.279E-5,8.0E-8,0.0,0.0,0.0,0.0,0.0,0.0
SMLRE-A,0.0,0.0,0.00362481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,0.0,1.0E-8,0.0,0.0,0.0,0.0,0.0
NBC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-8,0.0
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.85572542,0.00199545,9.264E-5,0.0
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199545,3.9194E-4,0.0
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23727787,0.06903637
PB-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01410628
MV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

SIGN RANK TEST,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,0.0,0.10508872,0.00321675,9.49E-6,0.0,0.0,0.0,0.0,0.0,0.0
SMLRE-A,0.0,0.0,2.134E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMM5-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMLR-A,0.0,0.0,0.0,0.0,7.0E-8,0.0,0.0,0.0,0.0,0.0
NBC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RC-A,0.0,0.0,0.0,0.0,0.0,0.0,0.05170185,7.9E-7,2.0E-7,0.0
WMV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81E-6,2.65E-6,0.0
CAWPE-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00728271,0.00593696
PB-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.416E-4
MV-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

NOSIGDIFFERENCE,ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
ES-A,true,true,false,false,false,false,false,false,false,false
SMLRE-A,true,true,false,false,false,false,false,false,false,false
SMM5-A,false,false,true,false,false,false,false,false,false,false
SMLR-A,false,false,false,true,false,false,false,false,false,false
NBC-A,false,false,false,false,true,false,false,false,false,false
RC-A,false,false,false,false,false,true,true,false,false,false
WMV-A,false,false,false,false,false,true,true,false,false,false
CAWPE-A,false,false,false,false,false,false,false,true,false,false
PB-A,false,false,false,false,false,false,false,false,true,false
MV-A,false,false,false,false,false,false,false,false,false,true



cliques = [1 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 0 
]

