ES-A,SMLRE-A,SMM5-A,SMLR-A,NBC-A,RC-A,WMV-A,CAWPE-A,PB-A,MV-A
0.0418529057804081,0.006022674036375375,4.673048029754286E-4,-6.118418315678165E-4,-0.002535967322837159,-0.004297377444842017,-0.004059834414242887,-0.004169122335071226,-0.0032800353060974544,-0.004750190323405409
0.0,0.0,0.004372759856630829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.021333333333333274,0.002666666666666658,0.0,0.0,0.0,0.0,-2.666666666666669E-4,0.0
0.21526219406947647,-0.002334059177765879,-0.002727375908287714,-0.0026898838498718844,-0.0034801305247584846,-0.0034905233522976105,-0.0034849899720596675,-0.0015050525252003825,-0.0013114095160415469,-0.0034968200324377975
0.02900931171654948,0.009975282385185292,0.013698979779983607,7.704140557584541E-4,-0.010300528531094274,-0.00978869472585901,-0.010052774858811946,-0.004753459772890604,-0.0027925720412745212,-0.010239007560192366
0.06455760448294405,0.16673491842197344,0.10751743400684609,0.09295119932323966,0.03546491615196419,0.0067382685054195755,0.003175711659659471,-0.010935662585427833,-0.012276404750414919,0.003331515410113887
0.01756393738542659,0.1187479656762514,0.052289327570786075,0.12546618395327452,0.022445351125818393,-0.017350551042984257,-0.054894876566778314,-0.048441646525117295,-0.038902192929297925,-0.05572021375216409
0.002400325089887815,0.010685725569540094,0.012653066316148483,0.0012965651230328076,-0.0029699483763685882,-0.004338196066302728,-0.00459766202968093,-0.003814185256377741,-0.002919281619066997,-0.004735208657746567
0.061111111111111074,0.7699999999999999,0.5694444444444445,0.0,0.5377777777777776,0.15166666666666667,0.09999999999999995,0.001111111111111122,-0.2616666666666666,-0.03666666666666669
0.3793259831515858,0.030418554376657334,-0.005356304892425975,-0.011011829256312397,-0.025170591659298868,-0.025891604774536125,-0.025293791875430117,-0.006428995972103424,-0.00656681427449074,-0.02510555113468941
0.28584926736316457,0.026465602207766618,-0.01146330245088383,-0.02776529338327099,-0.009736513568565626,-0.008380314081082873,-0.010026940009199051,-0.0042499507194953875,-0.00283461462645375,-0.009619554504238152
0.22437647884389808,0.10598563278254756,0.06939165378331871,0.03543813069014557,0.047011165568384396,0.03447114312760215,0.03756522994492174,0.023621768655271137,-0.0024956123519326414,0.031035422811384456
0.02945453943965417,0.027769376977397,0.02712235495085964,0.02077516931923557,0.0046981827003669185,0.004671677072432149,0.004704157493955848,-8.782244838219359E-4,-9.553053360118469E-4,0.004639988611803644
0.028229029355763446,0.02568231552027235,0.02372284328367341,0.014603119427373282,0.010831745313614638,0.010837025553201311,0.010814088587221053,1.8035719291014106E-4,9.454096261827101E-4,0.010596532846643266
0.20281515382659554,0.1193060005085176,0.044417238749046455,0.01371507119247389,0.04243224002034058,0.033768370200864366,0.03791139079583004,0.006901347571828294,-0.019712274345283255,0.02788421688278655
0.024281193848654705,0.1675154996385859,0.10751760639553125,0.15070652058078238,0.04892299129943364,0.005430040627665064,-2.9936102017354973E-4,-0.0066719718782435955,-0.004886978019984944,-0.0014991043652110606
0.0022775698770335696,0.0011789489954542062,0.001787327431573682,0.001006237749353874,-2.801187573194475E-4,-4.78298016709792E-4,-4.564046619468002E-4,-4.165239188450428E-4,-1.6399525702944783E-4,-5.677077022135047E-4
0.012280958736172357,0.009657891326440415,0.011728464938879194,0.004593649603365938,-0.0032162249435760625,-0.0030560927519103073,-0.002988175426317881,-2.2856015358987773E-4,4.799170495603115E-4,-0.0031706367785577635
0.02365812311605442,0.012729598000528034,0.01679841053877714,0.006023948167249467,3.41704430130411E-5,-0.00305743432333578,-0.003118612729621669,-0.0012998613756013892,-7.569596828748137E-4,-0.0031944143562918676
0.033683475341428674,-3.6954075751573315E-4,0.02117987230092391,-0.0014118582732994378,-0.003796353900952232,-0.005409930002284206,-0.005478413178079844,-0.0027825121638389533,-0.0013454597874657341,-0.005750245585560499
0.0029558141127460505,0.0038413168678359346,0.005762162069352679,0.0022212902458991915,-1.172562347622974E-4,-1.285638195390663E-4,-1.2786644206904305E-4,-2.15121793113023E-4,-1.6863551240578294E-4,-1.8688241066543062E-4
0.4006023854946527,0.10625188148053165,0.053106869875470517,0.041486423058356654,0.064381057476669,0.0296629544721791,0.030310072444793654,0.09968362181217114,0.08744480248239678,0.02610617695624997
0.06231999293223744,0.05958845009865398,0.053074771033954485,0.03578378537562187,0.013333296522071835,0.013205303766528065,0.013502112966398487,-0.0060411329033779,-0.008028278410931585,0.007506626027033976
0.0037964833520388965,0.0027212869435092007,0.0026003741114852116,0.0027512158623269572,0.0014392817059483477,-0.0010425738870183054,-0.0010659184436962084,-4.6524504302283647E-4,-0.0011148522259633105,-0.001130415263748578
0.13774467986237462,-0.00925999895216092,-0.008886361082526288,-0.010243527429407285,-0.018017301226261176,-0.01851778825131437,-0.017935959416356152,-0.005148273128246339,-0.0010200455549761122,-0.01813195962815236
0.033329937300504674,0.04661108502045117,0.020447868523789728,0.013361673494294716,0.0018545892939692591,-8.909757896398214E-4,3.474469984984981E-4,-0.006009739854170119,-0.009805671773870461,-0.002117169540689012
0.07801516540760899,0.054706370556574214,0.05424706032526279,0.010882939678987609,0.008799337268880762,0.008794419239873185,0.008830210848414647,-0.007288985157503528,-0.0040824867217550635,0.007685240343024953
0.07387393162393201,0.032480769230769146,0.016961538461538413,0.005752136752136725,-0.016788461538461523,-0.0175854700854701,-0.01714529914529913,-0.02143162393162394,-0.027506410256410263,-0.022493589743589705
0.006640706968338853,0.009146190577381046,0.003404465416064199,0.004846202528062582,0.0013059593333659136,0.0031699082025814064,0.0031724580681817085,-4.0833509767916146E-5,-4.724197759804853E-4,0.003048677854263959
0.1900629673356949,0.18412534435261715,0.1957005116096026,0.17191066509248337,0.06693231011412851,0.06373638987275371,0.06440541781450891,0.009113865932048056,-0.015062967335694344,0.05566050111504675
0.0397014477070809,0.06340182545437667,0.03609812349248764,0.040220942367694384,0.010559703438512591,0.0068285892054555635,0.006528109667129356,-0.00453070733662733,9.108850885494402E-4,0.0061419661778305155
0.011856097295014238,0.008000015178196115,0.0056027224825648,0.002821569078261821,0.0011674048113973915,0.0019996062409396074,0.0020073041448934736,-2.7679272384515026E-4,4.2826518040835665E-5,0.0019860821440187528
