TRAINTrainTimes,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
AvgTRAINTrainTimesOverDsets:,36.603305785123965,38.078512396694215,38.33884297520661,52157.83884297521,343721.96694214875,71.41735537190083,75.23140495867769,1224.3388429752067,83.01239669421487,142.29752066115702
AvgTRAINTrainTimesRankOverDsets:,1.9462809917355373,2.615702479338843,2.7024793388429753,4.9421487603305785,6.243801652892562,6.260330578512397,6.4421487603305785,7.012396694214876,7.541322314049586,9.293388429752065
StddevOfTRAINTrainTimesOverDsets:,102.21816777028461,105.49729475726818,106.65040660330433,320553.3407215118,2147218.5125999735,99.08412560183888,99.9918130257488,5115.299632073894,115.70750592928121,255.4279136608506
AvgOfStddevsOfTRAINTrainTimesOverDsetFolds:,2.8344817964556728,3.798202112240131,3.7278619058398084,1152.066208900617,68578.96902016894,12.978246131736043,14.20902311224323,76.70521168508961,13.784727360893354,25.46112693544516
StddevsOfTRAINTrainTimesRanksOverDsets:,1.020215771484481,0.8030160090208672,0.9187367060187731,1.9845130412822394,2.6537047236515567,2.1574475404531075,1.7691689228804441,1.6551218609684444,1.801141740743336,1.1229971458252608

flat,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,0|121|0,12|49|60,13|44|64,1|15|105,13|1|107,4|11|106,4|4|113,0|1|120,4|2|115,0|0|121
MV-A,60|49|12,0|121|0,27|64|30,3|20|98,13|2|106,5|13|103,6|5|110,0|1|120,2|5|114,0|0|121
RC-A,64|44|13,30|64|27,0|121|0,6|22|93,13|4|104,8|8|105,5|7|109,1|0|120,2|5|114,0|0|121
SMLR-A,105|15|1,98|20|3,93|22|6,0|121|0,14|2|105,39|1|81,32|2|87,12|5|104,31|1|89,19|0|102
SMLRE-A,107|1|13,106|2|13,104|4|13,105|2|14,0|121|0,50|0|71,44|1|76,39|8|74,41|1|79,29|0|92
NBC-A,106|11|4,103|13|5,105|8|8,81|1|39,71|0|50,0|121|0,43|36|42,68|0|53,12|24|85,1|0|120
CAWPE-A,113|4|4,110|5|6,109|7|5,87|2|32,76|1|44,42|36|43,0|121|0,72|0|49,11|18|92,1|2|118
SMM5-A,120|1|0,120|1|0,120|0|1,104|5|12,74|8|39,53|0|68,49|0|72,0|121|0,46|1|74,33|1|87
WMV-A,115|2|4,114|5|2,114|5|2,89|1|31,79|1|41,85|24|12,92|18|11,74|1|46,0|121|0,1|0|120
ES-A,121|0|0,121|0|0,121|0|0,102|0|19,92|0|29,120|0|1,118|2|1,87|1|33,120|0|1,0|121|0



p=0.01,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,0|121|0,2|88|31,4|87|30,1|23|97,1|15|105,1|20|100,1|12|108,0|2|119,1|5|115,0|0|121
MV-A,31|88|2,0|121|0,3|116|2,1|30|90,2|14|105,1|21|99,3|11|107,0|2|119,1|8|112,0|0|121
RC-A,30|87|4,2|116|3,0|121|0,1|34|86,2|17|102,4|20|97,3|13|105,0|2|119,0|9|112,0|0|121
SMLR-A,97|23|1,90|30|1,86|34|1,0|121|0,2|18|101,36|5|80,28|7|86,11|8|102,28|5|88,18|1|102
SMLRE-A,105|15|1,105|14|2,102|17|2,101|18|2,0|121|0,47|3|71,40|7|74,38|19|64,39|5|77,29|2|90
NBC-A,100|20|1,99|21|1,97|20|4,80|5|36,71|3|47,0|121|0,1|107|13,66|3|52,3|88|30,0|13|108
CAWPE-A,108|12|1,107|11|3,105|13|3,86|7|28,74|7|40,13|107|1,0|121|0,71|5|45,10|87|24,0|13|108
SMM5-A,119|2|0,119|2|0,119|2|0,102|8|11,64|19|38,52|3|66,45|5|71,0|121|0,43|6|72,29|6|86
WMV-A,115|5|1,112|8|1,112|9|0,88|5|28,77|5|39,30|88|3,24|87|10,72|6|43,0|121|0,0|15|106
ES-A,121|0|0,121|0|0,121|0|0,102|1|18,90|2|29,108|13|0,108|13|0,86|6|29,106|15|0,0|121|0



p=0.05,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,0|121|0,4|77|40,6|73|42,1|19|101,1|14|106,1|18|102,1|11|109,0|2|119,2|4|115,0|0|121
MV-A,40|77|4,0|121|0,9|106|6,1|28|92,2|13|106,1|18|102,4|8|109,0|2|119,1|7|113,0|0|121
RC-A,42|73|6,6|106|9,0|121|0,1|32|88,2|17|102,5|15|101,4|10|107,0|2|119,1|8|112,0|0|121
SMLR-A,101|19|1,92|28|1,88|32|1,0|121|0,2|17|102,37|4|80,28|7|86,12|6|103,29|4|88,19|0|102
SMLRE-A,106|14|1,106|13|2,102|17|2,102|17|2,0|121|0,49|1|71,41|6|74,38|17|66,40|4|77,29|2|90
NBC-A,102|18|1,102|18|1,101|15|5,80|4|37,71|1|49,0|121|0,2|106|13,68|1|52,5|81|35,1|5|115
CAWPE-A,109|11|1,109|8|4,107|10|4,86|7|28,74|6|41,13|106|2,0|121|0,72|4|45,10|81|30,1|7|113
SMM5-A,119|2|0,119|2|0,119|2|0,103|6|12,66|17|38,52|1|68,45|4|72,0|121|0,44|3|74,30|5|86
WMV-A,115|4|2,113|7|1,112|8|1,88|4|29,77|4|40,35|81|5,30|81|10,74|3|44,0|121|0,1|7|113
ES-A,121|0|0,121|0|0,121|0|0,102|0|19,90|2|29,115|5|1,113|7|1,86|5|30,113|7|1,0|121|0



T TEST,PB-A,MV-A,RC-A,SMLR-A,SMLRE-A,NBC-A,CAWPE-A,SMM5-A,WMV-A,ES-A
PB-A,0.0,0.00253354,0.00544473,0.07618905,0.08083952,0.0,0.0,0.0107996,0.0,0.0
MV-A,0.0,0.0,0.1418423,0.07619754,0.08084087,0.0,0.0,0.01088732,0.0,0.0
RC-A,0.0,0.0,0.0,0.07619892,0.0808411,0.0,0.0,0.01089737,0.0,0.0
