TRAINTrainTimesSTDDEVS:,CAWPE_alpha=8,CAWPE_alpha=4,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=7,CAWPE_alpha=3,CAWPE_alpha=15,CAWPE_alpha=2,CAWPE_alpha=6,CAWPE_pb,CAWPE_alpha=14,CAWPE_alpha=10,CAWPE_alpha=1,CAWPE_eq,CAWPE_alpha=9,CAWPE_alpha=5,CAWPE_alpha=13
post-operative,1.2576204496597128,0.5477225575051661,0.8683449709106095,0.7648904962570575,0.8136762043449725,0.49827287912243995,0.9001915504970077,0.8087168778415268,0.5683207771559354,0.7497125886079554,0.8087168778415269,2.7029145614385923,5.724418356238595,10.815537992581113,10.786112825529756,12.444636013851166,12.424900841436935
primary-tumor,1.288766674084136,1.0482607379429243,1.4162440207947151,1.376736103561817,1.4064710873459962,1.398274799098197,1.5024883574816204,1.9546584497482968,1.2994251602637366,1.4546793303071943,1.2242755305537407,1.381736372213907,14.864908921395358,14.114026609243613,13.707494384417984,13.948015143266144,15.886848461006622
ringnorm,5.249630528871072,2.635740206617793,3.8827647455087364,4.554144253870035,3.0325816929042375,3.516954011249135,3.6308068828691034,6.5503356060376134,4.454624356881233,4.729462558468353,4.88970299735054,5.083328622571777,12.73916036858598,13.686976778431873,19.66352010674858,13.438193981010407,13.545835344208706
seeds,0.8366600265340757,3.96667149618174,0.7396799556440671,0.8583598366625746,0.6643638388299199,0.48066046515042254,0.6914918072835209,0.6914918072835209,0.7111590022187594,0.7310832774866962,0.8583598366625752,1.069966161243848,12.765794814322346,5.727931162496531,5.761545131199665,5.613612355530163,5.665077532415233
semeion,2.4090347186917147,12.101106627461615,2.8945052978946557,3.3371816865725794,2.648790658776753,1.529780992514115,2.630501896955229,2.3004247483863725,2.3946780072946527,3.025561598861564,2.4842029642958106,4.4870183121236895,34.13106920472125,33.7597325260418,35.4043961164121,33.50834516060587,34.12163839701358
soybean,2.315365962484092,2.5961952709797216,2.514555329625325,1.792705526138712,3.7728613489791396,3.420862296347914,1.809616711814455,1.9502431324996554,2.473073382255971,2.145296914316225,2.1485092399203194,2.0443361623831793,15.685449733218789,19.38846676965873,16.897425499340045,13.883091510360995,16.431012169660768
spambase,3.3122898979129363,3.390487029742272,3.488733920466864,2.6339952609074224,2.1711271504562504,2.2682212383731213,2.008316044185609,2.2550071998253944,5.009875305305775,2.8945052978946557,4.318364952394479,2.775922752245959,14.716477589548326,14.740826097033658,15.699622954693538,16.12697461847161,17.147634802221116
spect,0.7849152527649012,1.1919268665368752,0.7279320417946061,0.6948083337796512,0.8339078479367938,0.7302967433402213,0.6396838299494921,0.6214554662658653,0.773854362727667,0.7580980435789034,0.68144538746106,1.304721752165845,3.2120462915889534,2.979045592749154,3.433439346650301,2.958719822576269,3.286335345030998
spectf,0.6102571532587294,0.507416263404925,0.572351471472339,0.6814453874610599,0.6643638388299199,0.6288102248298564,0.7396799556440673,0.9352607356658149,0.9942362632324556,0.6477192523656045,0.8136762043449725,1.2689936278745484,3.883948695755953,5.913650680232651,4.079666427653067,3.81542543687697,4.658942704781502
statlog-australian-credit,0.949894125981792,0.8087168778415269,0.8469010445797933,0.844182254113956,0.8995528902176069,0.9498941259817921,0.6989318615762462,0.7648904962570576,0.8448627719625692,0.909717652294684,1.0699661612438482,0.8276819867946674,5.203999346214632,4.773008400935651,8.462832872619252,6.257317555351155,5.821482214386109
statlog-german-credit,2.724094281623237,6.106431506790725,0.924755326447544,1.01483252680985,0.9613209303008455,6.82591411081885,1.4967397519467007,0.9371024061116425,1.0283342182227606,1.0482607379429238,1.0618786215460563,0.899552890217607,8.390196797385064,9.284519311767019,14.902171407002342,8.364127013003518,14.946225449002629
statlog-heart,0.844182254113956,0.6288102248298566,0.691491807283521,0.8366600265340757,0.6989318615762462,0.607425318241987,0.8603661343041525,0.454858826147342,0.7768193328323317,0.68144538746106,0.7111590022187594,0.651258728182957,6.2407632895970035,6.433121907073141,6.49394058856532,7.466399831028445,6.343065722394865
statlog-image,6.124756621953311,4.959722832448669,5.265917304465696,2.150915335760381,2.4774848202325597,4.30196426667216,2.4030631792939117,1.839852567806553,1.7749858344909901,2.285385854893463,1.5013403972802926,1.8864306744895691,16.85148105636722,15.74348980576949,16.49134220784021,18.68003421198472,17.80339629228732
statlog-landsat,19.782175885342358,9.317206922011886,15.702844020903587,5.806852867938455,11.24057715211473,12.848543009667063,7.991734235568274,6.785379820639728,5.793773907562671,4.971643730126924,6.266128614710357,5.015034866543171,23.15008502752439,20.06452235841323,24.701644972912554,22.45752056405732,22.850337656903076
statlog-shuttle,49.72642397538064,44.013699539193894,52.359763440892344,55.82761851006854,61.64455956642023,54.7575743986436,60.85505674169142,67.41615482237535,92.43468647844172,62.390510993811915,82.02873059896855,62.830587762814154,70.96112745155197,96.01508502169926,77.091854452909,82.2899555329154,76.01666483958195
statlog-vehicle,1.4367908045682762,1.0034423509719619,1.9106477207072154,1.1244411127720089,1.3429252681597996,0.9444331755018487,1.5643293888377892,0.9855274566525747,1.684615990213425,1.586219390255644,2.045741301158181,1.5687318254659985,23.263606820500787,21.442920756620648,24.03493625786306,24.19565839272557,21.689157204231908
steel-plates,2.495973769387664,2.042367343994731,2.7048275275926534,2.687561814311836,2.486977577555609,2.1172526114494827,3.7663055467213984,4.913621694933335,3.1176177170854436,1.4125870942531555,4.681094282126875,4.5874641781933185,64.5568091621279,66.59177402514587,64.91675482855919,65.39043657448923,63.64258135022133
synthetic-control,0.909717652294684,1.5196036990935662,1.564329388837788,1.7515182248421004,2.0833218390487507,1.3169976304537114,1.1788363637137231,4.328998716222663,1.1058881072455413,1.7005746155310282,1.144702942944678,1.8842968748696889,29.13979386006182,27.46092312451595,27.821702435990172,27.93549630887177,28.686093390752742
teaching,5.587753439956629,0.5560534167675354,5.580034194267578,1.5698305055298023,0.6432675209026769,0.6102571532587294,0.490132517853561,0.6477192523656045,0.784915252764901,0.571346463723366,5.096877565680799,0.651258728182957,6.1626423650525295,6.201686830228522,6.078131140483853,6.448380354430274,6.117996817379957
thyroid,3.4107672646097287,7.1232176637428015,4.4048040649471245,6.14957245500127,6.016834620510582,3.430927624974927,4.848983777881807,5.953459344021721,7.1084375960875725,4.823434175085145,3.996550236529431,4.477786809646444,13.956582923357413,16.05794106554037,17.47102691913659,13.841674538255424,17.55254836264491
tic-tac-toe,0.6064784348631226,0.844182254113956,0.9352607356658146,0.8840866447369845,1.45625878715715,1.040004420857094,1.5844067746592754,1.126483695950092,1.5554871358790008,1.524135330522564,1.5028708160235107,0.7760791522613608,5.608388626736359,4.798946244486519,6.473997503719083,8.099950333322967,6.843824298919628
titanic,1.1366415543118709,1.8270005567822796,0.9878573120474013,1.479359911288135,1.5844067746592754,1.496739751946701,1.5905612397739557,1.4419813954512686,1.487495774165735,2.0591818484673636,3.7815340802378077,1.50248835748162,13.243085378597677,13.64003572988882,12.263439730474825,14.481101437755857,13.72827437230839
trains,0.534983080621924,0.546672273590534,0.5040069329937307,1.5624913792865642,0.6102571532587296,0.5632418479750461,0.5477225575051661,0.5306686305052324,0.547722557505166,1.1885468767200216,0.6149478998583783,1.3565507307349294,4.765778391633514,4.212733843572557,4.000718326305512,5.014461844127135,4.261563039570093
twonorm,4.847205617554364,2.7080128015453204,7.2401339925366734,2.9211869733608853,3.1037611591959418,3.60411642048558,2.5526636977915813,2.8945052978946553,3.2640500897666613,4.057772448201021,2.731047544378379,2.7742659793426316,18.61911019269761,20.57531720681165,16.525181063921885,17.14579134713648,16.33517465576915
vertebral-column-2clases,0.534983080621924,0.6746646676632053,0.6477192523656046,0.691491807283521,1.2129568697262456,0.639683829949492,1.4558640835892127,0.607425318241987,1.417866293973521,0.6288102248298566,0.7648904962570577,1.4015590662158885,2.3331691239426986,2.94020876575234,2.181426297094443,2.2833731853221617,2.4625937172201087
vertebral-column-3clases,0.43417248545530474,0.7760791522613608,1.356550730734929,1.3896166675593025,0.7396799556440674,0.6214554662658653,0.7611243951073875,0.8840866447369844,0.889917986664224,1.066199610389819,0.6789105539243628,0.5832922809856748,8.262920916296217,8.290972794856918,8.175446840049952,8.08866100053706,7.93283587738151
wall-following,3.6477043639029714,3.927650287590431,4.320626817020191,3.7008852622228012,3.4986039908880047,2.8488755595889033,4.346487550078627,4.205087231044043,3.6585594803507524,8.042987950532675,5.197811210433709,3.134714784730693,20.151409636668784,21.341799684963387,19.265358106936553,16.43730688012073,15.278863771920985
waveform,4.5208330022776515,3.2307787040406772,4.057630813182977,3.2241901772151365,2.5560386016907755,3.6904661263700897,1.9736773542933952,2.967447914696529,3.594376194819493,5.511638678246265,3.488733920466864,3.158822711001716,17.373549720338023,23.762449852414328,17.79758475154721,22.44085457425783,20.270470000051514
waveform-noise,2.2603529375517555,1.0938700673013828,3.161550616208853,2.8276142415206804,3.063504116410547,2.9024365507336225,1.9534820076015516,3.685323485856064,9.345230512584125,3.7959445994770324,6.0935239790090785,6.644070902761314,13.422574910998982,12.592690819239769,14.679761656745335,10.804692467180397,13.176084221129543
wine,0.6297235299224025,0.4901325178535611,0.5085476277156078,0.8683449709106099,0.9128709291752768,0.6288102248298566,0.651258728182957,0.889917986664224,0.889917986664224,0.5872202195147035,0.714384229659507,0.6102571532587294,4.295011808689425,5.360669884370367,5.067362323688748,5.002987613163884,4.27018533071115
wine-quality-red,1.6897255439251382,1.917853205941537,2.063364064911429,1.9464084224865132,2.1890532252525303,1.8260566142977852,2.134823473818811,2.1444930810596343,4.083186720332962,4.352961734505481,1.7798359733284477,1.941974347877976,10.781849371145425,13.836483507816173,10.801287705267091,13.095756968373864,10.774010875473795
wine-quality-white,6.395849947561633,4.288986162119268,5.0520281576558075,4.42939501849689,4.202489683536402,5.840898214660395,4.554144253870037,4.057205878462404,8.08546304448163,7.754568545917519,8.027252432133636,7.849225747013918,37.52124302526396,32.89553300911878,39.80268864019749,33.64795770134146,36.674147617201356
yeast,3.194103763276127,2.324284588981029,1.9945327571990967,2.97576417308111,3.4334393466503,2.5944237284527416,2.3034207445529313,3.51679059540855,2.4297012729679484,3.3190498571161884,2.750339581959281,2.585547808736935,17.800329326670646,17.99757327192088,22.456701633941304,21.583012690113705,21.275667392317118
zoo,1.1665845619713493,0.5208304597621877,0.9684683962230046,0.8583598366625751,0.746639983102845,0.651258728182957,0.5306686305052324,0.4806604651504226,0.8683449709106094,0.6149478998583783,0.504006932993731,0.8276819867946672,9.112073587140925,8.705659409092823,10.883341694386958,9.303070806824035,11.188304649031517
