TRAINTrainTimesSTDDEVS:,CAWPE_alpha=8,CAWPE_alpha=4,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=7,CAWPE_alpha=3,CAWPE_alpha=15,CAWPE_alpha=2,CAWPE_alpha=6,CAWPE_pb,CAWPE_alpha=14,CAWPE_alpha=10,CAWPE_alpha=1,CAWPE_eq,CAWPE_alpha=9,CAWPE_alpha=5,CAWPE_alpha=13
lymphography,0.507416263404925,0.6260623155792926,0.6214554662658653,4.604345773288534,1.11674815279973,0.8366600265340757,0.5208304597621878,0.5508613944197478,0.6686751354593718,0.6288102248298566,0.5208304597621878,0.6686751354593718,6.451944374132231,7.187872928855887,4.748381454430721,4.880291116246074,5.042805276576845
magic,8.372093765778576,12.221377539603187,7.636572619919904,10.727770386770233,8.460591539331178,12.019189637418567,8.09292297620894,11.197752237498996,16.213411505407432,9.582611167192853,15.59770834921356,15.669760027209886,36.83091217922824,34.20196942638944,33.28394041659089,38.09095285832546,31.44957650062979
mammographic,1.3217891045025334,1.222866427231762,1.6120950886075682,1.01483252680985,1.4403862827999165,2.3302113761354923,0.9737945687202026,0.9714309861845772,0.8683449709106092,1.4781939897267768,1.1591713250937243,1.0063019815944516,10.082190967872195,9.454367111090217,11.35837328485734,9.194201070964967,10.153081181161921
miniboone,31.582058779972044,25.013214898133942,26.11876059793829,41.00008410420305,48.00699182793915,52.53510047205768,44.52545442726018,57.43270925138411,57.31370621012247,86.75796031581723,60.92374166817543,59.7112207634166,68.40051925594395,86.91364455133268,94.11057326358181,86.67964535887437,77.50280677156965
molec-biol-promoter,2.1412747304501507,2.923546893207223,0.5040069329937308,0.7022132498578064,0.7111590022187596,0.546672273590534,0.6064784348631228,0.4901325178535609,2.6714755490543793,0.5208304597621878,0.7183954022841381,0.5959634332684376,11.231370270849393,7.867874444591885,14.582661725093457,12.191432831409054,11.787437302523376
molec-biol-splice,2.740920224698436,3.1767835971291003,2.776129779337439,3.0255615988615645,2.555363977493473,2.504249262317171,2.4090347186917147,2.1226745220209295,7.642590882828862,5.8961315975893855,6.588129345714311,3.117617717085444,25.982398993766232,22.907209124750604,23.952083392694142,26.136885461148495,23.405692401243105
monks-1,3.6623276311877015,0.7279320417946066,0.7310832774866962,0.7183954022841381,0.8276819867946673,0.8030115728972382,0.6989318615762463,0.8172001541568769,0.68144538746106,0.7022132498578064,0.6686751354593718,0.651258728182957,8.8743463414781,7.476860857061744,8.087168778415268,9.79144595006802,9.47404197079408
monks-2,0.932183199398798,0.8769067893689609,0.6288102248298566,0.7183954022841381,0.5560534167675356,1.0333518722845685,7.811059062519048,4.436007317345208,0.9071871393197362,0.682288239221013,1.0063019815944514,0.9684683962230045,8.406415174850336,9.654312359067152,8.289932961474847,8.512397990004336,8.460591539331178
monks-3,0.802295557085754,0.6686751354593717,0.7914775938769181,0.844862771962569,1.0416609195243758,3.51433844594451,0.7302967433402217,0.8603661343041528,0.7849152527649012,0.490132517853561,1.0980651740387644,0.7648904962570576,6.590135435442224,12.373312029311823,6.680646262358054,8.214369243524759,7.796256101193847
mushroom,3.2134773659711993,4.370223172186134,7.296353994235436,4.285769019902265,6.21307483059513,3.304472761256334,3.49465930788123,3.908287686913307,2.979045592749154,8.732552391160779,6.96534937774287,2.9517187667799445,17.826139917767282,13.412809112033992,17.057576602209057,18.86640875498951,15.286685665005665
musk-1,0.7239737088005908,0.7760791522613609,0.5832922809856749,1.1591713250937241,0.6686751354593717,0.8583598366625752,0.8022955570857537,0.6260623155792924,0.718395402284138,2.112088904433212,1.1957780134587124,0.6288102248298565,10.186987417469318,7.827816594918287,8.389169262778063,9.455339670041582,8.677888402511108
musk-2,3.460947979895138,2.7835724998765468,3.6928013227352756,2.632467484599053,3.4188456746578133,6.228964600958975,4.297018479840639,5.786329509749881,2.8235463150271594,9.126253653450929,7.522304000189325,3.362401987632767,16.868013666625696,20.447409413520774,17.260545668709582,18.732846559716574,18.628738149898165
nursery,7.7267262699396015,6.65366548361248,7.692061888203581,10.509109349052604,9.111127464708245,12.722321771766655,8.345691985248656,10.639818942371,11.475110497051444,23.23149368530949,11.017019226799878,9.729975015029764,33.917428470079926,30.418328564266613,26.35742387077023,34.25757739822537,28.915672082004647
oocytes_merluccius_nucleus_4d,0.8840866447369844,1.0283342182227606,0.9498941259817921,1.2134305884983485,1.1043279539543758,1.2172137016162359,1.0400044208570938,1.0933445471810683,0.7760791522613609,9.54986910905066,0.9684683962230045,1.166584561971349,10.52986993839621,10.745755644337727,9.651454538702636,9.452604092943437,9.156619363112105
oocytes_merluccius_states_2f,0.8366600265340757,2.4541777657185158,2.743644693996756,1.222866427231762,1.9009979230520686,1.186126701378962,1.3582443028435263,1.2726115785600323,0.8899179866642237,2.6193357059051987,1.1290317283753195,1.224275530553741,36.806421228885604,32.20337670593516,28.13685765363093,32.081505396501385,32.46359588017422
oocytes_trisopterus_nucleus_2f,0.7648904962570576,0.9714309861845771,0.9855274566525745,1.19433528860584,0.915385729888094,1.0742546199601595,1.048260737942924,4.724112761070626,0.7183954022841381,1.2576204496597132,1.0333518722845685,0.944433175501849,17.246055687652444,17.224147710926545,19.50729306589258,16.60854232498805,17.87620263617682
oocytes_trisopterus_states_5b,1.222866427231762,1.1058881072455415,0.889917986664224,0.9371024061116424,1.188546876720022,1.174440439029407,2.0910317532508804,1.1058881072455415,1.2576204496597132,1.3514572807192968,1.3879613761229794,0.982607368881035,8.833647793144875,8.463919366019667,9.030217471700608,8.593234441170539,8.600253939046913
optical,6.951721857324932,5.735551562329287,8.207369830842879,9.478408615640994,9.456737548302335,6.5037566509451015,10.663936432194498,11.180288483519227,10.087490830943432,12.747819286125928,9.151345607984739,8.653216796055688,33.49825866121004,37.617998260187214,35.65195743525897,35.124098548583056,33.48544030834414
ozone,1.7811271131234425,1.715715058195719,2.1605129233480698,3.8268560968772913,1.8370390969378307,2.116166562333936,3.3314937452609215,2.3625429510174625,1.7220677226460377,3.5207104821116113,2.2273121784406165,1.1325893433586842,15.471739160277947,13.281393085774194,11.645185478453584,12.292227242233713,11.079441456522336
page-blocks,3.869271813638335,3.4248919774894016,5.091800936958279,4.983766751612956,5.192390541959444,5.858091957225522,5.274205284145693,7.722485455421422,5.868677816198877,6.580710229636067,5.973119864822757,6.112357936200227,27.091161556543835,19.785894197518655,27.141371059482342,26.145393651567048,25.240908230011495
parkinsons,0.6102571532587294,2.382889195816757,1.8307714597761882,1.112106833535071,1.9910720268468327,0.571346463723366,1.620628514376195,0.5208304597621877,0.7760791522613609,1.2525835370311151,0.59209349991676,1.0661996103898193,4.3733781887242715,4.339738855430512,4.341724854553047,3.5886154599706312,3.4112727257132924
pendigits,7.293833011524188,9.657585905247823,8.406688634242585,10.627496326083557,9.726430397420323,14.98662238713956,14.011038341332839,17.204015836993996,17.916665330125582,17.93888090923907,17.893811940084937,20.225424991627595,28.866796739904977,32.54167972831504,28.703418035079928,32.2976281111972,34.55270836233267
pima,0.6686751354593717,0.7849152527649012,0.6643638388299199,0.8441822541139559,0.9714309861845771,3.683451654624236,0.8995528902176071,0.8276819867946673,0.8304547985373997,0.8502873077655144,0.9071871393197365,1.0080138659874618,7.920655377504781,12.843174313104285,10.315706136927723,13.900343169500712,11.062466312696289
pittsburg-bridges-MATERIAL,0.7279320417946061,0.6686751354593718,0.5713464637233658,0.5832922809856749,1.8680618759596244,0.6214554662658655,0.5683207771559355,2.9798171663421877,0.8051557998728976,0.8995528902176072,0.6260623155792924,0.7914775938769181,6.686837302002216,6.674363373145158,12.516701486092652,7.014025358104854,6.525282395791587
pittsburg-bridges-REL-L,0.3790490217894516,0.6477192523656045,1.3729739514150914,0.980265035707122,0.5872202195147035,0.6064784348631227,0.6914918072835211,1.0148325268098495,0.507416263404925,0.6297235299224025,0.5632418479750461,3.3884523304013436,4.544037396640676,4.5142176420217295,3.953174193846833,3.727653725716833,4.063292363045787
pittsburg-bridges-SPAN,0.4497764451088035,0.5560534167675356,0.547722557505166,0.718395402284138,0.7239737088005909,0.5040069329937308,0.504006932993731,0.6297235299224025,0.7648904962570575,1.2521246311585854,1.1249521062602224,0.5683207771559354,5.4291677142049615,4.3508487743739455,5.934895829393059,4.738688891855332,4.648569177962059
pittsburg-bridges-T-OR-D,0.571346463723366,2.0758601596203072,0.5508613944197479,0.6789105539243627,0.8136762043449723,0.691491807283521,1.0372377109252813,0.6064784348631228,0.6064784348631228,0.8193072487266858,0.6064784348631228,0.9613209303008453,4.056497555008891,4.091482602316361,4.4190028521032385,3.404695878193602,4.789356014589306
pittsburg-bridges-TYPE,1.3565507307349292,0.7914775938769181,0.6608945522512668,0.507416263404925,0.6617635789938568,0.7111590022187596,0.6746646676632054,0.8276819867946674,1.0699661612438482,0.6288102248298565,0.682288239221013,0.7760791522613607,5.422388666498806,5.525697542693894,5.719597285075959,5.405829122877185,5.372235990742578
planning,0.461133037377414,0.6260623155792924,0.5713464637233657,1.1121068335350714,0.6814453874610596,0.5683207771559355,0.5560534167675354,0.7119666788018509,0.7143842296595069,0.461133037377414,1.3628907749221197,1.2703515668696899,4.568885273639311,4.980536831149508,4.5364424767462435,4.930435619932466,4.853722353993395
plant-margin,10.139316896440151,10.425212586382322,9.343016323596384,13.780754529498697,8.403338143501246,22.765193234156957,18.686032647192768,15.438271596427414,15.411445217050895,14.79686204696055,17.638287768439962,15.553430341963116,77.66512997345143,90.409597954525,85.22818593728792,81.97774438658729,82.20509814433375
plant-shape,9.793500072913712,8.910087270751829,12.299939257863285,17.92192518394301,20.42370157946146,17.751444817350734,16.24538838188121,13.858231298136271,11.491176024967228,17.016422088372607,12.122032756964465,9.316960187015763,37.617249650451164,40.42169953259571,37.89816967041833,40.52286143463433,42.18880659960472
plant-texture,9.633275663033837,9.939125056892673,7.3340647493137405,15.687904411602789,14.57367331948224,13.259089270227499,15.357651879905594,15.216030566704855,13.437980143787518,14.281287491462145,12.22584411678049,12.773040934430755,57.65529753052475,63.713303614482776,62.18002229344882,64.9550242276438,61.90979719322094
