CAWPE-S,PB-S
-0.002674305662225862,-0.005351866838765684
0.0,0.0
0.0,-0.001666666666666668
-7.010097477708717E-4,-5.875374559348131E-4
-0.004660383597883592,-0.004975198412698408
0.0021347434390912726,-0.02900770335552944
-0.06425000000000002,-0.053236111111111116
-0.0014892411457906652,-0.007036604680374647
0.04285714285714286,0.053439153439153446
3.6582867893315184E-4,0.0010293236996708219
0.0022281639928698658,0.0010695187165775445
0.01260758998435056,0.013941053729786127
0.003046527493518862,0.0010443443853185741
0.0015390000823655456,-6.795156906350204E-4
3.265306122448797E-4,0.004646258503401357
-0.01187084520417853,-0.02739791073124408
-0.0010158585567663766,-0.0017962611939798718
-0.0014586253770018432,-0.003186579914947448
-0.008801019505115215,-0.004214485468512141
-0.015472038974073458,-5.552746846747744E-4
4.956395597386365E-5,-0.0033774631373788186
-0.00824349272114882,5.834355050099401E-4
0.010944675604869744,-0.0047341655108645376
-0.005521885521885521,-0.016161616161616165
-0.0016509836638270547,2.3301724929399488E-5
-0.005679811219880916,-0.005103700016592006
-0.004004234440112923,0.0017671506026795643
-0.016666666666666666,-0.009765625
-0.0015746934225195168,-0.004720098741837871
0.021165501165501165,0.014156954156954178
0.003961729270021275,0.001979683439640926
0.0063056525719711355,0.0038784713980536956
-0.0013572502345348052,-9.186983599515827E-4
-0.0026666666666666726,0.004666666666666664
0.007001133786848074,-0.0016510770975056654
-0.005830784913353737,-0.00966360856269113
0.008643768512189568,0.009301663249031663
-0.0055269052456112765,-0.01327290722508723
0.010448801742919404,0.0041089324618736375
-0.019727891156462594,-0.02811791383219956
0.0432487220165697,-0.0013925612550678664
-0.0034403440344034364,-0.006864019735306859
0.0030747030747031003,0.0034132534132534365
4.950495049505029E-4,1.1001100110011505E-4
0.0025362318840579713,0.0021739130434782444
0.007701360448147632,-2.039887649264771E-4
-0.001991341991341992,0.0031168831168831143
-0.007446969696969704,-0.004915584415584421
0.004888888888888887,-0.00355555555555556
0.006821769926608623,0.005743300904591234
-0.04405594405594407,-0.059673659673659694
-0.0038191122046983125,-0.0030628981674867715
-0.012592592592592593,-0.00814814814814816
-0.006115934627170591,-0.007724719101123593
0.015424836601307187,-0.10235294117647059
-0.017394216133942167,-0.013838660578386626
-0.001650893796004212,-0.001524710830704527
-0.008481173481173514,-0.010048654423654442
0.004637229872940988,-2.486257032103848E-4
0.014696106362773036,0.00465337132003798
5.121807026977731E-4,-0.0020520508716374785
-0.04304556354916067,0.00875299760191847
-0.007221483942414179,-0.0011432262827611747
-0.010108303249097469,-0.004572803850782189
-0.0013211882488101123,-1.0667979648776675E-4
-0.008690099982934055,-0.01086806842857901
-0.0023081757539004616,-2.555267655328578E-4
-0.004279835390946515,3.7037037037038016E-4
-3.712214052287647E-4,-5.703635620915063E-4
-0.0012885518790849684,-9.99795751633988E-4
-0.004971585671804483,-0.008490954705396726
0.0028395091414785208,0.001386170357723963
-4.3824171910711676E-4,-3.713225986654911E-4
0.0013178482125624188,-0.0018199142567309776
1.3002280406785675E-5,5.902082724060083E-4
-0.007865207938845643,-0.002398485167262809
-6.0080764730000937E-5,5.149637951152863E-5
-0.004166666666666678,-0.0011284722222222247
0.015764482431149102,0.007336182336182336
0.034943396226415145,0.01605031446540884
-0.019565217391304353,-0.040579710144927526
0.009150326797385607,0.005882352941176461
0.011074800290486556,-0.006245461147421938
-0.005860805860805858,-0.010989010989010983
-0.02141666666666666,-0.021333333333333322
-0.015291666666666667,-0.014249999999999992
-0.014126929495202344,-0.02074681894034209
-0.019999999999999997,-0.03259259259259258
0.0012171975068268374,-0.00986493271126458
0.00542342342342342,-0.00218018018018018
-0.010158730158730152,-0.010476190476190469
0.0016390815468684372,0.0014787725935266856
-0.006098725204367457,-0.009197679071628629
-0.003622325516946012,8.57755607202911E-4
0.002726513252829055,0.0013081947292473768
0.006390977443609006,8.323046422025045E-4
-0.003961352657004831,-0.001932367149758448
-0.0028000000000000026,-0.004733333333333338
0.005185185185185178,0.005925925925925934
-3.4632034632036123E-4,-6.349206349206363E-4
-0.0023502980592533048,-0.002317996071212754
-4.047792329993453E-5,-0.0024117133685852333
-0.0034580017288145712,-0.012667665206116415
6.541256311924926E-4,4.5738893348111763E-4
-0.0030000000000000027,-0.0022222222222222253
-9.415204678362524E-4,-0.03028070175438596
-9.351851851852019E-4,-5.277777777777826E-4
-0.0013221990257480795,-0.001113430758524699
1.3519390086147443E-4,3.416728593840383E-4
0.022222222222222233,-0.18888888888888894
1.2233991641148097E-4,-8.4236675254686E-5
-0.011182795698924722,6.45161290322586E-4
-0.0023655913978494684,-8.602150537634505E-4
0.0016213465326826734,0.0051499490570367104
5.019627469807183E-4,3.596960575513619E-4
-0.0011534081845453014,-0.001164538852992895
-0.008787878787878782,-0.017062289562289557
-0.0030108041639679618,0.0012695596669576722
-0.008289197601417142,-1.463141543743866E-4
0.0037725567836092637,0.0017090632785704033
-0.012938252223966518,-0.0029173207744636314
