CAWPE-A,RandF,RotF,XGBoost,MLP2,SVMQ
0.6593779904306223,0.6408931419457732,0.6502392344497608,0.6392344497607655,0.6589314194577353,0.6418819776714514
1.0,0.9994535519125682,0.9879781420765027,0.9994535519125682,1.0,1.0
1.0,0.9899999999999999,0.9961111111111111,0.9899999999999999,1.0,1.0
0.8652430868342754,0.8575328255944095,0.8619414189392081,0.8706234815603416,0.8500204733437066,0.8468757677503889
0.9462222222222223,0.9465185185185184,0.9477777777777777,0.9468148148148149,0.8712592592592593,0.8619259259259258
0.7191304347826086,0.6463768115942028,0.7237681159420291,0.7165217391304348,0.6582608695652171,0.5681159420289854
0.8069999999999999,0.7546666666666667,0.7813333333333332,0.7219999999999996,0.7473333333333333,0.7073333333333334
0.9425985090521831,0.8227902023429181,0.893290734824281,0.8782747603833866,0.9572949946751862,0.9136315228966986
0.611111111111111,0.6074074074074075,0.6037037037037039,0.6185185185185187,0.5666666666666667,0.6592592592592595
0.8981866430782838,0.8975379625534425,0.8942355889724313,0.8950169541500812,0.887173816895179,0.8946778711484593
0.7813725490196077,0.746969696969697,0.7842245989304811,0.7379679144385028,0.7913547237076649,0.7659536541889482
0.7071759259259259,0.7023148148148147,0.722222222222222,0.6777777777777777,0.6717592592592593,0.7067129629629629
0.9650476190476188,0.9636190476190477,0.9671428571428571,0.9584761904761904,0.9644761904761905,0.9577142857142857
0.9734502923976607,0.9554385964912282,0.9612865497076025,0.95953216374269,0.9709941520467836,0.9727485380116959
0.7886666666666667,0.7833333333333334,0.7766666666666667,0.772,0.7593333333333334,0.7433333333333334
0.678395061728395,0.6598765432098765,0.6771604938271605,0.6660493827160496,0.6549382716049383,0.6277777777777777
0.9796531791907512,0.9672447013487475,0.9648940269749519,0.9771868978805396,0.9679768786127168,0.9334104046242776
0.9409147869674186,0.938565162907268,0.9302944862155389,0.9442042606516291,0.9136591478696742,0.9046365914786967
0.8662914321450909,0.8576297686053783,0.8396185115697311,0.8691056910569107,0.8098811757348343,0.8116948092557847
0.810300266058533,0.7874524895477003,0.7797367920942607,0.7287509502090459,0.4819412770809578,0.4427427784112506
0.9920783823222845,0.98597039816552,0.989284969772775,0.9898686679174485,0.9887221179904109,0.9846362309776943
0.612691131498471,0.6125382262996942,0.6093272171253823,0.614067278287462,0.602446483180428,0.6050458715596332
0.8298412698412702,0.79968253968254,0.7930158730158733,0.8092063492063496,0.8349206349206353,0.7965079365079368
0.9694949494949496,0.9582491582491582,0.9552861952861954,0.9266666666666666,0.9602693602693606,0.9198653198653198
0.8777623178108688,0.8661041870195485,0.8623750456397961,0.8738042373466751,0.8588215557989678,0.8381558562025717
0.5444444444444445,0.5260162601626016,0.532836495031617,0.5187443541102078,0.5378952122854562,0.5269196025293585
0.8665703275529866,0.8659922928709055,0.860789980732177,0.8605009633911366,0.8464354527938344,0.8538535645472062
0.77265625,0.7697916666666667,0.7455729166666667,0.77734375,0.736328125,0.7299479166666667
0.9715579710144926,0.9722826086956524,0.9740942028985509,0.9655797101449274,0.9670289855072463,0.9554347826086954
0.806060606060606,0.8232323232323234,0.797979797979798,0.7873737373737376,0.7702020202020203,0.7787878787878788
0.856470588235294,0.8358823529411765,0.8541176470588235,0.8345098039215687,0.8203921568627454,0.8435294117647059
0.9545454545454545,0.9586147186147188,0.9555844155844155,0.9522943722943721,0.9317748917748917,0.8625108225108226
0.9138528138528136,0.9156709956709956,0.9090909090909093,0.9144588744588742,0.8914285714285715,0.8778354978354979
0.8573333333333333,0.8713333333333334,0.8759999999999998,0.8286666666666668,0.8533333333333334,0.7653333333333335
0.6197278911564627,0.6397959183673468,0.6003401360544218,0.623469387755102,0.464625850340136,0.45102040816326533
0.729663608562691,0.7568807339449541,0.7149847094801224,0.7342507645259939,0.6428134556574923,0.6333333333333332
0.7251082251082251,0.691125541125541,0.7318181818181816,0.6716450216450218,0.7261904761904759,0.7396103896103896
0.788888888888889,0.7555555555555558,0.679423868312757,0.7835390946502058,0.5432098765432097,0.465843621399177
0.5671023965141611,0.570152505446623,0.5673202614379084,0.5549019607843136,0.5703703703703703,0.5333333333333333
0.8267573696145126,0.8188208616780045,0.8190476190476191,0.8095238095238096,0.8120181405895692,0.8167800453514737
0.3709677419354839,0.38494623655913973,0.3623655913978494,0.36774193548387085,0.3672043010752687,0.3182795698924731
0.3382838283828383,0.33762376237623765,0.3455445544554456,0.32178217821782185,0.3122112211221123,0.3333333333333334
0.8106837606837609,0.8252136752136753,0.8025641025641026,0.8081196581196582,0.8059829059829061,0.7747863247863246
0.6,0.5284378437843785,0.6328932893289329,0.5429042904290429,0.5031903190319031,0.5461496149614962
0.844021739130435,0.8559782608695649,0.8373188405797101,0.8324275362318843,0.760144927536232,0.8067028985507245
0.7071917808219179,0.6923515981735161,0.7085616438356166,0.6899543378995432,0.6828767123287671,0.6857305936073063
0.9654545454545453,0.9629437229437231,0.9593650793650795,0.9644155844155841,0.9001154401154402,0.8945165945165946
0.9293560606060609,0.9361742424242423,0.9380681818181816,0.9270833333333336,0.9113636363636366,0.8854166666666667
0.9528888888888891,0.9488888888888891,0.9484444444444449,0.9471111111111112,0.9497777777777778,0.9595555555555555
0.710515873015873,0.7051587301587303,0.7092592592592591,0.7018518518518516,0.7040343915343915,0.7055555555555557
0.7589743589743592,0.7384615384615387,0.6769230769230771,0.6923076923076926,0.6538461538461539,0.7871794871794874
0.9582458945404881,0.9507677958762202,0.9305252989573966,0.9526065087771892,0.8980813430598581,0.8695446520768796
