CAWPE(ConTie),CAWPE(alpha=4),CAWPE(RandTie)
0.6511449074544751,0.6462144352506723,0.6435424528180606
1.0,1.0,1.0
1.0,1.0,1.0
0.7591703442382902,0.7578936823506057,0.7574729479179815
0.8168558880862287,0.8212428620571034,0.8141889920880633
0.36713262784744966,0.3714467237994443,0.3634837753449386
0.5678640674051302,0.578257799411181,0.579945021877389
0.7898827160493825,0.6968888888888889,0.6758425925925926
0.6075,0.6341666666666667,0.6300000000000001
0.6064915708812261,0.6060696679438057,0.6060751915708813
0.5847414416190289,0.5848465733622447,0.5847644391878575
0.5876698134929771,0.5891127484841507,0.5907283751630977
0.9603023085158854,0.9601489287475792,0.9603516306374584
0.9669574154105618,0.9654781982361829,0.9654781982361827
0.6360014619883041,0.6508040935672514,0.6527046783625732
0.67082531665865,0.6781605739939074,0.6773258377425045
0.9046696981995278,0.8997054452807293,0.8890282697100876
0.8375491103751973,0.8353380389612273,0.8331879310140179
0.7771211502142988,0.7744991861504246,0.7721637153830943
0.736069035198115,0.7358317197823965,0.736069035198115
0.9899813200823484,0.9896545390893606,0.9894275584955743
0.5150704809286898,0.5173507462686566,0.516334991708126
0.8132227891156464,0.8096513605442176,0.7983418367346939
0.9858585858585859,0.9758922558922561,0.9529292929292931
0.716973440234151,0.6808447685920327,0.6630783673261579
0.5111934703674662,0.513229766492148,0.5121673806817582
0.861937454906205,0.8639046717171717,0.8638629599567097
0.7145683760683761,0.7215427350427351,0.7207222222222224
0.9704542299596061,0.9709303066507367,0.9716901632815611
0.7553030303030303,0.753030303030303,0.7541666666666667
0.6261342592592594,0.6236618589743589,0.6200008903133903
0.9185513561302138,0.8502070506141267,0.8406736446591515
0.8802881335282652,0.8809176960257787,0.8795947582249275
0.517550505050505,0.5227272727272727,0.5152777777777777
0.36950892857142853,0.3655406746031745,0.3306746031746032
0.6298343079922026,0.6356590550450201,0.6364230019493177
0.5667386142887977,0.5686596157996978,0.5693251313044103
0.7436132154882155,0.7488215488215487,0.7416561447811447
0.3161298232029939,0.3130190992386115,0.3152903600464576
0.7933393550113741,0.7962665596146123,0.7947912484945803
0.22480555555555554,0.23397222222222222,0.24327777777777776
0.28546398046398036,0.28751526251526255,0.2955750915750916
