CAWPE-A_VS_CAWPE-A
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE-A_VS_PB-A
Wins(80):,abalone,acute-inflammation,annealing,arrhythmia,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-prog,breast-tissue,cardiotocography-10clases,chess-krvkp,congressional-voting,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,horse-colic,ionosphere,iris,led-display,lenses,libras,low-res-spect,lung-cancer,mammographic,molec-biol-promoter,molec-biol-splice,monks-2,musk-1,oocytes_merluccius_states_2f,ozone,parkinsons,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,post-operative,primary-tumor,semeion,soybean,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,yeast,zoo
Draws(1):,mushroom
Losses(40):,acute-nephritis,adult,audiology-std,balance-scale,breast-cancer-wisc-diag,car,cardiotocography-3clases,chess-krvk,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,hill-valley,ilpd-indian-liver,image-segmentation,letter,lymphography,magic,miniboone,monks-1,monks-3,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,page-blocks,pendigits,pima,plant-shape,plant-texture,ringnorm,seeds,spambase,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,vertebral-column-3clases,wine-quality-white

PB-A_VS_CAWPE-A
Wins(40):,acute-nephritis,adult,audiology-std,balance-scale,breast-cancer-wisc-diag,car,cardiotocography-3clases,chess-krvk,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,hill-valley,ilpd-indian-liver,image-segmentation,letter,lymphography,magic,miniboone,monks-1,monks-3,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,page-blocks,pendigits,pima,plant-shape,plant-texture,ringnorm,seeds,spambase,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,vertebral-column-3clases,wine-quality-white
Draws(1):,mushroom
