0_MLP&NB&RandomCommitteeDefault&RotFDefault&SVMQ_UCI,true
100_BaggingDefault&DaggingDefault&LogitBoostDefault&REPTree&RotFDefault_UCI,false
101_1NN&DaggingDefault&MLP&RandF&bayesNet_UCI,false
102_1NN&C4.5&DaggingDefault&LogitBoostDefault&RandF_UCI,false
103_DaggingDefault&DecisionTable&MLP&NN&bayesNet_UCI,true
104_AdaBoostM1Default&ENDDefault&Logistic&REPTree&SVMQ_UCI,true
105_DNN&DecisionTable&DecorateDefault&REPTree&SVML_UCI,true
106_BaggingDefault&ENDDefault&Logistic&RandF&RandomCommitteeDefault_UCI,false
107_BaggingDefault&LogitBoostDefault&MLP&MultiBoostABDefault&bayesNet_UCI,true
108_1NN&BaggingDefault&NN&RandomCommitteeDefault&bayesNet_UCI,true
109_C4.5&MultiBoostABDefault&REPTree&RandF&RandomCommitteeDefault_UCI,false
10_1NN&C4.5&Logistic&NB&bayesNet_UCI,true
110_AdaBoostM1Default&C4.5&DNN&DecorateDefault&SVML_UCI,true
111_1NN&BaggingDefault&DaggingDefault&NN&RandomCommitteeDefault_UCI,true
112_BaggingDefault&ENDDefault&Logistic&NN&bayesNet_UCI,true
113_1NN&DNN&LogitBoostDefault&NN&REPTree_UCI,true
114_DaggingDefault&Logistic&MultiBoostABDefault&NN&SVMQ_UCI,true
115_DaggingDefault&DecorateDefault&Logistic&LogitBoostDefault&RandF_UCI,false
116_DecorateDefault&Logistic&MLP&REPTree&RandomCommitteeDefault_UCI,true
117_1NN&AdaBoostM1Default&DaggingDefault&NB&RotFDefault_UCI,false
118_BaggingDefault&C4.5&DecorateDefault&LogitBoostDefault&NN_UCI,true
119_C4.5&ENDDefault&LogitBoostDefault&NN&bayesNet_UCI,true
11_AdaBoostM1Default&DNN&DaggingDefault&SVMQ&bayesNet_UCI,true
120_AdaBoostM1Default&DNN&DecisionTable&LogitBoostDefault&bayesNet_UCI,true
121_ENDDefault&MultiBoostABDefault&REPTree&RandomCommitteeDefault&SVML_UCI,true
122_DNN&Logistic&MLP&REPTree&RandomCommitteeDefault_UCI,true
123_DecisionTable&MultiBoostABDefault&NB&RandF&SVML_UCI,false
124_DecisionTable&MLP&NB&RandomCommitteeDefault&RotFDefault_UCI,true
125_1NN&C4.5&MultiBoostABDefault&NN&RotFDefault_UCI,false
126_DNN&DaggingDefault&DecisionTable&MultiBoostABDefault&NN_UCI,true
127_1NN&DNN&ENDDefault&NN&REPTree_UCI,true
128_1NN&AdaBoostM1Default&DNN&DecisionTable&MultiBoostABDefault_UCI,true
129_Logistic&MLP&NN&RotFDefault&bayesNet_UCI,true
12_AdaBoostM1Default&BaggingDefault&DaggingDefault&DecorateDefault&SVMQ_UCI,true
130_DNN&DaggingDefault&Logistic&NB&RandF_UCI,false
131_BaggingDefault&DecorateDefault&Logistic&NB&SVML_UCI,true
132_MLP&NN&RandF&RandomCommitteeDefault&SVML_UCI,false
133_1NN&AdaBoostM1Default&DNN&REPTree&RotFDefault_UCI,true
134_DecisionTable&Logistic&MLP&NB&SVML_UCI,true
135_C4.5&DecisionTable&Logistic&LogitBoostDefault&RotFDefault_UCI,false
136_C4.5&DaggingDefault&DecisionTable&LogitBoostDefault&NN_UCI,true
137_1NN&NB&RandF&RotFDefault&SVMQ_UCI,false
138_1NN&C4.5&MLP&NN&REPTree_UCI,true
139_DecisionTable&MultiBoostABDefault&RandF&SVMQ&bayesNet_UCI,false
13_1NN&MultiBoostABDefault&NN&SVMQ&bayesNet_UCI,true
140_AdaBoostM1Default&DecisionTable&ENDDefault&MultiBoostABDefault&NB_UCI,false
141_BaggingDefault&DecorateDefault&MLP&RandF&SVML_UCI,true
142_AdaBoostM1Default&DecisionTable&DecorateDefault&NN&SVMQ_UCI,true
143_BaggingDefault&DNN&NN&RandF&SVML_UCI,true
