CAWPE-S(ConTie),CAWPE-S(RandTie),CAWPE-S(alpha=4)
0.010515076140273805 ,0.011206239720618849,0.010928796432738253
0.00173003027927221 ,0.0024666899082652627,0.0022897275292682595
-0.008999491179740415 ,-0.012910253607907984,-0.011996795906331403
-0.0031990522916933717 ,-0.004731201931705287,-0.004319850771334899
0.007026956872609902 ,0.007252394337278534,0.007065272744959716
-0.020019496879851828 ,-0.022101645496547917,-0.02164810915522175
0.010684423401538634 ,0.011392909776736793,0.011246416314460772
-0.005953559939174791 ,-0.007172624023230156,-0.006984770216403979
0.0018472363480079856 ,-0.0021850445866666846,-0.0011841862308219486
0.0023873983600534165 ,0.0036199254087082577,0.003193668985023046
-3.168322399292878E-4 ,-1.426793824853556E-4,-2.46075351808539E-4
-0.0023272496924090502 ,-0.0012813659912401798,-0.0016010641599982778
-0.014193470958156817 ,-0.012586140404209134,-0.012884414884025142
0.005085529637832487 ,0.005856379417632507,0.005704098287666048
0.0013665818948074282 ,1.9812139980257548E-4,3.35835122670769E-4
0.002702743264233365 ,0.006864722509025589,0.005884444569697167
-0.006286231633194195 ,-0.00725072462483245,-0.007050666392442451
0.014748400887492075 ,0.01693165903419447,0.016454971834065635
-0.0030004602092269517 ,-1.3803626568476002E-4,-9.753032720376531E-4
-0.01409633542339317 ,-0.01910384784514696,-0.017669984889716717
-0.012348971974178502 ,-0.01160444689282647,-0.01202113225901602
-0.0022375974597353965 ,-0.004457254821855106,-0.0039256892764079065
-0.005092140169792536 ,-0.002538035544480177,-0.003261722558625557
-2.989249464999677E-4 ,4.198131337057598E-4,1.1718565533103131E-4
7.68627808811484E-4 ,-3.0572344445667365E-4,4.366281182244247E-5
-0.008913453233913016 ,-0.008872104024526983,-0.009051811562968304
-0.020122817279642713 ,-0.021671228340591875,-0.021279953851604638
-0.010030610365000192 ,-0.010727827959968739,-0.010495277596454744
-0.0054794391709711565 ,-0.004762650354647846,-0.005007612794760585
-0.001480258968174386 ,-0.0033103009675852224,-0.0026922687115126243
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0034147183461659125 ,0.0034778884549035993,0.0034612513529340694
-0.001980654502391044 ,-0.00219360342408359,-0.0021467788774387486
-0.0016264376004457848 ,-0.0014052534873122413,-0.0014552481890351965
-0.005374807755668121 ,-0.005144325394183302,-0.0051854695094358805
-0.003052647296257094 ,-0.003101807266401746,-0.0030897174307785713
-0.002616611367094346 ,-0.002713246547048409,-0.0026894147936300516
0.0035345693653250354 ,0.003451310904729832,0.003468755790291489
0.005558185131162019 ,0.005511642795844818,0.005522434578342117
-0.004023813408903565 ,-0.0038770019361688,-0.0039179117496358495
-0.002983426502491393 ,-0.003149465039370969,-0.0031148198716483
-0.0059160149431274345 ,-0.006096617011250527,-0.006052568889823973
-0.004055479226558911 ,-0.0040208604385642,-0.0040337355029859134
-7.813859152607794E-4 ,-7.813859152607794E-4,-7.78366101490624E-4
0.007034554380175195 ,0.007157080435479024,0.007131127805204196
-6.260650547984525E-5 ,1.4844473790687207E-4,1.0126680565258894E-4
0.0016299541180344601 ,0.0015515080093372324,0.0015695159948335702
0.001711649305821017 ,0.0018809925813473294,0.0018508282706881651
-0.002272021373123989 ,-0.002072419291577088,-0.0021257808950463364
1.8344362791611335E-4 ,2.738660271167648E-4,2.5843548503956537E-4
3.63923229062979E-4 ,4.6791934201106944E-4,4.387374104063424E-4
-0.002106090223481738 ,-0.0020076140851738034,-0.0020289218417764987
-0.0025518631605870867 ,-0.0024822036901761546,-0.002502983047282914
-0.0028634796568642873 ,-0.002688298374345699,-0.002724679437727473
-0.007089283540996583 ,-0.007013013112562305,-0.007032776874915547
-0.004920647331005945 ,-0.0048414329467662,-0.004862099825941657
-0.0053693443393643125 ,-0.005206177302443105,-0.005248748542850845
1.3060863628389097E-4 ,1.4992354375986672E-4,1.4135635282064296E-4
-0.005171557438228835 ,-0.005268109937741405,-0.005254683304523722
0.00531721682995645 ,0.005472017718619382,0.005437298040731675
0.0015205914505594942 ,0.0017410019012621403,0.0016997357052589424
-0.0012496502021369649 ,-0.008244701025579615,-0.005915291765098973
-3.928375165789255E-4 ,-1.222931623935386E-4,-5.484302750935477E-5
-0.002368898360907812 ,-0.0035368846761525408,-0.0031134744528751312
-0.010357689667514713 ,-0.00916718626247004,-0.009647305857389599
-0.012205624579544438 ,-0.02210075468062811,-0.018639883495994547
3.092114768896703E-4 ,0.004232681518844927,0.0025850029813406783
-0.020596516694735167 ,-0.021958355959031173,-0.02104853293991782
-0.004501777613085678 ,-0.0035887446602728135,-0.004319257500697837
-0.018197084964336363 ,-0.01890947781002783,-0.019102893961980838
0.012054601164776302 ,0.011453608473775412,0.012003610328430891
-0.012543936203313844 ,-0.013355253040407078,-0.012543936203313844
-0.0010301789953127694 ,-0.002149650327042063,-0.002286908504366969
0.004880221961998776 ,0.006613727581548878,0.005931455359273086
-0.01985831916565073 ,-0.023254397789627124,-0.022572644974890865
0.0027775941723406916 ,-0.0015233982866450502,5.210134000968036E-4
-0.02493963776169461 ,-0.025396043097294485,-0.02481493699347148
0.005445862139877633 ,0.003907570709209551,0.004881731158320135
-0.001990218252784226 ,-0.0017905628685868091,-0.0019810582264158105
0.009009688780777902 ,0.011819756433879225,0.010003669859916298
-0.013826307213099409 ,-0.01239357873138347,-0.012038396148425723
0.0020961479984087372 ,-8.628623110692457E-4,1.9786190792314695E-4
0.0022190207109880067 ,-0.0018352324795463115,-5.392197978220103E-4
-0.016728329793053498 ,-0.02015215968970807,-0.01850051578014067
-0.004369076510237546 ,-0.002814491100120331,-0.0032275783706691152
0.009640208004299766 ,0.006607134793778613,0.008117590202931124
