CAWPE-A,PB-A
0.6555434574332397,0.6357731376668322
1.0,0.9994444444444445
1.0,0.9880000000000002
0.7737610972202051,0.7949025520582305
0.8586655200091732,0.8639209494324048
0.38184643092992054,0.388331070951146
0.5951144699816199,0.3900469672571123
0.8247191358024694,0.6682962962962962
0.6066666666666668,0.6141666666666669
0.6368479565772669,0.6619297254150703
0.6045147512977199,0.5954819633353047
0.6045091718474173,0.5937907744262799
0.9627660086373862,0.9553406233834973
0.9690532658725975,0.9555365236639609
0.6428728070175438,0.611001461988304
0.6606972502805838,0.6462271524771526
0.9502291277220255,0.9267291933130001
0.8709077325019354,0.8845351609844362
0.8077783507751692,0.8172779748846399
0.7890097015504002,0.7331155782544818
0.9920868472479125,0.9898616379805835
0.5252576403695807,0.5257107320540156
0.8279761904761905,0.8062500000000001
0.9694949494949496,0.9266666666666666
0.792968167590733,0.795543328651312
0.5181133491944682,0.4943948024915777
0.8681863275613274,0.859868777056277
0.7508803418803419,0.7556239316239315
0.9679621664675426,0.9588476702508962
0.7522727272727272,0.7352272727272725
0.6117441239316241,0.5633208689458691
0.9319919642575225,0.9327858293075685
0.8904976230258187,0.8923512402036837
0.5303030303030303,0.5380050505050505
0.39695767195767184,0.4046031746031746
0.640665088647545,0.6448821126891304
0.5624793150586372,0.560238146629254
0.8057870370370372,0.7889099326599329
0.30777584204413466,0.30887921022067366
0.8011708818412949,0.7855011374280743
0.2516388888888889,0.24961111111111114
0.28988888888888886,0.2762014652014652
0.6830645161290322,0.6667674731182796
0.6000000000000001,0.5429042904290429
0.8225405679513186,0.8147650439486139
0.566418650793651,0.5916971916971917
0.9654545454545455,0.9644155844155841
0.90963384370464,0.9105562579013908
0.952888888888889,0.9471111111111111
0.711626317193544,0.7030105375483527
0.7050925925925926,0.5999999999999999
0.9579804811573561,0.9523701976742242
0.8040740740740742,0.6753703703703702
0.6326278266374885,0.5516489120112308
0.4996825396825396,0.5022222222222222
0.6352478363493312,0.5402209546289011
0.8489868133940254,0.8565855334935988
0.824874566922747,0.7949931055260078
0.9236200736773892,0.9326857963762937
0.830864197530864,0.8456790123456791
0.9433159722222224,0.9596291264090179
0.9857314148681054,0.978177458033573
0.6558816318525056,0.6530401098362262
0.970893379281537,0.9730776594263438
1.0,1.0
0.8885090218423551,0.8462523741690409
0.9731445822795087,0.9548720663316483
0.7970135746109912,0.7981925338378453
0.8001805625039534,0.7619133875020844
0.9021795382368859,0.8943959399156534
0.833995721463338,0.807349400743183
0.9065609928727797,0.8645544817765797
0.9857734935501494,0.9774334803045398
0.525660685035685,0.5371599684099684
0.8212702321093128,0.8405833961696032
0.8545420420420421,0.8508445945945947
0.9929064294092752,0.9895402997712542
0.7195532338308456,0.6982189054726367
0.5800925925925926,0.5597222222222221
0.5449588477366255,0.5674382716049382
0.6337962962962963,0.622895622895623
0.6110930735930735,0.6347402597402598
0.4443205868205868,0.41807359307359315
0.49076923076923074,0.47205128205128205
0.8248333333333334,0.7007916666666668
0.6623749999999998,0.498875
0.8115416666666667,0.7088333333333333
0.30092592592592576,0.29097222222222224
0.3005449735449735,0.30743650793650795
0.9797448173325979,0.9765402091145127
0.9361904761904764,0.9222222222222224
0.9368542670930153,0.9119674939193222
0.9422573155061079,0.9175013825859236
0.9485380327407268,0.947240233119628
0.6643861693861693,0.6161460761460762
0.7826370170709794,0.7665655884995507
0.5273870023870024,0.5430892430892431
0.6828095238095239,0.6796031746031747
0.8165,0.8072777777777778
0.9763636363636365,0.9756998556998557
0.8915225388238014,0.8893917652844284
0.9113722979210982,0.9192608239112315
0.8054392129709765,0.7636807743350065
0.782494058170987,0.7795997981407282
0.9863333333333332,0.9619999999999997
0.5621367521367522,0.5441538461538461
0.9605037786823908,0.9813869991416809
0.9840877888551011,0.9841760011291171
0.7041817484855339,0.6870995777090717
0.6666666666666667,0.5277777777777777
0.976077674737887,0.9714661301947115
0.8203174603174602,0.7978412698412698
0.8016296296296297,0.7738518518518518
0.9822274023177501,0.991112841191986
0.8612055026922804,0.8485314629540056
0.8611068487517846,0.8539722313055426
0.9832716049382716,0.9804938271604937
0.33221262307914146,0.32815629349982334
0.34198156619764813,0.33877960718529554
0.5559464538949975,0.45492420302849007
0.8730952380952383,0.8835374149659866
