ACC:,CAWPE-S,DTW,MLP1,NN,SVML,C4.5
AvgTESTACC:,0.7585887026289532,0.77606273824015,0.7249040156445976,0.7299154912976354,0.6882983182282663,0.6401805968582396
AvgTESTACC_RANK:,2.0294117647058822,2.552941176470588,3.364705882352941,3.411764705882353,4.323529411764706,5.317647058823529

