ACC:,CAWPE-T,TunedSVMRBF,TunedRandF,TunedXGBoost,TunedTwoLayerMLP
AvgTESTACC:,0.8248382630024819,0.8115124527754436,0.8124115639032706,0.8057652499267822,0.7729049148019739
AvgTESTACC_RANK:,1.9444444444444444,2.8675213675213675,2.948717948717949,3.123931623931624,4.115384615384615

BALACC:,CAWPE-T,TunedSVMRBF,TunedXGBoost,TunedRandF,TunedTwoLayerMLP
AvgTESTBALACC:,0.7531972891791731,0.7452510323638939,0.7334382720588791,0.7289448073751409,0.6816069976243939
AvgTESTBALACC_RANK:,2.017094017094017,2.5384615384615383,2.948717948717949,3.3034188034188032,4.1923076923076925

AUROC:,CAWPE-T,TunedRandF,TunedXGBoost,TunedSVMRBF,TunedTwoLayerMLP
AvgTESTAUROC:,0.8900787578240001,0.8791193284456833,0.8688112429041955,0.8566223734633267,0.8572559087519204
AvgTESTAUROC_RANK:,1.5427350427350428,2.747863247863248,3.128205128205128,3.6452991452991452,3.9358974358974357

NLL:,CAWPE-T,TunedRandF,TunedXGBoost,TunedSVMRBF,TunedTwoLayerMLP
AvgTESTNLL:,0.659925685863646,0.7191847005215835,0.8601655416454977,0.9545706071301139,1.008963268447244
AvgTESTNLL_RANK:,1.8547008547008548,2.47008547008547,3.2393162393162394,3.452991452991453,3.982905982905983

AvgPredTimes: MISSING

TrainTimes: MISSING

