PB-A,CAWPE-A
-22.0,-54.0
-3.0,-25.0
-3.0,-26.0
-174.5,-263.5
-8.0,-66.0
-10.0,-64.5
-7.0,-65.5
-6.0,-39.0
-3.0,-31.0
-17.0,-49.5
-5.0,-36.0
-3.0,-33.0
-5.0,-36.0
-4.0,-35.0
-3.0,-31.0
-3.0,-33.0
-11.0,-64.0
-12.0,-65.0
-27.0,-99.5
-591.0,-576.0
-13.0,-12.0
-4.0,-4.0
-3.0,-4.0
-15.0,-64.0
-258.0,-264.5
-10.0,-59.0
-6.0,-44.0
-4.0,-45.0
-5.0,-49.0
-3.0,-33.0
-6.0,-51.5
-6.0,-48.0
-6.0,-50.0
-3.0,-33.0
-4.0,-48.0
-4.0,-45.0
-3.0,-37.0
-3.0,-37.0
-4.0,-45.0
-3.0,-38.0
-3.5,-39.5
-4.0,-44.0
-3.0,-34.0
-6.0,-61.0
-3.0,-40.0
-4.0,-43.5
-22.0,-78.0
-3.0,-40.5
-3.0,-34.0
-14.5,-65.5
-3.0,-28.0
-567.5,-560.0
-8.0,-8.0
-8.0,-7.0
-3.0,-3.0
-3.0,-4.0
-68.0,-131.5
-6.0,-53.0
-492.0,-503.5
-3.0,-28.0
-18.0,-54.0
-8.0,-44.0
-4.0,-44.5
-5.0,-43.5
-24.0,-92.0
-4.0,-40.0
-24.0,-83.0
-92.0,-184.5
-6.0,-50.5
-7.0,-53.5
-6.0,-49.0
-7.0,-53.0
-74.0,-156.5
-10.0,-61.0
-38.5,-104.0
-3.0,-34.0
-139.5,-185.5
-5.0,-45.0
-3.0,-35.0
-3.0,-33.5
-3.0,-33.0
-3.0,-31.0
-3.0,-39.0
-3.0,-37.0
-142.0,-168.0
-155.0,-158.5
-136.0,-183.0
-3.0,-35.0
-8.0,-62.0
-25.5,-79.0
-3.0,-41.0
-20.0,-79.0
-14.0,-79.5
-16.0,-69.5
-3.0,-41.0
-3.0,-40.0
-4.0,-47.0
-5.0,-52.0
-3.0,-40.0
-20.0,-81.0
-50.0,-127.0
-534.5,-582.5
-7.0,-7.0
-18.0,-19.0
-6.0,-6.5
-3.0,-39.0
-34.0,-89.5
-5.0,-49.0
-9.0,-62.0
-2.0,-27.0
-26.0,-87.0
-3.0,-33.0
-4.0,-36.0
-33.0,-95.0
-25.0,-80.0
-25.0,-80.5
-3.5,-37.0
-14.0,-73.0
-43.5,-113.0
-19.0,-72.0
-3.0,-37.0
