TRAINAUROCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_pb,CAWPE_eq
pittsburg-bridges-TYPE,0.04584025148922666,0.045954575049250004,0.04568774375951248,0.0455997491861075,0.04531136160618372,0.045494603777839315,0.045813995086144275,0.0456294198907608,0.045590589537025626,0.045661543228887165,0.04572025199954398,0.045873080370157034,0.04621770249484383,0.046929910431023764,0.04763788184553622,0.05057910511912713,0.04804261482198711
planning,0.10627518439283117,0.10663932288457169,0.10695107408613803,0.10699651833069274,0.10727111118665296,0.10724801342322433,0.10693274533178966,0.10578213943483764,0.10511305097216538,0.10426580946338482,0.10341318932014688,0.1025137420242707,0.10149806920208913,0.10112676018215477,0.09992405782337567,0.08924614577407403,0.09911437200975413
plant-margin,3.692394414700378E-4,3.7606441284029863E-4,3.748921368404982E-4,3.830481275658729E-4,3.867812366358127E-4,3.897020866486847E-4,3.895256972600737E-4,3.962330194702353E-4,4.0179507919454555E-4,4.0121852846593714E-4,4.025472654907717E-4,4.0590480369085454E-4,4.1374652311765433E-4,4.1536794670638894E-4,4.1587994693837685E-4,9.349670821508679E-4,4.1854658334881744E-4
plant-shape,0.0020459617420735075,0.0020426528663278105,0.0020450582314187537,0.002047721564007767,0.00204668491742636,0.002053210736406701,0.0020568918165487712,0.002061469243478003,0.0020658537772813403,0.0020677878978688498,0.002075938380513859,0.0020795944264859656,0.002084749678194518,0.002097996391069004,0.0021080554345525287,0.0028591698865898336,0.002112806195609407
plant-texture,0.0010431293925962648,0.0010325871799642043,0.001027996833941985,0.001028934980988162,0.0010237087091686733,0.001023437968227752,0.0010130294014996392,0.001010888913774992,0.0010123658054644778,0.0010213116314886975,0.0010186437214321873,0.0010203816212606387,0.0010293733370463506,0.0010334853812827137,0.0010338372435861364,0.0012349840606382596,0.001039018583502322
post-operative,0.10434596183021654,0.10563612864307793,0.10648207165418319,0.10643146706780943,0.10640728513841251,0.10626102798900032,0.10541493540257758,0.1035654459351076,0.10190789344149864,0.10011502273782462,0.09797220174988949,0.09620328913588284,0.09510261510768338,0.09569893053596731,0.09562326422628768,0.1284713300121492,0.09584201188204901
primary-tumor,0.020377740905813034,0.02023383113453372,0.02003024882984904,0.019845241246134005,0.019577927112338658,0.01934718983726996,0.019218613216524915,0.01898759564915937,0.018797208751497083,0.01859268147124182,0.018380861644062333,0.018287307802893196,0.01827667361152475,0.01802165368492803,0.017905441082132167,0.018536411358187968,0.01802002025794998
ringnorm,4.0868536632377963E-4,4.089297354131991E-4,4.093508081933241E-4,4.093521345547748E-4,4.102180443708211E-4,4.109530341629713E-4,4.11563374450595E-4,4.11467450952776E-4,4.113077555529172E-4,4.1196525575940723E-4,4.124596486909375E-4,4.125581327597597E-4,4.131190570554434E-4,4.1366441886368256E-4,4.142232159966166E-4,3.8967469167328913E-4,4.147505581725284E-4
seeds,0.004194047138411764,0.004184745455133288,0.004160238218737707,0.004144743661792391,0.004146652861326267,0.004165060784174513,0.004179105632183746,0.004167277239154462,0.004150322521946365,0.004174513365163837,0.004187904198034912,0.004170278298966257,0.004209807525932603,0.004223711138897259,0.004269158933386473,0.0053492754754343955,0.004281401615845945
semeion,7.134084465782737E-4,7.172379244484244E-4,7.172546279221464E-4,7.206336343480667E-4,7.208177833654178E-4,7.245548830017481E-4,7.282992061657103E-4,7.299010582254218E-4,7.329163138818999E-4,7.37318578499864E-4,7.422231172181431E-4,7.445480830598233E-4,7.45659508529301E-4,7.511868605811863E-4,7.550203290470011E-4,0.0013147590219967586,7.610893397637223E-4
soybean,0.0015340075377344516,0.0015467678307217862,0.00154620687345829,0.0015477325715285261,0.0015477668324443959,0.0015550932309993655,0.001553619303583571,0.0015504662476302803,0.0015547295889595924,0.0015597883776099,0.0015625764880202936,0.0015706841581767273,0.0015794399948987276,0.0015728540285664424,0.0015743728097120902,0.002958483692986644,0.0015817689463672197
spambase,0.001341000049933311,0.0013400539900507063,0.0013405377367913484,0.0013420075332471657,0.0013403873524656014,0.0013351440111066064,0.001336041414378423,0.0013357676445849244,0.0013340665502379909,0.001335887569208911,0.001332360412649999,0.0013337581196636054,0.0013357120825298623,0.001337852935668026,0.00133620832271558,0.0017197099988690357,0.00133791241766538
spect,0.040743079529047925,0.040925256149965575,0.04087106522963989,0.041133491658376035,0.041473458562305276,0.04133933498849875,0.04142340805336551,0.041848192761032264,0.04242358705494098,0.042685917725478174,0.04292894939991854,0.04336232998774679,0.04372472959970427,0.04402372482057234,0.04462260958577106,0.05391822521825255,0.0448904751543754
spectf,0.0340668460131564,0.034348550761917646,0.03441445018468394,0.034680073236140474,0.03506291194190428,0.03513422379637205,0.035209390880148815,0.03538336660353313,0.035415854265705274,0.035525313125617616,0.03580507066179969,0.035884276223228644,0.036277857155096314,0.03656297563507197,0.0369109194513019,0.04280136164997277,0.03722738375473296
statlog-australian-credit,0.03335385259743578,0.033077007152621254,0.03291160743609264,0.03279856824407862,0.032746464969997356,0.03254395089753709,0.032409928072944974,0.032419263932882775,0.03233218397563942,0.032221772934327916,0.032096419699353396,0.03197203558689017,0.031860027961817305,0.031751792714113075,0.031554564759435584,0.03764151438468814,0.031519892622138654
statlog-german-credit,0.02042811684361082,0.02042379509425412,0.020424317589015997,0.020429512356119083,0.020420585244248623,0.02045841102828058,0.020436825551227618,0.020520926932056698,0.020512626494448145,0.02062856466635332,0.02070893671696725,0.020736659141373525,0.02075408816265586,0.020807144296750818,0.020930269508983128,0.028272989207585548,0.021011010610949385
statlog-heart,0.025155978858205003,0.025279564727092425,0.025447811072986447,0.02532779397662639,0.025113700292605793,0.025062345985969015,0.025076003668506843,0.02507638281664112,0.025044038408341674,0.025055952711551848,0.024924815568132745,0.024787130055247627,0.02483505969696539,0.02484243978048845,0.02491076852556189,0.02719636637972,0.02480019774979862
statlog-image,3.083555916174684E-4,3.09059579401826E-4,3.096054737531807E-4,3.1217811509171874E-4,3.149506406648564E-4,3.181148656588097E-4,3.193121400440991E-4,3.182147442755951E-4,3.196935259794813E-4,3.1957394053455494E-4,3.217654952216497E-4,3.226582484301887E-4,3.25410131016851E-4,3.2806070123597757E-4,3.336158127670093E-4,2.8865755641215566E-4,3.376231213000437E-4
statlog-landsat,4.793654577919752E-4,4.808777258800423E-4,4.8236807610530077E-4,4.8375895877655276E-4,4.8497217243558455E-4,4.8627270209690595E-4,4.883001815869097E-4,4.902697795251445E-4,4.92833714328877E-4,4.951893212769035E-4,4.974856685176358E-4,5.010219156169582E-4,5.040615555495077E-4,5.071784792738763E-4,5.096139679639856E-4,5.775536410966758E-4,5.123127573009629E-4
statlog-shuttle,2.093837310617847E-6,2.1314300071464593E-6,2.1791834866801707E-6,2.216041288492197E-6,2.25471712689927E-6,2.2974562502204936E-6,2.3465754754773164E-6,2.3933275440999075E-6,2.4318622036855556E-6,2.4721216070475005E-6,2.5119281226435716E-6,2.5517877900938045E-6,2.5926597819403657E-6,2.6554548408242976E-6,3.589299594484195E-6,3.9409586869320706E-7,3.796722724926857E-6
statlog-vehicle,0.005055194019927083,0.005024438825078756,0.005002474187476074,0.0049683221767123495,0.004941705830036752,0.004940562080113285,0.004923531555567907,0.00488837241171273,0.004875632886831862,0.004883357740060506,0.004893298245830434,0.004920855793733557,0.004966339968081053,0.004993345593760815,0.005044913326288895,0.00831137341701613,0.0050623647236377155
steel-plates,0.004193915102910037,0.004196955815415072,0.0041965569628103295,0.004193291954667473,0.004184655585279667,0.004182418217510374,0.004162628155902467,0.004148108922733956,0.004140895568735783,0.0041279041329488715,0.0041213904152445436,0.0041080234906965135,0.004103239575401746,0.004096871214947868,0.004087264153854444,0.0048256577614828175,0.004077606670664017
synthetic-control,2.040329024627054E-4,2.0521726330803921E-4,2.0535064862056842E-4,2.0576816177063516E-4,2.074618246438321E-4,2.0949662957509772E-4,2.1269828852451254E-4,2.127674487054185E-4,2.1173780745537213E-4,2.1165093313474923E-4,2.1367023206691E-4,2.1477910479598007E-4,2.1957534773588825E-4,2.1936166536086122E-4,2.231752743140115E-4,7.339753372271631E-4,2.2658145795303872E-4
teaching,0.049348946487717954,0.049492006264020914,0.049423767600366875,0.04919899249738077,0.049135975558960765,0.04938326805194792,0.04994985915826864,0.05002072549609434,0.050171203986661306,0.05054046170475212,0.05089080067557436,0.05127650208751919,0.05206042549677779,0.05207203747743383,0.05313072719589309,0.060210666800682676,0.05372342973026687
thyroid,1.8926483950324768E-4,1.896179587513683E-4,1.9074940708026808E-4,1.9177981429597475E-4,1.9299199912073598E-4,1.9384140510555513E-4,1.9577019426749543E-4,1.9700808131018966E-4,1.9768814566774757E-4,1.990818873127924E-4,1.9984576637899575E-4,2.019288088088221E-4,2.0492921594393132E-4,2.0671144334664094E-4,2.0780977485945426E-4,5.82466447459424E-4,2.092816042140029E-4
tic-tac-toe,7.03738964919306E-4,7.141313656188505E-4,7.153927220713631E-4,7.195526761259528E-4,7.198203778124912E-4,7.214413218104216E-4,7.229941503960859E-4,7.232767668716283E-4,7.302474578883091E-4,7.321931276358365E-4,7.312784371852685E-4,7.33925404323635E-4,7.344218261729633E-4,7.395174210679329E-4,7.419427848773619E-4,7.922238007758455E-4,7.423948483437705E-4
titanic,0.012029511459497879,0.011998934073981699,0.011981166925555406,0.011960612875587947,0.01195014608301065,0.011943405365967656,0.011935164496259879,0.011943831566736614,0.011920104583035905,0.011909551702899169,0.011901950126066763,0.011906557895759689,0.01189332744176014,0.011886254370571761,0.011868498432549042,0.012274061127561764,0.011850586605091511
trains,0.04564354645876384,0.04564354645876384,0.04564354645876384,0.04564354645876384,0.04564354645876384,0.09128709291752767,0.09128709291752767,0.18257418583505536,0.18665999577571118,0.18665999577571118,0.19028109877684682,0.2043000385392192,0.24985628052850747,0.32782810185799527,0.3892410829931177,0.0,0.3292494076134278
twonorm,3.381308241926983E-4,3.3751315793048136E-4,3.3662571787427544E-4,3.3576050444125927E-4,3.352286757339827E-4,3.341156113193129E-4,3.333637764042303E-4,3.323761203802584E-4,3.3176927554028833E-4,3.3159976649772523E-4,3.3075051664270235E-4,3.298342738297733E-4,3.293483745263495E-4,3.2869915477048636E-4,3.2817214148553303E-4,4.22384614105222E-4,3.2733813703505387E-4
vertebral-column-2clases,0.021827190890088687,0.021994076973108626,0.02208410058462053,0.022266989078383096,0.022437193075833143,0.022568784992501072,0.022574794148146372,0.022727899518649546,0.02280230605018371,0.022979556346986885,0.023008806268422024,0.023163378226401535,0.023261274073666335,0.02350906557930634,0.02354750982733569,0.032414571555644145,0.023758944415248097
vertebral-column-3clases,0.010246587498274262,0.010191454246043398,0.010210710444833942,0.01024822482671318,0.01029501164335337,0.01025648594119561,0.01023518564993851,0.010223069832343395,0.010257052549393695,0.010286942303926228,0.010306940452115837,0.010353537545558573,0.010412768096419335,0.010425792307800023,0.010431397148593603,0.014125070887447725,0.010478834280335027
wall-following,1.1583875995289469E-4,1.192077102478712E-4,1.2292481126799346E-4,1.2668806308056282E-4,1.3121882030900443E-4,1.3527795986155E-4,1.398751486304595E-4,1.443863619350622E-4,1.4778916171360464E-4,1.5250005690437045E-4,1.5798833968407207E-4,1.631272847771258E-4,1.6856168316532034E-4,1.7449792981295216E-4,1.8075290222306376E-4,7.349948236929263E-5,1.916936011594255E-4
waveform,0.0013822779882212552,0.0013833865657467135,0.0013851059531101017,0.0013859338491226932,0.0013848006363048149,0.0013853857307803655,0.0013871725687306222,0.0013890850916487864,0.0013896744843232567,0.0013910577059637603,0.0013927998709411943,0.0013956625780236719,0.0013973565596217972,0.0013996389383664634,0.0014021258617405896,0.001958646301150226,0.0014062192354603422
waveform-noise,0.001713357112500025,0.001711476204428724,0.0017086668313460497,0.0017072262208214768,0.00170597958804823,0.0017035793022814136,0.0017016527457261019,0.0017003837661453546,0.0017012961884598696,0.0017017506206017977,0.001701471295171326,0.001701637796320068,0.0017008990579256594,0.0017004574649517917,0.001700778522159117,0.0018825892064497645,0.0016999964961560575
wine,0.0015123415890231208,0.0015172709936505907,0.0015125417460381573,0.0015286787882780703,0.0014959419784317234,0.0014953494642932605,0.0015076326954791192,0.0014655857157940596,0.0014628314718650472,0.0014276261310272413,0.0014116209224325474,0.0013942472070724,0.0013670222438462195,0.0014009063456118913,0.0013950742896280898,0.0026142810263646774,0.001396654858650656
wine-quality-red,0.011213202348886944,0.011219059396803671,0.011201349506595846,0.011191794033977057,0.01117344458882054,0.011188685248957263,0.0111891808359922,0.011156160748400687,0.011141397732200053,0.011102576162583725,0.011077119133401434,0.011029487132416032,0.011001240870492333,0.010956141482182567,0.010929289541078434,0.013418350094767195,0.010887329880811768
wine-quality-white,0.005823748415753477,0.00582446256831616,0.005821404253702382,0.005819066203415823,0.005811007775628093,0.005807713567757492,0.005794297430234962,0.005794635207291141,0.005783704985419185,0.005764753067989154,0.005746687072455508,0.005708279689604864,0.005667259653477168,0.005601073818243987,0.0055288546117308905,0.007259471749778747,0.005433211427335289
yeast,0.008613514878353105,0.008626665806159436,0.008660069177851903,0.00866892980755533,0.008686806678361126,0.008707857962677057,0.008744053079204414,0.008774662488949035,0.008811053374167105,0.008848220574824352,0.008898992235539834,0.008949797953387014,0.008979939609059068,0.00904727403901348,0.009124026039814869,0.011765349263424936,0.009177107303507905
zoo,0.004417400814353654,0.004417400814353654,0.004359908024734301,0.004364575949573797,0.004346358241095968,0.004356961843374449,0.004323893714029138,0.004328092842640923,0.004334635590567577,0.004366453343578153,0.00444661455043705,0.004523570082275762,0.004530944779094375,0.004535737991210798,0.00449848936601553,0.0034449659418085018,0.0044854355980837955
