CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
1.0320282759280306 ,1.0386417623237403,1.0409090568721262
1.0549894554996508 ,1.0553487332075384,1.0559012961983476
1.057437440721279 ,1.0596041117613784,1.0603698049495511
1.0536379254065347 ,1.0545781536731647,1.0550944174024193
1.0214792002345061 ,1.0229014936941507,1.0235455544859056
1.0834946320584644 ,1.0842215369299475,1.0846736526924994
1.019275250967053 ,1.0207350712713015,1.0212330212563279
1.0520422462556167 ,1.0522108089959261,1.0524737283637735
1.0449659385497843 ,1.0441238462199458,1.0449659385497843
1.0436580325880096 ,1.0457614588453419,1.0464955009378716
1.0422014087439226 ,1.0439964903638494,1.0445643230616433
1.0494872792385537 ,1.0510555581640046,1.051785847042973
1.0594388438597677 ,1.0642387023168631,1.0659457645042043
1.0358207060108602 ,1.0350580055794145,1.0358207060108602
1.0403309505079643 ,1.0409018182555032,1.0413762444724664
1.0497808703607538 ,1.0507295891260384,1.0516169980115286
1.0656928857337482 ,1.0662553600900833,1.066486165098184
1.0344356065634424 ,1.0337951394261637,1.0344356065634424
1.0541382442291414 ,1.0568817438153704,1.0576874084387315
1.0626122800326754 ,1.064721911137372,1.0659530605207812
1.064152669874975 ,1.0652669591660737,1.0664095535095377
1.060145268572315 ,1.0618390171524574,1.06252006903162
1.0371329626517976 ,1.0409088352832792,1.042120089195786
1.0330850349807708 ,1.0334411450321113,1.033721360870307
1.0443438420890692 ,1.0471334376706205,1.048296416842304
1.0563131497080056 ,1.056887364835727,1.0573563517273668
1.0658638924754433 ,1.0654887087855218,1.065767652209604
1.053832073814208 ,1.0557974174135898,1.057095431932543
1.0490182049734615 ,1.0529409955324818,1.0544290646931809
1.063783998174154 ,1.0650193979291787,1.0658055259352377
0.14530674785670855 ,0.14636511957632695,0.14557516948243607
0.16100279396570286 ,0.16222829371959818,0.1613137282061689
0.17404073154614935 ,0.16055035707352763,0.17054691121793455
0.10760806054858671 ,0.10760806054858671,0.10760806054858671
0.11598248284627599 ,0.11598248284627599,0.11598248284627599
0.14572395251716164 ,0.14572395251716164,0.14572395251716164
0.16383140328277734 ,0.16383140328277734,0.16383140328277734
0.10900762613714553 ,0.10900762613714553,0.10900762613714553
0.16900767168192118 ,0.16900767168192118,0.16900767168192118
0.11747954392552368 ,0.11825269485245588,0.11767569691893025
0.1544452824048289 ,0.1544452824048289,0.1544452824048289
0.13667011918585928 ,0.13667011918585928,0.13667011918585928
0.1374136109252913 ,0.13707851512791472,0.1373259790477345
0.12772719631819202 ,0.1274301413931112,0.12765150708691572
0.1696445362798529 ,0.1711368238329926,0.17002315406498206
0.10904973987386768 ,0.10904973987386768,0.10904973987386768
0.16739060972430334 ,0.16144881433905975,0.16587932700537586
0.17669234483817617 ,0.17669234483817617,0.17669234483817617
0.140476262212566 ,0.14111334880468213,0.1406392713837972
0.11144184103484187 ,0.11147588930581254,0.11145024691130805
0.13928771956585337 ,0.1402300604439932,0.13952665438056044
0.11971783947047338 ,0.12074432897305432,0.11997402179706704
0.16282826431370218 ,0.16414092465768607,0.16316957661939893
0.13919750198576214 ,0.13919750198576214,0.13919750198576214
0.146740221140913 ,0.146740221140913,0.146740221140913
0.15071766479906482 ,0.15071766479906482,0.15071766479906482
0.15792007993704565 ,0.15792007993704565,0.15792007993704565
0.19094145315553265 ,0.19094145315553265,0.19094145315553265
0.16753494725684842 ,0.16753494725684842,0.16753494725684842
0.15879465930065784 ,0.15879465930065784,0.15879465930065784
0.09871604275979749 ,0.09986920721276979,0.09900547058097615
0.14292976467643398 ,0.1453667994338862,0.14354123289019557
0.10599394804284645 ,0.08897541760028514,0.1014247899087473
0.11536330113826881 ,0.11802315751114302,0.11602404509300536
0.08318612041663692 ,0.08318612041663692,0.08318612041663692
0.1306993503382396 ,0.13288864096330433,0.13124879691949187
0.07999201750040198 ,0.07999201750040198,0.07999201750040198
0.10020992803104746 ,0.09400274420458475,0.09862862074331488
0.10845679372050566 ,0.10906821001269479,0.10815051142235448
0.1080950222060997 ,0.10948700583567578,0.10844421470560484
0.1181964318583466 ,0.12001634147086336,0.1186530665883254
0.09657266123862203 ,0.09657266123862203,0.09657266123862203
0.09026453806575185 ,0.0911274365483487,0.0904806473451784
0.193559080686147 ,0.1777983305295067,0.17220582678261517
0.1434192196906511 ,0.14640051272280769,0.14416785025098924
0.10239056846418912 ,0.10379469506185449,0.10274292013162573
0.07279140930173442 ,0.07309138952232516,0.07286788171462272
0.08944794004011289 ,0.08944794004011289,0.08944794004011289
0.10079241825475266 ,0.10079241825475266,0.10079241825475266
0.15207443545386742 ,0.15207443545386742,0.15207443545386742
0.0968914852237779 ,0.0968914852237779,0.0968914852237779
0.13928700167750935 ,0.13928700167750935,0.13928700167750935
0.13852239881052458 ,0.14128367310333248,0.13921451025613776
0.09637856675161892 ,0.09637856675161892,0.09637856675161892
0.09169892115434251 ,0.09287221260492516,0.09199320359088986
0.0913976847457057 ,0.09240657711904054,0.09165040424241239
0.10183896903230598 ,0.10183896903230598,0.10183896903230598
0.11052967828179484 ,0.11175642813501115,0.110836990663811
0.0880348147959673 ,0.0880348147959673,0.0880348147959673
0.10052795795881415 ,0.10052795795881415,0.10052795795881415
0.4027276941400281 ,0.42546163182241836,0.42622951794830866
0.40836308418659223 ,0.43502931908044074,0.43602838100490554
0.4076332036597845 ,0.43203093997015773,0.4328649906783439
0.41577043664253605 ,0.4392251802951886,0.4400569788506895
0.4115506261566253 ,0.4380902305931228,0.4388819138697727
0.40998485107419674 ,0.4326549185814137,0.43347800200410497
0.40918732401488417 ,0.43123515640637294,0.43193530302594935
0.40200371472152235 ,0.4276279490001316,0.42847561804593487
0.4119877316141069 ,0.43799568977142933,0.4388902623604494
0.41032754011584777 ,0.4350057885176371,0.43590918497306663
0.4163201621254054 ,0.4390472772639713,0.4398018981335877
0.41095345655455157 ,0.43549696361165546,0.4362298197134109
0.41247003685386874 ,0.43410259514629507,0.4347578054485638
0.3992247712070532 ,0.42437908781390676,0.42510970321572533
0.40730919761504375 ,0.4308559406930494,0.4315541131521675
0.4063601288764109 ,0.43098143947428524,0.43181135906511847
0.40760537560167587 ,0.4317373666945561,0.43245287347082967
0.407995032458217 ,0.4340266209352453,0.4347790358762788
0.4046635150085237 ,0.42839183374659623,0.42913984278426137
0.40794703111505687 ,0.43088058123540296,0.43162392450984033
0.40939955599215544 ,0.43178344566938415,0.43248781142512926
0.4101577975235019 ,0.4365450966093747,0.4373806096055635
0.4102566293857024 ,0.43456080624131743,0.4352733215607499
0.4135225851104126 ,0.4378287791169311,0.4386330223691931
0.4102629394007318 ,0.43623141328994847,0.4371076986105266
0.41296705345221146 ,0.436432082672611,0.43714928103022965
0.4082471167944138 ,0.43461798811697655,0.43536546359397005
0.41293152075094164 ,0.4390969681806135,0.44002303458689745
0.4008056994773378 ,0.4235100570273588,0.4243759038888879
0.4039051931434673 ,0.4271013484483852,0.42780145598311314
0.3293045277442022 ,0.3185704391882495,0.33530430991332566
0.2646483355090156 ,0.2611047834714944,0.2725614220468227
0.3057509961863055 ,0.2877690858511328,0.3013210678766872
0.26198082947777707 ,0.2560330388671709,0.26198082947777707
0.33348650419938586 ,0.30696656333115807,0.3194195727862965
0.25045315917468564 ,0.2794052822930693,0.2960567296399705
0.3373069137116866 ,0.313530063132764,0.3220238766352771
0.30421017866135086 ,0.31015937756626827,0.32020775591693734
0.2641011290074216 ,0.27981539609769224,0.2901675801244608
0.2230292274315437 ,0.2262268549104737,0.23723356752292266
0.27496823565325834 ,0.2784518762022254,0.2902001366795592
0.21452409486902124 ,0.24789069218137522,0.25849711212248117
0.24832553221577736 ,0.26018630284569283,0.2714124710260799
0.27632947024288046 ,0.27211205940194405,0.285974157369297
0.27729855056559205 ,0.2950619443657258,0.3116555695810019
0.28175721280116633 ,0.30142313108375696,0.31776141336392116
0.2385924912904862 ,0.247877373810034,0.2587620007982836
0.2482830204331859 ,0.2807327826670754,0.29414710439694586
0.2278385955217648 ,0.26422948094831555,0.2781006618551622
0.24651738522963568 ,0.2786996667160639,0.29447573153197715
0.29063070583702894 ,0.27717886290269494,0.2869453478824072
0.24438214439126818 ,0.2599303708051806,0.2745560938876674
0.3022049212330011 ,0.290519438988862,0.3022049212330011
0.2632434890071138 ,0.25078760864899713,0.2632434890071138
0.23838503252189133 ,0.24472794667658873,0.25569278860739514
0.23840973593809772 ,0.2541451365076897,0.2615558103587844
0.30704411734898784 ,0.3238924768361505,0.3307383985105958
0.30835121044392905 ,0.32026682708442245,0.33519465954215183
0.2393274927131173 ,0.2580499957834947,0.2777760765768429
0.27782855493997566 ,0.281867152267716,0.2959455105776431
