CAWPE-S_VS_CAWPE-S
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE-S_VS_PB-S
Wins(98):,abalone,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,cylinder-bands,dermatology,energy-y1,energy-y2,flags,glass,haberman-survival,hayes-roth,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,image-segmentation,ionosphere,iris,led-display,letter,libras,lung-cancer,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,page-blocks,parkinsons,pendigits,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,statlog-australian-credit,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,vertebral-column-2clases,vertebral-column-3clases,wall-following,wine,wine-quality-red,wine-quality-white,zoo
Draws(1):,acute-inflammation
Losses(22):,balance-scale,breast-cancer-wisc-diag,credit-approval,echocardiogram,ecoli,fertility,heart-cleveland,ilpd-indian-liver,lenses,low-res-spect,lymphography,ozone,pima,pittsburg-bridges-T-OR-D,spect,spectf,statlog-german-credit,statlog-heart,twonorm,waveform,waveform-noise,yeast

PB-S_VS_CAWPE-S
Wins(22):,balance-scale,breast-cancer-wisc-diag,credit-approval,echocardiogram,ecoli,fertility,heart-cleveland,ilpd-indian-liver,lenses,low-res-spect,lymphography,ozone,pima,pittsburg-bridges-T-OR-D,spect,spectf,statlog-german-credit,statlog-heart,twonorm,waveform,waveform-noise,yeast
Draws(1):,acute-inflammation
