PB-S,CAWPE-S
0.8216630103391576 ,0.8384576058001407
0.8194531070345364 ,0.8340970879173806
0.8144205298155687 ,0.8307084298375744
0.8136551492044155 ,0.8308913155316489
0.8212095901500445 ,0.8376198186539878
0.8030733760846311 ,0.8232246684306906
0.8223825926853249 ,0.8396756518920517
0.8153048118432212 ,0.8318860234822371
0.8143330477417168 ,0.8374294453366358
0.8195976041308324 ,0.8369985462857695
0.8155609517011069 ,0.8350114150360286
0.8133377021934531 ,0.8333862143591344
0.8077803973162103 ,0.8273312406585339
0.814679801556419 ,0.8343971779604745
0.8171511362410966 ,0.8340824418432047
0.8161544080982039 ,0.8349545278950907
0.8148747641291583 ,0.834476120754509
0.8181522137236071 ,0.841141372324545
0.8099065258305047 ,0.8307299447421579
0.8096910249670697 ,0.8230302233873856
0.8118907167767551 ,0.8289843500504381
0.8137827138976748 ,0.8317363713089669
0.8114320760911334 ,0.8310478501754313
0.8168926624684811 ,0.8331715373757211
0.8191849483015398 ,0.8341143422533873
0.8114364742526164 ,0.8307521159609368
0.8041547603717135 ,0.8230480100406443
0.8090956267751668 ,0.829694343137676
0.8165505085917095 ,0.8295898416554576
0.8161902791033302 ,0.8335843257656483
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
0.8871355326114352 ,0.908704717143805
0.8845255282142885 ,0.9049415640428362
0.8867242669523094 ,0.9063899348081418
0.8841602893742967 ,0.9055913565983255
0.8853290444495352 ,0.9056098281300243
0.883299248827866 ,0.9062564054413376
0.8871287428264659 ,0.9085718603065867
0.8860167750436921 ,0.9085129356598272
0.8844731630341507 ,0.9044666291789412
0.8829626431651911 ,0.9054719227145664
0.8820772349372914 ,0.9036735786095356
0.8841942014482028 ,0.9038947671404806
0.8853709623892982 ,0.9061841499684664
0.8885706278270226 ,0.910664910559996
0.8854593217212291 ,0.905921955558424
0.8869758575055016 ,0.9074193472814152
0.8873628660359669 ,0.9079118139781425
0.8866273858414176 ,0.905832085338115
0.886235844645814 ,0.9083287823196218
0.8858631158530677 ,0.9080974137175845
0.8851104723350492 ,0.9059537487035066
0.8833992530555873 ,0.9062098627091018
0.8825320307646335 ,0.906597239748928
0.8834847380145036 ,0.9039595510860674
0.8832326223354753 ,0.9051487952817552
0.8822919284907571 ,0.9050101344221037
0.8858956736550766 ,0.9069258211202779
0.8818213973137187 ,0.9052011143982193
0.8891474463163809 ,0.9102221373505379
0.8865992501517374 ,0.9081126884305856
0.8454739641869998 ,0.9586815583257039
0.8767140312200685 ,0.9660471545872757
0.8825995658561712 ,0.9651654613304509
0.8658871212325825 ,0.9620342838907197
0.8341764662877204 ,0.9421019386879441
0.8636078375318598 ,0.9516340385010589
0.8361278099456412 ,0.9522563096287457
0.8526866158470182 ,0.9540874936054052
0.8735080696509275 ,0.9462857078180908
0.8754959999201636 ,0.974350026982971
0.8444279325303817 ,0.9579025270152128
0.8472961991597975 ,0.9617757094773972
0.83985685543839 ,0.969095705318772
0.8519503503510653 ,0.9379527393092111
0.8436179674490968 ,0.949707595848175
0.8123800147075211 ,0.9482441603837203
0.8665876920457808 ,0.9629419980450579
0.8558674015549599 ,0.9545647045259978
0.8750638939058631 ,0.9696992538229672
0.8625043706226317 ,0.9529351707000734
0.8686723585569063 ,0.9602152399050797
0.8657320842045846 ,0.9674283815389262
0.8623603994246782 ,0.9649968315920743
0.872164033416059 ,0.9527792051271973
0.847633127751873 ,0.9697664999322129
0.8755966942349236 ,0.9658358938854275
0.8258262819312759 ,0.9337738883067878
0.8045079799583139 ,0.9403443456947561
0.8752831392975465 ,0.964047192172798
0.836742059093439 ,0.9559566599261032
0.8096671068135668 ,0.8919404445384035
0.7783948828424163 ,0.823847879483359
0.8063418581301817 ,0.8346429099434333
0.7968572420217879 ,0.8566253014515567
0.7437403921171641 ,0.8196794535524853
0.774213849719942 ,0.8110770748496346
0.8162254504553562 ,0.8621069802602938
0.8087830899723301 ,0.8339702097136868
0.7488037885686811 ,0.8139495179432694
0.8001447435649348 ,0.8440443378556629
0.7861497303862429 ,0.8181342377592875
0.7844300665957553 ,0.8582176521355251
0.8014528284539834 ,0.8330541003634497
0.7515567525621382 ,0.8167217174677126
0.7376889638689513 ,0.8176123347841843
0.785285932930027 ,0.8440151360394142
0.7673983000698464 ,0.8078859306949724
0.7918408611970599 ,0.853285775156772
0.8054830923960351 ,0.830494368244576
0.8102725478379947 ,0.8729296763636722
0.7546726892840228 ,0.8217071855580019
0.7864578914776559 ,0.8549325664551081
0.7790738046424487 ,0.8541200841472438
0.7681939256976209 ,0.8193548284792451
0.7643633155571206 ,0.7922365839230697
0.7906312316592384 ,0.8364022415104115
0.7929798723486564 ,0.8643873859718719
0.8016458475736014 ,0.8616582544507315
0.7919737207453373 ,0.8481444289984488
0.7969350190532951 ,0.8666803442532829
0.8178715875609618 ,0.9109235237191268
0.8575412071592561 ,0.9454147078724644
0.8236019060590706 ,0.9240433176651096
0.8354120807494095 ,0.9032677314831922
0.8536622941168521 ,0.9224082933150408
0.830238223255249 ,0.9162136893028481
0.866038179667772 ,0.925941669149254
0.8462876644508696 ,0.9287028360725579
0.8456640551230687 ,0.9162138695458564
0.8683398889945647 ,0.9284791560240168
0.8526804674363847 ,0.9241688329626442
0.8327057863396456 ,0.926453400919216
0.8329419089851731 ,0.9357513128228825
0.8609482443495311 ,0.9308186685961944
0.8290545114068855 ,0.926281324971546
0.8609726809554384 ,0.9394136779333382
0.8469363257870771 ,0.8975635640558071
0.8648873578791123 ,0.9583069405749371
0.8414032389695834 ,0.9264305263095409
0.8555195577209971 ,0.9288766568539486
0.8375957540640753 ,0.9396111538740648
0.8769506459607063 ,0.9575312270899977
0.8721272578459945 ,0.9240008986271465
0.8612160746524773 ,0.9358011742913774
0.8780555376686735 ,0.9373541899667166
0.8117775508860683 ,0.9202318976348535
0.8068453840774159 ,0.9018600296725642
0.8543749723601702 ,0.9308918905440422
0.8575038956757391 ,0.9386535782192801
0.8264101213700993 ,0.9319076340451612
0.9785148300773292 ,0.9829346001220993
0.9750585063085054 ,0.982794693732193
0.9768264143264134 ,0.9852955204517698
0.9779933608058599 ,0.9848964692714687
0.9755132020757011 ,0.9846866096866091
0.9809711411273903 ,0.983481506919006
0.9786992521367512 ,0.9867391000203495
0.9786499669312161 ,0.9836023351648345
0.9896357982295476 ,0.9898854039479035
0.9779170482295474 ,0.9826770451770444
