SMM5-A,ES-A,CAWPE-A,SMLRE-A,WMV-A,RC-A,MV-A,SMLR-A,PB-A,NBC-A
1.2272191310716738,1.0490785055547684,1.0510161524666046,1.215849542386548,1.6128560463773287,1.6235089457205556,1.6131736629053357,1.230873863411968,1.2384340207549005,1.9926764199604685
0.0,0.17056220811650571,0.14540201743308803,0.0,0.0035966035840820283,0.003647170590497585,0.00369020977521962,0.0,0.06224102315803332,5.257499133492786E-6
0.0,0.1304975034105911,0.10910843893122488,0.0,0.009729199750174816,0.009893099452898974,0.009935225186557517,0.0,0.06486567839658512,5.378206280268523E-4
0.8620489216488829,0.4194854621759544,0.4330654832008726,0.8613510237509846,0.690168204942438,0.6962627863192284,0.6904706833215926,0.8620126672126285,0.4087613668257603,1.0373213637688357
0.14740890511237145,0.25197844342831754,0.27758706704778274,0.24935067641055403,0.28007077776452494,0.2855490167440778,0.28415311013399197,0.2372557808073478,0.2664917457226649,0.8360872081118212
0.7738815130212872,1.3915338355984115,1.3927644174810478,1.2712467564143097,1.4362306912577132,1.4707334375955197,1.447072052805945,1.373235602066786,1.585698178855446,1.4862379609120178
0.9555832668524592,1.6806456786739647,1.6448440402054183,0.3180088400630499,1.429559050542157,1.4125227014998865,1.4340674783237657,1.0854535940724377,1.8890163728863578,0.9137921323687149
0.1241088650293677,0.28834914588593896,0.33359101893728427,0.20024320621148325,0.3394430023368689,0.34459010064518636,0.3449191552893913,0.24370081162929383,0.5377659389636591,0.5742334487313608
0.9485714285714287,0.9609653355558219,0.8158969551829244,0.1897142857142857,1.064262973147862,1.0965621635741114,1.2773902621194986,2.845714285714285,1.1939462361253523,0.3686753951251862
0.6695823008849582,0.34963033489969875,0.3482063841188646,0.6504849557522144,0.514185904913775,0.5444177254386229,0.5142017361385741,0.6759480825958729,0.4292757625261272,1.6743001186555915
1.3416114081996418,0.6968644712799611,0.7068299727347455,1.2942673796791422,1.093431653727314,1.139592211514676,1.0948840564839892,1.3635080213903723,1.1193828051389256,1.3628111746473093
1.5555680751173697,0.8076361578731526,0.8172196772251075,1.5088075117370883,1.2644917001112546,1.2771987856051614,1.2707770480039358,1.6070046948356795,1.5559416184230785,1.1924546172328834
0.15474307545367713,0.1601976034794679,0.15279546468865002,0.15664565425023874,0.1504637915306334,0.1505764190960407,0.1505984977960982,0.176305635148042,0.2161007201260151,0.5144974025810155
0.11378403755868542,0.13135753463273606,0.1321813867019148,0.1223568075117371,0.10777936081939198,0.10784282910670936,0.10812719146236917,0.14807511737089205,0.15838733659005436,0.2903181427675067
1.1924897959183673,0.6925791480249291,0.6944011556554656,1.1224761904761904,0.8993543878760824,0.9349394367535244,0.9024540071717102,1.2805714285714282,1.0418129143781787,1.1497101746513019
