CAWPE-A,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
0.9114421416234884,0.8705566022923529,0.8774925420003135,0.9103273669335838,0.8889543099387651
0.980239699285562,0.9607238034126991,0.9665610824115654,0.9693161052500553,0.962173990273069
0.9996725123189446,0.999237263961767,0.999198222446792,0.9982988437936612,0.9991539740480168
0.8892286767286761,0.8272990522990517,0.8670586170586162,0.7525842400842393,0.8561995436995431
0.9918606279351746,0.9910413789587675,0.9907439393699417,0.9850174839122268,0.9718741498022856
0.9510135135135129,0.9284909909909903,0.9396396396396389,0.9288288288288278,0.9066441441441434
0.9998293311386746,0.9997659510415415,0.9997488412205271,0.9992899526433113,0.9838470035831921
0.8265432835820906,0.818847761194031,0.7828895522388072,0.8211283582089564,0.8207283582089566
0.9012772218388161,0.8797738862050457,0.8739576144467449,0.8792006939651869,0.8741579441760603
0.771576013085447,0.7614182044370723,0.7580371829428433,0.7363508189923283,0.7234095883152486
0.8025804630152455,0.7721682665160927,0.7704686617730094,0.7639920948616601,0.7533766233766234
0.787012987012987,0.7538961038961038,0.7227272727272728,0.5616883116883116,0.6285714285714286
0.8153993744943758,0.8094662905848262,0.793744127271973,0.756747178177126,0.7593951098872411
0.386272189349113,0.4143195266272194,0.41065088757396495,0.32816568047337297,0.4698224852071009
0.9976701388888891,0.996765782828283,0.9898295454545456,0.9961306818181821,0.9507070707070708
0.984213383838384,0.9771183712121214,0.947898042929293,0.9835252525252525,0.9599236111111111
0.9944851641414143,0.9929292929292931,0.9884138257575759,0.9925413510101013,0.9442686237373739
0.45292670292670306,0.46935249935249945,0.5615099715099716,0.46555296555296566,0.4705801605801606
0.8183014099422902,0.8323327148191797,0.8021590306356451,0.81079822321607,0.7659480078365604
0.9975679216966066,0.9921499069597853,0.9967961904940031,0.9986177215900064,0.9150553332148954
0.9941496598639455,0.9841360544217688,0.9908571428571429,0.9895782312925169,0.9918095238095239
0.9971235504978317,0.9910112451038998,0.9936046668296648,0.9936510827247963,0.9932777756610329
0.9947823299980462,0.9923835292181657,0.9904825708223546,0.9903791138643673,0.9863653117869768
0.9874518134895443,0.9832066550771351,0.984757165296551,0.9718413613865842,0.9649447387528006
0.7109090909090913,0.7264335664335666,0.7104895104895107,0.7148717948717951,0.7313286713286715
0.868733153638814,0.8611859838274933,0.8477088948787062,0.7796495956873315,0.8725741239892184
0.5754831754831742,0.5781473781473768,0.5841687841687827,0.22289982289982238,0.5355971355971343
0.7894933333333345,0.7855276190476201,0.770312380952382,0.7931847619047632,0.784152380952382
0.9025777777777784,0.8856888888888899,0.8878666666666675,0.8616000000000007,0.8789777777777786
0.9991922690104509,0.9984461060824698,0.9991007914644279,0.9943565525383713,0.9965969653242384
0.9915659402507361,0.9905541721005232,0.9912385362479368,0.9878577934066157,0.9813556733778827
0.9999994839082966,0.9999866177433425,0.9999997893993037,0.9996583096897039,0.9965188877642946
0.9453173425930634,0.9151216901393415,0.9204195069639471,0.9358350732999181,0.9364633032649523
0.9379326498387023,0.9370840521200074,0.9352676928174951,0.9148183221125151,0.8962530716456033
0.999856,0.9988106666666665,0.9981679999999997,0.99956,0.9997786666666666
0.7110196078431372,0.6874210526315789,0.6764251805985552,0.6649226006191951,0.6416965944272446
0.9988900843617451,0.9990929433444841,0.99923155220926,0.9661999985004661,0.9619457068913082
0.9996227722391163,0.9972670233650259,0.9980715193040535,0.9949767119596615,0.9994341583586746
0.6765485257522064,0.6761398084609008,0.6763954452907027,0.614628610210393,0.675421913882815
0.7333333333333334,0.6444444444444445,0.0,0.6888888888888889,0.7333333333333334
0.9975271788965487,0.9950372450463675,0.9959212673478388,0.9973268487899117,0.9299297851737137
0.9301714285714289,0.903314285714286,0.8917333333333337,0.919009523809524,0.9194285714285716
0.9622009216589861,0.9551345622119815,0.9468563748079875,0.9651983410138248,0.9583418433179721
0.9995801615754079,0.9998654808426795,0.9997994704821975,0.9791883274579352,0.8986952596254557
0.9707776915362549,0.9644212774539268,0.9647503078988992,0.9689824316114437,0.9561865483332607
0.9690783311969924,0.9621735936542803,0.9650308809166532,0.9689450076584188,0.9728381642373893
0.999324354657688,0.998559670781893,0.9981021324354657,0.9950617283950617,0.9981021324354657
0.8096902107327619,0.8132134187562388,0.790977587600245,0.7465471628533475,0.7395803478968845
0.8187292219389297,0.8198480398643941,0.8049272633886944,0.7652765658761991,0.7202182681606918
0.84502819132665,0.8407937590917254,0.8102971605206557,0.8356523617171752,0.8293557675466264
0.9992083903938006,0.9955750348288831,0.9933507271236461,0.9988192004297627,0.9919498981261899
