CAWPE-A,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
0.8397549348366986,0.8336680262776153,0.8260597495684057,0.8345757857739722,0.8353237675421875
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.9990857142857144
0.9862714704520368,0.9827237888020676,0.9820964447860533,0.9053266600519689,0.8924528187440126
0.8927523236632655,0.8356021389558832,0.8810236097402864,0.824551539602995,0.8024062768299233
0.9843390964126548,0.9742069446861465,0.9410880708748275,0.9224060541387124,0.8973279199467941
0.9946977144261486,0.9364816293929706,0.977503279434036,0.9993509792615838,0.9900457755428258
0.8,0.7,0.6900000000000001,0.24,0.6600000000000001
0.8991164750957875,0.8876747126436799,0.892607662835251,0.8443524904214585,0.8267206896551752
0.7086536566134443,0.7153794598856698,0.6527183126355218,0.6936566134437222,0.7497733096786918
0.6516693529818097,0.6980428275385678,0.6025328114206768,0.6921943357126411,0.6929311535804744
0.9929264859792847,0.9893897289689271,0.9886101988523583,0.9928037821646395,0.994333970911978
0.9934331190049541,0.9885843786233792,0.9879519342257825,0.9804574681142615,0.9908506377147676
0.7532894736842104,0.6970394736842104,0.689035087719298,0.7311403508771929,0.7176535087719298
0.9284968406078633,0.9281200835492847,0.9140287900289048,0.90991025968253,0.8945183552657732
0.9989279864511642,0.9977040991675489,0.999012933627203,0.9935269188604673,0.9964235239561455
0.9864148819236629,0.9811644667833388,0.9823895264737581,0.9661115198653093,0.9668422532160005
0.9881093909752302,0.986420906976061,0.9844146814245507,0.9760672307524058,0.9744183369483228
0.9992729723798488,0.9984475028999619,0.9993983760228244,0.9916249177038653,0.9983311910211032
0.48009950248756106,0.4693674484719249,0.4565565031982931,0.43098791755508054,0.45884861407249355
0.9250000000000004,0.8493440233236156,0.8945335276967933,0.8591107871720121,0.8526239067055398
0.9987824915824917,0.9976628507295174,0.9964489337822672,0.9995061728395063,0.9907815937149271
0.9348993508962137,0.9209390854759769,0.9581455550417962,0.928958264472174,0.894006299740543
0.7301544140436942,0.7401479282109709,0.7298389543831844,0.7159779500298825,0.7259122773427948
0.9299851190476209,0.9132643398268417,0.9288690476190492,0.9124864718614738,0.9040787337662353
0.8478333333333319,0.843487179487178,0.8455128205128191,0.750641025641024,0.7639102564102549
0.9983905429823009,0.9980369312628371,0.9970183040697996,0.9981154862820162,0.9964123330491617
0.8378099173553718,0.8605371900826444,0.8239669421487601,0.822107438016529,0.8578512396694213
0.970429732568317,0.9651730527511976,0.9647399940946582,0.9660010990313566,0.9495387763469193
0.9899499845631363,0.9938996148344413,0.9891208983599015,0.9775916453470803,0.9591661724503325
0.9886156094414353,0.9896982521269649,0.9864544076967535,0.9783486033737621,0.9709628801728817
0.7280303030303031,0.6189393939393941,0.6378787878787879,0.581060606060606,0.6303030303030305
0.8813498719766919,0.8955287494742267,0.8768964060957561,0.725004852849097,0.7561522809186024
0.9191761104859483,0.9216175277880403,0.898520671535192,0.8399145513075986,0.8293410715223543
0.6687243686596157,0.6761061946902653,0.635829915821282,0.6484783077919274,0.6753723289445284
0.9152282270933064,0.8966367715177238,0.9188351712954885,0.8200312033645366,0.7799081503446581
0.8057986337753077,0.7999048638097859,0.7875047511012226,0.7935717363615378,0.7893638822299203
0.8896427137695703,0.8865114411882777,0.8748293857888398,0.906784423926134,0.8980730630268967
0.5899989183035087,0.5847202155138234,0.5881805640215239,0.5538089935670715,0.5459554379029471
0.6052431958949319,0.5868090555630905,0.5632768660427686,0.5829029228265291,0.5852314412948144
0.8459677419354834,0.8294354838709672,0.8497983870967737,0.7707661290322576,0.7881048387096768
0.6391791654412976,0.522554433661188,0.5527845853892324,0.7158557439902425,0.511771177117711
0.8939908722109522,0.9101673427991874,0.8921653144016215,0.8481490872210941,0.8150608519269766
0.7264652014652013,0.7295673076923074,0.6984317765567766,0.6692307692307693,0.7174450549450547
0.9984529275438367,0.9976836765927676,0.9983002317547772,0.9919454283090655,0.9806447155538074
0.9810928501193992,0.9789577187807279,0.9701362550920077,0.943980896193286,0.8874561033853073
0.9970133333333333,0.97584,0.9870933333333334,0.9852799999999998,0.9654933333333334
0.9482217999050141,0.9414258356482621,0.9561334293676638,0.9564330704986593,0.9393259812459316
0.8855944055944057,0.7988811188811189,0.4906293706293707,0.7095104895104896,0.4408391608391608
0.9993852647426928,0.9991842489196031,0.999323833228441,0.9982991433041797,0.9613879690422333
0.9817658730158729,0.9689021164021163,0.9525727513227513,0.9776190476190475,0.9235515873015874
0.9895433611885318,0.9816047094882989,0.9814955277983248,0.9784326807012513,0.9783323104740346
0.6480392156862745,0.6570588235294117,0.6433333333333333,0.6145098039215686,0.6315686274509804
0.9040737100737098,0.8847862289070992,0.8839711376455938,0.8654359493183023,0.8665648729822781
0.8975562276219298,0.9060138352973912,0.8610213091389458,0.8735669343344824,0.8894427642785155
0.9196159122085046,0.940466392318244,0.9105624142661176,0.8839506172839503,0.8897119341563784
0.9904470592735966,0.9906831363939961,0.9935077790262576,0.9504138207523761,0.938144245139975
0.9997205113606956,0.9938719527974736,0.9998654313958906,0.9001397443196504,0.9980746338181252
0.7707659115426105,0.67094243404923,0.8120525644797489,0.7265960576640186,0.7278807492399725
0.995760233918128,0.9963868003341683,0.9959899749373429,0.9721073517126131,0.9684001670843754
1.0,1.0,1.0,0.9999997572598718,0.9926906578063284
0.9454415954415947,0.9052991452991446,0.9024928774928768,0.8827920227920221,0.94559829059829
0.9985175476324037,0.989660985809703,0.9972223375866426,0.9912918241977564,0.9969037440721238
0.9999886567093963,0.9999250931339503,0.9999959713522794,0.9984860668070853,0.9864538586254404
0.8954543102109792,0.8424379388272613,0.8449738644401098,0.8987354874325015,0.8123277036934781
0.9823499849732512,0.9785628737772024,0.9777946578538833,0.9743741267022669,0.9752892563189087
