TRAINNLL,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq,CAWPE_pb
AvgTRAINNLLOverDsets:,0.7355916762546953,0.7328082501023596,0.7302575332895008,0.7279760924952567,0.7260060434800497,0.7243967872702526,0.7232071548520789,0.7225078006161179,0.7223847414393737,0.7229462155197632,0.724335466089527,0.7267469570493856,0.7304506798859237,0.7358790248322628,0.7436432350321134,0.7531881531908661,1.1992358512973165
AvgTRAINNLLRankOverDsets:,4.140495867768595,4.446280991735537,4.818181818181818,5.239669421487603,5.710743801652892,6.305785123966942,6.900826446280992,7.56198347107438,8.297520661157025,9.024793388429751,9.793388429752065,10.743801652892563,11.818181818181818,12.983471074380166,14.173553719008265,15.272727272727273,15.768595041322314
StddevOfTRAINNLLOverDsets:,0.6716263567993939,0.6624328678467329,0.6534052717556206,0.6445914862940921,0.6360497771276449,0.6278515843312896,0.6200849178077309,0.6128578413863981,0.606302368364668,0.6005804946476414,0.5958940258211904,0.5924851079516064,0.5906472217309191,0.590931627952922,0.5942913912296114,0.6006677424992851,1.4053418602308572
AvgOfStddevsOfTRAINNLLOverDsetFolds:,0.10811305747621998,0.10524796328593122,0.10247836300400723,0.09981743742700036,0.09728065072292519,0.09488590996201239,0.0926539810317797,0.09060922700146302,0.08877930011142281,0.08719044407179083,0.08585427315666161,0.0847344097395912,0.08371728602247175,0.08277707382645728,0.0821102571853009,0.07530316346213778,0.3361168588999267
StddevsOfTRAINNLLRanksOverDsets:,5.459404401464755,4.63132524810329,3.754996671103714,3.060568556625898,2.427062753374011,1.8567129342227853,1.6093733701748978,1.657772410915077,1.8692450708738628,2.3960481697904,2.926651543350922,3.1768142470611305,3.356585566713094,3.146382767227524,2.8771446665934075,2.6739483914241866,3.8832124385584725

flat,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq,CAWPE_pb
CAWPE_alpha=15,0|121|0,36|0|85,33|0|88,31|0|90,31|0|90,31|0|90,28|0|93,27|0|94,25|0|96,23|0|98,23|0|98,22|0|99,19|0|102,16|0|105,14|0|107,13|0|108,8|0|113
CAWPE_alpha=14,85|0|36,0|121|0,32|0|89,31|0|90,31|0|90,28|0|93,27|0|94,25|0|96,24|0|97,23|0|98,22|0|99,21|0|100,17|0|104,16|0|105,14|0|107,13|0|108,8|0|113
CAWPE_alpha=13,88|0|33,89|0|32,0|121|0,31|0|90,29|0|92,27|0|94,25|0|96,24|0|97,23|0|98,22|0|99,21|0|100,19|0|102,16|0|105,15|0|106,13|0|108,11|0|110,9|0|112
CAWPE_alpha=12,90|0|31,90|0|31,90|0|31,0|121|0,28|0|93,25|0|96,24|0|97,23|0|98,22|0|99,21|0|100,20|0|101,18|0|103,15|0|106,14|0|107,13|0|108,11|0|110,9|0|112
CAWPE_alpha=11,90|0|31,90|0|31,92|0|29,93|0|28,0|121|0,24|0|97,23|0|98,23|0|98,21|0|100,20|0|101,19|0|102,16|0|105,15|0|106,14|0|107,11|0|110,10|0|111,9|0|112
CAWPE_alpha=10,90|0|31,93|0|28,94|0|27,96|0|25,97|0|24,0|121|0,23|0|98,21|0|100,20|0|101,19|0|102,16|0|105,16|0|105,15|0|106,14|0|107,10|0|111,9|0|112,9|0|112
CAWPE_alpha=9,93|0|28,94|0|27,96|0|25,97|0|24,98|0|23,98|0|23,0|121|0,20|0|101,19|0|102,16|0|105,16|0|105,15|0|106,15|0|106,11|0|110,9|0|112,8|0|113,9|0|112
