CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_pb,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq
-0.003443676927650393,-0.003603441674709925,-0.0035554343016577744,-0.0034600156356391614,-0.003348258261631776,-0.003460061487953451,-0.0033964261177839017,-0.003476079229742272,-0.00397100146803826,-0.003843524392284877,-0.00398745480681274,-0.004163168517189649,-0.004354785338569674,-0.006380273111667952,-0.004546356307635417,-0.004530407344318018,-0.004418856305724898
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011484671668055891,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-5.555555555555573E-4,-5.555555555555573E-4,-0.001111111111111111,-0.001111111111111111,-0.001111111111111111,-0.001111111111111111,-0.001111111111111111,-0.001111111111111111,-0.001111111111111111,-2.2204460492503132E-17,-0.001111111111111111,-0.001666666666666668,-0.001666666666666668
-9.186734176497476E-4,-9.227757995262764E-4,-8.954853856991389E-4,-9.050473258973827E-4,-8.818531457955007E-4,-9.132529839269746E-4,-9.200850331797627E-4,-9.105375131908418E-4,-8.887082226694024E-4,-9.269345208252844E-4,-8.98279664555964E-4,-9.24222515410796E-4,-9.515282437237982E-4,-9.046718415320453E-4,-9.433471782992734E-4,-9.351663364438823E-4,-9.379050583701994E-4
-0.0034322089947089887,-0.003432870370370374,-0.0036560846560846462,-0.0038792989417989364,-0.0031375661375661243,-0.002245701058201044,-0.0024669312169312047,-0.0030621693121693013,-0.003063161375661368,-0.0031382275132275134,-0.003585978835978824,-0.004257936507936496,-0.004483465608465605,-0.004999338624338615,-0.004780092592592585,-0.006416997354497352,-0.006571428571428573
0.007587152369761056,0.007866562214388303,0.008311790050920495,0.0069656613134874,0.0075297036166601435,0.006597467032249653,0.005406711058884976,0.005240893066980031,0.003459981720851276,0.0041637289463376265,0.003433868651259949,0.0041428384906645795,1.2012012012013E-4,5.953779866823217E-4,5.235670453061873E-4,-2.5851938895417775E-4,-0.0024024024024024188
-0.06104166666666666,-0.06075000000000001,-0.06508333333333331,-0.06640277777777778,-0.06641666666666668,-0.06712500000000002,-0.06952777777777779,-0.06875,-0.07081944444444445,-0.06984722222222223,-0.0695138888888889,-0.07019444444444445,-0.07056944444444445,-0.053597222222222206,-0.07093055555555555,-0.07163888888888889,-0.07268055555555557
-0.025455681166543776,-0.025670380382840436,-0.026312088692280373,-0.02620866442751425,-0.02599908522432483,-0.02653771060320581,-0.026755481827366805,-0.026654105567843582,-0.02665649490729361,-0.026341784768302335,-0.024853908959340264,-0.022406201359875474,-0.020919008219327705,-0.004449974058600244,-0.019325318806149485,-0.01709128642035991,-0.016033150378198312
0.20634920634920634,0.19894179894179898,0.180952380952381,0.17354497354497359,0.16984126984126988,0.16878306878306878,0.15449735449735455,0.15714285714285717,0.14391534391534394,0.12010582010582006,0.10687830687830686,0.09841269841269841,0.06349206349206347,-0.1470899470899471,0.019047619047619056,-5.291005291005347E-4,-0.024338624338624344
-5.907533017864693E-4,-5.612678233845777E-4,-5.61274346720501E-4,-6.497699219417415E-4,-7.382654971629858E-4,-7.530082363639316E-4,-6.792880170232829E-4,-7.235162346261166E-4,-8.267480257123686E-4,-8.120052865114265E-4,-7.972625473104844E-4,-8.2676107238423E-4,-9.004878150608094E-4,-9.019099022934666E-4,-9.889507736024002E-4,-0.001092189088024583,-0.0011511730915002127
