CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
0.0076538975613446025 ,9.505184750437934E-4,-0.004797986166356738
0.0038123906708881217 ,0.0023756084028950797,0.0018964517186593755
-0.009577172883858398 ,-0.011495862974943982,-0.009102830692622077
-0.0019319872622270973 ,-0.005762489597256226,-0.0062416462814920415
0.0067107154565859695 ,0.005271869834450271,0.0062281198487790235
-0.011024959707278903 ,-0.017250557678772482,-0.018206807693101235
0.015783742144925395 ,0.010994238656710564,0.010994926441424857
0.004294298493980775 ,0.0028582040107019147,0.0018998906422305062
-0.0038369216590284916 ,-0.0028806716446995173,-0.0038369216590284916
-0.007193769587535481 ,-0.0057590506736850955,-0.007195145156963956
0.004297737417551795 ,4.679228672368474E-4,0.0014241728815657106
-0.005275767281164079 ,-0.0076701751329144585,-0.009106269616193208
-0.03401210042573877 ,-0.0340196660575951,-0.031626633775273305
0.008595704096674983 ,0.007159609613396234,0.008595704096674983
0.007647019714202452 ,0.005730392977259524,0.004772767393502297
0.0019060807046583639 ,0.0014248606662798924,-0.0024063294534633073
0.0019074562740868384 ,-0.0019237338456564723,-0.0019230460609422906
0.023448873523268854 ,0.02344681016912631,0.023448873523268854
-0.002404266099320651 ,-0.0028834227835564663,-0.0038424239367421675
-0.011979834152179292 ,-0.013426933190885504,-0.011035276477991962
-0.028740689114431284 ,-0.029221909152809755,-0.029699002482902803
-0.005277142850592442 ,-0.009107645185621682,-0.007193769587535481
0.004781708594786993 ,0.006214364154494834,0.004776206317073317
0.0052443584458816694 ,0.0028485750247029262,0.0038075761778886275
0.016742743298111096 ,0.009555393034574977,0.006683891852731549
-0.026824750162202537 ,-0.03017609581299585,-0.03161219029627471
-0.013907465444549683 ,-0.015343559927828432,-0.014386622128785387
-0.022989433334173914 ,-0.024906747855831135,-0.025864373439588362
0.007171301953537879 ,0.006211613015637885,0.009084489766909787
0.007649770853059401 ,0.00142348509685164,-0.0014480160849918988
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,-0.01666666666666672
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,-0.033333333333333326,-0.033333333333333326
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
