CAWPE_alpha=15_VS_CAWPE_alpha=15
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE_alpha=15_VS_CAWPE_alpha=14
Wins(88):,abalone,adult,annealing,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,car,cardiotocography-3clases,chess-krvkp,congressional-voting,connect-4,credit-approval,cylinder-bands,echocardiogram,ecoli,energy-y1,energy-y2,fertility,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,planning,plant-texture,post-operative,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,thyroid,titanic,twonorm,vertebral-column-2clases,wall-following,waveform,waveform-noise,wine,zoo
Draws(4):,acute-inflammation,acute-nephritis,balloons,trains
Losses(29):,arrhythmia,audiology-std,balance-scale,breast-tissue,cardiotocography-10clases,chess-krvk,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,contrac,dermatology,flags,glass,heart-va,libras,molec-biol-splice,monks-1,oocytes_trisopterus_nucleus_2f,pittsburg-bridges-MATERIAL,pittsburg-bridges-TYPE,plant-margin,plant-shape,primary-tumor,statlog-australian-credit,teaching,tic-tac-toe,vertebral-column-3clases,wine-quality-red,wine-quality-white,yeast

CAWPE_alpha=15_VS_CAWPE_alpha=13
Wins(93):,abalone,adult,annealing,audiology-std,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,chess-krvkp,congressional-voting,connect-4,credit-approval,cylinder-bands,echocardiogram,ecoli,energy-y1,energy-y2,fertility,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,planning,plant-texture,post-operative,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,titanic,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,yeast,zoo
Draws(4):,acute-inflammation,acute-nephritis,balloons,trains
