CAWPE(ConTie)_VS_CAWPE(ConTie)
Wins(0):
Draws(85):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,ElectricDevices,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,WormsTwoClass,Yoga
Losses(0):

CAWPE(ConTie)_VS_CAWPE(alpha=4)
Wins(26):,Adiac,ChlorineConcentration,Computers,DistalPhalanxOutlineCorrect,ECG200,ElectricDevices,GunPoint,HandOutlines,Herring,LargeKitchenAppliances,Lightning2,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,NonInvasiveFetalECGThorax2,PhalangesOutlinesCorrect,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,RefrigerationDevices,ScreenType,SonyAIBORobotSurface1,ToeSegmentation1,ToeSegmentation2,TwoPatterns,UWaveGestureLibraryAll,Wafer,WormsTwoClass
Draws(58):,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,CinCECGtorso,Coffee,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,ECG5000,ECGFiveDays,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,FordB,Ham,Haptics,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,OliveOil,OSULeaf,Phoneme,Plane,ProximalPhalanxTW,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,Trace,TwoLeadECG,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wine,WordSynonyms,Worms,Yoga
Losses(1):,Earthquakes

CAWPE(ConTie)_VS_CAWPE(RandTie)
Wins(47):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Computers,DistalPhalanxOutlineCorrect,ECG200,ElectricDevices,FaceFour,GunPoint,HandOutlines,Herring,LargeKitchenAppliances,Lightning2,Lightning7,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OSULeaf,PhalangesOutlinesCorrect,Phoneme,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,RefrigerationDevices,ScreenType,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,SwedishLeaf,SyntheticControl,ToeSegmentation1,ToeSegmentation2,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,Wafer,Wine,WormsTwoClass,Yoga
Draws(37):,Coffee,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxTW,ECG5000,ECGFiveDays,FaceAll,FacesUCR,FiftyWords,Fish,FordA,FordB,Ham,Haptics,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,Mallat,Meat,MedicalImages,MiddlePhalanxTW,MoteStrain,OliveOil,Plane,ProximalPhalanxTW,ShapeletSim,ShapesAll,Strawberry,Symbols,Trace,UWaveGestureLibraryY,UWaveGestureLibraryZ,WordSynonyms,Worms
Losses(1):,Earthquakes

