ES-A,RC-A,PB-A,SMM5-A,SMLRE-A,SMLR-A,CAWPE-A,MV-A,NBC-A,WMV-A
0.8488246580586312 ,0.7972684162896134,0.8208171622438734,0.8337347439478155,0.8367732567265262,0.8337347439478155,0.8436361934608156,0.7952485687836466,0.8167090409150025,0.7975003841150765
0.8373523949858281 ,0.7892282518980819,0.818709507773519,0.82908704004721,0.8363013266937147,0.82908704004721,0.83724514844344,0.7878906929244948,0.8160477678121498,0.7886774008777468
0.8337336260330275 ,0.7879671566624857,0.8168953626796318,0.8281984138004972,0.8313564008359899,0.8281984138004972,0.834804014320474,0.7870801512928894,0.8156206720111163,0.7879989669332016
0.8379522015803289 ,0.7940872134857839,0.8187959865712711,0.8326523814577074,0.8320145271356336,0.8238949862918303,0.8372511455431006,0.792407407008682,0.8143015607723992,0.7936354023876777
0.8502608178666533 ,0.8057762590622133,0.8315898445738215,0.8415160721548715,0.8443473239739298,0.8415160721548715,0.8479465450665948,0.8050793960551754,0.8285961616567594,0.8060878802031871
0.8302751362198606 ,0.7902315598247478,0.8104249064255086,0.8171866581213285,0.8232618375853957,0.8171866581213285,0.8291373703585938,0.7883660588512915,0.80857747863581,0.7905363238772818
0.8433098062215674 ,0.8012252026799833,0.8257688375259049,0.8370066557477702,0.8404280203723995,0.8370066557477702,0.8440576022649073,0.8001899603973707,0.8263508681938332,0.8012880334637287
0.8379892667347452 ,0.8015353889171866,0.822429167818318,0.8296845744385268,0.8311509120747518,0.8296845744385268,0.8379209323229828,0.8001700258027302,0.8205078224877732,0.8012144639883547
0.8415016878029742 ,0.7911840365965463,0.8229970082299597,0.8306365851071777,0.8393316773040014,0.8306365851071777,0.8398509666213632,0.7901742245467559,0.8149046782486573,0.7919567132956475
0.8391473958166173 ,0.7993931296319401,0.8231827598028718,0.825338831747444,0.8283933175309695,0.825338831747444,0.8391564219466675,0.7980213049479569,0.822709847064476,0.7997872589315782
0.8431470074145727 ,0.7994348576276838,0.8275175275945456,0.8228822444003783,0.8278904934099239,0.8228822444003783,0.8417989133797972,0.7985102576556979,0.8209419100567334,0.7994563986206238
0.8382017071823054 ,0.8006662806459736,0.8199457067268255,0.8319955132701768,0.8358550004188197,0.8319955132701768,0.8378811280235232,0.7987047782713661,0.8198747587119618,0.8009515751475886
0.8332161564558045 ,0.7807412038413296,0.8053002709435523,0.8199939303702918,0.8257224665972107,0.8199939303702918,0.8274747576536655,0.7792238845676502,0.8083208296797517,0.7808011105219688
0.844741063846349 ,0.7954065226163858,0.8245375320155783,0.8302820455291602,0.8311717975480648,0.8302820455291602,0.8431241961702671,0.7938154005288306,0.8203140746348385,0.7948843674201834
0.8455951319370407 ,0.8020983559266506,0.8281653181815961,0.8302886348477647,0.8354823806824936,0.8302886348477647,0.8443533533419266,0.8005876340496961,0.8245198132979916,0.8013594454628896
0.8373942723164476 ,0.78845012701424,0.8185224379219457,0.823742136948491,0.8219193933793778,0.823742136948491,0.8375404869183078,0.7873611553854392,0.8163918181491384,0.7885518921324075
0.8367369967797513 ,0.7903471508009166,0.8180862294269573,0.8236194898442866,0.8265691900870884,0.8211582089325486,0.8362003408714029,0.7888530541376982,0.8129976268215406,0.7899592171108221
0.8487448496696892 ,0.8109502617493471,0.8277827031614554,0.8362608228201778,0.83742589418597,0.8362608228201778,0.8475525119981211,0.808877808285676,0.8301099252772108,0.8107417177810777
0.8371020036157142 ,0.7955846872007208,0.8170285640029713,0.8293520091144013,0.8291841427654769,0.8293520091144013,0.835919304157371,0.794516031736369,0.8188970759965821,0.7958714512581542
0.8354156999900401 ,0.7922945174355174,0.8111125057704351,0.8264393143008942,0.8251321845042475,0.8264393143008942,0.8328198433267398,0.7910331974692533,0.8187830395951412,0.7926533909031948
0.8368073407895611 ,0.7953136469623581,0.8133993954630386,0.8290436820368029,0.8335758538035065,0.8290436820368029,0.8338353173445403,0.7942040261121663,0.8184039336576416,0.7957195607391794
0.8362511767936855 ,0.7909839464918995,0.8175603863258902,0.822964779353683,0.8264315859672775,0.822964779353683,0.8363656404526668,0.7898954311665589,0.8154641319377773,0.7911938050749846
0.839919670507823 ,0.792748387041823,0.8186654342976503,0.8298047521098038,0.8312584303598216,0.8298047521098038,0.8377718790342098,0.7914049643237805,0.8190666779054507,0.7934290104219222
0.8405736700796658 ,0.795377842330496,0.8274681692179153,0.8265394156352057,0.8285984398192144,0.8265394156352057,0.8414249716568186,0.7928765309319201,0.8192800215575287,0.7945681134107999
0.8413202122485954 ,0.7960453031413423,0.817338123016041,0.8347131479996415,0.8362240874561409,0.8347131479996415,0.838928081153236,0.7952064853064511,0.8210564113253258,0.7965667102064578
0.8355604863095405 ,0.7924519886998687,0.8147707507773121,0.8335280784295263,0.8312117318920242,0.8254276783174026,0.834077232205808,0.7922495285275928,0.8170160272452858,0.7929608347729351
