CAWPE-S_VS_CAWPE-S
Wins(0):
Draws(121):,abalone,acute-inflammation,acute-nephritis,adult,annealing,arrhythmia,audiology-std,balance-scale,balloons,bank,blood,breast-cancer,breast-cancer-wisc,breast-cancer-wisc-diag,breast-cancer-wisc-prog,breast-tissue,car,cardiotocography-3clases,cardiotocography-10clases,chess-krvk,chess-krvkp,congressional-voting,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,connect-4,contrac,credit-approval,cylinder-bands,dermatology,echocardiogram,ecoli,energy-y1,energy-y2,fertility,flags,glass,haberman-survival,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hepatitis,hill-valley,horse-colic,ilpd-indian-liver,image-segmentation,ionosphere,iris,led-display,lenses,letter,libras,low-res-spect,lung-cancer,lymphography,magic,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,monks-1,monks-2,monks-3,mushroom,musk-1,musk-2,nursery,oocytes_merluccius_nucleus_4d,oocytes_merluccius_states_2f,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,optical,ozone,page-blocks,parkinsons,pendigits,pima,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-margin,plant-shape,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spambase,spect,spectf,statlog-australian-credit,statlog-german-credit,statlog-heart,statlog-image,statlog-landsat,statlog-shuttle,statlog-vehicle,steel-plates,synthetic-control,teaching,thyroid,tic-tac-toe,titanic,trains,twonorm,vertebral-column-2clases,vertebral-column-3clases,wall-following,waveform,waveform-noise,wine,wine-quality-red,wine-quality-white,yeast,zoo
Losses(0):

CAWPE-S_VS_PB-S
Wins(69):,abalone,acute-nephritis,annealing,arrhythmia,balance-scale,blood,breast-cancer-wisc,breast-cancer-wisc-diag,breast-tissue,car,cardiotocography-3clases,chess-krvkp,conn-bench-sonar-mines-rocks,conn-bench-vowel-deterding,dermatology,echocardiogram,ecoli,energy-y1,flags,glass,hayes-roth,heart-cleveland,heart-hungarian,heart-switzerland,heart-va,hill-valley,horse-colic,ilpd-indian-liver,iris,led-display,lenses,low-res-spect,lung-cancer,mammographic,miniboone,molec-biol-promoter,molec-biol-splice,musk-1,oocytes_merluccius_nucleus_4d,oocytes_trisopterus_nucleus_2f,oocytes_trisopterus_states_5b,ozone,pittsburg-bridges-MATERIAL,pittsburg-bridges-REL-L,pittsburg-bridges-SPAN,pittsburg-bridges-T-OR-D,pittsburg-bridges-TYPE,planning,plant-texture,post-operative,primary-tumor,ringnorm,seeds,semeion,soybean,spect,spectf,statlog-german-credit,statlog-image,statlog-shuttle,statlog-vehicle,steel-plates,teaching,trains,twonorm,waveform,waveform-noise,wine,yeast
Draws(1):,acute-inflammation
Losses(51):,adult,audiology-std,balloons,bank,breast-cancer,breast-cancer-wisc-prog,cardiotocography-10clases,chess-krvk,congressional-voting,connect-4,contrac,credit-approval,cylinder-bands,energy-y2,fertility,haberman-survival,hepatitis,image-segmentation,ionosphere,letter,libras,lymphography,magic,monks-1,monks-2,monks-3,mushroom,musk-2,nursery,oocytes_merluccius_states_2f,optical,page-blocks,parkinsons,pendigits,pima,plant-margin,plant-shape,spambase,statlog-australian-credit,statlog-heart,statlog-landsat,synthetic-control,thyroid,tic-tac-toe,titanic,vertebral-column-2clases,vertebral-column-3clases,wall-following,wine-quality-red,wine-quality-white,zoo

PB-S_VS_CAWPE-S
Wins(51):,adult,audiology-std,balloons,bank,breast-cancer,breast-cancer-wisc-prog,cardiotocography-10clases,chess-krvk,congressional-voting,connect-4,contrac,credit-approval,cylinder-bands,energy-y2,fertility,haberman-survival,hepatitis,image-segmentation,ionosphere,letter,libras,lymphography,magic,monks-1,monks-2,monks-3,mushroom,musk-2,nursery,oocytes_merluccius_states_2f,optical,page-blocks,parkinsons,pendigits,pima,plant-margin,plant-shape,spambase,statlog-australian-credit,statlog-heart,statlog-landsat,synthetic-control,thyroid,tic-tac-toe,titanic,vertebral-column-2clases,vertebral-column-3clases,wall-following,wine-quality-red,wine-quality-white,zoo
Draws(1):,acute-inflammation
