PB-A,CAWPE-A
0.6224113686521 ,0.6589445376171201
0.6306241319534592 ,0.6517524297638672
0.6326683439385345 ,0.6540157255506119
0.6272146391737937 ,0.6484516633258555
0.653012679037229 ,0.6689814954751343
0.6151851372867926 ,0.6442258513673137
0.642499831483348 ,0.6553857350009883
0.6384147054678412 ,0.654273761728732
0.6215338597148735 ,0.6565032346292516
0.6330862416220852 ,0.6507501164600155
0.6430081133642978 ,0.6556044219368764
0.6305477977968883 ,0.6531880212846302
0.6135741033100187 ,0.6282894271144915
0.6314975452358209 ,0.6505877904180819
0.6377962665440955 ,0.6554028468613206
0.6185188931928883 ,0.6556583182943277
0.6302975520940585 ,0.6561519528514483
0.6438175756946346 ,0.6643919828163228
0.6281152189110609 ,0.6539603984920185
0.6173868464494056 ,0.6417686707716935
0.6258849125924001 ,0.6381969521587042
0.630914560316662 ,0.6513228463673814
0.6277673958185429 ,0.658537191602534
0.6459618901279326 ,0.6477380113403147
0.6302465171388915 ,0.6529794891519254
0.619906847921738 ,0.6408914624602966
0.6317477909386507 ,0.6393924527798204
0.6131441230477513 ,0.6436807849892449
0.6246353151966128 ,0.6569744313872526
0.6235364583384336 ,0.6549457001441478
1.0 ,1.0
0.9833333333333334 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
0.9833333333333334 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
0.9833333333333334 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
0.98 ,1.0
0.98 ,1.0
1.0 ,1.0
0.98 ,1.0
1.0 ,1.0
0.98 ,1.0
1.0 ,1.0
0.98 ,1.0
0.98 ,1.0
0.98 ,1.0
0.98 ,1.0
1.0 ,1.0
0.98 ,1.0
0.9457142857142857 ,0.96
1.0 ,1.0
0.98 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
1.0 ,1.0
0.96 ,1.0
1.0 ,1.0
0.98 ,1.0
0.98 ,1.0
1.0 ,1.0
0.98 ,1.0
1.0 ,1.0
1.0 ,1.0
0.8009841245154068 ,0.7777196541270639
0.7962273135618787 ,0.7731193721308034
0.7935883212971573 ,0.7759950441387153
0.7918837490052897 ,0.7703472604659445
0.7895367221005778 ,0.7705432705948296
0.7932501310442318 ,0.7714914451795664
0.791829919000445 ,0.7737432446591408
0.7985570804094151 ,0.7771254742404541
0.7944854435163546 ,0.7703376055206976
0.7916636015132874 ,0.7682970263938658
0.7884111194714625 ,0.7654972719205974
0.7904939574092175 ,0.7673419745031874
0.7887231225279528 ,0.7704335607518221
0.7965826302873367 ,0.775371899416365
0.7935358133196437 ,0.773046232235465
0.7966468430434153 ,0.775680397027563
0.7947545935405782 ,0.7718392903777388
0.7917319139360024 ,0.7716384527762302
0.7952438910568038 ,0.7746321675450656
0.7921135514425386 ,0.7702161908991252
0.7923537366310216 ,0.7707517133082669
0.7933336536908041 ,0.770810370785735
0.7935807161852286 ,0.7715950055226195
0.7913489544021349 ,0.7688559583601374
0.7916691567918979 ,0.767246019272063
0.7911377340493925 ,0.7679319211385178
0.793927833577414 ,0.7724334702643487
0.7909521066717413 ,0.7703272227694637
0.798854467463392 ,0.7794006832771585
0.7962852432333597 ,0.7757293995597843
0.8258210461217981 ,0.8205817574238626
0.8290175655589189 ,0.8325263374887436
0.7741384847399885 ,0.7634114507046837
0.8641265501415877 ,0.8553904241122285
0.7568669509271013 ,0.7417100109581313
0.8011321594028361 ,0.7800568520869273
0.7985270535646475 ,0.6730032874393777
0.8006003102995584 ,0.7881308248977422
0.7810908222938299 ,0.7546339875663184
0.8090295001573198 ,0.8637902114593844
0.8501392008158926 ,0.8376697154140762
0.8727323720556803 ,0.8322762534040729
0.7915148260261042 ,0.771372587312437
0.8371927654634422 ,0.8319534767655069
0.7696142954789571 ,0.7483967494493811
0.8162821556054638 ,0.7781652182404063
0.8702814395295599 ,0.8637303214746824
0.7677775607850796 ,0.7432054161377469
0.8809899206891687 ,0.8541728780826526
0.8254383794985298 ,0.8149478675042584
0.75072399613753 ,0.7010842040165348
0.7962411439855049 ,0.8033291019757185
0.7617993034534388 ,0.7176353220714123
0.7770505267497748 ,0.7676353220714123
0.8208662348511974 ,0.8191237834846857
0.7584860419446886 ,0.7444986926189934
0.7778943028567088 ,0.7384311427920451
0.7368669509271013 ,0.7689216547863165
0.8663420455901658 ,0.8653904241122288
0.8186692922783149 ,0.8122604129371046
0.39447645250923935 ,0.3876910521172816
0.4130565063351949 ,0.3999918660574399
0.363215309280883 ,0.361097536343438
0.3178329866854457 ,0.3396401412794855
0.41699049584295483 ,0.3552245568639011
0.3651478576068739 ,0.32020176544766704
0.3975865664390254 ,0.39779417304007464
0.33649099534345434 ,0.3333808814136683
0.29938132905346015 ,0.32463066987657146
0.4474566963091553 ,0.4333642313970183
0.384097760163334 ,0.3106413258872275
0.37284016529918174 ,0.3903116555575572
0.4567972464693776 ,0.40532216417462313
0.30572957097547265 ,0.29803174967109397
0.3498487850946867 ,0.3616792497120365
0.45203545088790986 ,0.39617693781628205
0.3282070934529951 ,0.3716337760600056
0.38743567907502335 ,0.39453650174961646
0.3743552076338962 ,0.3559327011786028
0.39237969680592627 ,0.35397580561514985
0.39376268540202963 ,0.39454408978999134
0.3264010852535443 ,0.3051580659777381
0.37129182293116714 ,0.36946032109966526
0.3409187533777697 ,0.33140171304105726
0.2886420683141995 ,0.3293214981739572
0.31651430536676445 ,0.30670962916864564
0.3325526386182123 ,0.35861220746466643
0.39353717320930437 ,0.3757329009788025
0.38032590360459206 ,0.3757806674200116
0.3862480142808011 ,0.34681962845897263
0.2615014883130825 ,0.2874810911042795
0.3276606646171863 ,0.40024764553750064
0.24309520324013079 ,0.3276631044746987
0.30667301029619876 ,0.405945932757527
0.26377177572829746 ,0.3334711852827795
0.266911872346655 ,0.2872285658517543
0.26175157370809543 ,0.2838335041233592
0.30291318986971155 ,0.3552188552188552
0.29042721905040747 ,0.3366137217586493
0.33953179134338557 ,0.3388840091738643
0.2855987410335236 ,0.3468550236666179
0.3152613087395696 ,0.37030693407505
0.2669143122041673 ,0.3008649294881179
0.33711633240618744 ,0.3530583613916947
0.3129044063826673 ,0.36871492704826037
0.24205704386863808 ,0.28383594398087153
0.2920241057922217 ,0.3235592641389743
0.31968965012443273 ,0.3777728980627531
0.33419826282145126 ,0.4227248328697604
0.28372127067779235 ,0.3245205679988289
0.3174169228517055 ,0.3896440247889523
0.31932977114136535 ,0.3835834187283463
0.29480188356999953 ,0.38245864441516614
0.3002476455375006 ,0.3286427072658957
0.25950934465427217 ,0.333330893475821
0.2975003659786269 ,0.336026936026936
0.2792368125701459 ,0.32513785194944617
0.32322744351729854 ,0.3979773581222857
0.3565607768506319 ,0.3747730932513541
0.26135631679109944 ,0.28924876787195625
0.6550925925925926 ,0.7291666666666666
0.6597222222222222 ,0.6805555555555555
0.6481481481481481 ,0.6620370370370371
0.6736111111111112 ,0.75
0.6504629629629629 ,0.7638888888888888
0.6111111111111112 ,0.6898148148148148
0.6504629629629629 ,0.7268518518518517
0.6388888888888888 ,0.7037037037037037
0.6759259259259259 ,0.7106481481481483
0.673611111111111 ,0.7685185185185185
0.6597222222222222 ,0.75
0.6504629629629629 ,0.7430555555555555
0.6967592592592592 ,0.6944444444444445
0.6851851851851851 ,0.7106481481481483
0.6388888888888888 ,0.7060185185185185
0.6921296296296297 ,0.7453703703703703
0.6504629629629629 ,0.7152777777777778
0.6412037037037037 ,0.7314814814814815
0.625 ,0.7662037037037037
0.6689814814814815 ,0.7337962962962963
0.6481481481481481 ,0.6851851851851851
0.6388888888888888 ,0.7546296296296297
0.6689814814814815 ,0.7476851851851851
0.6805555555555555 ,0.7106481481481483
0.7245370370370371 ,0.7337962962962963
0.6435185185185185 ,0.6736111111111112
0.6296296296296297 ,0.7476851851851851
0.6759259259259259 ,0.7314814814814815
0.6597222222222222 ,0.7291666666666666
0.6620370370370371 ,0.7476851851851851
0.375 ,0.5416666666666666
0.5 ,0.5
0.5 ,0.375
0.5 ,0.6666666666666666
0.5 ,1.0
0.875 ,1.0
0.5 ,1.0
0.5 ,0.5
0.5 ,0.8333333333333333
0.41666666666666663 ,0.875
0.3333333333333333 ,0.6666666666666666
0.29166666666666663 ,0.7083333333333333
0.375 ,0.8333333333333333
0.41666666666666663 ,0.7083333333333333
0.4583333333333333 ,1.0
0.25 ,0.5833333333333333
0.375 ,0.41666666666666663
0.3333333333333333 ,0.5416666666666666
0.5 ,0.25
0.29166666666666663 ,0.6666666666666666
0.4583333333333333 ,0.7083333333333333
0.5 ,1.0
0.375 ,0.41666666666666663
0.5 ,1.0
0.5416666666666666 ,0.6666666666666666
0.5 ,0.375
0.5 ,0.5416666666666666
0.125 ,0.7083333333333333
0.5 ,1.0
0.25 ,0.5416666666666666
0.6461346153846154 ,0.6334807692307692
0.6380192307692307 ,0.6106538461538461
0.6666923076923077 ,0.6250384615384615
0.6416153846153846 ,0.6104038461538461
0.65625 ,0.6070576923076924
0.6600961538461538 ,0.5990384615384615
0.6601730769230769 ,0.6378269230769231
0.6720576923076923 ,0.66225
0.68275 ,0.6252884615384615
0.6819999999999999 ,0.6450192307692308
0.6550769230769231 ,0.63825
0.6406153846153846 ,0.6088076923076923
0.6581730769230769 ,0.6195192307692308
0.6705384615384615 ,0.6354038461538462
0.6515576923076923 ,0.6445961538461539
0.6661153846153847 ,0.6475384615384615
0.6694615384615384 ,0.6298846153846154
0.6631923076923076 ,0.639
0.6411153846153845 ,0.5881538461538461
0.6656153846153846 ,0.6318846153846154
0.6532307692307693 ,0.617173076923077
0.6704615384615384 ,0.6125769230769231
0.6813269230769231 ,0.6488653846153847
0.6411153846153845 ,0.6209423076923077
0.6381923076923077 ,0.5899230769230769
0.6719615384615385 ,0.6430961538461539
0.6659423076923077 ,0.6380769230769231
0.6565 ,0.6228653846153847
0.6650192307692308 ,0.6419230769230769
0.6603461538461538 ,0.6077307692307692
0.5990735265129115 ,0.6120244431302977
0.6152178198304751 ,0.6102700571653854
0.5888823181549379 ,0.5558446678493988
0.5818647742952887 ,0.5990341021092056
0.5572836585846639 ,0.5618174650108417
0.5818647742952887 ,0.6085156712004731
0.5923910900847624 ,0.621151192588212
0.5871279321900256 ,0.5800709639266706
0.6074906367041198 ,0.6085156712004731
0.5695643603390499 ,0.5969248965109403
0.5667652276759314 ,0.5526907155529273
0.6197713384585058 ,0.6144884683619161
0.5744924108022866 ,0.5688350088704908
0.6071358170707668 ,0.6320323280110388
0.6303173664498325 ,0.6236152178198305
0.6109994086339444 ,0.595170510546028
0.5980090676128524 ,0.595170510546028
0.6117090479006505 ,0.6288783757145673
0.5874827518233787 ,0.5920165582495565
0.6689335698797556 ,0.6780406071358172
0.6183717721269466 ,0.6401143307707471
0.6113542282672975 ,0.6011433077074709
0.5597476838162823 ,0.5256455746106841
0.5664104080425784 ,0.5842893751232012
0.570628819239109 ,0.5800709639266706
0.5867731125566726 ,0.6067612852355608
0.5797555686970235 ,0.5969248965109403
0.6608515671200473 ,0.6678493987778436
0.6004730928444707 ,0.6222156514882713
0.5913463433865562 ,0.5639266706091071
0.6004761904761904 ,0.6266666666666667
0.48904761904761906 ,0.564047619047619
0.6769047619047619 ,0.6950000000000001
0.6261904761904762 ,0.6404761904761904
0.5954761904761905 ,0.5897619047619047
0.5435714285714286 ,0.544047619047619
0.5554761904761905 ,0.585952380952381
0.5554761904761905 ,0.6035714285714285
0.5904761904761905 ,0.559047619047619
0.5754761904761905 ,0.6642857142857143
0.63 ,0.6254761904761905
0.5666666666666667 ,0.6085714285714285
0.6799999999999999 ,0.6542857142857142
0.5935714285714285 ,0.6316666666666667
0.665 ,0.6504761904761904
0.5059523809523809 ,0.6323809523809524
0.6042857142857143 ,0.6035714285714285
0.5785714285714286 ,0.6197619047619047
0.5297619047619048 ,0.6154761904761905
0.6919047619047619 ,0.7030952380952381
0.4959523809523809 ,0.590952380952381
0.65 ,0.7150000000000001
0.5766666666666667 ,0.5885714285714285
0.6311904761904762 ,0.6116666666666667
0.5297619047619048 ,0.6016666666666667
0.5416666666666666 ,0.5778571428571428
0.5985714285714285 ,0.6435714285714286
0.5704761904761905 ,0.6047619047619048
0.5873809523809523 ,0.6542857142857142
0.635 ,0.6223809523809524
0.9618995633187772 ,0.9702328966521107
0.9470160116448326 ,0.9575327510917031
0.9555494905385735 ,0.9597161572052402
0.9386826783114992 ,0.9472161572052402
0.9680494905385735 ,0.980749636098981
0.9829330422125182 ,0.9892831149927219
0.9745997088791849 ,0.9724163027656477
0.9555494905385735 ,0.9597161572052402
0.9680494905385735 ,0.966066229985444
0.9638828238719068 ,0.9743995633187773
0.9321324599708879 ,0.9638828238719068
0.9743995633187773 ,0.9743995633187773
0.9638828238719068 ,0.9638828238719068
0.9491994177583698 ,0.9597161572052402
0.980749636098981 ,0.9787663755458516
0.9658660844250364 ,0.9787663755458516
0.9616994177583698 ,0.9702328966521107
0.9364992721979621 ,0.9406659388646288
0.9513828238719069 ,0.9638828238719068
0.9599163027656477 ,0.9682496360989811
0.9533660844250365 ,0.9680494905385735
0.9597161572052402 ,0.966066229985444
0.9513828238719069 ,0.9745997088791849
0.966066229985444 ,0.978566229985444
0.9702328966521107 ,0.9743995633187773
0.9553493449781659 ,0.9575327510917031
0.9658660844250364 ,0.9680494905385735
0.9511826783114993 ,0.9577328966521106
0.9470160116448326 ,0.9616994177583698
0.9638828238719068 ,0.9702328966521107
0.955745177019292 ,0.9727051091795633
0.9501271994912021 ,0.9736061055755777
0.9755140979436082 ,0.9896650413398347
0.959561161755353 ,0.9755140979436082
0.9585541657833369 ,0.9727051091795633
0.9679881280474878 ,0.9727051091795633
0.9651791392834428 ,0.9660801356794573
0.9397922408310366 ,0.955745177019292
0.956752172991308 ,0.9632711469154123
0.9679881280474878 ,0.9830400678397286
0.9538371846512614 ,0.9707971168115328
0.9642781428874285 ,0.9755140979436082
0.9604621581513674 ,0.9755140979436082
0.9670871316514734 ,0.9774220903116387
0.9679881280474878 ,0.9802310790756836
0.955745177019292 ,0.9707971168115328
0.9585541657833369 ,0.9707971168115328
0.9520351918592326 ,0.9698961204155183
0.9538371846512614 ,0.9849480602077592
0.9670871316514734 ,0.9755140979436082
0.9473182107271572 ,0.9585541657833369
0.9755140979436082 ,0.9830400678397286
0.9679881280474878 ,0.9707971168115328
0.9585541657833369 ,0.9679881280474878
0.955745177019292 ,0.955745177019292
0.955745177019292 ,0.9538371846512614
0.9464172143311427 ,0.9774220903116387
0.9698961204155183 ,0.9688891244435023
0.9613631545473817 ,0.9830400678397286
0.9651791392834428 ,0.9698961204155183
0.6756521739130434 ,0.7257971014492755
0.5602898550724638 ,0.623768115942029
0.5820289855072464 ,0.6255072463768117
0.638840579710145 ,0.6055072463768116
0.5886956521739131 ,0.6171014492753624
0.5837681159420289 ,0.6272463768115941
0.6171014492753624 ,0.6405797101449275
0.5052173913043478 ,0.5252173913043479
0.6339130434782609 ,0.6689855072463768
0.5118840579710144 ,0.5886956521739131
0.5336231884057971 ,0.5553623188405797
0.6623188405797101 ,0.6823188405797102
0.5753623188405798 ,0.6689855072463768
0.5136231884057971 ,0.6255072463768117
0.5855072463768116 ,0.6489855072463768
