ACC:,CAWPE-A,TunedSVM,TunedRandF,TunedXGBoost,TunedMLP
AvgTESTACC:,0.8251057600395217,0.8115124527754436,0.8124115639032706,0.8057652499267822,0.7729049148019739
AvgTESTACC_RANK:,1.8888888888888888,2.8205128205128207,3.0,3.217948717948718,4.072649572649572

BALACC:,CAWPE-A,TunedSVM,TunedXGBoost,TunedRandF,TunedMLP
AvgTESTBALACC:,0.7558953038273725,0.7452510323638939,0.7334382720588791,0.7289448073751409,0.6816069976243939
AvgTESTBALACC_RANK:,1.9615384615384615,2.4871794871794872,3.017094017094017,3.371794871794872,4.162393162393163

AUROC:,CAWPE-A,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
AvgTESTAUROC:,0.8909579736999318,0.8791193284456833,0.8688112429041955,0.8566223734633267,0.8572559087519204
AvgTESTAUROC_RANK:,1.606837606837607,2.747863247863248,3.0854700854700856,3.6367521367521367,3.923076923076923

NLL:,CAWPE-A,TunedRandF,TunedXGBoost,TunedSVM,TunedMLP
AvgTESTNLL:,0.6532707542506044,0.7191847005215835,0.8601655416454977,0.9545706071301139,1.008963268447244
AvgTESTNLL_RANK:,1.7863247863247864,2.547008547008547,3.264957264957265,3.4358974358974357,3.965811965811966

AvgPredTimes: MISSING

TrainTimes:,CAWPE-A,TunedXGBoost,TunedSVM,TunedMLP,TunedRandF
AvgTRAINTrainTimes:,71.84615384615384,5691140.444444444,2.5770001891452992E8,4.1291791666666664E7,5.9597320136752136E7
AvgTRAINTrainTimes_RANK:,1.0,2.5042735042735043,3.1623931623931623,3.7948717948717947,4.538461538461538

