CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq,CAWPE_pb
0.6559495288292605,0.6556141191502954,0.6552148219134323,0.6548953841239417,0.6544002555502316,0.6535058297396581,0.6526433477080338,0.6516850343395622,0.6510781025395301,0.6502954799552785,0.6493211946973324,0.6480114997604215,0.6471649896182717,0.6463663951445455,0.6447851780865675,0.6433796518128093,0.6270883245487942
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983333333333334
0.8573518973518972,0.8572891072891077,0.8572181272181273,0.8571485121485124,0.8570311220311221,0.856969696969697,0.8569273819273818,0.8568018018018017,0.8567376467376469,0.8566816816816819,0.8566543816543815,0.8566366366366366,0.8565793065793067,0.8564960414960417,0.8563813813813812,0.8563499863499864,0.8422467922467921
0.9271577380952379,0.9265624999999997,0.9257440476190474,0.9248511904761902,0.9235863095238094,0.9235119047619046,0.9228422619047618,0.9226190476190477,0.921577380952381,0.9206845238095238,0.9194940476190477,0.9180803571428572,0.9161458333333333,0.914955357142857,0.9133928571428568,0.9121279761904759,0.8472470238095238
0.690990990990991,0.6920420420420421,0.6918918918918918,0.6918918918918919,0.694894894894895,0.6957957957957958,0.694894894894895,0.6942942942942943,0.6945945945945946,0.692942942942943,0.6915915915915917,0.6905405405405407,0.6885885885885887,0.6851351351351352,0.6807807807807807,0.6746246246246245,0.5451951951951951
0.7142361111111112,0.7152777777777779,0.7138888888888889,0.7135416666666666,0.7135416666666666,0.7142361111111112,0.715277777777778,0.7145833333333335,0.7145833333333336,0.7156250000000003,0.7149305555555556,0.7104166666666667,0.7083333333333335,0.7069444444444444,0.7045138888888888,0.7048611111111109,0.6774305555555553
0.9008547008547011,0.9006410256410257,0.9010683760683761,0.9009615384615387,0.9005341880341879,0.9003205128205127,0.9001068376068376,0.9003205128205127,0.8999999999999999,0.9005341880341882,0.9008547008547009,0.9005341880341879,0.9001068376068375,0.8996794871794871,0.8981837606837608,0.8970085470085469,0.8975427350427352
0.6857142857142856,0.6857142857142856,0.6857142857142856,0.6857142857142856,0.676190476190476,0.676190476190476,0.676190476190476,0.676190476190476,0.6809523809523809,0.6857142857142856,0.6809523809523809,0.676190476190476,0.6666666666666664,0.6571428571428569,0.6523809523809523,0.6333333333333332,0.657142857142857
0.8943215339233038,0.8942625368731564,0.8941740412979352,0.8941002949852507,0.8940855457227139,0.8940265486725665,0.8939823008849558,0.8939085545722715,0.8938938053097345,0.8939233038348083,0.8938790560471976,0.8938053097345134,0.8938053097345134,0.8937610619469027,0.8937610619469027,0.8936873156342184,0.8939675516224189
0.7827094474153296,0.782976827094474,0.7827985739750446,0.782620320855615,0.7825311942959001,0.7826203208556152,0.7824420677361855,0.7824420677361855,0.7823529411764708,0.7826203208556152,0.7821746880570412,0.7820855614973262,0.7818181818181817,0.7819073083778966,0.781729055258467,0.7817290552584669,0.768716577540107
0.736150234741784,0.7363849765258216,0.7368544600938967,0.7359154929577465,0.7342723004694836,0.7326291079812207,0.7305164319248826,0.7288732394366197,0.7286384976525822,0.7267605633802817,0.7251173708920187,0.7244131455399059,0.7225352112676053,0.7223004694835679,0.7204225352112675,0.7194835680751174,0.7204225352112676
0.9670487106017194,0.9670487106017194,0.9671442215854824,0.9672397325692456,0.9672397325692456,0.9671442215854824,0.9670487106017193,0.9669531996179561,0.9665711556829036,0.9665711556829036,0.9663801337153775,0.9662846227316143,0.9663801337153775,0.9661891117478513,0.9661891117478513,0.965998089780325,0.9655205348615089
0.9740610328638498,0.9740610328638497,0.9737089201877934,0.9735915492957746,0.9735915492957746,0.972887323943662,0.972887323943662,0.9727699530516432,0.9726525821596244,0.972300469483568,0.9719483568075117,0.9719483568075117,0.9719483568075117,0.9720657276995305,0.9721830985915493,0.9720657276995305,0.9730046948356812
0.7925170068027211,0.7921768707482992,0.7914965986394559,0.7921768707482993,0.7921768707482992,0.7925170068027209,0.7921768707482993,0.7891156462585033,0.7867346938775511,0.7853741496598641,0.7833333333333334,0.7829931972789118,0.7812925170068027,0.7778911564625852,0.7734693877551019,0.7707482993197277,0.7656462585034014
0.6769230769230768,0.6762820512820512,0.6749999999999999,0.6769230769230768,0.6749999999999999,0.6762820512820512,0.6788461538461538,0.6794871794871793,0.6762820512820512,0.680128205128205,0.6807692307692307,0.6794871794871794,0.673076923076923,0.6698717948717946,0.6666666666666664,0.6628205128205127,0.6269230769230769
0.9632290459636926,0.9635380455774432,0.9636539204325997,0.9639242950946313,0.9638084202394749,0.9633062958671299,0.9636152954808804,0.9631517960602547,0.9626496716879102,0.9626110467361914,0.96168404789494,0.9606411741985322,0.9598686751641561,0.9587099266125917,0.9570876786404018,0.9551950560061798,0.8397837002703749
0.9258631512868799,0.9258631512868799,0.9257689893283112,0.9254551161330825,0.9251098556183303,0.9249529190207156,0.9248273697426239,0.9244507219083489,0.9243879472693032,0.9241996233521658,0.9241996233521657,0.9240112994350284,0.9238229755178906,0.9237288135593222,0.9235404896421843,0.9234149403640932,0.8880728185812929
0.8383333333333335,0.8383333333333335,0.838364779874214,0.838427672955975,0.8384905660377358,0.8381761006289309,0.8378301886792453,0.8374842767295597,0.8373899371069184,0.8371383647798744,0.8369182389937107,0.8363522012578616,0.8352201257861634,0.8346540880503146,0.8343710691823899,0.8336163522012578,0.7845597484276728
0.7150408822970146,0.7152381631488874,0.7155115040882296,0.7159322114470433,0.7162982506179882,0.7170018064270774,0.7179169043544399,0.7188676554478037,0.7206503137478608,0.7225375546681879,0.7249691005894657,0.728710306141852,0.7335258604297396,0.7393539646320594,0.7452058376117133,0.7390497242821827,0.2843815364137669
