TRAINACCSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq,CAWPE_pb
pittsburg-bridges-MATERIAL,0.03892296159595417,0.04082066388501789,0.04082066388501789,0.04125570989069663,0.03697388193464791,0.0367432253982157,0.03644702132590883,0.03568682692149419,0.035525657857156875,0.034989140472872465,0.03574038843621669,0.035134626091966915,0.03504376836011465,0.03368304278542503,0.03337878625865435,0.03260572609437386,0.03901568089599017
pittsburg-bridges-REL-L,0.05535673234658957,0.05535673234658957,0.0551862051728447,0.05581578897454173,0.05636090599110282,0.057295362994658254,0.055704474737197966,0.05625884349383987,0.05666599053011092,0.05823456334356849,0.0552361700587452,0.05314910710639358,0.05185745271702854,0.05217565381070671,0.05322258616565828,0.05276710922622115,0.05531934458268168
pittsburg-bridges-SPAN,0.05496155222138798,0.05397926000834785,0.054857678430425785,0.05444020135472107,0.05515394167444833,0.057227554013022874,0.055035627755550036,0.05460459086232055,0.053473730422467655,0.0561495453264474,0.056135032024522344,0.056688716566979554,0.055257258546156686,0.057864720141736256,0.0555660565584951,0.05596057880975393,0.06329843841692226
pittsburg-bridges-T-OR-D,0.04457417860046553,0.04510636761541907,0.04559359678244547,0.04559359678244547,0.04559359678244547,0.04559359678244547,0.04509166940150076,0.04509166940150076,0.041027559494068166,0.04202260174467687,0.04238385669547684,0.04269550689761693,0.045617821637660066,0.0469544707312677,0.04689325542975343,0.04653851795795529,0.036222239383767785
pittsburg-bridges-TYPE,0.05436893119606735,0.05628588354371463,0.05672385172545892,0.05617192450456692,0.05722028215365209,0.05836724847080118,0.05940290142759221,0.05834831711923745,0.056442690877896357,0.0583672484708012,0.05787683856431264,0.0578348282500103,0.057034627105418734,0.05901478935986489,0.06229342161187877,0.062417445157193836,0.06628041736522848
planning,0.012135472021476662,0.011804995823738024,0.013060954689231016,0.012738146429601364,0.012738146429601364,0.013013043954214506,0.01327179889900381,0.012689016905266505,0.013638021807383875,0.014162271143781723,0.014279397365535578,0.015365657132947238,0.01864673704481562,0.01972822380154536,0.018909145808882487,0.018997027672624206,0.020269584060545683
plant-margin,0.010215793075474837,0.010439687206306392,0.010190445857842014,0.009911968847649881,0.009455449836427429,0.009589266029707676,0.009628889720075693,0.008960421435337212,0.008798510845787954,0.008897666134648919,0.009044212126465506,0.009136182331050917,0.008469540590616,0.009613676351349975,0.010062305898749064,0.010535670799498343,0.01454753405654844
plant-shape,0.018155815065417892,0.018217091649352805,0.018434656657826707,0.018137258042778825,0.01799105780435215,0.01795333390420459,0.017494097937409577,0.017821805141616468,0.018157002069117335,0.017155109238606015,0.016551903734657817,0.016378306457439165,0.016556297635018237,0.01648367574577813,0.0157413199033261,0.013837625701596043,0.01506713901711004
plant-texture,0.011833967046359925,0.012168742650958495,0.011837313756564372,0.011798006258338805,0.01186132147753998,0.01147423035233238,0.011586735830709474,0.01180349888379058,0.011721991281893641,0.011315989129492356,0.01152409931403428,0.011340465440091003,0.011879750111535338,0.011236473490095447,0.01093931426453362,0.01084874534471088,0.014134381801488788
post-operative,0.03372692279786827,0.03386967401161254,0.033827750893661655,0.03059413563470704,0.03073296921260092,0.03129121377639144,0.032883296614751464,0.03439352723234075,0.03565758031492239,0.040157204918345346,0.039788000712646036,0.04143036441772435,0.046130225769340186,0.044418894316179125,0.04864562722783402,0.052354794904131446,0.059652272736961415
primary-tumor,0.02393659409632103,0.0250631744778843,0.02527716215787383,0.024363835101044676,0.02609818526923797,0.027819274596040725,0.027700053594173647,0.027026539449380313,0.026762734035595183,0.028446682501520566,0.030608488975895243,0.0274214331574245,0.026095698662089346,0.026421088871850282,0.026978475140580865,0.027816164212019816,0.02908658828323686
ringnorm,0.004890006141421356,0.005256739387173418,0.00530588724768549,0.005010253711223106,0.005212655339646873,0.005018960214013443,0.005027618239793986,0.0049691034690961915,0.005006733331769272,0.005108406427281553,0.005199204635301797,0.0051944627987078225,0.0051913261236323765,0.005268226716859596,0.005077413030938099,0.004441409619619741,0.00435552004907123
seeds,0.02285212497374533,0.02319401455896167,0.02319401455896167,0.023393185304051475,0.02325910021811218,0.02325910021811218,0.022638988128000408,0.023292693852033555,0.023648056765561917,0.024078394306512832,0.024138936341787678,0.024454323098604923,0.023140012123504257,0.024240220544000612,0.023954675231613577,0.02271484624870199,0.02006063735034552
semeion,0.010409294214278855,0.0102282615241734,0.010345533406824956,0.010294879608344057,0.010238978107482609,0.01030597031573754,0.010377286644764047,0.010424735155455932,0.010429993887855826,0.010629015613234571,0.010453100881254273,0.010594566688212256,0.010673290499394281,0.010257972469989511,0.010100947234746978,0.010400510739409253,0.00925295106688827
soybean,0.012480346877678091,0.012581911550710253,0.012148899221611059,0.011406392718709897,0.011611579538630182,0.011456406690825899,0.011712188393216656,0.011748213592315515,0.011546747050929076,0.011584145171796388,0.011484579113385282,0.011250157431716066,0.011089928634669465,0.011570403594988064,0.011776954408192349,0.01157899399159425,0.01549954357175284
spambase,0.00447140710740025,0.004593295533878431,0.0046375484113934775,0.004750105352333408,0.004716157312862383,0.00483308963344425,0.004898287535548916,0.0049874361411559,0.00514644415990663,0.0051571779459809635,0.0052700367427000695,0.005268799702933092,0.005283933484341444,0.005341355893843295,0.005445935582714436,0.005535763512034219,0.005649386157553035
spect,0.03677510871795485,0.03777938891320594,0.037943170641169255,0.03965697358431146,0.04105942679990453,0.041011199117781574,0.03982628544649,0.04116292497700152,0.042928780704629486,0.04403627364881874,0.044081191827490755,0.04438542993065502,0.04629149358156524,0.04642809732693062,0.04643378042840573,0.04427009555344985,0.04633778473062796
spectf,0.033236340027706174,0.03247391225306772,0.03240480489312625,0.03258477742431413,0.03146474487515004,0.032353630665912396,0.03184756795988176,0.03097877768220628,0.03192093546266295,0.03223290023427293,0.03292204133647909,0.0340485270808833,0.036445155019205734,0.03583292023784597,0.036873222023339376,0.037844640145683395,0.033653091604735105
statlog-australian-credit,0.010730803995572902,0.010682097060452377,0.010804793407874887,0.01094333344312187,0.010392495803702684,0.010730803995572906,0.011592536945111774,0.013213579794766755,0.014328908927045109,0.013125586053728325,0.014365256274150888,0.014452384222188924,0.015059387708189362,0.016480099264359793,0.01702342886789547,0.0177529177447922,0.006837365872458958
statlog-german-credit,0.013502830695139799,0.013537517047675036,0.013771367931786732,0.013288833788119864,0.013432675891615778,0.013195087905261811,0.013345282002420864,0.013342697860886188,0.013873152771309493,0.013600033806584094,0.013224150669118246,0.013367313023613407,0.013986035728622287,0.014078433820939568,0.013896166675593036,0.013711141538867247,0.01595467718689198
statlog-heart,0.028162932193363962,0.028199858397212174,0.028101280692701777,0.02776713291140575,0.027117889104732215,0.027020032325207187,0.02760653902818336,0.027284827071290624,0.028518988457645267,0.02876999033893297,0.02896661341302079,0.0288793906512858,0.02969341792656062,0.029140275720710672,0.03182183979164738,0.03224024881954545,0.02823003481932644
statlog-image,0.004635699977315506,0.004623416504685806,0.004570937743647596,0.0045610307548180525,0.004733184297989513,0.004800066028511718,0.004767194337175575,0.0047404602475564295,0.004701036338409797,0.004764392045836134,0.0047968339022843465,0.0047968339022843465,0.004674845493201292,0.004643035905268483,0.004830485002333427,0.004588904189251642,0.00907660999858666
statlog-landsat,0.005028449849787965,0.005120389892759608,0.005174580905247124,0.005197007978521485,0.00518599407920892,0.005289369393166124,0.005138589155968355,0.005128717569153382,0.005162636650162887,0.005155959060012428,0.005076182755122005,0.004949413894834345,0.004721147584185891,0.0048587332686035635,0.004775773244166658,0.004768087808440531,0.0049183296805652725
statlog-shuttle,1.8042916488068066E-4,1.876522114975855E-4,1.882631027684002E-4,1.9544142229254577E-4,2.021692894259317E-4,1.5206216391477093E-4,1.5218796138913846E-4,1.5675408158588437E-4,1.5500023268304883E-4,1.6193544201062142E-4,1.6879627579309276E-4,1.6249160429586922E-4,1.5974705334701684E-4,1.626933737497911E-4,1.6610241504644483E-4,1.670092892275328E-4,0.014226750119667876
statlog-vehicle,0.015706277418568705,0.015499651777069202,0.015185823688540814,0.015386597254112159,0.014983867589357908,0.014735414987835878,0.014251789328600908,0.014183694131127142,0.013994954590348422,0.01354497349102679,0.013714505348059463,0.013305552409900032,0.013386558511353293,0.014840167338748664,0.01571531558476382,0.01569990649536989,0.018140317143156674
steel-plates,0.012109215341148992,0.011739904863584267,0.012323653709929624,0.012567828981523586,0.013234640016510233,0.013372526377663473,0.013885748140406752,0.01418106813736,0.013969028525911493,0.013830627870676605,0.013543486488910045,0.013296513680655321,0.013729311360331122,0.013600715696664996,0.013514033715893992,0.014256357345039633,0.01187504587981363
synthetic-control,0.005942465742938916,0.005942465742938916,0.006026760247467935,0.006026760247467935,0.006026760247467935,0.006006594928152452,0.0060900018559409295,0.005851504265668499,0.005785656284833416,0.006070046635390124,0.005959634332684374,0.006189844605901727,0.006060571229436654,0.006453488171411177,0.006032055706048182,0.0060225205281620045,0.008438796255851005
teaching,0.06529469496286618,0.06540726132450358,0.06412153211851737,0.06488185549453555,0.06472419134360054,0.06540726132450358,0.06748766501930069,0.06723740368769127,0.06476837599272992,0.06716442529749497,0.06748009497911814,0.06883671241230478,0.07204369328413054,0.07222640718791558,0.07337163750587648,0.07090727490700927,0.06911371051276954
thyroid,0.0037033963793312173,0.003692880097844613,0.0038977275947670244,0.0038030575556617418,0.0038191149863713077,0.003958956449800933,0.0038755129388555144,0.003876199421160363,0.0039004571599336856,0.0039928629388825305,0.004082309104306299,0.004045777151203665,0.004008646819807694,0.004051034937413009,0.004082276515920213,0.004118613929589362,0.004712775089280785
tic-tac-toe,0.0037878377424623647,0.003692063238955932,0.003692063238955932,0.0037957648618601207,0.0037957648618601207,0.0038954218588914446,0.0038954218588914446,0.003915304770250422,0.003915304770250422,0.003915304770250422,0.003915304770250422,0.003915304770250422,0.003915304770250422,0.003915304770250422,0.003817479564533825,0.0038174795645338246,0.0038351546908931815
titanic,0.008580277654266173,0.00863958032819673,0.00870164514842804,0.00870164514842804,0.00870164514842804,0.008852463284481714,0.008852463284481714,0.008613151449117654,0.008602833221208988,0.008703828227815727,0.008760397342786221,0.008708574535905459,0.008708574535905459,0.008708574535905459,0.008708574535905459,0.008708574535905459,0.008329903350349353
trains,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.2868026274747789,0.27608198848859394,0.2856732318616829,0.2856732318616829,0.30323921743156135,0.3113051871399349,0.34956869977454935,0.35314677356328905
twonorm,0.0018424473825483026,0.0018802454583839857,0.0018778312753317886,0.0018799103405781176,0.0019112644676939291,0.001894510768066906,0.0019704966960602853,0.0018575910715097343,0.0019102972507780834,0.001873464454298738,0.0018721860751295363,0.001962786524045792,0.0019786438939239774,0.001946217369077539,0.0020392974435096563,0.0022297038925181635,0.0016399838754369508
vertebral-column-2clases,0.03415273797465341,0.03389964709162142,0.03371283956549268,0.033542111731614005,0.03376459805918603,0.03353141237938751,0.03391446260078179,0.03403767439462352,0.034709244607518314,0.0348186541924816,0.03472853670939322,0.03415553956097325,0.03491539096752679,0.03626503877600431,0.03702230115523871,0.03783715713276729,0.03263113889546425
vertebral-column-3clases,0.02067665377055465,0.020354836653039873,0.020935344755709837,0.021493508033941428,0.021763376376232428,0.0224089024751125,0.022477118469971233,0.02226754700130189,0.022550432672278953,0.02219976458805676,0.021874109869304978,0.021003790921606747,0.02129672604008778,0.0217897402579473,0.02198646173496858,0.02179522871934714,0.03340275283628753
wall-following,0.0020709943029838143,0.0020709943029838143,0.0020690155801600203,0.002086867641617519,0.002086867641617519,0.0020490855486592643,0.0020779607821822814,0.002099568248367939,0.0028400636913101687,0.005245002713033548,0.004446980221429056,0.003334482007515569,0.003729825844095391,0.0037219438765456886,0.004359504828291649,0.004723022347200164,0.00984085326854184
waveform,0.004754638514124109,0.004772315786236962,0.00488257858018363,0.004802706458944935,0.004968449614317735,0.00496741225140544,0.00507684572274289,0.005246296187842896,0.005337232302323695,0.005326531177728206,0.005376264707151366,0.005686307412125281,0.0059272803396408814,0.006030530234872852,0.006126216137353611,0.006104184405786997,0.005349288488339659
waveform-noise,0.00595428085868961,0.006090056776073897,0.006111642546314205,0.00600261560179152,0.005937875206483918,0.006024300819791033,0.005817819714330016,0.005656922123204154,0.005736964504417573,0.005499936185704855,0.00555222762191349,0.005553884864814249,0.00556514102866349,0.005617595462907749,0.005097107452718458,0.0056932461471507715,0.0057530632937581785
wine,0.015429785316462793,0.01572044445604821,0.015996550164797525,0.015996550164797525,0.015996550164797525,0.016507984026528498,0.016236005219534253,0.015982625992568146,0.015715722892807295,0.01627253171163787,0.01627253171163787,0.01627253171163787,0.015415349212896931,0.015429785316462795,0.015677899196830887,0.016203976997126855,0.018512695932948398
wine-quality-red,0.013765789005010137,0.014294290831933938,0.014423453339715751,0.014069011456656719,0.014486201085174028,0.01424875984412788,0.014267432472148917,0.013647203329220111,0.012909134939047977,0.012599990499098464,0.01223256034815123,0.01301330207662129,0.012540327480540521,0.013210705666931959,0.014192594559858959,0.014213182519128629,0.012342731411512738
wine-quality-white,0.00941789212038073,0.00887762584350423,0.00869538709271598,0.008352804672055947,0.007506812760340413,0.006836341998444691,0.006861916684673535,0.0069780780477546,0.007280876191363003,0.007038065220146812,0.0073905852526202935,0.007915666106880824,0.00733170204587484,0.006718230265369597,0.006790870495740724,0.006960394775242545,0.005885617950767302
yeast,0.01676498801604421,0.01715220690365665,0.01761519256623933,0.01789465584454429,0.017987098925231787,0.018326106115873073,0.017992305209899372,0.01822216143233327,0.018499623216013568,0.01838206627305648,0.01868859757847719,0.0186290958560601,0.018540535293242653,0.019309626266874703,0.01918869595019736,0.019264885308035728,0.01582859599429924
zoo,0.027925749360477495,0.027925749360477495,0.027925749360477495,0.027502542035575006,0.027580760831006048,0.027580760831006048,0.027502542035575006,0.027580760831006048,0.027580760831006048,0.027580760831006048,0.027580760831006048,0.027580760831006048,0.027580760831006048,0.02658198890542681,0.027160991086937425,0.0266539294670344,0.02870349157848973
