RC-S,ES-S,SMLRE-S,SMLR-S,WMV-S,MV-S,SMM5-S,PB-S,CAWPE-S,NBC-S
0.6540116298957473 ,0.6613885015900531,0.6750971842693274,0.668172233562017,0.6591396527099181,0.6578522369816507,0.668172233562017,0.6346775989934142,0.6514233853679636,0.6577094873365522
0.6441908944371181 ,0.6521584413172631,0.6706272502469638,0.6659549434488238,0.6447331996215127,0.6424279898474232,0.6689204059253938,0.6318093775627824,0.6432033286657056,0.6511762014846377
0.6557993366124547 ,0.6498701429862862,0.6617725763873787,0.6631230094409201,0.6565239411013993,0.655780161050059,0.6631230094409201,0.6209113251362631,0.6350636372841936,0.6558181797997585
0.6450015870513776 ,0.6530109477102574,0.6658043031198253,0.6595303839385632,0.6517420745434644,0.6489155666829577,0.6637545647787431,0.6156459788243908,0.6372630823275235,0.6511134808165355
0.6465932807664564 ,0.6589567561223668,0.6707932711093229,0.6592941882765616,0.6497204362840386,0.650664857784184,0.6636690094457399,0.6288895238939824,0.6439687488159448,0.6509360103763813
0.6416739905022101 ,0.6498116538995788,0.6584547982976446,0.6453958166518864,0.6404131082279269,0.6367942498974154,0.6453958166518864,0.6106318118420994,0.6325130106716702,0.641865811609022
0.6540493480196176 ,0.6593920623234214,0.6748783971248297,0.664892173596153,0.6580444906721644,0.653791612467327,0.664892173596153,0.630682656758087,0.6453130225125577,0.6590152452090742
0.639939346724813 ,0.6573795093138977,0.6637934169465839,0.6554027466527107,0.6414169524415305,0.6380390184288068,0.6540366324399794,0.623031971486519,0.643173100391296,0.6418239978302872
0.6473499410967343 ,0.6551623551272346,0.6718999184427922,0.6616742012974699,0.6497063862432104,0.6436394682849013,0.6616742012974699,0.6166924702348705,0.6514038089711286,0.6514733864877701
0.6471022601390171 ,0.6550383484608301,0.6668084836771788,0.6553844045084559,0.6468206560864651,0.6455201239441203,0.656823891266864,0.6262762768219667,0.6520845716971951,0.6467998494057074
0.649854562035706 ,0.6592014397512694,0.6663003020048389,0.6628095459955966,0.6572066316029994,0.653458039832857,0.6628095459955966,0.6335539400082227,0.6533894961515762,0.6582677703373083
0.6393774046215518 ,0.6512032677309335,0.6544568944514232,0.6581034163112314,0.6535084775050229,0.6512124889073658,0.6581034163112314,0.6290162957227194,0.6507051406531669,0.6534405311067433
0.6313204071707587 ,0.6459371237188405,0.6561789188891342,0.6493443523792228,0.6425414448448631,0.6383318111199028,0.6505467098488783,0.6106449282561766,0.6366784662900028,0.6442536151052204
0.6414058997295168 ,0.6485681801427994,0.6716550988873594,0.6518587917776281,0.6502709288095047,0.6471825897418428,0.6513545053429332,0.6193877137459941,0.6387064643235765,0.6480182849003344
