TRAINTESTDIFFSAUROC:,NN,C4.5_cvFold1,C4.5_cvFold6,NN_cvFold9,MLP_cvFold5,SVML_cvFold7,Logistic_cvFold4,MLP_cvFold3,Logistic_cvFold6,NN_cvFold1,Logistic_cvFold5,NN_cvFold4,NN_cvFold7,SVML_cvFold9,Logistic_cvFold9,NN_cvFold6,SVML_cvFold5,SVML_cvFold4,MLP_cvFold1,MLP_cvFold4,MLP_cvFold6,MLP_cvFold7,Logistic_cvFold3,C4.5_cvFold4,SVML_cvFold6,C4.5_cvFold0,C4.5_cvFold3,C4.5_cvFold7,NN_cvFold0,SVML_cvFold3,C4.5_cvFold5,C4.5_cvFold9,NN_cvFold2,SVML_cvFold1,NN_cvFold8,MLP_cvFold9,C4.5,NN_cvFold5,Logistic_cvFold7,SVML_cvFold0,Logistic_cvFold1,C4.5_cvFold8,Logistic_cvFold0,SVML_cvFold2,MLP_cvFold2,Logistic_cvFold8,Logistic_cvFold2,NN_cvFold3,SVML_cvFold8,MLP_cvFold0,MLP_cvFold8,C4.5_cvFold2,SVML,MLP,Logistic
pendigits,1.514157314467616E-5,4.217116262827947E-4,0.0015211184239776927,4.328641734475484E-4,-8.643502458919131E-4,3.772744837330366E-5,2.2147339989786834E-4,6.354193344532355E-4,-6.463858983533818E-5,4.6944190878740467E-4,-1.5617932847579916E-4,3.326168419957698E-4,6.791207568984103E-4,1.0217874684063469E-5,-3.9813492255995987E-4,-9.556124746020855E-4,-2.925174248820217E-4,1.120683467978482E-4,-2.066264461486093E-4,-2.116464920170998E-4,8.33608618951794E-4,-0.0011065801945381168,1.2343762919323116E-4,0.0013095327453178836,-1.879113054788421E-4,5.704866444875407E-4,0.001457689764627986,7.824376864514167E-4,4.422702828902188E-4,1.9867094879366293E-4,-4.231762676805658E-4,0.0013790365790695923,-1.293342165464506E-4,-8.462110285262595E-5,9.50933998947671E-5,-4.4170424244254955E-4,-1.880992844737528E-4,-5.254039724352418E-4,-1.9641909054351664E-4,3.3640979564627156E-5,1.0889020713143276E-4,4.988083290004293E-4,1.125062170694265E-4,-3.93196678086849E-4,1.9329217249392333E-4,-2.3051026284368615E-4,-8.22184430900171E-5,3.0418608347249445E-4,-1.1385757790266145E-4,-2.2097390184892354E-4,4.3016297820780056E-4,0.0015522434934349498,-1.838322734237378E-4,-8.606313069780473E-4,-2.6118587598747964E-4
planning,0.07311637080867837,-0.009737954353339,-0.0033727810650887578,-0.03900723208415568,0.0313302651764186,-0.0554635108481266,0.05633136094674511,-0.007844463229078896,0.05970633355248699,-0.024381515919977986,-0.006868288406750372,0.007317554240630681,0.015224632916940074,0.0173394696471616,0.01042954196800307,-8.481262327421117E-4,-0.007416173570020096,0.020648069878838774,0.010101437024513635,-0.0027810650887577317,0.015367083059390389,-0.06258601797063372,-0.03701606086221517,0.002000563539025079,0.08331580100810834,-0.0047309101155255185,0.0019216680755141991,-0.02025421871575726,-0.04642528411759231,-0.047278106508876094,-0.0034012710935788274,0.013927240850317758,-0.026258100873486023,-0.11577063961679372,0.004578128424281761,-0.033591935130397016,0.24992110453648936,0.022798597413981523,0.005518299364452769,-0.040997464074387535,-0.11933784164553439,-0.0036138505369274873,-0.04516671362825254,-0.018655959425190532,-0.03642434488588372,-0.06806486960333157,0.008681318681318263,0.01655114116652533,-0.048536050843743545,0.01491030337184146,0.00765285996055198,0.0046322907861368985,-0.03723865877712027,-0.009072978303747538,-0.013392504930966501
post-operative,-0.05690149356816023,0.07970214970214964,-0.013034188034188095,-0.03444832944832957,0.04400802900802894,0.04825865492532152,-0.006833721833721908,0.029851938185271445,0.0866627816627816,-0.026496589829923246,0.046259172925839524,-0.07232236898903578,0.045771820771820695,-0.030126478459811874,-0.04007122507122514,-0.0037300353967021473,0.05512475179141834,0.057289993956660505,0.05080160580160572,-0.014780281446948207,0.06954415954415949,0.1744794094794094,0.027443235776569028,-0.14438228438228454,0.0017793317793317034,0.04533583700250365,-0.09569282569282579,-0.024570491237157956,-0.09306354139687484,0.05868427868427857,0.006575584908918178,0.041804368471035074,0.03674997841664495,-0.056008374341707794,7.325390658723286E-4,-0.05987179487179494,-0.2637391004057671,-0.06105283605283616,0.015976430976430922,0.011708970042303302,0.09902270568937228,0.010608650608650535,0.015790814124147394,-0.041747820081153526,0.008755503755503649,-0.07316498316498324,-0.0313105413105414,-0.022237762237762356,0.021544936544936468,-0.041136147802814535,0.08317318483985145,-0.10379694379694386,-0.014033065699732374,0.026497021497021482,-0.013738237071570408
ringnorm,-0.007621680864260846,0.005478250810225434,-7.725335747759873E-4,0.002177870525423557,4.5883226892033576E-4,0.0017138939944033409,-0.010157821801250319,0.002027199849073043,0.004817409044535525,0.0013504956179117697,-0.005645720313301535,-0.010278480466254581,-1.2504767918021243E-4,7.452247740406833E-4,9.841684485850765E-4,0.004411964486504979,-0.005757955937568045,-0.010557614635912522,0.003771689418822366,-0.005504819172000519,0.001052971209792323,-1.8524408725659007E-4,-0.006561980381851103,-0.0021208873372734584,0.004990235971603825,-0.001420495297463224,0.0019305798057535147,0.007682390290757953,0.007012256151575517,-0.0063006762240322865,0.003068162278419943,-0.0073152005393422965,0.010282995464788188,0.002916453591161054,-0.009041876066433719,-0.001182442801873266,0.005378468748149393,-0.014885976512787539,0.002410394080105523,-9.611559118533989E-4,0.0035550260400097305,-0.0021639301705408103,-0.0012297941962319666,0.0028134539381010626,4.57044014937813E-4,-0.0073867750827245025,0.0021295053543269366,0.00571150206172164,-0.007378886116916291,-0.003122585571483516,-3.235434351553675E-4,0.0016057714908067806,-0.002318534562025239,0.008548985596688355,-0.0022311632520750748
seeds,-0.0016598639455782179,0.0026187384044526548,0.009396825396825348,0.009798185941043085,6.666666666667006E-4,-0.0011020408163264883,0.0031586270871985104,-0.007136569779426901,0.008043083900226707,0.012500927643784769,0.011283446712018102,-0.0012116058544630233,0.0051859410430838936,-0.00205895691609973,0.0014512471655328467,0.006276643990929683,0.002240362811791452,-0.006756132756132749,-0.0020320552463409395,-0.002291074005359698,0.005267573696145152,0.00278231292517009,-0.0021144094001236883,-0.029216450216450238,0.004925170068027255,-0.04010296846011134,-0.0012801484230055707,-0.002380952380952432,-0.006852813852813855,-0.01700515357658211,-0.02228344671201817,-0.00625850340136059,-0.0035379303236445854,0.0045670995670995754,0.0029070294784580603,-0.0029863945578230727,-0.019891156462584995,-0.00875510204081631,-0.011609977324263094,-0.015303339517625199,0.013691506905792602,-0.010106575963718863,-0.01301360544217688,-0.005101216244073377,-0.004535662749948455,0.0037891156462584565,-0.005088744588744595,-0.010995670995670977,0.003235827664399138,-0.006011750154607298,0.005807256235827681,-0.018382704596990335,-0.01121541950113373,-0.003687074829931965,-3.265306122449241E-4
spambase,0.04995739949566928,-0.004738904633137723,2.170430236185202E-4,0.0024711099497077543,7.025819135862976E-4,0.0016238368986189614,-3.712852457146624E-4,0.001085518692783464,-5.0341601292769324E-5,0.005147811594875976,3.611810269199064E-4,0.007774488322268998,0.004149728836184086,6.842404170054698E-4,-0.004584459402165397,0.004637664559670818,0.0042510729543261665,0.0037714159354649947,-0.002222562788658977,0.001707066073301126,0.001742953745102597,0.002712162718671233,0.001460677996290638,0.005013907987443015,8.629567581734239E-4,-0.0021513041761273667,0.0057394840517496475,0.009310378959159685,-6.715075867994247E-4,0.0012959460589335836,0.003500042567074165,0.002023444410858736,0.01002500374302756,-7.77435805293425E-4,0.006700041008399497,-0.0014397865890558915,0.005542376865032039,0.005643222554541668,6.739292726191929E-4,-4.206963693200283E-4,6.875032320415123E-5,-0.008069822070248341,-0.001963391580446572,9.754814478745562E-4,-0.0019572525173426375,-0.002836988507081432,-3.617460800527124E-4,-3.9239546807069426E-4,0.0025391300414630003,-0.002658833730975296,2.4211278336409755E-4,-4.316460006517161E-4,5.208505909477227E-4,-0.010088963489604435,-0.0016697055678529563
statlog-landsat,0.005557481735931339,0.003450465953578467,-2.5631470677568805E-4,1.1062661339125515E-4,0.0011228436443191084,2.6176370928053066E-4,5.574155537763821E-5,-0.0010598223513703763,-6.095911802112663E-4,8.298544384723142E-5,7.950908922314722E-4,-0.0010606134818429314,-4.866601851582904E-4,-4.5371754203077375E-4,-0.0011269259990374684,-0.002861669118263299,0.0010276773785311852,1.0786007679287982E-4,-1.7876780621592925E-4,-0.0010085961439321388,8.167148042205456E-4,-9.604713898648587E-4,-8.228378445536477E-4,-0.0019341476528619468,-9.050541921251284E-5,0.0020775705839908287,-6.224420426836352E-4,-0.00402942296305531,9.779901191294313E-6,-8.00065841957609E-4,6.749400661583064E-4,-0.004488386627690732,-0.0016109455819602215,0.0012907467699325196,-0.001811392455054143,-8.560704134750482E-4,2.9341080771805306E-5,0.0022711244704103867,1.1745041878237587E-4,-6.539822857120884E-4,0.001132652469571016,0.0013708388955258203,-0.0011424882005959887,-4.6923885576115597E-4,-0.0010466869648055803,-0.002121966531469044,-1.4382183986892208E-4,-5.194810414350252E-4,-0.0012628834674809205,-0.0024953383213146994,-6.679514380344975E-4,4.642904568778916E-4,-5.639091863861689E-4,-0.001562627522124475,-0.0010516758536283273
statlog-shuttle,-7.114127243034544E-5,-3.114500264955374E-5,8.798973286617458E-5,1.327533631070558E-4,3.7540392079280876E-4,5.666066429441526E-4,1.4985331663587288E-4,2.2001283487517177E-4,-4.6540759705565224E-4,3.00895857506663E-5,6.860420894818568E-4,-9.282999816632535E-6,-1.41417344902998E-4,-3.818991817449158E-5,-1.5760217286172977E-4,-4.748243940291275E-5,4.893939631793446E-4,2.9085516402402865E-4,7.182873126745519E-4,1.0174510141761628E-4,-8.327130966598872E-4,2.6543192490729263E-4,1.87382673267041E-4,1.7671589793771814E-4,-4.0122176902819274E-4,-8.318161174746264E-5,-3.3244910666289466E-6,-2.29663602213163E-4,4.0989755633835665E-5,2.601853980543504E-4,1.8608957828899857E-4,4.295415695980316E-5,-9.621029280311536E-5,1.7435464596183466E-4,-7.002044010514148E-5,4.0424280016599924E-4,-1.635281617188548E-4,-9.344733993923807E-5,4.4617771446860594E-4,1.2852582860742868E-4,1.736495158764728E-4,-1.596262033196479E-4,8.805811119791581E-5,3.675299829701828E-5,1.4885484181259567E-5,-5.990260032622412E-4,-1.0754301200559165E-4,5.691398883819199E-5,-4.3128665872846546E-4,5.842496853922796E-4,-2.6231908247905297E-5,-8.853812870923684E-6,9.162470168848784E-4,-1.4739625986660935E-4,-1.2182856471572764E-5
statlog-vehicle,-0.003623302289974813,0.0032284622518009305,0.0022813696195907785,-0.01082698962762484,0.0012767506708135016,1.0808587007341922E-5,-0.002514911647223935,0.01205814274707145,0.0043468717069027885,-0.010242126777955858,-0.0011506256931011298,-0.01220297669690213,0.004432344963011685,-0.008740827457206106,-0.003413274833962136,0.009021290129732054,0.0046574771289434585,1.3292034425066435E-4,-0.001936040805492382,6.11217762242E-4,0.007520357132663273,0.009802287833480606,0.0044546788212120655,0.003194850895308617,4.29252225383144E-4,-0.02596757440302566,1.3432316124334004E-4,-6.226303049406745E-4,-0.0045485920242446425,0.0076587158229370934,-0.005511653492893239,-0.011039537990157382,-0.014799680225815326,-9.783225090975475E-4,0.0016514660841093506,-0.006118314546696316,-0.010971358405962913,-9.3265744069256E-4,-0.0024598076841424194,-0.0016478420948038198,0.0017540879710795283,-0.00470700124254182,-0.005617369072241848,-0.018854613046392906,-0.01013275476655419,-0.0027699517615716613,-0.012295624352980853,-0.007553043961246749,-0.0010028115902494935,-0.004881565228111454,-0.0057053007942218055,-0.012652838529857395,-0.006383569661896246,-0.004951020628003899,-0.0063393728968220596
steel-plates,0.0229726740349504,-5.592857449421248E-4,0.001094385590651751,-0.0015184691509300796,-8.115677405283739E-5,-8.640517939044375E-4,0.00820865265349681,0.013490421743133696,8.680544811200507E-4,-0.0023615077295950507,-6.385884156927276E-4,0.006182260194478221,-0.007802815504592024,0.002620214916652578,0.003598632793347556,-0.004156881250383378,-0.002009617288385568,0.009432538174212602,-6.972470856075885E-4,0.006664246155159452,-0.0010103320685675395,-0.004221646190345333,0.012220990002996554,0.006603204626182672,0.0014079349948170135,0.004329264166574165,0.02187018806025009,0.0013946481178719107,4.485580121500095E-4,0.01317291168604678,-0.003467244756117186,-0.014591858719692822,-0.004606771232966951,-0.001105465710527235,-0.0018655668472330614,0.0024491199104781257,-0.003624563620129199,-0.010357491700453051,0.0023636372309448444,-0.0012204811998988152,-6.787186313991704E-4,0.0015380946884322566,0.00127125481898502,-3.803237411470558E-4,-0.006507258738183401,-3.3676175873624444E-4,-0.001541409720600621,0.017586345485160738,-3.161040711022522E-4,-0.006248969399150439,-0.0021377439841555896,-0.0037616380004406405,-5.636801897276778E-4,-0.0031043359912951447,-0.0015217580337758441
synthetic-control,7.33777777777737E-4,0.0052902222222221,0.0034044444444442583,-0.0013897777777779304,1.737777777777283E-4,2.795555555555107E-4,0.012443555555555371,-1.4444444444445815E-4,0.0035617777777775896,-0.004840444444444629,-0.010933777777777957,9.879999999998408E-4,4.044444444428382E-5,7.604444444443859E-4,-0.010513777777777959,0.0027715555555553866,4.733333333332923E-4,-6.80000000000606E-5,1.5466666666664002E-4,-7.111111111116989E-6,-2.1511111111112888E-4,-2.884444444444689E-4,-0.0035520000000001774,-1.0000000000015922E-4,-4.2622222222225375E-4,-0.006831111111111276,-0.007256000000000181,-0.01036133333333351,-0.003634222222222357,-1.951111111111496E-4,0.003980888888888756,0.005274666666666461,-0.007075555555555698,-3.102222222222598E-4,-0.001586666666666825,1.0222222222221467E-4,-0.005432000000000011,-0.007816888888889047,-0.007162222222222377,-6.844444444444912E-4,-0.007226666666666863,1.9288888888870925E-4,-0.0032675555555557417,9.777777777738214E-6,8.399999999997669E-5,0.006499555555555373,-0.005750666666666878,-0.0017080000000001465,4.275555555555218E-4,1.3333333333302259E-5,8.97777777777479E-5,0.0033995555555553854,-1.417777777777703E-4,-5.822222222221507E-5,-0.008218666666666652
twonorm,1.629483785332897E-4,0.00914852379344017,5.654036597817898E-4,5.650788069817669E-4,7.116725950793897E-4,-1.0971739248359185E-5,2.086819997925223E-4,-9.257779120153132E-6,-2.4236002723713548E-5,-1.5950683322041304E-4,1.2237247416217641E-4,2.729651037630343E-4,-1.9528399806130193E-4,5.04640227109702E-4,5.524465252687794E-4,-2.8323341803460077E-5,1.5786389881966938E-4,2.129074051367049E-4,2.4397579532575707E-5,4.162914502638985E-4,-1.751322820626992E-4,7.346079780771324E-4,-2.428410537216504E-4,0.010753783003962066,-9.986733579821678E-6,-8.787281023304394E-4,-0.0035863784960738646,0.002057937571908482,-9.900541797203862E-5,-2.693602250195252E-4,-7.306925033042829E-4,0.010776747848975265,1.5111382140770385E-4,-3.1382451282919354E-4,9.086251105578184E-5,0.0021225435668816,0.006048620374605103,2.7082828626766217E-4,-4.940052053200583E-5,7.285778325385091E-5,-3.236286735182651E-4,-0.0021983856227102637,1.5051029564286573E-4,9.58175196407581E-5,1.4098727778347382E-4,7.047282431990784E-5,4.624649125479034E-5,-2.0976505922641516E-4,6.732497319144419E-5,3.2182490635667137E-4,-2.1872864837115072E-4,-0.0031746813699821833,-1.06311415518238E-5,0.0011820773602682596,-2.8371916148750565E-5
vertebral-column-3clases,0.0030388376856120133,-0.009796561892408311,0.0023658269329241235,0.0010041884280597528,0.005926752005461977,-0.003781088923024134,0.004196650133021266,0.012050603970402581,-0.003718248847926035,0.011539234931735375,7.919013483531338E-4,0.02765267494154631,0.00566282471411547,5.55250042669675E-4,-0.0034005837173577045,-0.0018692865676732636,-0.010350541047960116,0.018342981060158768,0.003493326471915396,4.951983947953931E-4,0.001170285031575602,-0.01715253114865993,0.015610644955403204,-0.005565256146183128,-0.0079184075780847,-0.006187634636868108,0.02890852156356229,-0.012678520225294039,0.017833297938620943,0.017459627182853307,-0.005648183990441624,-0.01011225465096397,0.008073325321632185,0.00676133168802557,0.006859791773340536,0.0037993377709509574,-0.008996031746031781,-0.01844974910394229,-0.010328078170336008,0.01637600565653014,0.0011204620334864393,-0.011523381123058141,0.0037673823667374153,-0.005567990566780567,8.386654340286034E-4,-0.013933691756272215,0.0027154034809279324,0.022611663381421912,-0.007827994538316821,0.0032335565017422704,-0.004888931558286166,-0.007167991976660948,0.0016618433179722742,-0.006051505376344106,-0.007428264208909559
wall-following,-0.004789100037208441,-6.599742271200304E-4,3.514962801624148E-4,0.0028552791928289595,7.270004811540868E-4,0.010210683271493885,0.0029711526543068855,0.0012287837559558275,8.089394109929334E-4,0.00519777611863208,0.0029029777379994126,0.0015484088227184353,0.002348091811480661,0.0064979904928635255,0.007465655902618233,0.0024028732125493724,0.003160749439202426,0.004344623436282716,-0.0010399781167870325,0.004909801712017673,3.390092868064243E-4,0.005109892684659019,-0.0010992104424645487,1.2595100104380771E-4,0.002994092988332912,9.09719422524565E-6,-2.8665624596482255E-4,5.672111306241235E-4,0.007978275087007158,1.6853667926919336E-5,2.5271935256376463E-4,5.738596931303853E-4,0.0035080912964524204,0.003485674596184555,-0.004251655006102858,0.006487628873091855,-1.221714568727439E-4,-0.0016519651159156879,0.008748626364344739,0.004400812883577539,0.00366437259852291,1.3661462515742369E-5,0.004228242201812108,-4.6281641425511465E-4,0.0017752605938235984,9.305228939517315E-4,-0.001105052068550531,-0.0012032829636079026,5.694886506065755E-4,0.0037402314567440845,0.0016276715056684303,2.615332728661398E-4,0.0020170408467291233,0.0036857003270516662,0.0022212718401972992
waveform-noise,-6.902647391798577E-4,-0.0010465171521669776,0.0011776996386388108,-1.6318702260773957E-4,0.0025585863113070356,0.0020393622362528357,4.824742569092451E-4,-0.003417027724569636,3.623228392250821E-4,-3.3078551677688804E-4,2.208985180291186E-4,1.851726640691072E-5,0.003156324044407029,6.726477255120507E-4,0.0011539515382121169,-7.500257626248138E-4,-6.491932471898905E-5,2.730894442657172E-4,1.0972816038888149E-4,0.001676678182744736,-1.0367562705972943E-4,0.002357219233400195,-0.002320547494779109,-0.005206289649149317,-1.333710145645465E-4,0.003805354896196929,-0.001752891370216958,-0.0061979472506339655,0.002650445015548682,-0.0021491447700029086,-0.0034805766814731466,-0.0053568912757865576,-0.0018257194894041133,-3.8464278011123655E-4,-6.959108727475553E-4,-3.000939119452243E-5,-0.0024615468158761624,1.9173980098277827E-4,0.0016883648765644078,0.002747356516454739,-3.02577010687662E-4,-0.00523812195370131,0.0017087647569591728,-9.390920489205312E-4,-0.001485953468518227,3.657662736132698E-4,-0.0015047649226650472,-0.0018780822989338587,1.469401649175417E-4,0.00335719993743749,6.290376419508952E-4,-0.0018494945522708583,-4.162289177307469E-4,0.0016325167003823139,-4.141037030155966E-4
wine-quality-white,-0.007598753470056016,0.006072015595405337,0.005293764071187205,-3.6742052531699707E-4,0.0023558364705567416,0.0022764961676378054,0.002059025896258182,1.903554272203493E-4,0.0011301455884117609,0.005745183595786582,4.1747687056158757E-4,0.008987402742650289,-0.00800963907528159,0.0016039752877242722,0.0052763780808333886,-0.0071006394748998536,0.0015073583498763643,-9.283872612246465E-5,-0.007962893466395808,0.00393140422391763,0.0030478571869391995,-6.989343783168659E-4,-0.0031935060754814744,0.005595402727215371,-3.098737023110772E-4,0.0034034731307105324,0.005755385720650074,-0.006476246259476263,0.0023948556298197697,-0.0017194464549613597,-6.704566149865254E-4,0.003989550898962683,-0.005487340163276296,-0.008630043941497212,0.004779952958474084,-0.0028230472187212013,-0.0033830289059998,-0.005937851840989994,-0.0038929004136565343,0.005193927437272668,-0.006420747576332231,0.003717472895942664,0.0046615637454339946,-0.006017292467544055,-0.005059874981505589,0.008483187444513514,-0.002084303977547656,0.004655850684899909,0.008986142040925571,-0.00240484179874908,0.00427409901475236,-0.002894580310493326,5.50438078219706E-4,-0.007461002789933095,-8.961753060108305E-4
yeast,0.004025280148804874,0.015383701661194045,-0.006466111727879605,5.533970970849216E-4,-0.0018952882092716432,0.004268989504408457,-0.0062255522673646015,5.894899963059326E-4,0.0030696349822278792,0.00682578647636108,0.002349931849801227,-0.008786397384266871,0.009933148072023956,-0.0012646541249709245,-6.212924938531465E-4,-0.0025330883100720737,8.225084460081596E-4,-0.009423786897118406,0.00991374685398059,-0.001209302041107696,-1.9611912453599835E-4,0.002253127986341393,-0.003168081100998532,-0.008220345188539242,4.715926273746618E-4,0.004986711654442477,0.009557721617648274,-0.008516605153799702,0.006518735201295082,-0.006856405065974458,-0.006057467718126767,-2.1199079664574832E-4,0.004355264073469245,0.004182604836005892,-0.0012745499641706496,0.0028848382843406554,-0.0047927197918773605,0.0018039127411393241,-0.003069094833491415,0.004363105270116071,0.007513455838908786,-0.010803464019046184,0.004399760333166273,-0.003346233327757812,0.008455820191438234,-0.004369530579917939,-0.004215510422501275,-0.009844133358294028,0.0020150009654455753,0.006123692211821633,4.488505057589576E-4,-0.007732161780692704,-0.003944530954379429,-0.003883873033499041,-0.004409021467759544
