TRAINTESTDIFFSAUROC:,NN,C4.5_cvFold1,C4.5_cvFold6,NN_cvFold9,MLP_cvFold5,SVML_cvFold7,Logistic_cvFold4,MLP_cvFold3,Logistic_cvFold6,NN_cvFold1,Logistic_cvFold5,NN_cvFold4,NN_cvFold7,SVML_cvFold9,Logistic_cvFold9,NN_cvFold6,SVML_cvFold5,SVML_cvFold4,MLP_cvFold1,MLP_cvFold4,MLP_cvFold6,MLP_cvFold7,Logistic_cvFold3,C4.5_cvFold4,SVML_cvFold6,C4.5_cvFold0,C4.5_cvFold3,C4.5_cvFold7,NN_cvFold0,SVML_cvFold3,C4.5_cvFold5,C4.5_cvFold9,NN_cvFold2,SVML_cvFold1,NN_cvFold8,MLP_cvFold9,C4.5,NN_cvFold5,Logistic_cvFold7,SVML_cvFold0,Logistic_cvFold1,C4.5_cvFold8,Logistic_cvFold0,SVML_cvFold2,MLP_cvFold2,Logistic_cvFold8,Logistic_cvFold2,NN_cvFold3,SVML_cvFold8,MLP_cvFold0,MLP_cvFold8,C4.5_cvFold2,SVML,MLP,Logistic
image-segmentation,5.280802250504942E-4,2.832904353272288E-4,-7.394182383838636E-4,0.0025917506380513265,0.0042067997878263985,0.0031482882023059783,0.0017783160761204787,0.0033414732738127266,-0.001052044107193062,-0.002373774944047476,1.6730053168858192E-4,-2.4139112175484515E-5,-0.002156912080120077,0.0013724827709386952,4.431172343827024E-4,-0.0028122989097964105,0.003067711885328358,-3.9884099993889863E-4,0.001237814277520503,0.0030687703778078503,0.002440252235093976,0.006604545993214195,5.249099946057008E-4,4.301392036493416E-4,5.723308207773854E-4,0.0034681491734774453,-0.002970802843583209,0.0014926762176894852,0.0011319173975905576,-5.750720118609109E-5,2.6556531770081476E-4,-0.0022056764575123585,0.0034112648352451905,4.364321676226764E-4,-3.939503484025164E-4,0.0037141437589384265,-0.001292433716676141,0.0017102490401936566,0.003549641413370693,4.3359102293198947E-4,-0.0011221306461653277,-0.0035092560227143613,2.7123602045101556E-4,0.0031982513596926425,0.006210356035851191,-3.491737574188525E-4,0.0015392528057092865,-0.003391321535000558,6.710828540296884E-4,0.002329266818555087,-0.0012656802037577205,0.0038885683475539112,-1.4864372440111703E-4,-0.005708134738437476,-4.6674537583618245E-4
ionosphere,0.06750580271439806,-0.031494038573685414,-0.024134305550235647,0.015622512525166632,-0.018986110579031268,0.010681403159278994,-0.03998162195064933,0.017216837570819522,2.4262856121188097E-4,-0.012559646187965496,-0.0047855291218130555,0.036670646626398115,-0.012595401975933677,0.01759184768034296,0.04754200240925828,-0.009838588157172916,0.021953840980389373,-0.002228777450016713,-0.013915386481758515,0.0013742566839908413,-0.00168052203450465,-0.01772124957965699,-0.016898440792246915,-0.0628441494591946,-0.010706730175757021,-0.046149654999213384,-0.013179519595449763,-0.012146113473547996,-0.061793237899433355,-0.014425598164536545,-0.007196916488952765,0.005248438876756686,-0.06770273318945966,-0.01654897053127175,-0.020044950133446465,-0.01582214900799002,0.0374408022796121,0.011578277507480358,-0.020540848859433712,0.004759776441192065,-0.06755843304515953,0.017817662507927122,-0.040258037603171135,-0.004897691623355615,-0.016257390593674138,-0.025603272505928122,-0.023666074993509388,-0.00851243152128182,0.006435190505986662,-0.035292239717018815,-0.022999697778459196,0.013028302408832525,-0.00542340584218014,-0.016959937859116776,-0.0322805252877961
iris,0.006320000000000033,0.024923333333333336,0.002839365079364971,0.007709841269841174,0.0031733333333332616,-0.002580317460317527,0.0014044444444444562,-0.0011877777777777173,-0.0031961904761905707,0.0019433333333333746,0.02017904761904751,0.006573333333333368,-0.001316190476190556,-0.00522984126984134,-0.001793015873015976,0.007216507936507851,0.001900317460317391,-0.004338888888888829,5.25555555555605E-4,-0.001494444444444391,0.0024450793650793207,0.0015904761904761311,0.0055955555555555645,0.011111111111111117,0.005439999999999922,0.01235888888888889,0.012874444444444466,0.020222222222222135,0.0022666666666666985,9.822222222222621E-4,0.010381587301587203,-0.00836000000000009,-0.013501111111111068,-0.006857777777777722,0.011718095238095154,-0.002570793650793727,0.00789333333333339,-5.568253968254889E-4,0.017989206349206234,0.005316666666666692,0.01734000000000001,0.0076520634920633655,-0.005882222222222207,0.006215555555555593,-0.007985555555555501,0.01269396825396814,-0.02013888888888887,-0.005338888888888875,-0.00805650793650801,-0.0014044444444443933,0.0012882539682539163,-0.005964444444444442,-0.007084444444444434,-0.0019111111111111154,0.0025066666666667165
libras,-0.009155643738977067,0.0030454403983813123,0.010423085901026792,-0.0013679453262788372,-0.011557345160286303,0.006560976242348889,9.715738147109206E-4,3.812636165575848E-5,0.0053308175121899075,-0.01951589895217356,0.003939270152505336,-0.00643155410312275,0.02086484593837527,0.0023229847494553777,0.007731546322232404,0.027324865131237566,-0.0018856987239338893,-0.0017334526403152953,0.0048701239755161085,0.003806735657225831,0.0027739521734619615,0.008836497561987714,0.005051094511878651,-0.015021527129370564,0.0065669415914515325,0.033506069094304154,-0.03292768959435657,0.020527414669571264,-0.006828444340699321,0.006097429712625913,-0.009538463533561895,0.0036984516028630804,-0.005010309679427449,0.006155462184874064,0.008034676833696304,-0.009555711173358246,-0.0078031305114638185,-0.01177112511671341,0.016816902687000552,0.006184381159871433,-0.007366039008195938,0.01974037763253421,-0.008876050420168183,0.004839389459487627,-0.005870098039215695,-0.00644951499118183,3.557812013693207E-4,-0.013331777155306675,-0.009181580039423091,0.0018794740118269389,-0.036102033405955,-0.006359516028633971,-0.00863977072310406,-0.01078593474426803,-0.001942239858906488
magic,0.018050818309082332,-0.002381834853962713,-0.004281704780307419,-0.0012416526325412052,-0.0015830562881098112,-0.004181988069073028,-0.0017758505856864818,6.61422545369154E-4,0.003731476120398077,-0.001291127028017891,-7.20590520485842E-4,0.002819757155616968,-0.0020242694750001217,-0.00224097570054493,-0.0024818263438789972,1.8093931219081242E-4,-9.788175064614157E-4,-0.002424379436456977,-0.0032039716912748983,-0.0012109754544231317,-7.136675704649671E-4,-0.0019030349066434119,0.0030503163430747955,-0.003175124745242508,0.004436681998078732,-0.004386566203209138,7.31525443045707E-4,-0.005970344195826249,-0.0035122257188564617,0.0026140027108209805,-1.6362478872927744E-4,0.0031860482857049934,-0.0019187946110202174,-0.004733834390343768,-0.0036639062345360557,-0.0011258191751955784,0.005973363343042389,0.0031758379985346585,-0.003301500898939384,-0.002387775649702495,-0.004798081806771592,-0.002044119165995462,-0.0027245710246171875,-8.293188037564291E-4,6.085815956533088E-4,-0.003359221374660589,-0.0011670901417856982,-0.0010505334543044957,-0.003239245119361356,-0.005145385974346206,-0.0017303213973197562,-3.0109685081305406E-4,-0.0015126101826086165,-0.002845065430583582,-0.0015261332403190978
miniboone,0.0034849076417921526,-0.0011844118776780524,5.912884262226581E-4,4.4441393666674325E-4,0.0011178818971577687,-4.3912724223362415E-4,-3.449221138317767E-4,-5.973452995187035E-4,6.212849567568624E-4,-0.001147289093173661,8.885418542861178E-4,3.508215628102884E-4,0.0012147630774076398,6.242097735118746E-4,5.608980948034303E-4,3.408977658330148E-4,0.0012307785091631958,-4.816452949972868E-4,-5.631807948436577E-4,-3.1073723896222946E-4,7.336395168434465E-4,4.7352223395403424E-4,-8.980756557612768E-5,8.422497759691468E-4,5.456127447943659E-4,-1.4910276256039357E-4,-5.569463694932386E-4,0.0011939689806118555,-5.617496869712912E-4,-6.137809642199825E-4,0.0022584603941546823,3.319638448886534E-4,-4.0450688130515554E-4,-9.2806746186939E-5,6.629691738708384E-4,-8.829811354602961E-5,5.264153390363458E-4,9.486762040229283E-4,-6.167545557332529E-5,-0.0012735433899432288,-7.925000395629119E-4,-1.460439477540006E-4,-0.0010284829970508206,-2.56599970306474E-4,-7.705001824346673E-5,2.911240499205473E-4,-4.7699321748813454E-4,2.3092061595013277E-4,2.2281020607661055E-4,-6.735258421826022E-4,-3.898694084808141E-4,-0.001588760872503144,-4.938571526699742E-4,-0.0016908031950136238,0.0038899980085497
oocytes_merluccius_nucleus_4d,0.026923586318121473,-0.0013549888156725938,0.018603483360428632,-0.019668072639027943,0.022553896502664404,-0.01458136334937495,-0.013293400498777435,0.005235875862953055,0.0013302382262665704,0.007126941075273713,0.004617409591257253,0.011696635294764564,-0.014031665075157271,-4.979701094276109E-4,0.00120357991041183,-0.054462392584698115,0.008913980787981671,1.647737808289492E-4,0.007093101275120846,-0.010748574702117156,-0.018491348605472822,-0.007027594489635273,3.524407127506864E-4,0.003940615577942031,-0.013917434111029515,-0.0019097042625893456,0.010565617525416725,6.423921067624516E-4,0.008917589212605314,-0.006255996506302357,0.019166792568553262,-0.011873990086311603,0.018288479928794347,0.027053351299251172,-0.014189157911683133,-6.282238169963169E-4,0.06050472853675699,0.009248120709177843,-0.02087695204380496,0.019413587124474798,0.009113660878804268,-0.024462675602783535,0.0027406586920014743,0.02337404058137846,0.01599042779560515,-0.013144023036092212,0.013352664421149059,-0.024172350059806925,-0.014428115709510369,0.016380906696130678,-0.004863945578228276,0.00908188346195407,-0.001215548781409237,6.624001262014382E-4,-0.005862849956431408
oocytes_trisopterus_states_5b,-0.0019714526395795294,0.002845197059671304,0.022522317743877786,-0.0030266125663133323,0.006261310495401055,0.0027922198678670593,0.006598774174612624,0.0032104223692040615,0.008371699247580917,-0.003800999230768883,0.0017599551141595986,-0.009141136941370897,-0.010862446697263791,-0.0037268789869737474,-0.0019965600841634346,0.009291236080348035,0.0016154242337113156,8.677593975456162E-4,-1.3645388595708482E-4,0.0026936710617893895,0.00846457630766498,0.005295509045847594,0.004644037712836735,-0.0018945281080184043,0.009744392312056411,0.003379175418572766,-0.008861779250590536,-0.02645264007484887,-0.007773047472759472,0.00362057639162003,-0.005317186691031465,-0.017055706132804008,0.004979858055694397,0.006019780442754656,-4.8126756429336763E-4,0.0016351123753337285,-0.013470855571191294,0.0022637790551310838,0.0017502517822815015,0.002247488001366012,-3.1943091554981575E-4,0.01918972323628377,0.004864183921905496,0.0010159068494407508,5.1126388959436E-4,0.005757938636474617,0.007575288641956057,-0.0012658779791633508,0.004020738681322922,-0.0031434158910723284,0.0024155509090796447,-4.500397572567261E-4,9.211675008528486E-4,-5.934975255979783E-4,-0.0021166591990813685
optical,0.0010372813176019124,0.001480264644330868,9.989605445879493E-4,-8.491272309945804E-5,-2.3860286764998406E-4,-3.816944664220741E-5,0.0035823411494796693,-1.3747414381701055E-4,0.0026091926983309198,-0.001477195745690496,-6.787233075687886E-4,0.0013991834856714957,-0.0014259068517575339,-4.1192933281911277E-4,0.001083081520478905,2.852993321184605E-4,-4.839026428609487E-4,2.0233514544920617E-4,-4.752898005731051E-4,7.3811436894744E-5,-1.1427695426730796E-4,-1.265700837099019E-5,8.783540498803995E-4,0.0027285185764177084,5.539284071862068E-4,0.003785359628309182,-2.54125936218245E-5,-0.0010723812286126473,9.085317307056713E-5,-2.6226245953995625E-4,0.0027559515670778118,0.0014076470802037815,-0.0011311947079891656,1.6107409729793448E-4,-7.563127245299172E-5,-3.83335498541415E-5,-0.0020721568528710285,2.4581375629055454E-4,0.0011305273791918703,1.9330533059612373E-4,-7.180878474643807E-4,0.00104553146121699,0.0020237993387670775,-1.0317898011763527E-4,1.7724163249939937E-4,0.001903453651007229,0.002666515332002247,-6.09826879909107E-4,9.992660984992074E-6,3.34789784342789E-4,-7.340199372497894E-5,0.001756884787379187,-3.058925728082751E-4,-1.2506412812586244E-4,-3.4326398767015044E-5
ozone,0.12803965338998272,-0.015392328502083188,-0.02361898840557228,0.0501389752914155,-0.014968666797934675,0.02377015517259495,0.02647259034454179,0.0061499434975048764,0.031359871908652755,0.030405690771545722,-0.021902695378304915,7.210132210148194E-4,-0.004430031869054437,0.018689066402481795,0.04767220102585987,0.03970608833413929,-0.020876613864418046,0.0010945991128925396,-0.005072894402162309,0.011134255494012,0.02062355949551112,0.016797090882457146,-0.03010254870010942,0.038772875663121424,-0.0033265249728657077,0.013444744493133416,0.03923178008543999,-0.010873660721220464,-0.022936206000720234,0.014854353878744867,0.023859379652064173,0.01392970813702635,2.2566516469122073E-4,-0.006675344175343419,-0.06955668053228864,0.048208445616982586,0.14212218636975255,-0.026257103238808737,-0.022725082938497253,-0.023709743467807156,-3.82176601688485E-4,-0.06454820357259257,0.017230382351350427,0.009181340431341174,0.010998272583638863,-0.004032407843383184,0.031071473754400898,-0.06556681206071278,-0.03331210328161476,-0.038936506678441715,-0.08475882637467962,-0.021631555930334945,-0.010201927190146676,0.005768463242062579,-0.14858642177894746
page-blocks,-0.027416628929126618,0.0017403647327733547,0.004465166580724259,0.0011819111125073538,-0.0037452167507274906,0.0032659991407803218,0.0037833379756088766,-3.2290819184795186E-4,9.971184834619154E-4,0.005008828071775806,0.002967210216853204,0.005585909437100008,0.004757632175262798,0.0034456420570661635,0.0017901860560763224,0.004082522802021807,-0.004534947977209014,0.0034542386228449407,-0.003349411287400354,0.004400021455976233,-6.557444543588901E-4,0.004194587955704228,-0.001914286016344709,-0.007158100599004743,-0.0030237309174081036,-0.009276151812276975,2.642768439130546E-4,0.002032225305894453,0.0021650475992788243,4.8481155839974845E-4,-6.055848045259197E-4,0.003403161225488538,0.0015813125010660455,-0.002114059596362842,0.003747851867067209,0.0017334914092473823,-0.013228279617891855,-4.423058838367318E-4,0.002758140916514266,-0.0018133745099880934,-0.0036916714893008963,0.010454497243520433,-0.0013996310916471282,-0.00106939664800438,-0.0012957919371640962,0.003663296797103214,0.003437511949403238,-8.129180564158012E-4,-8.628347704676983E-4,-0.00443492563350966,-7.67070787818828E-4,0.004484256901764601,-0.0014406351960762158,-0.006783405898919018,-3.7175859551970373E-4
parkinsons,0.029986321938379044,-0.015226833976833158,-0.04923048048047959,0.039020270270271246,-0.014358108108107519,-0.020071857571857105,-0.05576201201201116,0.003740347490348128,-0.06084834834834745,0.02435113685113776,-0.006156156156155268,0.01570945945946045,-0.03530405405405308,0.027753646503646975,0.03461765336765417,-0.05700075075074974,-0.030292792792792258,-0.015427927927927403,5.6842556842626E-4,0.053772522522523215,-0.05091966966966891,-0.01639854139854065,0.038929107679108475,0.020157657657658534,-0.08389639639639584,-0.03699592449592372,0.06494530244530326,-0.017760617760616933,-0.027930609180608235,0.010113685113685626,0.004898648648649536,-0.03555072930072852,0.02396235521235619,0.0031826469326474336,-0.019865401115400187,0.036545474045474764,0.04220273355547534,0.023855105105106158,-0.045275632775632006,-0.022281209781209264,0.0048530673530681875,0.04378485628485709,-0.05488524238524155,-0.033740883740883215,-0.033864221364220654,-0.006191012441011638,-0.013765551265550468,0.002799227799228758,-0.005877305877305406,-0.0021691334191327183,0.004359716859717566,0.023635242385243234,-0.021664044181166384,-0.03992785593812817,-0.0892732629890144
