TRAINTESTDIFFSAUROCSTDDEVS:,NN,C4.5_cvFold1,C4.5_cvFold6,NN_cvFold9,MLP_cvFold5,SVML_cvFold7,Logistic_cvFold4,MLP_cvFold3,Logistic_cvFold6,NN_cvFold1,Logistic_cvFold5,NN_cvFold4,NN_cvFold7,SVML_cvFold9,Logistic_cvFold9,NN_cvFold6,SVML_cvFold5,SVML_cvFold4,MLP_cvFold1,MLP_cvFold4,MLP_cvFold6,MLP_cvFold7,Logistic_cvFold3,C4.5_cvFold4,SVML_cvFold6,C4.5_cvFold0,C4.5_cvFold3,C4.5_cvFold7,NN_cvFold0,SVML_cvFold3,C4.5_cvFold5,C4.5_cvFold9,NN_cvFold2,SVML_cvFold1,NN_cvFold8,MLP_cvFold9,C4.5,NN_cvFold5,Logistic_cvFold7,SVML_cvFold0,Logistic_cvFold1,C4.5_cvFold8,Logistic_cvFold0,SVML_cvFold2,MLP_cvFold2,Logistic_cvFold8,Logistic_cvFold2,NN_cvFold3,SVML_cvFold8,MLP_cvFold0,MLP_cvFold8,C4.5_cvFold2,SVML,MLP,Logistic
page-blocks,0.014507019297302743,0.04265567441802847,0.025868268290052437,0.012956915930314549,0.02005028270525116,0.022123089099340486,0.013868616589682144,0.01949589457301623,0.014880796408507415,0.01615174918440702,0.010738538603960656,0.012772982753251562,0.014902881642656083,0.01953474527507113,0.00977547858904777,0.012036332191962087,0.028567805046489134,0.024907389507432647,0.01725709760672151,0.02797114759805426,0.018476300646610704,0.02119003192432099,0.017057777172193287,0.04084874335143961,0.02662011714643301,0.039744964938623915,0.038705243681787786,0.0380413692168948,0.013921304887031785,0.02071972262648443,0.035205366601789245,0.02936684910974404,0.022675477112584455,0.02180523904405909,0.014604418183025868,0.020556037956108282,0.021008550156738717,0.01686689167800993,0.01430206178455281,0.022036539264779574,0.0149996612340067,0.028508880791812,0.016305811902748903,0.024571333686810685,0.025895277417013217,0.013306109261766211,0.012060742472114607,0.014200354313732403,0.025197624894880866,0.023114170142163167,0.023945105723269446,0.04215439386379014,0.009855101987325898,0.010780923166947422,0.006851367307929316
parkinsons,0.0819882754186,0.2931495466639222,0.3401101060565054,0.18566116276563005,0.14725807642252933,0.15062507385756665,0.2463229083935432,0.10679370822494082,0.2236695327111368,0.1516198720185961,0.3200164804816143,0.21181410359905758,0.27821655410966073,0.13415691376189343,0.2131488986250544,0.22524127599558344,0.1427762913292367,0.14637866705080096,0.13127176702792376,0.07000804972970645,0.17456218095407056,0.17724312230483072,0.1681787939516601,0.2789492241807979,0.1646561384013713,0.2763378063880732,0.22690553473175396,0.3344492325995282,0.24904022802163586,0.10243905838830432,0.3740047961552405,0.3223839000583413,0.2026774574558433,0.12999964829523417,0.1954949684207114,0.13447938835980708,0.14459024543702356,0.19184928388710132,0.28529878278266685,0.14595481879548022,0.21769226186402535,0.2473078767681128,0.2189955404640053,0.16833416602806167,0.10703008356074067,0.2921470503259975,0.2599861962064789,0.19266444970708407,0.16292627577790203,0.13313516596207345,0.16911042008090307,0.23156610392299565,0.06622490314920618,0.06423511590808995,0.13359904096347566
pendigits,8.51555568832344E-4,0.004438101769644154,0.006079379329427248,0.0020732855477985737,0.005335232799997045,9.352941797860029E-4,0.0014613653927764451,0.005464458742452957,0.0017456362334712099,0.0017608835431203872,0.001412251202453904,0.0023814297579907795,0.0022630432227921738,0.0010258634869938893,0.001052227704785554,0.0028259708122461646,0.0010942518466679821,0.0010776656325847173,0.005364217879472209,0.006919047107613536,0.004804265211651927,0.005846490040410982,0.0011503056942482669,0.005035962025043613,0.0011791275195546828,0.005402196565440394,0.005688999254447046,0.004235190162700304,0.002475832030996594,7.289320550009553E-4,0.005549535087846996,0.0048339672923972295,0.0025516065295088427,0.0011600039579784313,0.002289439088816932,0.00689701370394174,0.0023578773321101805,0.002599015628587563,0.0014900521148073188,8.975101547838427E-4,0.001234359140738418,0.005925074040729009,0.0010299725318271091,0.0012269830492236229,0.006298942830590666,0.00153029674627453,0.00150160983330155,0.0021296878156384126,0.0012180429369315706,0.005216346740105255,0.005925353727202618,0.004669285230525494,5.019164808556092E-4,0.004009374861664641,6.516740418807922E-4
planning,0.1050753334802243,0.03722158351044261,0.018473482708754117,0.1958419911377569,0.2453300517943944,0.27077677255162985,0.2204878467023131,0.24384305081777294,0.2618169198937289,0.24033896018765466,0.23137275696081205,0.17947172995037225,0.24106034627962736,0.21724935950355437,0.22442767531398797,0.22002463722287233,0.20784188237029658,0.25208754824692386,0.26701068553233676,0.232589779548352,0.27715359597448896,0.21530089935091123,0.2633584821370704,0.04058962024402945,0.25052987689076955,0.04356684382523483,0.04974961347175749,0.0761537444309618,0.22553886573529375,0.2395354985952383,0.07588236198764665,0.0688675167937364,0.20985913238622586,0.18088938361911863,0.21658100780660275,0.19601626691055216,0.05126659815617311,0.2188981548720827,0.23529270247551862,0.20701632833168188,0.18476940964026436,0.03857175584039593,0.18449516879123634,0.23060482247501135,0.2167327803138377,0.21474447231140895,0.2835153625457715,0.24099056473090816,0.22689773369185404,0.2334269829751349,0.25347942791795475,0.025372101564905197,0.10402217759664811,0.09178477562962795,0.12545470874189463
post-operative,0.14878906773550554,0.06400092317822263,0.16329279892079832,0.32607788458507564,0.36068477472628624,0.3597421494665409,0.2327735063387991,0.2606374200241575,0.36407159855319415,0.33815888665375415,0.34277282171902845,0.2310296642943862,0.3642240504606845,0.33638664082737313,0.2945820410334396,0.4247324740244834,0.39534436086297686,0.2552492981631497,0.36974278532492055,0.2801447639841785,0.3630766987546595,0.3552700839384831,0.27227190148985725,0.09882292322244579,0.3884840772385814,0.10072450184872614,0.0788363753699798,0.1513406401935315,0.33999075581516236,0.2541212762753952,0.12596975639821398,0.0686167903149815,0.21992960038542594,0.33631173115597685,0.35354128925462697,0.29767590722210235,0.06438006764439241,0.3614652642270981,0.378710863290804,0.3943474358038136,0.31863781721458917,0.07422715124930093,0.3440049535174068,0.20530760396648995,0.210193749076181,0.35500967800856564,0.19238499435958864,0.23315553002813746,0.3895893071121903,0.3737508799129664,0.38791016273644563,0.09675835156752785,0.1231782920183244,0.12568322608095486,0.11781721301621985
ringnorm,0.01608913784420136,0.033435398135593056,0.026069669474841937,0.026079978647999484,0.009126895290823639,0.023847471027909187,0.01938988252513472,0.01086314160398768,0.026638504734350456,0.03058535557809357,0.021895241104026266,0.03568310042549487,0.039789960845442805,0.022385837989482255,0.02249916659344409,0.03460001873590013,0.021765387829575142,0.019236855047564023,0.010842093619259054,0.010993416242900518,0.012349173756642714,0.011821408339618394,0.028395834335058524,0.02692583009285349,0.026623626399786042,0.02969638260922938,0.02372577441211716,0.031642681575905524,0.034761662268699395,0.02799896517905384,0.023938824034792444,0.028216715438712032,0.042958914679905834,0.018435070373279103,0.037846244121491984,0.008500620872455678,0.016866761087872734,0.04015712577950439,0.023940029650859125,0.02043520501032262,0.018960254682393245,0.02780296528792687,0.020299251099031718,0.019397118542028975,0.00998753317074539,0.02338508508284242,0.019283872446823794,0.03313234543019032,0.023215065589905562,0.011513857181153303,0.01046372239633303,0.024164413817208286,0.007296242629784111,0.00988355468670095,0.007264942342267643
seeds,0.01661214710939621,0.06285793902203712,0.09406903325430546,0.022839713897081663,0.02818646070501474,0.022508783781558447,0.05070257462170921,0.03398243022884911,0.03866055647622544,0.032965301464495056,0.030429337232222735,0.038585924262521554,0.035857738031146384,0.02856567490815988,0.05033387606287595,0.03613040618390514,0.027388348897941863,0.03902748221250722,0.022026455635758533,0.026674032257070667,0.01246805391599935,0.02123632321679514,0.06219133473929447,0.08697504513799426,0.01777865283064421,0.10200275183171995,0.07286624016219949,0.07533903756078277,0.04197403888498633,0.05631345273186163,0.0826380975196611,0.07472204279550493,0.035757271923535096,0.01617671201712814,0.03490493832060175,0.023897176881648628,0.03533384087141126,0.045729241539718246,0.055794973856345076,0.03729728558722141,0.03347994101417168,0.07859990402200134,0.05701359362557377,0.026673490630239348,0.025641590909615205,0.05282381960926364,0.051386538191580594,0.04513271933565995,0.020754906277489823,0.03619757285951305,0.0145960558604756,0.06446921657226388,0.01206750771084871,0.013765298282939977,0.018894279063429383
spambase,0.04867659786235532,0.022174978345778938,0.03010326149733562,0.03198611408709063,0.010234217631051947,0.012424100258646865,0.012769397684386768,0.010506346582568079,0.010917115986924509,0.0318192020098718,0.01136599308216634,0.03404745374167177,0.027327487708422877,0.011655305902640453,0.011453472466577238,0.027951083459681694,0.012470351931436018,0.017202387826922672,0.0127037250494093,0.012183238769794325,0.01303987411325088,0.012420928994240838,0.009761840393741845,0.024727499437228937,0.016970496247991452,0.026562114880643136,0.02489552492334371,0.03395835732880726,0.03072466321314147,0.012960398551229223,0.023411464158748712,0.02318757094053309,0.03319284061621525,0.014551966599777987,0.03128859568265745,0.00924643845143151,0.01681481942541176,0.027083936912381146,0.010322054115424069,0.013897441577430033,0.011815715806886035,0.022966926248257063,0.010598644582257013,0.016254161006984943,0.013454896461781676,0.013250417324458426,0.010984402951944694,0.028136154163683483,0.014483415500308279,0.011707236168193044,0.013290763679479416,0.02790748831475443,0.005998834785439297,0.010082330292196634,0.004854326755272894
statlog-landsat,0.013963682770832675,0.01573669672784758,0.014956497038026692,0.009080511108292423,0.004590830823652485,0.003225924275928378,0.003038866957969167,0.005784307179635318,0.0035662809348781213,0.010238112675879079,0.004195759639301584,0.010281525458873642,0.008703604902982035,0.004721153210141846,0.004741442524088283,0.011993955025696673,0.003957613416420475,0.0028633341067002584,0.006482867247650744,0.006416653734522821,0.005515155870831334,0.005933807804679348,0.005576885627384013,0.01441884922284399,0.003163894549900071,0.017288734589822698,0.015023415227013254,0.01702228538042052,0.009445384735646302,0.0045984096881710864,0.014713306672489095,0.01620258026004664,0.008452439809160633,0.0041855230928781175,0.007608238925442924,0.007861864975397597,0.008331477657647874,0.00928336266222762,0.003944301531952332,0.0046716300058623,0.004366883204368661,0.015836704196170226,0.004166092785288841,0.00518337877783583,0.006296526756932621,0.004870626486750883,0.005120708625311576,0.00957579491558106,0.004088406163032526,0.008632117735184994,0.004791800376961689,0.019815186460885207,0.0019426844222342721,0.0033986902457803676,0.002053149239348821
statlog-shuttle,1.819777324314067E-4,4.201770785889261E-4,5.385878278299016E-4,4.4389867787551795E-4,0.0014546418080043306,0.0020462356127898926,0.0020494340976678306,0.0016362761388383873,0.0025667306304447564,3.4827609494173683E-4,0.0015399822750424882,3.9581578429848075E-4,4.8532866362424495E-4,0.0021489462185974298,0.002329892082291794,4.5068036000294094E-4,0.0015510921935773078,0.0014807707502585386,0.0015696854964208835,0.0015428640015021093,0.0023129210837119865,0.0017692556234150203,0.002150781455990919,3.4419581062801875E-4,0.002348079223476121,6.068892170072326E-4,6.051558094591365E-4,5.826670924708232E-4,4.399720184941887E-4,0.0017106906740399388,2.0632170758822296E-4,3.3675715356339375E-4,5.144767102761577E-4,0.0013529480103349708,3.876581900894272E-4,0.0013363440810975102,2.47744845449053E-4,2.852909791019854E-4,0.00233710066806595,0.0016785164277692637,0.0015925470294594329,5.593473793509707E-4,0.0021873240954418437,0.0017929766701295278,0.0019974730238091,0.0018318604953542275,0.00222513761021531,3.7700801876831174E-4,0.0016045698434457036,0.0021290561062808112,0.0011548655595853127,5.975503313461231E-4,0.005541196123918426,8.959747893400079E-4,9.096813900782004E-4
statlog-vehicle,0.028441919050948006,0.05266280153605009,0.04475058065538672,0.03763701363434208,0.02500770788729334,0.02848023544421699,0.027038363630982384,0.024722529166524617,0.03589885497208673,0.04602668439357184,0.02173247000458692,0.04051539835356954,0.03952105910588329,0.033312506540170955,0.03298492055886386,0.02973829044647665,0.02529415103547809,0.028448622058398904,0.02870348548793722,0.019095410250442178,0.02094801008623409,0.023765785926197353,0.02630386388790911,0.05744772982455164,0.03371843076270978,0.04713919031344972,0.04631663753619323,0.038888781670318374,0.04419947674912427,0.02975230919500974,0.03667266665868929,0.04989793212127293,0.05414219202886959,0.033733099645991096,0.04606131091529819,0.02938883771545952,0.0308943260550941,0.04149282108932618,0.029033984763882383,0.03228128500674946,0.03300490319376889,0.05140494510737475,0.030628159987840277,0.03454440563235647,0.030152853524600294,0.03265803213703107,0.03685736912601451,0.04263823483233425,0.028258407112442985,0.0327462457547392,0.03522165983194417,0.037694882470401495,0.012905787613184791,0.012117556688086877,0.018505844328062012
steel-plates,0.03991189859203458,0.029532166191415465,0.034276344143091726,0.02612924336703654,0.02899786745063132,0.021444836497514868,0.020450782557304314,0.024442783302423998,0.023768521648429488,0.02697228863791331,0.025130194310083325,0.03535290547849661,0.0324038518102377,0.01946813553804067,0.02129944288849478,0.03293730766193257,0.025166435271990285,0.02146735301945509,0.02834008543646824,0.024275219308591132,0.0323502604398454,0.023889773347704424,0.024950397849909357,0.03119975718735718,0.021756373737726604,0.039928648417743,0.03830371806898205,0.03863393450800554,0.024802746915148197,0.02086122812919848,0.04296084698515618,0.03612526611516925,0.019907268653083326,0.01644323566061669,0.028215178784782274,0.02361677167696722,0.02333428390399109,0.028035721635662873,0.02280239700988446,0.0215802025212577,0.019217909160679923,0.034685102336498796,0.020811911384777535,0.017099076203279166,0.020879920688091542,0.022422147453866528,0.01933813586310497,0.03448535100749802,0.020487193683802845,0.023954053911503112,0.021686446651068263,0.037375937206064164,0.009018896377343773,0.011263284921480288,0.011018187408006523
synthetic-control,0.010300944409827373,0.035718068052311105,0.027582433486497082,0.021253637541869718,1.4861746862184508E-4,0.0030177639756143763,0.03928538046088617,0.0019426381977365858,0.046173229275321075,0.023731157199299833,0.040881941977752044,0.016401618217519134,0.02508663413166847,0.0010139289437319345,0.051821129167050645,0.02211068602683478,0.0015994472225192224,0.0022684167685888814,3.4428180562704846E-4,7.14442007348819E-4,0.0011549698486165248,0.0014118599274225384,0.03892200836706231,0.04412644190387193,0.0027843690320733068,0.039486344323004754,0.0372665026459903,0.03837515277691204,0.022990274054441835,0.0026395157650255575,0.03423068743687483,0.04178295307310838,0.01974312814798324,0.00216989625497243,0.02202129794581576,3.974992068074184E-4,0.020327384123082742,0.021703706464067746,0.04444329849480498,0.00431994796808925,0.054851200959899614,0.04535946356232133,0.0451913633539418,0.0024753062325867854,5.147230032890743E-4,0.037809003161974115,0.047284579087304976,0.01722804035304452,0.0014799438048079682,0.0010133212340475576,5.476350641383588E-4,0.03299020757685893,0.001164935902840444,3.744070493053973E-4,0.0232700979849653
twonorm,6.863128292363241E-4,0.02418225351161773,0.024562438785672696,0.0015556967817315622,0.00413820424720573,0.0016431848304979447,0.001144079696363234,0.005003097356206565,0.0015629236606689418,0.0017473925341655388,0.0016103502755248542,0.0014312786232755584,0.001793308694332905,0.001223509354106775,0.0011697122337259445,0.002089517456842215,0.0016297094215266116,0.0010709919711265267,0.004716255299051114,0.0036316925743845193,0.005723043798377079,0.005108815366281178,0.001518299001017219,0.026778764235727767,0.0015286316557689746,0.02875520389418284,0.02836811478104868,0.041926491072349296,0.0019621489519333524,0.0015100029362441812,0.030014993971589903,0.030402149374761368,0.0015790126485497788,0.0015673076870637165,0.001782693728001205,0.0031492613325243106,0.013061217474610743,0.0016087849270969537,0.001726915808562463,0.00116875047751916,0.0015881101309100478,0.03665965951504281,0.0011908237797943956,0.0013528952618059433,0.005001648829784655,0.0014471792168024673,0.001378661170985405,0.0018083687380909832,0.001429371500895215,0.004996222376805273,0.0047984514664853985,0.027878501630023478,5.93403339198485E-4,0.002194725787554259,5.849817291801693E-4
vertebral-column-3clases,0.035662078210157724,0.06628677634510498,0.05567891380756898,0.06219848580180763,0.028124238924908705,0.062492601253468956,0.047316571510160735,0.034741329049387044,0.046061127871020444,0.04954364803332415,0.029111517269912877,0.05061712121983745,0.061120769969036454,0.04440246522641492,0.03182701806836514,0.05661778476079025,0.05435722529389554,0.05457590332600674,0.03027071485136454,0.039945827105821785,0.0396652528133653,0.05483297984564218,0.03541070321398574,0.07585658176825984,0.059818336336500376,0.06751454068253966,0.06453551088993624,0.06933592250336879,0.06620706048125939,0.04537198193587335,0.07480199142001816,0.06346909921733032,0.06103509097468802,0.04671847492969635,0.05949045629077248,0.028861816581491114,0.03488758936920607,0.04687065514457281,0.060714185129538224,0.04515353266733826,0.037251317965995775,0.0789335494888251,0.0357016209238847,0.05311989822406416,0.0357013368332421,0.04480921782406819,0.03657113771145993,0.050157964750222134,0.05026672905025678,0.03717078643405601,0.04262075726167055,0.0663644221604448,0.02247744323860229,0.01994951868585459,0.01831247587967554
wall-following,0.009264889763437327,0.0030031038811160096,0.0039117713899060646,0.017665440293944377,0.012132406718899535,0.014587050933694884,0.011581082061109917,0.014698387032217559,0.016086095304385015,0.013517278867286136,0.016432436447935163,0.017401692304947564,0.01908574336816141,0.014397452332057116,0.015529559362986167,0.01762029696287451,0.017459590929050087,0.012243849262923446,0.01555523528858853,0.01087254499231778,0.01756077380351056,0.013681598641895665,0.015133951073701822,0.003125193566870487,0.01586590418445956,0.00403657357955825,0.003438616439289829,0.003237309058590078,0.019591441646454523,0.014226615536451402,0.003558005920137229,0.003357592925394094,0.021712801483119985,0.0182285887147927,0.018152075304314477,0.0107539509933622,0.0016089820609774658,0.015314513792286858,0.014168839056151317,0.018118883912026474,0.018340295853622793,0.004742628252729455,0.01716260413282901,0.019458072664270954,0.01643446832718964,0.01302862331749421,0.018321116285744024,0.015742471109182157,0.013682263272612809,0.013400749156226154,0.013806583808764273,0.004355747143373661,0.006345148909635776,0.013391221693276376,0.005440574818142749
waveform-noise,0.0029377292042916227,0.02516978499877705,0.023895581488218198,0.007575988696197753,0.008145044570681756,0.009098295090209083,0.010062258430964519,0.009730164828013591,0.006886580268998129,0.006573974928469891,0.00708115716581021,0.007692319658915841,0.008241983020439983,0.00626555661266668,0.005915098348645599,0.006323553546744767,0.007293504492941471,0.009423114354028437,0.0072564526675399695,0.010175875440257696,0.008270738726508716,0.010525372998835715,0.009260970541284304,0.0213146233933478,0.006710692739469735,0.02381609198317063,0.024297761025641136,0.01954075304544373,0.006035639005440672,0.009225106386728828,0.02543888860096125,0.020948637744165225,0.008334759126734531,0.006141203892115631,0.008645930149828111,0.009346899550240248,0.012877208163710395,0.007302713400532417,0.009175946760190694,0.006858941646643387,0.005786288875009318,0.023649754506070104,0.007223362860792289,0.006715562718061333,0.008864167996372074,0.007737072783775921,0.00628942687069703,0.008405318961183798,0.008090697888662743,0.008729577429157876,0.008718360592150115,0.025598825698085154,0.003753866028915921,0.004690994928042344,0.0037180922371235175
wine-quality-white,0.012806841284644137,0.030732974092858103,0.027720559598794017,0.029804768544127305,0.027092770314633318,0.025933341204816173,0.025275864148914723,0.030128889705386075,0.02585502330132067,0.027820436573543845,0.027205936335963177,0.0305797510778831,0.027549052198725072,0.025763979298318813,0.02444577316616919,0.024371396364761672,0.024368778653694988,0.021341001608934495,0.02352648391984302,0.025360448775724756,0.023899658358225422,0.027343719049145707,0.025172921782780928,0.03211204158710288,0.023004013376860567,0.024471647811446527,0.024343489342073414,0.024733374831633896,0.0258031427209657,0.023733362924803953,0.020599619171616828,0.020861707907558064,0.026829734579519166,0.018944593111198737,0.025590167925907424,0.021582189466117212,0.012863898443198248,0.03493300443378862,0.024766499447699125,0.01689963448734416,0.023028918530853645,0.034772619279652306,0.021067971267454345,0.02711118520009744,0.024921207642770952,0.025494530414264267,0.031309165255929625,0.022397659242906227,0.02444603203899997,0.024898950693501634,0.025466905476132323,0.03057397863205137,0.012004252893435425,0.01211934069774785,0.011305836735425625
yeast,0.017225676349136857,0.04631908992205606,0.04710612776011116,0.03626449640217683,0.04004088617185502,0.02742593475069285,0.033575198262522685,0.03459140272252587,0.03373892841771472,0.03878337217785865,0.03747178470577938,0.040016719035862416,0.02895953288154133,0.029152690468735906,0.03122020779292613,0.03862997403848122,0.03588871211820419,0.032848778653908194,0.03166980811580261,0.03337851893887852,0.0457652925986753,0.028130189627538788,0.03449099608190267,0.04613306388767329,0.03192161582760647,0.0377115206405027,0.04967444118547723,0.042957868210695443,0.0333194271594751,0.03275512257661048,0.05163710998513484,0.048137786153230736,0.04428162380770011,0.036160505766045466,0.03779704674937578,0.032941785708065344,0.022753762388407282,0.033447108452789275,0.027154897661091054,0.0299344925106954,0.03556064551859551,0.0389620516912478,0.028506913891133967,0.038668137084992935,0.04330350657422969,0.03726628009218969,0.040090376191844274,0.04139158183538692,0.033353600981820136,0.03086024063612509,0.03562430990400216,0.049901899835806444,0.01452133543747909,0.01675841646474101,0.01574961159943474
