CAWPE-S,PB-S
1.0699356505735074,1.1281828998166918
0.00929225595693815,1.4602788882570286E-6
0.01048898943975505,0.0043272090853742375
0.45869787178711896,0.5040949649921609
0.35816762547744996,0.7214719277822647
1.7873939722620114,3.934516921927184
1.8127657272215145,7.249805695429647
0.41896903940760627,0.395450490670125
1.1614706399332206,9.30158326884527
0.3809369507831305,0.3956253850856205
0.691107251009471,0.7195259587211218
0.8275534485099196,0.8443216218182789
0.14378780618236794,0.13752051308001922
0.1381533406348274,0.1523113349619783
0.7341914321087668,0.8040715685935219
1.2326923100410279,1.4310391556254516
0.2582485097243899,0.5641165410996556
0.2818308563116034,0.40106870204364886
0.6605239524943669,0.8348162320484658
1.2020135071531717,2.8806406014719275
0.09904713251076698,0.18365900174472707
0.9409047012400719,1.4356609599886105
0.6269626611993906,1.012249203425075
0.3338901851069546,1.1155181577327298
0.5682854703844178,0.803965998629504
1.3667096322696064,1.4140974669831725
0.514055670777142,0.5696763607362615
0.7945698704386933,0.8770904813281027
0.11530731044229503,0.2077202435205827
0.619073996412219,0.6564750914172381
0.72110596542753,1.2983647384558712
0.3145617657555898,0.6298245789504563
0.35028907762233125,0.4974434646863207
0.5999970612176249,1.6079823242237572
2.3300103052098247,4.443281776014211
1.2753849631394503,1.7517974005849246
0.7685499617429674,0.7836968345232688
0.9066207259078914,1.58432372126765
1.600753459938903,1.65636896112766
0.6396906248430484,0.6640821656542826
2.408301262985584,3.4439235498301213
2.4243156202248404,2.462421351655025
0.6339817475460083,0.874788885894017
0.8846945971112402,0.9932704623664982
0.6228745668748589,0.7152745540390133
0.7563774299853172,0.8397601220071956
0.24927966773305613,0.5752632005313293
0.4232420506449475,0.5668377966000181
0.140169148598844,0.2304887018501742
1.2526171737121514,1.2870310499113342
1.0222668285891379,2.861786642123775
0.4881283810456761,1.0108875025690005
1.155149190896092,1.693622185272003
0.6031360419160374,1.0679312767029343
2.374838239064856,5.40346984471466
0.8047660140561637,1.3070392171591287
0.5188535808649125,0.6668694829473291
0.600875100193935,0.6621939799938648
0.35892547146640896,0.5055946666036049
0.6419808357010266,3.409677761648384
0.4607162484245452,0.6401684641936222
0.5026672224137674,0.8780138985269766
0.7773459967721418,0.9317592732696376
0.31922851181032996,0.7087404459242502
0.05897486812084381,0.3521422607644131
0.48735399320456974,0.7547753475256124
0.11620527504631768,0.24132019798133092
0.17765550006481193,0.33300323821905786
0.5895365915862568,0.745995783145562
0.2844931987551712,0.31535090017335665
0.6173201467758366,0.7596184153787573
0.29013611668281775,0.5237395191772315
0.11692285416914129,0.1519660074141926
0.15511029716456753,0.19368551350441032
0.14781059104593344,0.2586835410965996
0.36637437548959484,0.5318630368978047
0.10510320089165541,0.15472880057649183
0.6965140819018896,0.7083202699510875
0.6726341794695262,1.5318799094934252
1.198522714067026,1.3942646367781963
1.285450597917465,1.3552308620816134
0.4992665443273158,2.8357602304203002
2.111418021114164,2.7040028528650906
0.9383975433739233,0.9929753983609307
1.1056917079733937,1.4760637558558307
2.1042745815778208,2.6516309748447444
1.194246943200206,1.6704411624168392
1.2037335789890482,2.024124567441825
3.1133630572244986,3.8808568918219786
0.3808604957221681,0.7414266013485299
0.2274946516122841,0.36600483414424173
0.3873458740668647,0.548595890322547
0.4419234248120661,0.5380743816822634
0.2755141334498557,0.4161052533588271
0.8876065036422166,0.931077399518669
0.5599538551816352,0.5272794873992349
0.9231470667743958,0.9239622234752768
0.7372737572761,0.7409780894581383
0.5901928647695555,0.5820616292826664
0.15716845467981505,0.3286344492470846
0.39553753000123587,0.5119338017026465
0.03964061537332487,0.1660202521859991
0.6820738521544135,1.0025954907336414
0.9603619892422661,1.119870518341014
0.12965700035371902,0.1307585560986254
1.5313154064192955,1.5606408921410513
0.10018105466515251,0.15562087950331158
0.0689703599017257,0.1194511671822689
0.7212023160343282,0.7661936430305758
1.3276071898228383,6.191920322274056
0.11776109850743056,0.08701115095297238
0.48234901100457983,0.6139786172278691
0.5327624822389633,0.7326583149337639
0.26503683688972424,1.0373683153885505
0.4589646988549165,0.457483415162715
0.4748713603889185,0.4634299814856067
0.14870858171042783,0.25867051611007363
1.3707466962949393,1.4438641964626606
1.437684810004961,1.6269468751956784
1.5301489643174304,1.5675014633987705
0.4070856994435365,0.572409623333641
