CAWPE-A,PB-A
0.8420659469077544,0.822469853212068
1.0,1.0
1.0,1.0
0.9188630717725157,0.9261993813654071
0.9831002574179019,0.9801519716744973
0.891153978532033,0.8814295248749832
0.9833801900187036,0.9489989445467308
0.9939778121387542,0.9735496446973465
0.7183333333333334,0.6950000000000002
0.8991443805874861,0.8969116219667964
0.7202102634864321,0.6622353636901246
0.6620845805510782,0.6222733901297105
0.992866337050537,0.9887112490526542
0.9937388004637925,0.989666561259267
0.7185672514619881,0.6864948830409355
0.9159836756993066,0.8942314573049065
0.9990480067045643,0.9988025581715415
0.9861688088097037,0.9826935059368966
0.9875706825625562,0.9844800533308711
0.9813194324147356,0.9664512328924332
0.9992755327042259,0.999409766853728
0.4789534470504609,0.47579365079364977
0.9190840621963073,0.8965257531584067
0.9990705574261131,0.9969092405536852
0.9357641877873886,0.9323907246551274
0.7289624927920275,0.7010884873501907
0.930224116161618,0.9233743686868706
0.8498247863247848,0.8478418803418788
0.9988397218334968,0.9978908688858513
0.8269972451790631,0.8185261707988979
0.971031956458532,0.9605168803837015
0.9936587490015848,0.9923620170375151
0.9866569729615252,0.9856732943938301
0.6775252525252526,0.612878787878788
0.8780479016906167,0.8814097370431822
0.915042053931802,0.9027249530259823
0.6720627383264983,0.6180732426793294
0.9276834005207021,0.9356817606751466
0.8137284534741447,0.793795191913978
0.8876154154957849,0.8565703198180116
0.58921762998022,0.5821940753008772
0.6246455611314554,0.5973382122458821
0.830913978494623,0.8180443548387093
0.652664408355028,0.5577612216667216
0.8880578093306277,0.8825388776200126
0.7252079517704516,0.6999847374847374
0.9981350008016678,0.9981161689040476
0.9815470337594235,0.9694900969237258
0.99672,0.9865777777777777
0.9476886175347299,0.9469088318648122
0.8731468531468533,0.8346853146853148
0.9994253548197987,0.9993622820928202
0.9811100088183422,0.9521770282186951
0.9878835263638108,0.9811012177836935
0.6682026143790851,0.6384313725490196
0.9246688709073879,0.9122283254612022
0.9361564644128287,0.934828580976834
0.896339555740955,0.8631029767905372
0.9817347431254096,0.9848042451114991
0.9242798353909462,0.9326931870141743
0.9899477151564621,0.9940850333320059
0.9980504804789263,0.9956748270448387
0.7924029943447418,0.7476970350756759
0.9968271372876633,0.9957045391255914
1.0,1.0
0.9509757834757828,0.9234639126305787
0.998592796520389,0.9982064860458706
0.9999918829854525,0.9999907463802696
0.893960931794524,0.8536454649484448
0.9814604817826126,0.9787375815197916
0.9114035432040609,0.8893945936044376
0.9784859879091508,0.9660675643873865
0.9997311217478153,0.9994983179538883
0.8991685679185671,0.8926363051363043
0.9920669689776709,0.9903185803527061
0.9541854354354349,0.9483108108108101
0.9997526525612195,0.9997232493227909
0.8302328358208969,0.7926159203980111
0.9166184213889529,0.892967931268052
0.7609847106073521,0.7505658073582602
0.7981093544137021,0.7811340109166196
0.8311688311688312,0.8087662337662338
0.8112893319823217,0.7982913458164868
0.3970808678500992,0.4052071005917165
0.9973604271885523,0.9915898569023568
0.9850028409090912,0.9551526199494949
0.9945249368686874,0.9887446864478114
0.4074760424760427,0.39715315548648905
0.8206911573044381,0.814471840142725
0.9977638399271899,0.9976279906897455
0.9921723356009069,0.9885306122448978
0.9967888622041272,0.9947380858779451
0.9947788446518843,0.9902615663189844
0.9866996794684313,0.9857048662905187
0.7127894327894332,0.6553146853146856
0.8644317160826596,0.845575022461815
0.577412027412026,0.5750725084058406
0.7860260317460328,0.7680387301587313
0.8988296296296306,0.888274074074075
0.9991300887664524,0.9992229072835135
0.991530125082584,0.991211405901366
0.9999986563146765,0.9999998601457686
0.9477643195247325,0.924507599135976
0.935981200545363,0.9351969788375051
0.9998324444444446,0.9988155555555555
0.7245856553147576,0.7038035775713795
0.9990084184872645,0.9991682460387391
0.9993969488176349,0.9990537228787357
0.682642586029209,0.6826536460297119
0.740740740740741,0.19629629629629627
0.9972151486940111,0.9964628692333174
0.9306349206349209,0.9016063492063495
0.9616542549923193,0.9464507987711209
0.9995729373775224,0.9998883783010373
0.9708490231360468,0.9660855175326547
0.9700550840454035,0.9674474273244347
0.9994729392692355,0.9989521760818056
0.8173763291214335,0.8031318219825588
0.8217179712929706,0.7992001393362881
0.8439007622190636,0.8156658543869678
0.9984916501516045,0.9972145707622225
