CAWPE-A(alpha=4),CAWPE-A(ConTie),CAWPE-A(RandTie)
1.0510161524666046,1.0494872856934654,1.0518285203793636
0.14540201743308803,0.14578743026771954,0.14568721516716782
0.10910843893122488,0.10960861567722713,0.10887684573915618
0.4330654832008726,0.4087613668257603,0.4338536043595191
0.27758706704778274,0.2706171264766851,0.2900372055616263
1.3927644174810478,1.3954977592327753,1.4163926503984705
1.6448440402054183,1.6471199709561732,1.6422713559822308
0.33359101893728427,0.30449567482586476,0.34829203600826486
0.8158969551829244,0.8568348448943579,0.912797470519339
0.3482063841188646,0.3608881293435818,0.34824565334265833
0.7068299727347455,0.7054758282605452,0.7104819302991012
0.8172196772251075,0.8285134227236175,0.8284273109953055
0.15279546468865002,0.15387819833259647,0.15266928451578968
0.1321813867019148,0.13167271756816828,0.13246389008461154
0.6944011556554656,0.7200671822063001,0.6979419373275679
1.1494177815893785,1.1705208666835771,1.1544240444011373
0.14517010825086316,0.12524169264273124,0.14660897918193622
0.2390704170535602,0.26019161031120197,0.24109044358393777
0.5878045623564773,0.5963614700957607,0.5925210367250309
1.052225576304458,1.0344211322538384,1.1807924269269143
0.07338630283176115,0.0723767204772127,0.07352569857489892
0.9350888053569408,0.9424605951652194,0.9364619294628981
0.5510753308843099,0.5589081085709441,0.5543177564025988
0.35350290439345156,0.36097253377157995,0.3492568617561187
0.4345519245122729,0.42550624855213337,0.43520392051310386
1.3524045382219612,1.3416475604806375,1.357234618842401
0.48783164904740556,0.5118701879712159,0.48783887688531813
0.7023820936693271,0.7236661853490478,0.7058071333061985
0.18389768154975686,0.18229806424527187,0.18336599013977312
0.6103738351038661,0.6091535063984189,0.6158479352193098
0.6840843690208022,0.6835713925501559,0.6847931189017391
0.21088979740996264,0.21081282271775162,0.21943787461772682
0.29359422690143133,0.3043376475140851,0.29716157943106114
0.5584127919094666,0.5570167129504426,0.5628791432300021
1.6403328714039103,1.6336145048606405,1.692317261008843
1.0783755019716366,1.0867858877400223,1.0928506821958723
0.769629695210561,0.7635866112923756,0.7765818561264274
0.7763491158638433,0.78393521067828,0.8691480651097268
1.4280881862168222,1.4191195860246344,1.4512635824711915
0.6170563751463493,0.6246869696604658,0.6198515587732949
1.9894756226400279,2.0452539748015215,2.045061842857459
2.1964026165042743,2.2427737736936026,2.229515637680476
0.5443709958391261,0.5516395555043968,0.5507431108236828
0.945653453007512,0.8975417442091891,0.9675799519341541
0.5582216385985508,0.5570027385816692,0.5617851145746512
0.7597766683898761,0.8082324166152361,0.7605008760050926
0.22862896420639114,0.21041695621578604,0.24018382743586283
0.31355331247249274,0.3128586732154243,0.31542718906830014
0.18386332698120839,0.18676644616318966,0.18551672572118508
1.3141360122226027,1.322523483714385,1.3142744356808833
1.045010034429773,1.067431860537223,1.0931904713982943
0.3982808608878353,0.3817371083214168,0.40519463679529444
1.102049504861612,1.0935300277743882,1.1189405462485156
0.4994192639744716,0.4995642875264688,0.4999110190968878
1.400307613014265,1.40701979806951,1.5087907778341032
0.7299647797798766,0.7407501154696142,0.7339657479369353
0.44029035106844494,0.43133920999502223,0.44143184288994103
0.6081884793107076,0.6041054028435566,0.6111596122757135
0.24644240359084296,0.2038718239173606,0.24980873725865785
0.5739905012650917,0.5655668644483848,0.5745311763902637
0.35065688813186635,0.25952689208232765,0.36530689038955244
0.2535230020097026,0.25285435842789095,0.2916937014894097
0.8040508344066217,0.795410441656205,0.8112509747062878
0.18266265341736762,0.1615671817490523,0.19080787140246108
0.0027717325230825415,0.0027839462670227236,0.0027808853023884843
0.4588131580353408,0.4566859474968144,0.4603185208552938
0.08067962218895942,0.07955028449383225,0.08136044842863431
0.08478148953352128,0.016544015859150576,0.08577971117686137
0.5610865114576696,0.5583211567234108,0.5632564046048286
0.2730635239705892,0.2844173037233375,0.2731533281030693
0.5749892279054782,0.5743848769811623,0.5766048401593497
0.2959302119104968,0.29505238372827264,0.29682264424467986
0.17421485467166806,0.17392245594554823,0.17483231460654244
0.17254383877988477,0.17770242723935023,0.17215136138701942
0.1305445726337794,0.133677942318458,0.1313443287368468
0.3772248865144501,0.37430980160408617,0.38093378093849267
0.08087389615248869,0.08083198803865235,0.08091086266818512
0.6929493411655864,0.6914994770908691,0.6943544134036947
0.592921536865033,0.6040073218992379,0.5987031321880104
1.1660354254601408,1.163693840623121,1.1866401355361225
1.1775496601154962,1.1960288967184745,1.1907870434628545
0.45345503209170684,0.4728073511949761,0.4516586946277576
1.7919406704867167,1.817442284241556,1.8109804682417092
0.9241575653620262,0.9348034352040481,0.9433157290189704
1.431619476729363,1.6450096069888431,1.4028809391907537
2.0074432831887616,2.0175001704662683,2.036833810673353
1.4978834595137733,1.5945278974652137,1.481648310160815
1.205392392740936,1.2988100639387097,1.2127173963906062
2.6568201407848737,2.651963343756953,2.6969855739769426
0.13668383556903818,0.12949650026066928,0.1377741231321448
0.29423385459887097,0.3012450454385327,0.2943196624830619
0.4627029666123762,0.46288391434688003,0.46843473564873295
0.40204763842190394,0.4017329100269874,0.4025016076300858
0.2261590022915214,0.21938083312523454,0.23198270494876316
