CAWPE-A(alpha=4),CAWPE-A(ConTie),CAWPE-A(RandTie)
0.8809547837475374,0.8971942692550421,0.8980957535627215
0.5022591517460319,0.5072069412488766,0.5049804336666464
0.9018162715016302,0.8981312258665948,0.9056488221911809
0.7166998580200538,0.7354808596453934,0.7197468270005009
0.5743626002208331,0.5819942183981809,0.5757638176744975
0.14047794938547423,0.12682209012749926,0.1422120742200394
0.35833168343328814,0.36700885106700637,0.359038488287443
0.0222802113184649,0.0023054692606542934,0.02386013716152816
0.6486299082730353,0.6354753435557202,0.6542745934261451
0.8462996560674635,0.8491665515514435,0.8495030334125998
0.20883730766673123,0.20879016524357472,0.20837060949034578
1.4311158798501458,1.4911431335043446,1.4404452212771817
0.05194149831151962,0.03416215930388384,0.053439602763758184
0.1558002193791635,0.13929478814833915,0.15983289235515397
0.710822871812182,0.7065441366398691,0.711285009830599
0.8679109351807723,0.9700594793464338,0.9050549430694556
0.15639290657532828,0.15604191756946376,0.15684400804833715
0.4821669553139278,0.5084967888550708,0.4834400905393453
0.5238845447777584,0.5341150218158982,0.5277510733422155
0.14031703008469343,0.03191920777580871,0.15610512740946808
0.47628415753778625,0.4770458769880936,0.47610542609465906
0.4750867976235425,0.47503356660554186,0.4754376468988406
0.21771394376101041,0.2094870063017346,0.21586397559782608
1.264571575430465,1.2640120135818482,1.2686961344386853
1.3237116801852291,1.3298081816815093,1.3367096881846647
1.505122922274443,1.5035487559431402,1.5071840941445036
0.364215731332134,0.3673310827968382,0.36848269687519974
