CAWPE(RandTie),CAWPE(ConTie),CAWPE(alpha=4)
1.6046352803146866,1.521626935705161,1.530556511336139
0.8110192916154727,0.7767996250974841,0.7669831880755512
1.5006289019906964,1.4952075128753914,1.4691650884906167
0.8705489957593204,0.8545743577550238,0.8432429389371559
0.9647325657293969,0.9335594829959108,0.9259908283751568
0.900352014777196,0.8765659582846872,0.8544427614717639
0.5114203737393869,0.4862386181447764,0.4802853648289835
0.7740022277352322,0.6681852554284311,0.709849205515223
1.1313751867330355,0.9727687196918653,0.8956272633346598
0.11316669454078164,0.11468460779560072,0.09587579846668641
1.111504536246099,1.1524583169570422,1.1014813123230245
2.406304978788254,2.4213501048611197,2.4109956099836576
2.41290384461846,2.4140883560120945,2.4314709330468944
2.4536596694988497,2.4980717457325228,2.4573540168832406
0.5725007530355554,0.589830322809439,0.5298979942897254
0.655227089813773,0.6713454627890643,0.6532557878664567
0.6311950411782722,0.6267170898622559,0.6274897444410399
0.8467960509086049,0.8604147598822288,0.8426610616463552
1.0099066919817719,1.2865652989396261,0.9735178255753589
0.5390071437810666,0.5547679208252939,0.5253475068713496
0.3228768117631873,0.3290980194361011,0.32090642473859354
0.38607483909328977,0.3825226481343547,0.3426658697173895
1.2245789815161379,1.2409320890233562,1.2029981663960818
0.7962550708658914,0.7646161803708439,0.7396943883369861
0.5653222253322421,0.5281086004371752,0.5062123917075377
1.4490892367679722,1.4318453611689423,1.3948701278046294
2.34488029210621,2.311655582150785,2.2657208295295432
0.827696904294205,0.7968614217119506,0.7671856783490415
0.7926478787947548,0.7781910811122884,0.7529468384445994
0.8354769411493385,0.8255178444275407,0.8030382241157794
0.3450052484853703,0.31712602479382734,0.32557610569410766
0.6700931278633236,0.6742001527575987,0.6560275518230986
0.45015022956734896,0.4160469736179579,0.4213940469334713
2.3203201448372592,2.313522849481521,2.297768335566809
1.1912043050311405,1.1887982595359798,1.1685319527025206
3.510620284099565,3.550869789798544,3.5426310509482257
1.633763886672319,1.6343230375134856,1.6070306450438743
0.15993130617353868,0.15796605338843875,0.15850184603853235
1.794329274786859,1.9612838608274,1.7869886010410772
0.928000782842662,0.8652018225290703,0.8801289061568627
1.5039599528880425,1.504495942451497,1.4783944772548472
0.6224981573625008,0.58776691977015,0.5924472656339838
0.062291935653086467,0.062155710058670044,0.058573533464226855
1.227807614037263,1.23066978450699,1.2282279325095873
0.8592688689289718,0.8351539927216977,0.8492429920249825
0.5734261942061134,0.5547224473495909,0.5625192613141893
1.4480445713054517,1.3859095111727462,1.4173615197026852
0.49234035316176133,0.4716524876858497,0.4583178924304082
0.5219626193981448,0.4330124643369826,0.46456520348569086
0.4215381480357881,0.3747318088480933,0.39634920736778856
0.6816863160878753,0.6614457607275372,0.6425723067771791
1.9482268210431124,2.0055640536366073,1.9060577863405253
0.5934934220272458,0.5718662805595883,0.5811547465221943
6.795285114175398,6.964810659393389,6.8700940853597
0.15493614606329745,0.156119176862852,0.15086860300162483
0.5861862015282017,0.5922177812974253,0.5807765962171944
0.49857638491533646,0.4877965769754193,0.4925827723269764
0.6422783528121454,0.6421097616674367,0.6393742098873674
2.27099232083881,2.3394311377412196,2.279011069641935
1.825845571037946,1.8375086775784026,1.8097884382716762
1.1650714359393615,1.159456861838244,1.1256959556714714
1.8495060619225643,1.8211887999835272,1.7759798802001123
1.5596545162955364,1.6059423300995497,1.543818048509825
0.5401797419853662,0.5066904972173233,0.5053493108145727
0.5775523074478579,0.5784155447960679,0.5572147412763547
0.2994505957041114,0.28982622948263237,0.2946064761355537
0.1319275730986719,0.13068906202027614,0.1309973589410667
0.7046044410049339,0.6679592720782335,0.6601527493806298
0.8181331396226974,0.7844733374350299,0.7697215473672557
0.2853669638287374,0.2708001435714913,0.2641555671333518
1.521680024956081,1.5036365583479414,1.4517598134649616
1.1341919474737117,0.9420741422686184,0.9530073263949498
0.6327319087589794,0.6653332280991452,0.6232076532152281
0.453998924586533,0.43396086592596655,0.39311175001591875
0.3924013829259188,0.32839253703344184,0.3365218397655282
0.34745920246573647,0.3195300644711489,0.3228592132625345
1.1760818630114143,1.190742953113586,1.1697807925735375
1.2896160517831026,1.2859206842550976,1.2783227165014466
1.3256171668077574,1.3337902946628013,1.3196375134339788
0.08148335562131657,0.0535389244458534,0.07854148705595812
0.48118284625239544,0.47617763848133965,0.4574953567651766
2.58999548351398,2.522333337048344,2.4952043713559156
2.5627256292722667,2.567670058543319,2.563110166071299
1.1306849755084125,1.1568650790577046,1.1345755666887576
0.6046368602106736,0.6105820320138897,0.5907402582117819
