CAWPE-S,PB-S
0.6480114997604215,0.6270883245487942
1.0,1.0
1.0,0.9983333333333334
0.8566366366366366,0.8422467922467921
0.9180803571428572,0.8472470238095238
0.6905405405405407,0.5451951951951951
0.7104166666666667,0.6774305555555553
0.9005341880341879,0.8975427350427352
0.676190476190476,0.657142857142857
0.8938053097345134,0.8939675516224189
0.7820855614973262,0.768716577540107
0.7244131455399059,0.7204225352112676
0.9662846227316143,0.9655205348615089
0.9719483568075117,0.9730046948356812
0.7829931972789118,0.7656462585034014
0.6794871794871794,0.6269230769230769
0.9606411741985322,0.8397837002703749
0.9240112994350284,0.8880728185812929
0.8363522012578616,0.7845597484276728
0.728710306141852,0.2843815364137669
0.9896263828010855,0.9497182216656231
0.6029185867895546,0.5938556067588326
0.8245954692556634,0.7514563106796115
0.9703703703703703,0.7338047138047138
0.8314228195867132,0.753775633055046
0.5360997732426304,0.500045351473923
0.857267441860465,0.8557170542635659
0.7319010416666667,0.7026041666666667
0.9717948717948715,0.9657509157509154
0.8302564102564106,0.8343589743589747
0.8600401606425703,0.8508032128514055
0.9138381201044387,0.8632724107919929
0.9053959965187119,0.8564838990426457
0.8539999999999998,0.8206666666666667
0.5597222222222222,0.4190972222222222
0.6911111111111111,0.5866666666666666
0.7489035087719299,0.749561403508772
0.7261603375527427,0.36244725738396627
0.5773333333333334,0.5762222222222223
0.8056689342403629,0.7938775510204082
0.3814207650273225,0.31366120218579224
0.32626262626262625,0.30336700336700334
0.8064935064935067,0.7995670995670995
0.644939493949395,0.5498349834983499
0.8275362318840579,0.8219202898550724
0.7154639175257732,0.7071019473081329
0.9539105339105339,0.8619336219336221
0.8893333333333333,0.8681904761904763
0.957777777777778,0.9493333333333333
0.7256048387096773,0.7243279569892471
0.7303030303030302,0.712121212121212
0.9392007738750456,0.8106841455685648
0.792962962962963,0.6807407407407405
0.8890151515151516,0.8791666666666668
0.4977777777777778,0.38
0.7977168949771689,0.7977168949771689
0.8544023834560112,0.7895793901156679
0.8205555555555555,0.7999305555555555
0.9031518301527991,0.8488956548927946
0.7967948717948722,0.7589743589743587
0.8920535340861566,0.8291300710999582
0.8959232613908873,0.6661870503597122
0.7263333333333333,0.6558888888888885
0.9542719614921776,0.7637785800240676
0.9983998030526833,0.9553504021007715
0.8781997187060476,0.8012658227848101
0.9748433393976145,0.945047503537497
0.9720010288065843,0.906764403292181
0.8216339869281045,0.7539869281045752
0.9201307189542481,0.910718954248366
0.8139926739926744,0.7431501831501833
0.9321611721611723,0.9000732600732603
0.9840512637949449,0.9781060875756497
0.9695080242041565,0.9619310707708499
0.9674223034734919,0.9497745277269958
0.8958762886597941,0.8316151202749145
0.9893804235693915,0.974974209600097
0.7630208333333334,0.7650173611111108
0.8423076923076922,0.8314102564102566
0.6839999999999999,0.6613333333333333
0.6608695652173914,0.6463768115942028
0.8725490196078435,0.8633986928104579
0.5549019607843138,0.5209150326797386
0.7021978021978023,0.695970695970696
0.79075,0.7013333333333333
0.6123750000000001,0.4973333333333334
0.798456403838131,0.7025448477263246
0.6622222222222223,0.6214814814814814
0.4341513292433537,0.3881390593047034
0.921,0.7606756756756755
0.9390476190476191,0.9174603174603176
0.9301807482135352,0.9261454392601933
0.9138235294117647,0.8928431372549019
0.9316956521739129,0.9070289855072465
0.695959595959596,0.7073232323232326
0.8563909774436088,0.8448621553884712
0.6638647342995169,0.6731400966183578
0.7497333333333336,0.7570000000000001
0.8237037037037037,0.8325925925925926
0.968975468975469,0.9182683982683983
0.9003524046434495,0.8572346600331676
0.9981814837804908,0.9638722210727176
0.8002369668246447,0.697788309636651
0.7452700378396975,0.70374957000344
0.9866666666666666,0.9775555555555556
0.5284444444444444,0.49866666666666665
0.9683148148148149,0.9645833333333332
0.9832985386221292,0.9827418232428669
0.7821818181818181,0.7761818181818183
0.6833333333333333,0.5166666666666667
0.9763900153194556,0.9774533657745337
0.8400000000000002,0.8111827956989248
0.8466666666666666,0.7950537634408601
0.9623273438454958,0.7104388216599438
0.8610377484327064,0.8664665866346539
0.8576630652260903,0.8604108309990663
0.9712121212121211,0.9655303030303027
0.6072263993316624,0.5834168755221386
0.6041275030649774,0.5270126685737639
0.6017591339648173,0.5899864682002707
0.9312925170068026,0.9272108843537412
