TRAINTESTDIFFSBALACC,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
AvgTRAINTESTDIFFSBALACCOverDsets:,0.0039498641649973396,-0.00985763067826691,-0.014083235974163884
AvgTRAINTESTDIFFSBALACCRankOverDsets:,1.0661157024793388,2.2231404958677685,2.7107438016528924
StddevOfTRAINTESTDIFFSBALACCOverDsets:,0.04712511638743136,0.039671603400883104,0.04023840936072121
AvgOfStddevsOfTRAINTESTDIFFSBALACCOverDsetFolds:,0.045506834884495743,0.048174070537489386,0.04884363659898452
StddevsOfTRAINTESTDIFFSBALACCRanksOverDsets:,0.309180022804478,0.4375614872179893,0.5072477456648715

flat,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),0|121|0,116|2|3,116|2|3
CAWPE-A(alpha=4),3|2|116,0|121|0,89|2|30
CAWPE-A(RandTie),3|2|116,30|2|89,0|121|0



p=0.01,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),0|121|0,4|117|0,9|112|0
CAWPE-A(alpha=4),0|117|4,0|121|0,0|121|0
CAWPE-A(RandTie),0|112|9,0|121|0,0|121|0



p=0.05,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),0|121|0,9|112|0,16|104|1
CAWPE-A(alpha=4),0|112|9,0|121|0,0|121|0
CAWPE-A(RandTie),1|104|16,0|121|0,0|121|0



T TEST,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),0.0,0.0,2.8E-7
CAWPE-A(alpha=4),0.0,0.0,0.0012913
CAWPE-A(RandTie),0.0,0.0,0.0

SIGN TEST,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),0.0,0.0,0.0
CAWPE-A(alpha=4),0.0,0.0,8.0E-8
CAWPE-A(RandTie),0.0,0.0,0.0

SIGN RANK TEST,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),0.0,0.0,0.0
CAWPE-A(alpha=4),0.0,0.0,1.0E-8
CAWPE-A(RandTie),0.0,0.0,0.0

NOSIGDIFFERENCE,CAWPE-A(ConTie),CAWPE-A(alpha=4),CAWPE-A(RandTie)
CAWPE-A(ConTie),true,false,false
CAWPE-A(alpha=4),false,true,false
CAWPE-A(RandTie),false,false,true



cliques = []

