NBC-S,CAWPE-S,SMLR-S,WMV-S,ES-S,SMM5-S,MV-S,SMLRE-S,PB-S,RC-S
0.9065467069231272,0.8997054452807293,0.9147420020005248,0.8407819469041059,0.8422592401285581,0.9103435839728451,0.8123761047979801,0.9175082911091432,0.696700886707989,0.821148733684245
0.8611668486668488,0.8353380389612273,0.8585805832182645,0.8165817827049711,0.8149766696868146,0.8530776989110324,0.812583433235607,0.8575379397843166,0.7718431705750548,0.807171680903565
0.7982737450338789,0.7744991861504246,0.8043129808854851,0.7602220894583597,0.7547257804969022,0.7898969603213425,0.7526786358750422,0.7887664174674625,0.6963650933765614,0.7373486667149062
0.6883388746532015,0.7358317197823965,0.7630627602181457,0.6388104920187262,0.6084961814940243,0.7363656730584202,0.4802731181326638,0.7598954385181138,0.24467105539184356,0.4981775355030763
0.9892859830078066,0.9896545390893606,0.9902120889111831,0.9865043473262898,0.989233156723203,0.990307212799532,0.9865043473262898,0.9903230188836986,0.9527470451766625,0.9865043473262898
0.5109956171523335,0.5173507462686566,0.5054607912816869,0.5172500592276712,0.5127872542051647,0.5118988391376451,0.5172500592276712,0.5227819237147595,0.503909026297086,0.5015961857379769
0.8021258503401362,0.8096513605442176,0.8118197278911566,0.7886904761904763,0.8002551020408163,0.8027636054421768,0.7886904761904763,0.7713010204081634,0.7538690476190475,0.7886904761904763
0.9515824915824915,0.9758922558922561,0.9864646464646466,0.9387878787878793,0.955016835016835,0.9808080808080809,0.9245791245791243,0.9745454545454546,0.7499663299663301,0.9383838383838384
0.7257946829857128,0.6808447685920327,0.7639530392101508,0.6151722651867881,0.7009965755394546,0.7710628728062651,0.6151722651867881,0.7655894739962787,0.5,0.5013435873179031
0.5093716106147493,0.513229766492148,0.4982037801051335,0.506233189210204,0.4963074256579435,0.5017193993296476,0.5054514367429164,0.5025986964562937,0.478872909769086,0.4947919397646506
0.8651233315295815,0.8639046717171717,0.861686056998557,0.8651233315295815,0.8616330717893217,0.8619656385281386,0.8651233315295815,0.8611370400432901,0.8611843885281386,0.8651233315295815
0.7142521367521368,0.7215427350427351,0.7055,0.710235042735043,0.7079230769230771,0.6993162393162394,0.710235042735043,0.6975982905982908,0.6823888888888889,0.6914401709401709
0.9707827558741537,0.9709303066507367,0.9646362838674667,0.9703813221823974,0.9675781276668374,0.9674590778596153,0.9719743130227002,0.959364094686675,0.9703784206633668,0.971257467144564
0.7526515151515153,0.753030303030303,0.756818181818182,0.7579545454545455,0.7590909090909091,0.7575757575757577,0.7579545454545455,0.7590909090909091,0.7643939393939394,0.7617424242424243
0.5878178418803419,0.6236618589743589,0.5251086182336184,0.6197061965811966,0.6116417378917379,0.5903579059829058,0.6098530982905981,0.5186084401709402,0.6288132122507123,0.6084962606837607
0.8588432635534085,0.8502070506141267,0.929101938682075,0.8367263427109974,0.8608934829970636,0.9238672602696473,0.8350713586561839,0.9275294433393326,0.7921690979129169,0.8341189889804552
0.8744461973385843,0.8809176960257787,0.8808284351752396,0.8761910356247763,0.8765227925965706,0.8796574770258981,0.8761874552452561,0.8829640942634364,0.8162186841110713,0.8761910356247763
0.5318181818181819,0.5227272727272727,0.5141414141414141,0.5146464646464646,0.5166666666666667,0.5194444444444444,0.5146464646464646,0.5126262626262627,0.5092171717171717,0.5055555555555556
0.31143353174603167,0.3655406746031745,0.31922619047619044,0.32064153439153437,0.32913194444444444,0.3036871693121693,0.3071428571428571,0.27183035714285714,0.30139715608465606,0.29723710317460317
0.6090986726074445,0.6356590550450201,0.5707026826325073,0.6245470156873666,0.6193293418732017,0.5468787710015781,0.6174074074074074,0.5093971038707881,0.5491515826603545,0.5965501717256103
0.5864378732282898,0.5686596157996978,0.5558781207281099,0.5679221526728541,0.560932441182819,0.5604755737822865,0.5679221526728541,0.5763903877976834,0.5582991582128211,0.5358155262968559
0.7539351851851854,0.7488215488215487,0.7640151515151515,0.6834385521885522,0.6941919191919191,0.7633943602693605,0.5847327441077442,0.7621001683501682,0.32046506734006724,0.6834701178451179
0.3446005936249838,0.3130190992386115,0.3216021422118983,0.31889856755710416,0.3100245192928119,0.3159052781004001,0.31714414763195253,0.3039972899728997,0.3386436959607691,0.26125822686798295
0.7972935902582632,0.7962665596146123,0.7836411079887594,0.7956610464338284,0.7866552923859227,0.7807005218787637,0.7956610464338284,0.7793958249698917,0.7934698247022612,0.7953867255452963
0.22999999999999998,0.23397222222222222,0.21011111111111108,0.2361666666666666,0.22783333333333336,0.21233333333333337,0.23777777777777775,0.2153611111111111,0.22336111111111104,0.22177777777777777
0.27253479853479856,0.28751526251526255,0.2527728937728938,0.2911770451770451,0.2893467643467643,0.2580866910866911,0.28086080586080586,0.24171794871794874,0.2748986568986569,0.27931868131868126
0.6838037634408602,0.6761760752688175,0.6299731182795703,0.6712029569892475,0.6656250000000002,0.6239583333333336,0.6712029569892475,0.6423387096774195,0.6716061827956987,0.623286290322581
0.6506600660066008,0.6444444444444444,0.6646314631463146,0.6117711771177119,0.6475797579757976,0.6731573157315733,0.6117711771177119,0.6596259625962595,0.5497249724972498,0.6048954895489549
0.8033215010141989,0.8060344827586207,0.8111646382691008,0.8020622041920216,0.8049695740365113,0.809837728194726,0.8020622041920216,0.8072853279242731,0.8059246112237998,0.8020622041920216
0.5736263736263736,0.53228021978022,0.5625114468864468,0.5414148351648351,0.5519230769230768,0.5558417277167277,0.5414148351648351,0.5407699938949939,0.5435515873015874,0.5071543040293041
0.950966810966811,0.955901875901876,0.9555844155844153,0.9514574314574316,0.9500144300144299,0.9491197691197695,0.9487734487734485,0.9540259740259742,0.8588167388167388,0.9498701298701299
0.8978601863557615,0.862843564170998,0.8750011705763918,0.8669452638479187,0.868431895865524,0.8843166175024583,0.8669452638479187,0.8754038488551762,0.8418317179379123,0.8670927564732874
0.9546666666666667,0.952888888888889,0.9426666666666669,0.9546666666666667,0.9515555555555557,0.9497777777777779,0.9546666666666667,0.936888888888889,0.9528888888888888,0.9546666666666667
0.7185653428037883,0.7200910364145658,0.7133022375616912,0.7197173035881018,0.7217832132853139,0.7101809890622915,0.7191040582899828,0.7015061024409766,0.7198489395758306,0.7188507069494464
0.5949074074074073,0.7560185185185186,0.4092592592592593,0.7560185185185185,0.7620370370370373,0.5791666666666667,0.7550925925925928,0.5560185185185185,0.764814814814815,0.6532407407407407
0.909569613458048,0.9426721118289765,0.9439961928700537,0.9073594050826349,0.899996773405907,0.9369666788672915,0.8886991532085925,0.944254646789609,0.8127071172080333,0.9024187648377122
0.7853703703703706,0.8055555555555558,0.7690740740740742,0.7927777777777778,0.784074074074074,0.7103703703703705,0.7872222222222223,0.5381481481481482,0.6888888888888886,0.7818518518518519
0.5187188433323698,0.5861570805290611,0.42999236136917307,0.5768026480586868,0.5490766202843498,0.4939259809791212,0.564870556174904,0.42461758674319056,0.6417389239853007,0.4765845685893994
0.5104761904761905,0.4882539682539682,0.34984126984126984,0.48000000000000004,0.48634920634920636,0.47301587301587306,0.4695238095238095,0.395873015873016,0.47301587301587306,0.48126984126984135
0.6059893784421717,0.6143948334644639,0.490643849986887,0.6113886703383165,0.6380048518227118,0.5648341201153947,0.6154897718332024,0.5044223708366117,0.706818777865198,0.4865263571990559
0.8281528156283285,0.817548446010716,0.8294683561419547,0.7979868491537426,0.8170659695009056,0.8261615069856252,0.7979868491537426,0.825948736666734,0.7456983937485029,0.797350925950355
0.8228108596655891,0.8284156614639459,0.8308232233693702,0.8228108596655891,0.8277111505081051,0.8286850673804477,0.8228108596655891,0.8284330424908168,0.8107826097032479,0.8228108596655891
0.8522455656481391,0.8579727555290984,0.8822116436940906,0.8420122746456803,0.8586043796106323,0.8839600826979552,0.8420122746456803,0.8802445926334126,0.7743044145821615,0.8420122746456803
0.7833333333333332,0.7820987654320988,0.7728395061728396,0.7814814814814818,0.7839506172839508,0.7691358024691356,0.7814814814814818,0.7623456790123455,0.7543209876543211,0.7808641975308644
0.8634380870907139,0.8935566794149223,0.908817263821793,0.8573247953569513,0.8583727522812669,0.9143518518518519,0.8569834440418679,0.9098463499731615,0.8262723094471284,0.8559941961889426
0.8743405275779376,0.938968824940048,0.9514388489208634,0.7768585131894483,0.8598321342925658,0.9474820143884892,0.7768585131894483,0.9501199040767386,0.6574340527577935,0.7864508393285371
0.6760427903631786,0.6581935863489261,0.6900608021967246,0.531445523193096,0.6030294857964761,0.691788434506881,0.531445523193096,0.6896113235919062,0.4994107744107744,0.5014881827988624
0.9611650654413811,0.9652142509050405,0.9711979601782232,0.9049672793093844,0.9549646686159844,0.9681121205792259,0.9049672793093844,0.9705226608187132,0.768076441102757,0.9049672793093844
0.9999574395641811,0.9997253557275666,0.999965951651345,0.9997253557275666,0.9999659516513449,0.9999233912155262,0.9997253557275666,0.9999744637385087,0.9555211403995956,0.9997253557275666
0.8778347578347578,0.8872542735042737,0.8940835707502371,0.8775854700854702,0.8830080721747389,0.8859449192782526,0.8775854700854702,0.8762393162393162,0.8086799620132955,0.8775854700854702
0.9596817302879941,0.9396406542969417,0.981032082962896,0.9183010598431622,0.9571924046254954,0.9804363215377709,0.9183010598431622,0.9808770214486316,0.8593696949475311,0.9183010598431622
0.8076861476069049,0.7259691027707371,0.7874624990314143,0.6700919881984255,0.6990204673228291,0.7866205588027991,0.7227716179620823,0.7874944856348615,0.7364338802734374,0.6558985928889451
0.7789477921346054,0.7749501152954842,0.7908226519686486,0.752635982541791,0.7766789725188471,0.787351136566207,0.752635982541791,0.7912605447927269,0.6802847597196107,0.7494580249682289
0.8996967190515578,0.8954532365285053,0.8887108006821268,0.8951870232515391,0.8879946696075726,0.8822581666309265,0.8956411277558229,0.8781949167253825,0.8803493347220945,0.8942162178721317
0.8040606845658657,0.8135110823258492,0.8150327759459886,0.8025903464698801,0.8002682263044959,0.8139572538860105,0.8025903464698801,0.8108752682263045,0.7408649317004238,0.8025903464698801
0.9103518167262294,0.9040047082319504,0.8891806198225345,0.8994083403611473,0.8972413530454236,0.870751287033998,0.9007064607154072,0.8670087461185649,0.8538484180398741,0.8915391574304569
0.9839065745586292,0.9844733108793042,0.9865597794318502,0.9840684139767469,0.9840301752879611,0.9834106891956037,0.9832664081757212,0.9827877134600446,0.9784909325194598,0.9838767069058693
0.5959832397332397,0.5493166461916463,0.5182059494559494,0.5487674768924768,0.537038215163215,0.5226062507312507,0.5487674768924768,0.5269213612963612,0.5784887972387973,0.5024997806247806
0.8455862719655822,0.7468880391639013,0.8191183928885079,0.7387532518567,0.7526344515424974,0.7996912882774951,0.7283787978730508,0.8248897836943816,0.6468436178551119,0.6949280914913097
0.8671921921921922,0.8564939939939938,0.8833896396396397,0.833220720720721,0.8660848348348348,0.8698948948948949,0.833220720720721,0.8550863363363365,0.7399399399399401,0.8351163663663665
0.9879859001914606,0.9894640157468528,0.9918526892935823,0.9881467544908874,0.9873716247753026,0.9905155684216542,0.9869458800588397,0.8338397871344457,0.9748879497861543,0.9871564620678018
0.7225034825870645,0.716973134328358,0.7153024875621891,0.7175164179104476,0.7150009950248756,0.7146985074626866,0.7175164179104476,0.7120348258706469,0.7171542288557214,0.7044258706467663
0.5827777777777778,0.585462962962963,0.5671296296296297,0.5925925925925927,0.5843518518518518,0.5743518518518519,0.5923148148148148,0.5348148148148147,0.5813888888888891,0.5965740740740741
0.5237654320987654,0.5221707818930041,0.4988168724279835,0.5240226337448558,0.5179012345679014,0.49974279835390945,0.5261831275720164,0.4883230452674898,0.5228909465020576,0.5151748971193416
0.6293350168350168,0.6333333333333333,0.6011363636363638,0.6353114478114478,0.6283670033670034,0.6023569023569024,0.6333754208754208,0.5663299663299662,0.6473484848484847,0.6109848484848485
0.6345779220779221,0.6205086580086581,0.5958874458874458,0.6233766233766233,0.601461038961039,0.5991341991341993,0.6233766233766233,0.5917207792207791,0.6471320346320346,0.5430194805194806
0.40801166426166424,0.434158249158249,0.3518668831168832,0.431717772967773,0.41453884078884073,0.3606487493987494,0.41683501683501684,0.3450943963443963,0.413425925925926,0.402245670995671
0.49897435897435904,0.5029487179487181,0.49974358974358984,0.5029487179487181,0.5019230769230769,0.5053846153846154,0.5029487179487181,0.5023076923076922,0.5014102564102565,0.5
0.8000000000000002,0.8121666666666666,0.7457916666666667,0.8104166666666668,0.8011666666666666,0.73875,0.8029583333333332,0.6537083333333332,0.7226666666666667,0.8027916666666665
0.6184999999999998,0.6276666666666666,0.5697499999999999,0.6392499999999999,0.6057083333333335,0.5054583333333332,0.627625,0.13933333333333336,0.5115833333333332,0.6109166666666668
0.8065833333333331,0.8125833333333335,0.7410000000000001,0.8115833333333334,0.8001666666666666,0.7109166666666665,0.8099583333333336,0.455625,0.7232916666666668,0.80475
0.3306712962962963,0.3273148148148149,0.3318287037037038,0.33148148148148143,0.33009259259259255,0.33437500000000003,0.3318287037037037,0.32962962962962966,0.31875000000000003,0.3333333333333333
0.295026455026455,0.31181746031746027,0.2583386243386243,0.3071825396825396,0.30160317460317465,0.2484761904761905,0.30447619047619046,0.23500264550264557,0.3146931216931217,0.2911349206349206
0.9216608574972959,0.9149637930174642,0.9212850732009887,0.8684160214631471,0.906190505689947,0.9336713638729666,0.8684160214631471,0.9287507714389905,0.7623609851353836,0.8684160214631471
0.942857142857143,0.9492063492063493,0.9342857142857144,0.9422222222222223,0.9409523809523811,0.9384126984126985,0.9425396825396827,0.9171428571428571,0.9279365079365081,0.9422222222222223
0.9274397416864012,0.9281555301108747,0.9285697524853641,0.9275288817162939,0.9241503665436505,0.9218632578808388,0.9229111059019639,0.9260522752954186,0.9243324011965013,0.9249372568229812
0.9350341783373185,0.938349355064331,0.894877641145757,0.9329722954179472,0.9246883082028009,0.90858528638118,0.9324768823500708,0.8750305301694191,0.9090636640153549,0.932242290050261
0.9242893231189269,0.9291551522590912,0.9348001647212787,0.9238458964945057,0.9240169846409536,0.9337808858988778,0.9238458964945057,0.9368908436798228,0.8963497680245627,0.9238458964945057
0.6833100233100231,0.676181041181041,0.6715734265734266,0.6834809634809634,0.6784965034965035,0.6710062160062159,0.6834809634809634,0.6614063714063714,0.6910994560994562,0.6807692307692307
0.7860736747529201,0.7733490566037737,0.7526055705300988,0.7876123090745732,0.7877358490566039,0.7447888589398024,0.7876123090745732,0.7264375561545372,0.7923517520215633,0.7843104222821203
0.5053091553091553,0.5155116655116655,0.503001078001078,0.5035420035420035,0.502057827057827,0.5064641564641564,0.5035420035420035,0.5136636636636637,0.4988334488334489,0.5002290752290752
0.6898253968253967,0.6657777777777779,0.6611587301587301,0.6715873015873016,0.6761428571428572,0.665126984126984,0.6715873015873016,0.6663015873015874,0.6783809523809523,0.6123174603174603
0.8183333333333336,0.8152222222222222,0.821611111111111,0.8180555555555558,0.8147222222222222,0.8203333333333332,0.8180555555555558,0.8133888888888892,0.8241666666666667,0.8180555555555558
0.9666378066378066,0.9693217893217893,0.9682539682539681,0.9666955266955266,0.9631168831168828,0.9633766233766237,0.9656277056277057,0.9673015873015874,0.9189033189033189,0.9658008658008659
0.8724468145484895,0.8779871325756425,0.8859258140936692,0.866739470869484,0.8757061761619932,0.8809880977254098,0.8655875698060427,0.8855515943900742,0.8162530125671531,0.8553682914946946
0.9404358087531726,0.7874276511962163,0.9249137210198148,0.7843277139405906,0.8282115527768644,0.8975262015618745,0.765752573282246,0.8906447466723496,0.6087937318340892,0.7283432613183053
0.7998318764064394,0.8059725780393514,0.8046991373838785,0.789401549247014,0.7949071028792336,0.8013941203623565,0.7867330650279843,0.8033518406323931,0.7135323553170619,0.7838204806416249
0.7699671001628824,0.7551422131862676,0.7610456946368241,0.7438168147477278,0.7341092938576314,0.7464994036839566,0.7530748791475816,0.7306791229719687,0.6947991816440671,0.7408501392382217
0.9894444444444445,0.9896666666666664,0.9902222222222221,0.990111111111111,0.9891111111111112,0.9858888888888891,0.9866666666666666,0.9871111111111112,0.9797777777777777,0.99
0.5163931623931622,0.529128205128205,0.4935897435897436,0.5241538461538461,0.516905982905983,0.49355555555555564,0.5234700854700856,0.485931623931624,0.5296752136752138,0.5255042735042735
0.9470843090071185,0.7800576052454206,0.9779209752649787,0.761777933075305,0.8359771877309957,0.9705800475717206,0.7614557599028628,0.9776201397859358,0.7363495647626576,0.7347598968906842
0.9791164658634536,0.9778112449799196,0.9987358379203717,0.9778112449799196,0.9840300499121084,0.9988362395267975,0.9778112449799196,0.9987358379203717,0.9767068273092369,0.9778112449799196
0.7100001256818239,0.709438327929015,0.6881106879823041,0.6991768468944024,0.6963067139230326,0.688691589372345,0.6991768468944024,0.687872143880552,0.6998409496518613,0.6787879873312723
0.5055555555555556,0.6611111111111113,0.40555555555555567,0.6777777777777778,0.6833333333333333,0.45555555555555555,0.7222222222222221,0.39444444444444454,0.7055555555555556,0.6833333333333335
0.9772303564552046,0.9762671706652867,0.977473687448433,0.9772303564552046,0.9775005976806874,0.9773562003628137,0.9772303564552046,0.9772397207682553,0.9775367554154347,0.9772303564552046
0.8232539682539682,0.8231111111111109,0.8292857142857142,0.8201746031746031,0.8205873015873018,0.8207936507936506,0.8201746031746031,0.8029682539682539,0.7697142857142855,0.8201587301587302
0.8079259259259258,0.8055555555555556,0.8004444444444444,0.8097037037037036,0.8065925925925924,0.8022222222222222,0.8097037037037036,0.7931851851851852,0.7625925925925927,0.8045925925925926
0.9542360352702114,0.9521115696486148,0.9907727814890477,0.8872297940456411,0.9435428720169502,0.9823899391937413,0.8683332592929128,0.7438581082873595,0.6420315985744343,0.888818358055095
0.8651567216203133,0.8603192135834677,0.8668897148361318,0.8651568029493734,0.8662780929908,0.8663535873812555,0.8651436188949465,0.8660997738094597,0.8659395600113814,0.8651164312039996
0.8624971657347407,0.8590908580892307,0.8640715906783909,0.86245778085789,0.8632608540983701,0.8642070740471317,0.8624706290437262,0.862974212677741,0.8618240664891045,0.8624586374036125
0.9840123456790122,0.9814197530864198,0.974753086419753,0.9827777777777776,0.9811111111111112,0.9671913580246915,0.9830864197530863,0.9707407407407407,0.9827777777777779,0.9827777777777776
0.31924714745194294,0.2967314509990941,0.28432676141383345,0.2833646425945277,0.28535773006295806,0.2831018240743861,0.2902518556803565,0.2835911856171404,0.2820195180911409,0.2607198903716021
0.3257415934681838,0.3248383126847481,0.31592774470743384,0.2744993266423029,0.2506367614699886,0.3066274423037306,0.2563867306065689,0.3081928343703159,0.21352170236419596,0.22630796264572792
0.5451344708483802,0.556764750664373,0.5014502600034868,0.5474265014634431,0.5431219412385774,0.4700490252487452,0.5225466997955445,0.4410566423624427,0.5473913622952843,0.5249741546067433
0.7990476190476191,0.8773015873015872,0.739297052154195,0.8807936507936508,0.8707936507936508,0.7561678004535147,0.8765079365079365,0.7558503401360543,0.8439682539682539,0.8636507936507937
