TunedSVM,CAWPE-A,TunedRandF,TunedMLP,TunedXGBoost
6487671.0 ,72.0,6.0029163E7,8.3947806E7,3041142.0
6599153.0 ,92.0,5.7262191E7,7.9728427E7,2975840.0
1.54222897E8 ,65.0,5.05463973E8,501899.0,7298883.0
1.95944155E8 ,65.0,5.28741461E8,29968.0,5875341.0
2.43819421E8 ,76.0,5.29537135E8,501274.0,5995785.0
2.0814189E8 ,69.0,5.30290157E8,484879.0,5823667.0
2.24388947E8 ,70.0,3.4254589E7,501274.0,6017986.0
236865.0 ,43.0,1.6839136E7,8567819.0,393023.0
218327.0 ,41.0,1.6522337E7,7482353.0,405653.0
249384.0 ,41.0,1.6691873E7,7158848.0,392620.0
204072.0 ,38.0,1.5779475E7,6744145.0,394530.0
295520.0 ,44.0,1.6799085E7,7016462.0,388947.0
161093.0 ,41.0,1.6545634E7,2.8724654E7,348338.0
154233.0 ,38.0,1.7424837E7,2.2692375E7,349040.0
168194.0 ,42.0,1.7636358E7,2.4358109E7,354292.0
131160.0 ,37.0,1.7442725E7,2.4572943E7,350483.0
129423.0 ,39.0,1.6360579E7,2.3232906E7,342130.0
7885420.0 ,45.0,4.1501593E7,1.119143E7,649603.0
7267246.0 ,43.0,4.222577E7,8608934.0,647834.0
7391050.0 ,46.0,4.3780891E7,8592120.0,654258.0
7312064.0 ,47.0,4.5333981E7,8864475.0,645447.0
6628753.0 ,45.0,4.2420765E7,8627642.0,644351.0
4008778.0 ,70.0,6.3075471E7,2.8774761E7,927057.0
3776779.0 ,43.0,6.0188546E7,2.9454105E7,915585.0
4124483.0 ,45.0,6.2317464E7,3.0107595E7,918449.0
4273393.0 ,50.0,6.0012465E7,2.95987E7,921066.0
4173518.0 ,51.0,5.8907294E7,4.0682394E7,916703.0
181901.0 ,28.0,1.0749483E7,7027279.0,297698.0
251108.0 ,37.0,1.1303636E7,3028288.0,310877.0
239121.0 ,43.0,1.0571647E7,2976778.0,303476.0
176332.0 ,40.0,1.0392499E7,4069124.0,298413.0
151690.0 ,40.0,1.0279769E7,3434933.0,294361.0
1.6645E7 ,105.0,2.09828595E8,6.9094953E7,3447979.0
1.4067125E7 ,69.0,2.09090341E8,1.30015453E8,3393600.0
1.1862438E7 ,81.0,2.04950672E8,6.4498131E7,3402036.0
1.3060635E7 ,67.0,2.07722255E8,6.2172828E7,3410324.0
1.2263311E7 ,71.0,2.05612864E8,6.3382819E7,3368699.0
1.44590349E8 ,159.0,8794835.0,387941.0,1.244226E7
1.39553343E8 ,124.0,1.4031812E7,1.3650344E7,1.2471065E7
1.12622293E8 ,99.0,1.228643E7,906407.0,1.2332177E7
1.46876664E8 ,132.0,1.2903697E7,387863.0,1.2448206E7
1.27695281E8 ,124.0,1.4378189E7,337896.0,1.2528475E7
1.992461469E9 ,551.0,1.02107662E8,562166.0,4.4358997E7
1.963008264E9 ,617.0,1.00567834E8,560308.0,4.4388552E7
2.056155162E9 ,637.0,9.8241224E7,556847.0,4.394965E7
2.028045405E9 ,769.0,1.01683248E8,564076.0,4.2089706E7
1.973393058E9 ,679.0,9.8265778E7,565408.0,3.4306775E7
2874013.0 ,8.0,7.3354016E7,1.8705358E7,1151361.0
2760059.0 ,7.0,7.2558689E7,1.9720119E7,1190318.0
2442408.0 ,7.0,7.3027023E7,1.9821766E7,1148245.0
2392912.0 ,8.0,7.7719717E7,2.4227255E7,1156637.0
2316493.0 ,7.0,7.7775948E7,1.8047971E7,1158731.0
1.7607043E7 ,20.0,3.37520778E8,1.0050435E8,5490592.0
1.7242225E7 ,22.0,3.41711628E8,9.6908032E7,5457854.0
2.1264769E7 ,19.0,3.49910625E8,9.6670667E7,5256133.0
2.2127833E7 ,23.0,3.54978823E8,8.9009115E7,5413637.0
1.8089309E7 ,18.0,3.38135969E8,1.04071468E8,5301039.0
1879310.0 ,6.0,1.01096766E8,9.9841945E7,1606866.0
1496725.0 ,6.0,1.02563899E8,1.22802563E8,1610287.0
1729090.0 ,6.0,1.01999357E8,1.12922044E8,1595600.0
1565135.0 ,6.0,1.00442006E8,1.17956965E8,1596233.0
1492819.0 ,6.0,9.8725069E7,1.15480274E8,1590638.0
303441.0 ,38.0,2080420.0,852694.0,272722.0
269768.0 ,38.0,1939503.0,784307.0,305572.0
293607.0 ,40.0,2152134.0,747068.0,297248.0
319422.0 ,39.0,1776863.0,724644.0,285027.0
304928.0 ,39.0,1975218.0,768999.0,328829.0
1.62381281E8 ,102.0,2.64919351E8,1.98655639E8,4243815.0
1.56837866E8 ,107.0,2.74294425E8,1.93820317E8,4045580.0
1.37007841E8 ,87.0,2.72553985E8,1.84770009E8,4137414.0
1.25005694E8 ,93.0,2.60469682E8,1.99425123E8,4087333.0
1.78975551E8 ,88.0,3.26279206E8,1.81260374E8,4114570.0
1698629.0 ,46.0,2.6272766E7,7024476.0,495402.0
1615659.0 ,46.0,2.7464042E7,7615557.0,482503.0
1448221.0 ,54.0,2.6288413E7,7615677.0,483550.0
1492373.0 ,49.0,2.7266531E7,7195574.0,480433.0
1479651.0 ,49.0,2.7748143E7,7960339.0,493765.0
7376101.0 ,62.0,2698695.0,5976761.0,580228.0
8690171.0 ,59.0,2688175.0,6138683.0,628564.0
7939291.0 ,57.0,2802398.0,6230727.0,622128.0
8857256.0 ,59.0,2627207.0,5530703.0,617214.0
8701403.0 ,65.0,2596017.0,6754943.0,794131.0
11832.0 ,29.0,167167.0,132635.0,50182.0
9875.0 ,27.0,207330.0,156439.0,58181.0
12267.0 ,26.0,206769.0,52503.0,56003.0
10186.0 ,27.0,173885.0,51833.0,55841.0
11003.0 ,26.0,172275.0,82755.0,56330.0
2.94349804E8 ,99.0,4.6140827E7,1.0243576E7,4868250.0
2.92759566E8 ,70.0,4.374745E7,1.7383325E7,4753479.0
2.99053852E8 ,97.0,4.5113894E7,1.5806202E7,4437825.0
3.39757091E8 ,93.0,4.0347505E7,1.8527539E7,4332223.0
2.74889254E8 ,84.0,4.3700596E7,1.0216991E7,4381358.0
335814.0 ,31.0,4288106.0,1440085.0,275898.0
417703.0 ,32.0,4332958.0,1518845.0,273686.0
360152.0 ,32.0,4124914.0,1454577.0,264742.0
391587.0 ,33.0,4466973.0,1930358.0,278819.0
286945.0 ,32.0,3966779.0,1519960.0,256860.0
367994.0 ,39.0,4430118.0,1626506.0,356620.0
248434.0 ,78.0,4593279.0,1631359.0,322172.0
332952.0 ,32.0,4739440.0,1712937.0,330169.0
305539.0 ,35.0,4645490.0,1627013.0,316768.0
333497.0 ,36.0,5013214.0,1598216.0,345852.0
1.6470779E8 ,101.0,5673064.0,254224.0,5175809.0
1.53796492E8 ,83.0,4224096.0,256973.0,3957173.0
1.92152576E8 ,76.0,3604269.0,314814.0,3952930.0
1.81990944E8 ,102.0,2725076.0,254242.0,3928354.0
1.70651016E8 ,128.0,2.99403179E8,254830.0,3830935.0
1.09585471E8 ,89.0,1.1144315E7,114663.0,5122424.0
1.08428449E8 ,79.0,9828909.0,61329.0,5463565.0
1.07863618E8 ,75.0,1.1313028E7,21829.0,5403452.0
9.8077207E7 ,68.0,3803793.0,61238.0,5397914.0
9.9635014E7 ,71.0,8694539.0,101178.0,5509515.0
1.71611514E8 ,98.0,4.5069137E7,113718.0,7409432.0
1.73149382E8 ,103.0,4.8236491E7,114323.0,7934838.0
1.56477321E8 ,77.0,4.7338858E7,231588.0,7995704.0
1.73379051E8 ,72.0,4.9216758E7,213954.0,7947912.0
1.58782298E8 ,79.0,4.5732186E7,229659.0,8062041.0
121415.0 ,36.0,7518001.0,3456835.0,244050.0
143274.0 ,36.0,7385966.0,2900772.0,219224.0
164750.0 ,36.0,7889764.0,3889854.0,223052.0
173590.0 ,37.0,7397014.0,3431171.0,217031.0
164306.0 ,36.0,7441832.0,2917858.0,218204.0
3.0186152E7 ,62.0,1.66165741E8,2.6200335E7,2294762.0
3.3631531E7 ,64.0,1.66858822E8,2.6359324E7,2028424.0
3.3031349E7 ,76.0,1.6859907E8,2.578387E7,2014288.0
3.781878E7 ,101.0,1.70481706E8,2.6549309E7,2063145.0
3.2313925E7 ,84.0,1.70246118E8,3.0859632E7,2073612.0
5.78147741E8 ,151.0,2.5413326E7,8.9062836E7,7080139.0
3.89204368E8 ,115.0,2.6138531E7,1.30391905E8,6965075.0
6.91794518E8 ,53.0,2.4746391E7,8.4898548E7,7612185.0
6.08891657E8 ,150.0,2.5426968E7,1.02427189E8,7338018.0
3.16569432E8 ,96.0,2.4134436E7,8.939682E7,6941418.0
3.3097587E7 ,75.0,7.0567865E7,3.7964203E7,3206402.0
3.0955357E7 ,99.0,7.0571201E7,3.1957616E7,2635503.0
3.1489882E7 ,68.0,7.1100292E7,3.5265466E7,2668500.0
2.7963731E7 ,64.0,6.9693478E7,2.8773448E7,2694950.0
3.1928905E7 ,63.0,6.9630606E7,3.5958907E7,2647528.0
512182.0 ,34.0,4126080.0,3145672.0,462524.0
510350.0 ,37.0,4765319.0,3475091.0,510360.0
653753.0 ,38.0,4497522.0,2560977.0,480387.0
544624.0 ,34.0,4792162.0,3276393.0,487201.0
603388.0 ,41.0,4410855.0,3988280.0,528860.0
