TunedSVM,CAWPE-A,TunedRandF,TunedMLP,TunedXGBoost
1.11301864E8 ,49.0,1.8332039E7,7.0455571E7,2814973.0
1.01433624E8 ,47.0,1.8141444E7,6.6903748E7,2774906.0
1.6850822E7 ,34.0,5149231.0,2418348.0,495253.0
1.6110159E7 ,35.0,5105006.0,2359105.0,656987.0
1.6819093E7 ,36.0,5111445.0,2341016.0,655968.0
2.1936352E7 ,34.0,5079323.0,2325005.0,652059.0
1.6528158E7 ,36.0,4366586.0,2414909.0,652130.0
473840.0 ,37.0,8568123.0,1923043.0,305951.0
533689.0 ,37.0,1.0353035E7,1957527.0,469932.0
308816.0 ,36.0,9457799.0,1892017.0,447905.0
449814.0 ,35.0,1.2235865E7,1958498.0,461197.0
410522.0 ,33.0,1.2557487E7,1963976.0,470333.0
424831.0 ,38.0,1.1104949E7,4685587.0,273979.0
424897.0 ,36.0,1.1854583E7,4806474.0,311094.0
417637.0 ,36.0,1.1533284E7,4713738.0,296601.0
444777.0 ,35.0,1.235546E7,4888768.0,327500.0
428450.0 ,34.0,1.0932669E7,4981644.0,291521.0
372050.0 ,41.0,3.4280418E7,2.4396389E7,334980.0
370751.0 ,35.0,3.7857235E7,2.5413915E7,326258.0
360322.0 ,34.0,3.2394493E7,2.4161765E7,289791.0
363185.0 ,33.0,3.2413336E7,2.2750132E7,287998.0
268341.0 ,32.0,3.0003494E7,2.4533342E7,296678.0
79777.0 ,30.0,1.4510585E7,1.1326358E7,241959.0
101997.0 ,32.0,1.5757284E7,9851411.0,282319.0
106592.0 ,30.0,1.6162742E7,1.0136483E7,265692.0
114058.0 ,30.0,1.4703621E7,9759368.0,263102.0
117334.0 ,31.0,1.5545315E7,1.0345808E7,262140.0
520860.0 ,34.0,5315639.0,1276271.0,395507.0
664251.0 ,35.0,6066117.0,1178145.0,439773.0
573390.0 ,33.0,5999458.0,1534116.0,432922.0
525842.0 ,35.0,5433996.0,1273267.0,430537.0
521130.0 ,38.0,5726667.0,1262143.0,436776.0
6125122.0 ,77.0,1.435059E7,1.1550675E7,1187812.0
6220877.0 ,78.0,1.4771654E7,1.1003395E7,1349273.0
6284291.0 ,77.0,1.4096926E7,1.1373091E7,1340081.0
5102808.0 ,64.0,1.4196466E7,1.1311651E7,1340375.0
4700181.0 ,82.0,1.3616405E7,1.1312852E7,1166707.0
5669376.0 ,66.0,1.3487661E7,1.6191986E7,1520405.0
5637873.0 ,68.0,1.2698433E7,4116752.0,1466067.0
5180665.0 ,68.0,1.3242174E7,6.0691917E7,1461138.0
5314085.0 ,86.0,1.3609368E7,4989711.0,1480758.0
5630438.0 ,65.0,1.3345429E7,4.9967826E7,1478433.0
1.4323467E7 ,84.0,1.6585527E7,8.0256738E7,4248860.0
1.012576E7 ,98.0,1.6798095E7,7.7136747E7,4138320.0
1.4370001E7 ,67.0,1.6669343E7,7.954452E7,4135749.0
1.178203E7 ,87.0,1.6375137E7,8776977.0,4136693.0
1.2097937E7 ,79.0,1.6772848E7,2577166.0,4119722.0
3.0740181E7 ,11.0,2.5712836E7,1.91105266E8,2039096.0
2.3028119E7 ,15.0,2.6588081E7,1.97601219E8,2012560.0
2.3066121E7 ,12.0,2.6563661E7,1.78721461E8,2269247.0
2.3063492E7 ,13.0,2.704106E7,1.87183198E8,2204983.0
2.1843403E7 ,12.0,2.6480534E7,2.0961344E8,2256418.0
322185.0 ,4.0,2.706709E7,6520815.0,292341.0
347856.0 ,4.0,2.9079884E7,6079384.0,304583.0
388727.0 ,4.0,2.886552E7,5979266.0,301773.0
304461.0 ,5.0,2.8324694E7,6572235.0,307305.0
425446.0 ,4.0,2.6777844E7,6064870.0,297270.0
83538.0 ,4.0,2408538.0,3.2792158E7,309473.0
128162.0 ,3.0,2196202.0,2.9631227E7,293210.0
84287.0 ,3.0,2289189.0,3.4099754E7,296247.0
89752.0 ,3.0,2400975.0,3.5299849E7,307274.0
93460.0 ,4.0,2309291.0,2.9236648E7,304603.0
4909720.0 ,72.0,1.0922539E7,2.2684497E7,2087852.0
3043959.0 ,77.0,1.090744E7,2.2057104E7,2093556.0
3436612.0 ,91.0,1.0950183E7,49296.0,2095986.0
4738980.0 ,61.0,1.0866085E7,2.1921069E7,2089410.0
3935745.0 ,60.0,1.0938196E7,2.1952965E7,2082877.0
2.0434278668E10 ,245.0,2021813.0,3529570.0,4.3025343E7
2.0327433653E10 ,274.0,2155103.0,3592576.0,4.8461748E7
2.0074534028E10 ,247.0,1619973.0,3545576.0,4.0378188E7
2.0332534102E10 ,274.0,1660362.0,3546723.0,3.8147065E7
2.017222153E10 ,274.0,1735832.0,3514574.0,6.985115E7
4.0822506E7 ,9.0,9.0403239E7,1.4785403E7,1358349.0
8.1258537E7 ,50.0,9.0777162E7,1.7477385E7,1281887.0
4.5710452E7 ,30.0,8.9304591E7,1.7497654E7,1285286.0
4.4178453E7 ,57.0,9.063392E7,1.3460781E7,1292519.0
4.5859838E7 ,61.0,9.1418303E7,1.3869844E7,1289274.0
1132548.0 ,37.0,3.0830863E7,1.3608213E7,464202.0
1227538.0 ,41.0,3.1633697E7,1.5684018E7,462231.0
1187967.0 ,39.0,3.0786979E7,1.6080385E7,450905.0
905556.0 ,37.0,2.9632101E7,1.1424917E7,438860.0
1087115.0 ,77.0,3.1344758E7,1.5678685E7,450242.0
515784.0 ,40.0,4.1006305E7,3.5901395E7,535101.0
478791.0 ,47.0,4.0335755E7,3.5786098E7,509700.0
558455.0 ,45.0,4.0611014E7,3.8877245E7,512819.0
579278.0 ,44.0,4.1859809E7,4.249019E7,517096.0
509799.0 ,58.0,4.1067575E7,3.608362E7,511218.0
984100.0 ,91.0,1.6199485E7,2.539811E7,749917.0
943408.0 ,45.0,1.6844938E7,2.7717441E7,726685.0
906919.0 ,60.0,1.6497834E7,2.7967069E7,720036.0
1036824.0 ,51.0,1.6442197E7,2.5912715E7,708887.0
1288483.0 ,49.0,1.606107E7,3.1317691E7,708705.0
53848.0 ,32.0,5438759.0,1501334.0,184588.0
67165.0 ,32.0,6082436.0,1613547.0,186930.0
78302.0 ,47.0,4991993.0,1518736.0,166323.0
72788.0 ,30.0,5853314.0,1511640.0,183450.0
63494.0 ,36.0,5526668.0,1150323.0,180780.0
2008452.0 ,49.0,6706130.0,6088377.0,765469.0
2091200.0 ,50.0,7355541.0,5496739.0,694958.0
2092293.0 ,68.0,7348243.0,4709499.0,695644.0
2059110.0 ,46.0,7275867.0,6929655.0,691072.0
1103520.0 ,62.0,7533980.0,4753506.0,699861.0
1396879.0 ,279.0,1.1180029E7,5900978.0,490221.0
929641.0 ,42.0,1.1960134E7,6431611.0,521625.0
1022587.0 ,50.0,1.2194901E7,5917012.0,520863.0
988608.0 ,47.0,1.1619404E7,7221543.0,510868.0
1091258.0 ,69.0,1.2111798E7,6095962.0,522177.0
1052022.0 ,64.0,1.2585871E7,7601164.0,530745.0
1105752.0 ,46.0,1.2352982E7,7681650.0,535232.0
1018642.0 ,53.0,1.1869615E7,5834494.0,518735.0
1164772.0 ,51.0,1.2306511E7,7579676.0,537079.0
1074286.0 ,44.0,1.2044279E7,7191865.0,526204.0
41696.0 ,34.0,2784599.0,747107.0,205440.0
35396.0 ,33.0,2566490.0,798126.0,205670.0
55678.0 ,34.0,2551150.0,790640.0,202674.0
99488.0 ,33.0,2846004.0,737677.0,209469.0
89824.0 ,33.0,2920155.0,779711.0,204948.0
2271692.0 ,137.0,1.9892958E7,1.2348404E7,972213.0
2125077.0 ,53.0,1.9635166E7,1.2955061E7,941950.0
2404002.0 ,60.0,1.9555412E7,1.3767228E7,959087.0
2289238.0 ,5.0,1.9291421E7,1.2143378E7,967442.0
2313110.0 ,53.0,1.9345682E7,1.1196668E7,1052930.0
748004.0 ,49.0,1.5283969E7,3586971.0,820022.0
725087.0 ,45.0,1.5760209E7,3728413.0,815469.0
1002856.0 ,41.0,1.5160907E7,2866409.0,804165.0
1083311.0 ,45.0,1.5396649E7,3081177.0,812685.0
1073180.0 ,40.0,1.4664463E7,2851180.0,810388.0
1232578.0 ,40.0,694885.0,1011073.0,424581.0
2854414.0 ,37.0,797840.0,803326.0,454380.0
1170096.0 ,34.0,710770.0,776452.0,601149.0
1030601.0 ,42.0,656728.0,821575.0,428238.0
1513290.0 ,39.0,734537.0,1088654.0,513133.0
143705.0 ,37.0,322784.0,575823.0,602314.0
233569.0 ,35.0,325036.0,710661.0,567583.0
215565.0 ,39.0,338227.0,638589.0,375512.0
242146.0 ,37.0,332639.0,815160.0,511825.0
238025.0 ,38.0,336585.0,556508.0,599198.0
565147.0 ,50.0,1.9777025E7,5179775.0,1269985.0
484612.0 ,53.0,1.9725275E7,5652030.0,1338254.0
610628.0 ,44.0,1.9618091E7,6040291.0,1388327.0
921622.0 ,44.0,1.8956509E7,5227641.0,904745.0
932853.0 ,29.0,1.9125026E7,7028926.0,770434.0
193030.0 ,37.0,1.3809606E7,3474703.0,386807.0
164219.0 ,38.0,1.3597941E7,3389330.0,372043.0
169333.0 ,35.0,1.3458644E7,3235041.0,375201.0
224152.0 ,41.0,1.3837345E7,3477318.0,381187.0
210256.0 ,40.0,1.3290408E7,3764908.0,368372.0
488924.0 ,43.0,8847263.0,2566892.0,561209.0
371865.0 ,44.0,8548586.0,2728398.0,544579.0
405243.0 ,36.0,8842978.0,1894798.0,562058.0
554509.0 ,33.0,8665374.0,1937957.0,545349.0
592305.0 ,41.0,8819480.0,2198342.0,555131.0
661772.0 ,71.0,1.5529563E7,3825521.0,729674.0
610554.0 ,78.0,1.6784665E7,3909044.0,740950.0
562524.0 ,42.0,1.656565E7,3130734.0,719534.0
563070.0 ,38.0,1.6463157E7,3088658.0,744287.0
636934.0 ,44.0,1.7198921E7,3241803.0,769164.0
70290.0 ,32.0,6613709.0,3546993.0,251378.0
60427.0 ,16.0,6642320.0,4954934.0,248145.0
76084.0 ,34.0,6706694.0,3927650.0,246949.0
76032.0 ,33.0,6735367.0,4104287.0,249899.0
78473.0 ,33.0,6101668.0,4983308.0,246123.0
5207155.0 ,46.0,1.12394081E8,5.30050602E8,6325089.0
6697325.0 ,61.0,1.645112E7,5.25015704E8,5807569.0
5819543.0 ,50.0,4.3679624E7,5.99587882E8,5394069.0
5433025.0 ,65.0,1.19535479E8,172084.0,5879264.0
5176592.0 ,66.0,1607277.0,1.1865962E7,5631490.0
228744.0 ,39.0,2.2567152E7,1.8224658E7,476496.0
279232.0 ,37.0,2.1420483E7,1.3288083E7,508280.0
269444.0 ,34.0,2.1866644E7,1.3608093E7,510360.0
274201.0 ,35.0,2.2420122E7,1.8260855E7,516417.0
277828.0 ,39.0,2.1826075E7,1.4232204E7,559761.0
2811679.0 ,47.0,3.2493052E7,4945527.0,630196.0
2110807.0 ,45.0,3.2192453E7,4526445.0,597766.0
2366024.0 ,43.0,3.1187989E7,5266975.0,547576.0
2747556.0 ,43.0,3.4609197E7,5048676.0,564025.0
2936580.0 ,44.0,3.1739576E7,5523635.0,569877.0
1.2932172E7 ,86.0,2.67749067E8,7.3721568E7,5581544.0
1.0159285E7 ,80.0,2.52786441E8,9.8447655E7,7462786.0
1.1278692E7 ,68.0,2.63315525E8,7.0437696E7,8775695.0
1.1855492E7 ,80.0,2.56421475E8,7.2821916E7,5279980.0
8867180.0 ,80.0,2.63883292E8,7.6849566E7,8241813.0
172717.0 ,34.0,3.2119818E7,2.2112939E7,772825.0
162186.0 ,46.0,3.3227107E7,2.6134726E7,798483.0
177844.0 ,39.0,3.4740765E7,2.2909224E7,784654.0
167821.0 ,40.0,3.3098054E7,2.7847921E7,807665.0
179374.0 ,41.0,3.3883652E7,2.6877504E7,574964.0
106745.0 ,36.0,570376.0,694641.0,250597.0
191176.0 ,36.0,586385.0,906254.0,252026.0
209758.0 ,34.0,549916.0,752479.0,253382.0
215725.0 ,34.0,605463.0,914827.0,261808.0
190455.0 ,34.0,630092.0,833574.0,260944.0
3101962.0 ,65.0,1.9678322E7,2.1160859E7,4220976.0
3083377.0 ,86.0,2.1603406E7,1.6678445E7,2153167.0
3378602.0 ,67.0,2.0962549E7,1.674738E7,2182983.0
3390765.0 ,63.0,2.0992941E7,2.1795342E7,2480053.0
3435705.0 ,69.0,2.0706076E7,2.3278565E7,2244646.0
141159.0 ,25.0,211864.0,137843.0,262150.0
157248.0 ,26.0,205174.0,125164.0,184695.0
167192.0 ,26.0,216673.0,125861.0,188985.0
181534.0 ,27.0,206642.0,129510.0,185005.0
122437.0 ,27.0,205873.0,118406.0,182785.0
1.138065776E9 ,668.0,9.4264856E7,1428871.0,1.59050547E8
1.137212861E9 ,642.0,1.04015071E8,1421193.0,1.17276305E8
1.147473951E9 ,651.0,1.03767981E8,1424241.0,1.01000935E8
1.145202685E9 ,562.0,1.03876554E8,1423758.0,6.8326061E7
1.145449153E9 ,600.0,1.06272027E8,1420209.0,6.6433244E7
6592776.0 ,8.0,1.50671133E8,1.70567292E8,4665677.0
6939449.0 ,7.0,1.519753E8,1.6992448E8,2554780.0
5120656.0 ,8.0,1.54003617E8,1.51045379E8,2598726.0
4799625.0 ,7.0,1.46595382E8,1.86268867E8,2475699.0
5107881.0 ,8.0,1.46753096E8,1.57478631E8,2549474.0
2131894.0 ,7.0,1.38008819E8,3.27138103E8,3575753.0
2151161.0 ,7.0,1.36790094E8,3.60159187E8,1795531.0
2215985.0 ,8.0,1.36169361E8,3.25264717E8,1813441.0
1829109.0 ,8.0,1.3335226E8,2.97462925E8,1806470.0
1980921.0 ,7.0,1.41325466E8,2.94681894E8,1840402.0
109815.0 ,2.0,3810204.0,6964880.0,207402.0
108013.0 ,2.0,3816326.0,4030034.0,259920.0
73189.0 ,2.0,3781284.0,5267103.0,245619.0
89654.0 ,3.0,3798277.0,4605695.0,257984.0
118354.0 ,3.0,3834715.0,5673594.0,244119.0
317340.0 ,3.0,7273243.0,3545777.0,304247.0
402000.0 ,3.0,7192552.0,4571615.0,294596.0
353005.0 ,4.0,7178606.0,3555297.0,294966.0
356940.0 ,3.0,7310854.0,3477678.0,304836.0
316590.0 ,5.0,7206468.0,3437856.0,300984.0
4.5060519E7 ,34.0,1.0792324E7,4246616.0,658952.0
5.1613498E7 ,43.0,1.0475796E7,3964525.0,569135.0
2.8269499E7 ,51.0,9386894.0,4865008.0,563117.0
4.2832428E7 ,53.0,9746181.0,4826914.0,564698.0
5.2698598E7 ,56.0,9700508.0,3897642.0,574935.0
78993.0 ,2.0,7416578.0,2.2958861E7,208167.0
61636.0 ,4.0,7204543.0,2.1941714E7,196319.0
52431.0 ,3.0,7748192.0,2.4963208E7,197569.0
50084.0 ,3.0,7829803.0,2.5899983E7,210853.0
38935.0 ,3.0,7681834.0,2.2194763E7,197603.0
1.6185887E7 ,54.0,3.27688665E8,462178.0,6413383.0
2.0081544E7 ,66.0,3.27866118E8,414296.0,3276884.0
2.0120848E7 ,55.0,3.50189979E8,430418.0,3222643.0
2.0167949E7 ,55.0,3.56214139E8,220366.0,3299420.0
2.0584359E7 ,62.0,3.61134262E8,215748.0,3196089.0
967263.0 ,53.0,7253917.0,2681734.0,405534.0
984619.0 ,53.0,7356304.0,3578461.0,372535.0
1106029.0 ,44.0,7672070.0,3554457.0,344362.0
1049061.0 ,48.0,7139415.0,3432623.0,350054.0
1006382.0 ,42.0,7462693.0,2941487.0,350122.0
2933341.0 ,65.0,9421990.0,3594193.0,513269.0
2513795.0 ,47.0,9167217.0,3644749.0,528508.0
2664133.0 ,52.0,9326844.0,3192222.0,531494.0
2692348.0 ,45.0,9390188.0,3936636.0,520935.0
2423411.0 ,43.0,9220046.0,2892574.0,523502.0
404487.0 ,63.0,4912134.0,2759301.0,342870.0
435562.0 ,42.0,4821508.0,2850669.0,285002.0
465168.0 ,37.0,4888035.0,2795577.0,332320.0
433679.0 ,51.0,5120005.0,3522797.0,293100.0
456344.0 ,46.0,5155186.0,2797744.0,309738.0
2.3602693E8 ,88.0,2.48894292E8,2.64309273E8,4629814.0
2.3804451E8 ,115.0,2.5071057E8,2.2981756E8,3589169.0
3.04209562E8 ,80.0,2.22805579E8,2.11390454E8,3626121.0
3.38325178E8 ,81.0,2.22085073E8,2.89553025E8,3630322.0
3.35459713E8 ,78.0,2.26100732E8,2.9187121E8,3693312.0
480263.0 ,37.0,1.01226094E8,257228.0,1924781.0
503431.0 ,39.0,9.8491991E7,254623.0,1937777.0
474142.0 ,40.0,1.12544407E8,253859.0,1982370.0
433568.0 ,68.0,1.01433707E8,255481.0,1892464.0
450222.0 ,37.0,1.12742061E8,254452.0,1878816.0
1.46110552E8 ,106.0,5.6590834E7,3538706.0,2.6583762E7
1.45680248E8 ,83.0,4.9079906E7,3537830.0,2.6321055E7
1.53310565E8 ,107.0,5.3766147E7,3543650.0,2.6271882E7
1.46391878E8 ,62.0,5.5891479E7,3545209.0,2.6818162E7
1.45905677E8 ,71.0,5.0170965E7,3539189.0,2.6913061E7
1.147915505E9 ,190.0,1.4276195E7,1.47890307E8,1.5329642E7
1.150428535E9 ,157.0,1.4267286E7,1.35374701E8,1.0315049E7
1.143640407E9 ,182.0,1.4258052E7,1.83154747E8,1.03108E7
1.147070122E9 ,189.0,1.4033521E7,1.74051055E8,1.0059024E7
1.145867197E9 ,109.0,1.3982213E7,1.5525828E8,1.0706367E7
4465097.0 ,28.0,1.73947884E8,7.5468446E7,2041498.0
4066822.0 ,62.0,1.74986842E8,8.1485748E7,2563319.0
4505022.0 ,52.0,1.92484859E8,7.4948014E7,2539910.0
3773720.0 ,71.0,1.77393312E8,8.4879511E7,2427604.0
4198539.0 ,50.0,1.93047301E8,7.7901408E7,2428867.0
1161462.0 ,60.0,1.03762078E8,3.3699986E7,1390207.0
1197334.0 ,51.0,1.02529699E8,3.794972E7,1222105.0
1314203.0 ,48.0,1.0609468E8,3.250771E7,1224562.0
1035685.0 ,57.0,9.9198512E7,3.4731574E7,1182929.0
1070249.0 ,52.0,1.03445305E8,3.3243842E7,1153461.0
2152149.0 ,50.0,1.44385681E8,2.9274776E7,1321865.0
2849846.0 ,48.0,1.50448924E8,2.8169584E7,1422320.0
2172273.0 ,48.0,1.48218147E8,2.7957668E7,1363733.0
2273622.0 ,49.0,1.49952973E8,2.7593929E7,1359538.0
2117031.0 ,73.0,1.53635443E8,3.0321863E7,1355503.0
1212808.0 ,58.0,1.2227902E8,4.7657001E7,1612903.0
1058397.0 ,51.0,9.9030351E7,4.5372535E7,1362375.0
1140425.0 ,50.0,1.2189196E8,5.1811126E7,1412568.0
1129720.0 ,49.0,1.17980618E8,4.8776431E7,1385006.0
1103285.0 ,56.0,1.13719591E8,4.5076707E7,1342917.0
1.15214426E8 ,170.0,2.52821553E8,1163151.0,3.0117464E7
1.10595576E8 ,155.0,1.97336487E8,994671.0,2.3601578E7
8.5772413E7 ,160.0,2.43490351E8,1162809.0,2.3249482E7
8.181237E7 ,137.0,8857287.0,1161904.0,2.3666844E7
1.00724361E8 ,164.0,1.2659366E7,1162434.0,2.4099301E7
3543926.0 ,33.0,2.02822225E8,5.92210631E8,3798218.0
3732060.0 ,63.0,1.99426505E8,5.47900455E8,3366147.0
3756210.0 ,54.0,1.90793906E8,5.70140371E8,3366324.0
4182135.0 ,75.0,2.04103414E8,5.80548216E8,3723231.0
3586384.0 ,80.0,2.04749556E8,4.97059212E8,3605390.0
7.0072286E7 ,137.0,3.82448074E8,6.6031446E7,6862862.0
6.8668191E7 ,97.0,3.61582617E8,6.2901845E7,5037731.0
9.471941E7 ,131.0,4.10913462E8,6.528602E7,5843078.0
7.3753048E7 ,104.0,3.70816598E8,6.2464467E7,5007341.0
7.1518148E7 ,86.0,4.24874269E8,6.5419609E7,6039377.0
69031.0 ,34.0,1.0621712E7,4854752.0,286351.0
64960.0 ,34.0,1.0228146E7,5334751.0,244625.0
67732.0 ,35.0,1.112612E7,5230630.0,239946.0
59566.0 ,34.0,1.0270476E7,4634678.0,224451.0
70209.0 ,38.0,1.0570498E7,4871842.0,225388.0
3.94235216E8 ,216.0,1.9405949E7,3.33469742E8,3.0910207E7
3.51122751E8 ,153.0,2.1118477E7,3.85204521E8,1.8881154E7
3.42185592E8 ,217.0,2.3176979E7,3.31581503E8,1.2871576E7
3.52107702E8 ,203.0,2.2188497E7,3.31621286E8,1.2197494E7
3.49344873E8 ,176.0,2.606075E7,3.6021182E8,1.1540002E7
4705760.0 ,23.0,2.0972303E7,5358462.0,707545.0
6992923.0 ,24.0,1.9135211E7,5253101.0,525850.0
4678419.0 ,36.0,1.8497134E7,5554199.0,506196.0
5074845.0 ,45.0,1.9003992E7,5588964.0,502768.0
6528516.0 ,47.0,1.8561815E7,5248962.0,518922.0
103343.0 ,37.0,1281778.0,718581.0,251155.0
122756.0 ,35.0,1314321.0,766870.0,282444.0
107550.0 ,33.0,1252606.0,689712.0,262652.0
125745.0 ,35.0,1501867.0,762938.0,329402.0
106481.0 ,38.0,1430604.0,826352.0,288807.0
140636.0 ,33.0,1819536.0,680220.0,251841.0
116205.0 ,33.0,1965390.0,692740.0,277077.0
154767.0 ,35.0,1812305.0,746341.0,256917.0
136752.0 ,32.0,1790316.0,785677.0,279181.0
113727.0 ,33.0,1662955.0,797787.0,264028.0
122205.0 ,35.0,1719126.0,614911.0,238324.0
133539.0 ,33.0,1888448.0,766134.0,267521.0
137041.0 ,31.0,1692421.0,765365.0,258832.0
122750.0 ,32.0,1733661.0,661427.0,265528.0
142078.0 ,33.0,1878598.0,625224.0,259488.0
64042.0 ,31.0,1117409.0,553682.0,169553.0
43540.0 ,31.0,1086858.0,546373.0,152165.0
76653.0 ,31.0,1172652.0,623757.0,146261.0
47919.0 ,34.0,1145185.0,544116.0,169444.0
53800.0 ,30.0,1094878.0,594712.0,171887.0
475073.0 ,40.0,2099205.0,1058610.0,433763.0
795569.0 ,43.0,2156572.0,1033664.0,476116.0
468593.0 ,42.0,2293590.0,1030261.0,479947.0
586909.0 ,39.0,2126497.0,1075195.0,478584.0
489556.0 ,38.0,2173540.0,1186042.0,459239.0
235759.0 ,39.0,1.0879912E7,1876693.0,265043.0
257086.0 ,38.0,1.1011757E7,1936618.0,241879.0
291303.0 ,35.0,1.1125888E7,1849397.0,238652.0
215958.0 ,39.0,1.0600637E7,1879274.0,240664.0
261774.0 ,37.0,1.0595775E7,1761657.0,234556.0
3.26462899E8 ,190.0,3.0479726E7,722436.0,6.3915888E7
3.26917574E8 ,165.0,6.2131793E7,1759772.0,5.3891736E7
3.28746398E8 ,504.0,1.2757021E7,1101695.0,5.5118229E7
3.40021791E8 ,186.0,6.7529574E7,1385545.0,5.4992041E7
3.25394864E8 ,186.0,6.6403917E7,860386.0,5.526679E7
3.0774255E8 ,216.0,5.7574978E7,713700.0,7.2288554E7
3.39055542E8 ,143.0,7.8557151E7,569306.0,6.8446282E7
2.75588564E8 ,136.0,1.59492487E8,714605.0,6.3644333E7
3.33041368E8 ,143.0,7.635813E7,860200.0,4.6815434E7
3.31484057E8 ,261.0,7.3896539E7,568230.0,4.6230442E7
1.89818503E8 ,151.0,4.8766515E7,567543.0,6.4411054E7
2.37675313E8 ,193.0,8.378806E7,1379164.0,4.2556233E7
2.85881441E8 ,189.0,8.5315328E7,859981.0,4.1199203E7
3.24917054E8 ,152.0,4.3117889E7,855738.0,5.2985627E7
2.69143316E8 ,173.0,7.0919987E7,713326.0,4.4698942E7
95817.0 ,3.0,2256268.0,671336.0,226682.0
121798.0 ,3.0,2310821.0,686254.0,285880.0
112022.0 ,7.0,2592422.0,673429.0,276394.0
132258.0 ,30.0,2378844.0,720453.0,255389.0
113979.0 ,35.0,2251217.0,668500.0,246558.0
3146779.0 ,92.0,2.9788791E7,1.747635E7,1883247.0
3736871.0 ,79.0,3.041271E7,1.4705133E7,2446284.0
3750854.0 ,62.0,2.9772296E7,1.4679642E7,2429148.0
3511635.0 ,55.0,2.8863075E7,1.5441603E7,2372721.0
3507850.0 ,66.0,3.042735E7,1.4813093E7,2496487.0
2.27308996E8 ,72.0,7.2317737E7,1.95970727E8,7801338.0
2.27668352E8 ,71.0,7.1752926E7,1.61862619E8,5358235.0
2.29237043E8 ,81.0,7.1045813E7,1.69596711E8,5352175.0
2.27607633E8 ,85.0,7.1924195E7,1.89968913E8,5225363.0
2.37486925E8 ,74.0,7.181466E7,1.94779269E8,5328234.0
176942.0 ,24.0,3075053.0,1430937.0,277534.0
179918.0 ,46.0,3350528.0,1451599.0,252986.0
151793.0 ,40.0,3179576.0,1353259.0,245315.0
172921.0 ,39.0,3289185.0,1399682.0,251089.0
180933.0 ,38.0,3487014.0,1355087.0,247303.0
2.7996183E7 ,44.0,3.27085848E8,3197813.0,2.260149E7
3.3609011E7 ,102.0,3.49983597E8,1612369.0,1.5067001E7
2.7546123E7 ,85.0,3.46692351E8,1616316.0,1.4959477E7
3.3377419E7 ,97.0,3.4198151E8,1615802.0,1.5188162E7
2.3104079E7 ,85.0,7.4748284E7,3193288.0,1.5248885E7
6629918.0 ,87.0,6.0673353E7,7.3029386E7,4781180.0
7007995.0 ,96.0,6.13894E7,7.1146255E7,3058415.0
6540035.0 ,43.0,6.002421E7,8.0726984E7,2936199.0
