RandF,CAWPE,CAWPE_noRetrain,XGBoost,CAWPE_retrain_foldWeight,CAWPE_retrain_noWeight
263.64861 ,895.270664,1062.379393,418.876146,3628.959246,6502.214827
254.417525 ,994.146925,1509.443501,413.751474,1039.552297,9052.253194
250.921542 ,1005.753997,1331.589816,517.967355,1065.629948,8940.097512
244.681233 ,1006.589139,2383.796424,443.043465,1079.614619,45743.32823
250.689125 ,979.973949,982.946215,421.581346,1214.812914,43396.672584
264.829963 ,969.0669,1006.796219,400.904942,1010.508776,45172.226486
262.233944 ,1040.399963,1028.407329,465.370439,1008.462725,42206.364646
257.337066 ,1161.627798,1118.896678,500.384753,1070.644281,42216.02037
408.623762 ,1095.604594,918.220102,528.671853,1002.901244,44230.416917
273.835 ,1153.131919,945.928804,385.346657,1060.780053,39200.601232
462.804839 ,921.810748,1028.895773,374.301674,1108.089506,43511.711459
315.783293 ,935.608826,972.685032,377.154049,1122.376991,44469.941045
472.759274 ,984.234415,933.170492,426.641417,1172.207581,44248.263341
397.431737 ,940.042212,998.237661,401.795899,1139.217503,43526.018285
242.654098 ,1143.235302,959.081026,377.276108,1190.971158,41687.95165
234.166031 ,931.110514,1111.039335,419.083674,1223.205811,41683.854129
260.26543 ,1235.398461,1087.525298,403.934166,1145.30925,45011.628444
256.217503 ,1258.147038,1120.754044,396.195488,1237.973938,44572.89957
253.042202 ,1274.95012,1201.090684,405.599878,957.350287,43413.629329
244.764109 ,893.836161,1118.081543,406.902381,947.056888,43410.252886
285.379665 ,1138.243179,1110.602749,467.786463,1395.956367,45467.8421
1612.533322 ,138422.157824,112003.647503,19743.346398,298251.133856,169657.067435
1714.668159 ,123174.116273,110117.524038,19981.142155,135458.052019,151900.586699
1707.478552 ,132473.826888,131087.052468,20517.319016,147237.792416,146503.986843
1633.650593 ,135605.911133,110948.166343,19349.955022,156344.393499,183869.772805
1580.992856 ,134350.791767,117444.66619,19846.650708,138503.783342,172543.751951
1616.052143 ,144874.724587,109485.807547,32658.888317,123096.593914,161442.168281
1952.528747 ,113049.30792,112533.186653,19310.578124,131949.416013,159846.450736
1887.013312 ,144074.535989,140500.587143,21360.712514,134409.425634,176698.70527
1787.105333 ,108684.667618,118849.236372,31555.006001,122012.048093,160549.075648
1800.514396 ,149609.063691,110993.08379,37135.588937,349558.27313,174365.592442
1954.598049 ,141798.513471,111724.918363,19760.985861,133036.718512,150523.419859
1668.563416 ,144548.672769,129262.89057,19541.767979,137131.685213,179254.889864
1654.868283 ,120138.619568,112756.264171,23034.189079,125355.620229,192798.490261
1608.623767 ,142841.879239,105908.881046,19518.408573,138708.757803,192427.390046
1535.006505 ,126903.623204,110319.593069,23332.994913,150135.182118,144674.094345
1560.760534 ,117737.915776,111049.101963,23027.129918,111673.099703,171010.44581
1696.935258 ,134178.110377,114558.217213,22961.648506,121945.906446,139553.414809
1728.847274 ,139367.109456,127407.632482,19977.65732,121263.63251,139734.514821
1555.487494 ,131503.658006,128910.350385,23097.969092,123817.41305,141148.50014
1570.069889 ,312862.623783,144721.445692,23524.125255,128766.551543,151970.044736
1594.228016 ,129252.629033,104819.018684,23070.800065,143513.389681,149772.750671
1733.126006 ,131430.454597,123840.280015,20390.024751,131469.435871,146641.304077
1636.724774 ,100674.73154,110974.351728,24717.009247,121673.411396,141921.710562
1607.089899 ,127922.040149,137646.593624,24537.673829,124141.087635,149318.565609
1544.004897 ,152174.88007,123102.416103,23388.59877,129757.581248,157051.483888
1905.876975 ,118724.562849,138537.779868,24355.234535,124596.71096,136380.193462
1884.709937 ,114607.579835,112547.871224,25229.876093,123197.079897,119168.580312
1844.506527 ,109117.294952,107228.358478,24456.198152,100726.512042,153756.026003
1850.774605 ,111709.709405,108220.378175,25343.411824,112872.898332,121522.977432
1617.708026 ,117702.163466,116633.009988,18132.880501,126326.606787,139432.568526
54168.85472 ,185788.312624,183302.695545,63690.766496,186332.397249,196634.872811
55896.406681 ,201268.515329,186741.083735,63398.102681,173723.837595,187202.631136
57496.037234 ,174839.036008,184064.443174,64306.138362,190057.719145,204780.516202
50082.561172 ,173458.342041,193610.905118,61898.795461,172593.159593,198966.076982
52735.148942 ,187123.664553,193875.263419,63295.228142,176545.610795,219790.983593
51136.132768 ,201427.315488,179812.09725,63580.941522,172129.62849,184916.262528
55828.763482 ,188473.249903,188018.112528,64702.872814,188150.329512,186381.692378
57593.336162 ,189989.432937,179709.510396,64713.914616,189311.167227,214253.886936
55508.150996 ,174631.49186,172626.340813,64778.210037,189399.033165,202889.375537
54489.362738 ,176497.868168,170481.601948,65490.648457,177644.650077,233468.784184
54189.917779 ,183279.72686,178826.356234,64638.004769,184930.450153,199665.753015
48950.616834 ,189151.825811,170760.367703,104312.445743,196610.143919,204696.494499
50161.823754 ,194514.295697,173733.332571,82213.246988,198655.38941,209899.150229
53548.894743 ,176205.29824,188741.777109,64474.432214,192754.40703,188807.780827
54662.410729 ,193339.080854,180883.645643,64794.793652,175537.367329,206358.824162
55721.717846 ,197185.890781,180748.266082,63421.447331,189051.170886,184408.848565
55011.56581 ,197926.618092,187461.382929,63906.391452,187513.648936,187404.575484
57905.17707 ,175379.860387,194268.113386,65519.44532,173789.829816,188352.286298
49583.574158 ,186094.695407,196978.142026,65903.8982,184984.139103,192294.156547
55291.027496 ,176040.673575,197748.653757,65915.151451,180990.742213,216044.455833
52875.606725 ,189887.509175,178205.677007,65539.282512,191314.810533,226869.318173
53134.357642 ,187596.468559,204836.978418,64848.684431,198304.82377,216114.617924
57974.608526 ,188724.299009,165089.653492,64860.464145,182974.756809,216315.952857
56393.450575 ,192207.8453,174640.821911,66250.462129,180481.708066,227260.890778
54840.187789 ,173536.19445,180042.774184,66542.997383,188763.844049,214320.629465
53905.428021 ,182126.846667,203821.906893,65954.039091,187608.062924,214370.415651
54542.221717 ,195047.577535,204766.336319,67323.326218,184137.000959,207180.993486
53054.160177 ,199310.859385,182996.284593,67513.816025,187919.22153,209208.887399
55075.048512 ,188344.547052,468911.468633,67287.161251,201632.302389,199741.771487
51831.488619 ,186091.785038,181561.91922,66624.302756,196162.975605,214515.654351
503751.615734 ,1.9107607000431E7,1.8686380274348E7,1947770.011086,1.8071277157731E7,1.7149515845553E7
534480.8371 ,1.9626962648679E7,1.6910910675884E7,1976805.532727,1.7546631569215E7,1.8849915138165E7
534407.748906 ,1.7547267585269E7,1.8209478532013E7,1977431.955169,1.7626978573359E7,1.8902496211702E7
519668.53212 ,1.772591550246E7,1.861167934139E7,1945469.238749,2.1375896578714E7,1.8537823593844E7
526842.888812 ,1.8489364414107E7,1.8219958429265E7,1947096.802757,1.6879338549994E7,1.8694984931982E7
503727.098677 ,1.7987906281792E7,1.7469999864626E7,1953708.824957,1.8102166612566E7,1.8191066698105E7
506462.404294 ,2.0330219050887E7,1.7893988549018E7,1956436.305837,1.656478501342E7,1.788820593633E7
564938.266027 ,1.7002006638391E7,1.7933185410863E7,1954421.861872,1.8801748239702E7,1.791337082559E7
574468.017451 ,1.7246093858469E7,1.7261279269295E7,1956378.210232,1.6774647857117E7,1.7874966486333E7
573120.603405 ,1.8746104343608E7,1.7635579571881E7,1950357.02978,1.8998915394617E7,1.7698616901441E7
592821.423079 ,1.8759352290562E7,1.888881973389E7,1922663.842079,1.7287073838925E7,1.7197373889398E7
516523.824781 ,1.7702753422516E7,1.9650557836405E7,1977347.312683,1.782540181277E7,1.7895353428464E7
487207.96294 ,1.8142423978119E7,1.7837448200071E7,1969417.26361,1.8487259054998E7,1.8299288756388E7
533257.717369 ,1.8841206396586E7,1.7875707205997E7,2078167.804662,1.8923685192642E7,1.858897951723E7
520373.298856 ,1.6795242317026E7,1.7575583950921E7,2058314.495971,1.8887493939144E7,1.8393886368293E7
518231.814029 ,1.7703727340778E7,1.7909403400459E7,2029724.369714,1.6347758737414E7,1.8764038855211E7
571113.589699 ,1.6786973373131E7,1.8856304657833E7,2045041.678539,1.721888596128E7,1.8551569446312E7
563703.778876 ,1.8266901039558E7,1.5952000355059E7,2107963.245675,1.7859529018015E7,1.8266869337582E7
560606.838956 ,1.7089970888459E7,1.8525252115103E7,2215853.144257,1.8303816633706E7,1.9203666603841E7
553750.845526 ,1.6375036369279E7,1.8108267345839E7,2055835.028804,1.8647383705065E7,1.790349043304E7
585077.332219 ,1.8723735623883E7,1.7342490761629E7,2235310.445023,1.7845259385386E7,1.8658489831948E7
547717.323302 ,1.8600497812943E7,1.6798586055678E7,1788666.405614,1.911169417543E7,1.7583934702505E7
515231.959992 ,1.8206365595771E7,1.8403807685618E7,1809638.161917,1.9793867852877E7,1.8411787180047E7
510499.461862 ,1.8441730474429E7,1.8442251524491E7,1952934.169538,1.838386090676E7,1.7967466451885E7
519374.586681 ,1.8935003889334E7,1.9081629294223E7,1789290.78283,1.8867022219E7,1.9110677131593E7
579843.292024 ,1.6802444820789E7,1.86048513453E7,2012101.054948,1.9083629846613E7,1.9403161831831E7
624951.640563 ,1.8989179138876E7,1.7662696737319E7,1929876.488005,1.7600639130731E7,1.9743387285224E7
570686.491344 ,1.8145667732696E7,1.8625715391519E7,2050578.099584,1.811702122063E7,1.9200678029803E7
578598.514836 ,1.8566865623813E7,1.8883250726952E7,1974733.138058,1.8508979444088E7,1.7445999990699E7
613120.485196 ,1.8024143319889E7,2.0005077348205E7,1988127.718591,1.8550092337279E7,1.7185702660788E7
2676.979851 ,39171.03582,36765.468369,11546.512897,41499.390594,58678.296566
2467.726254 ,40539.453805,42297.261212,11148.422315,42013.128639,65287.876271
2727.667593 ,38272.978385,41955.988573,11190.424173,46770.119045,65272.238343
2584.005256 ,50865.976482,34680.806027,11428.111009,42008.999072,65216.680656
2552.729972 ,43661.083679,35938.293106,11353.127312,42371.989606,63971.632149
2477.133338 ,39589.261419,37813.577181,10758.815697,40487.452289,64042.052323
2426.27767 ,42885.866489,35279.717687,11414.053969,45253.0317,51977.351228
3461.470452 ,40005.615551,32083.874603,11292.816864,37902.82986,58930.871896
2640.135493 ,39766.494709,35068.569769,11182.658265,48613.102811,47170.495469
2623.66755 ,41101.630695,40679.629074,11121.309182,41737.768442,53461.990416
2889.371965 ,39089.477592,38018.050827,11838.704942,44197.354956,50325.466094
2693.645914 ,37836.879211,37561.282595,12660.18279,41231.572715,53748.153549
2597.838619 ,39745.58695,39334.845578,9980.640925,40181.625487,53758.017001
2791.166156 ,42884.21949,37589.23281,10269.05828,44176.887958,50987.30653
2579.558627 ,40329.176392,37460.970962,10635.827411,46025.831569,53559.468631
2601.726945 ,39808.574881,41729.816727,11361.243282,39732.488796,54990.93531
3120.371928 ,40255.215474,38881.234239,11911.980941,45570.882875,54864.982623
3131.082754 ,43205.799993,37662.1808,23320.780417,43338.150593,50367.286683
3170.449461 ,44049.937274,41212.313284,10399.432853,45125.770456,44086.426175
2885.405263 ,38723.159554,36515.273173,10349.590814,39655.936538,50504.005368
3142.970155 ,42235.359789,39978.528979,10190.667122,39618.806659,42741.204102
3050.547793 ,41552.868013,41323.058936,10489.762059,44632.597481,46006.426394
2696.73051 ,45624.696136,40126.002748,10271.919584,44663.027523,47926.79781
2644.176379 ,42307.432592,40175.318301,10478.480589,39607.022367,57566.644647
3488.152434 ,39134.935964,37989.01875,10113.047567,39182.603348,54096.592906
3027.956003 ,42342.973438,33796.449848,10191.838423,38266.217428,57583.554717
3124.892818 ,39317.043183,35043.480433,12221.513808,40154.559948,50118.267826
3065.293006 ,38822.484766,39282.495996,10413.235362,38659.462768,63926.529364
3477.484111 ,39934.269401,36079.43254,11956.343576,40059.816639,54254.42905
3249.576686 ,43892.919159,39733.678816,12186.699258,37455.276849,55735.418186
1880.843747 ,26796.845452,24552.259966,7446.088004,26996.417604,34009.66779
1741.910048 ,25518.96548,23100.100064,6848.325258,30055.376601,34624.825338
2306.604565 ,26661.995986,25681.516243,7366.715761,25341.122698,35221.730352
2520.739188 ,26051.840672,22966.203876,7584.178944,32150.123984,34646.402368
2251.59472 ,27022.097823,28192.910822,7284.882532,30796.191497,38249.776777
2366.973992 ,25512.545029,25979.433118,6356.730486,27798.824351,36879.494123
2284.616663 ,26201.301209,26594.796648,7932.153532,27039.898916,31663.760232
2381.447305 ,27106.536696,23257.173001,7977.374058,27143.138831,35327.987835
1822.337449 ,25917.390442,25742.590014,5782.647961,30869.786075,36643.993032
1898.156171 ,33877.495229,26753.362954,6240.161332,25174.412096,36593.380949
1895.75113 ,27161.35023,24163.149178,7428.965877,26783.342157,46167.074362
2012.958367 ,27152.263134,28852.226098,7868.163219,27739.235398,36437.90528
2008.059281 ,33071.084557,24289.37264,7658.985792,28743.861383,46570.285767
1909.303315 ,26067.551909,24922.528229,7864.543338,25497.05872,43549.402198
1921.033771 ,26277.190408,23072.294326,6449.541721,25743.882171,28593.738825
2082.665316 ,30150.140169,25376.200152,6850.759848,32291.227563,30901.50909
1961.342987 ,26290.857805,31366.804426,6859.705975,25628.921901,33887.02303
1964.790299 ,27908.624235,25433.131786,6444.983723,24717.777111,35914.819121
1962.780714 ,27136.92905,26918.268412,6445.937952,25979.176653,35551.426049
1968.621145 ,24930.199396,25285.146148,6680.704194,24843.25118,34543.664541
1904.177671 ,25956.639769,24363.634193,6077.621273,27864.940429,33689.518551
2201.950942 ,29236.798088,23314.919953,6983.533894,24275.940323,41638.081093
2078.973388 ,29652.119686,27285.935871,10720.429764,27903.752806,38725.161217
2189.184757 ,32453.489767,29451.591663,10199.092262,26984.050813,38875.505063
2035.489256 ,30680.564583,26283.487279,10714.045072,27768.434158,38622.130414
2326.610703 ,28341.567357,24387.021424,5570.247466,28330.893377,33617.965285
1987.926128 ,28989.621971,24678.991537,5901.722805,27038.164159,39051.787038
2068.314628 ,28429.771278,24782.695666,6079.782996,25558.716365,32050.242654
1937.65933 ,24316.173464,25072.221742,6298.382108,27473.719999,42330.693386
2039.154213 ,26162.901447,28428.736696,6032.901158,24881.03662,34804.838114
8154.614215 ,741893.299925,624021.173282,142910.875328,702360.540323,642790.132232
8279.505626 ,676927.60545,614012.669003,146515.48241,1097096.958611,643193.930376
7842.255752 ,662127.707689,620309.878011,133508.72911,1106441.382873,693085.056165
8421.172491 ,702114.160756,582102.320725,134092.031187,625910.579961,704256.176999
8199.473721 ,713025.881235,598829.139719,137010.760838,644850.080759,717545.004551
7967.938856 ,693239.651645,634182.167995,144880.449917,696226.973139,747552.99888
8248.014658 ,609637.514366,652779.982847,145341.740571,810766.596905,758119.974931
8114.835003 ,746515.18572,649691.311855,146173.015896,628486.353215,664206.296684
8080.646433 ,795916.734903,624630.5661,228523.418779,703940.494099,697699.830724
7961.489381 ,806706.939871,645421.152319,196730.389965,692983.809244,697216.64951
7957.067204 ,853845.138258,642279.86376,236066.436689,609394.146325,705219.920223
8270.055671 ,846069.865947,622562.396913,135778.352805,693213.36737,729037.715792
7858.496373 ,684960.212271,574717.137313,136850.331022,689861.520755,677897.799526
8618.3182 ,661141.820923,556134.236582,135819.494894,689946.778846,687232.925382
8734.051774 ,633173.490669,601801.058682,164651.379137,687233.149439,721705.195865
8269.891021 ,688687.847749,639020.540958,161887.878639,680864.927207,727614.482655
8144.944756 ,665087.319567,640215.323944,162417.474982,630156.135824,653747.00677
8141.425869 ,705779.586179,622227.683452,162464.621154,697053.6964,635368.933057
7998.290126 ,739134.368245,553365.513385,138213.269712,701492.501647,761909.197768
8386.542154 ,681031.160797,556757.541288,135445.532663,707493.984855,737699.648149
8427.300676 ,602755.022776,604100.230218,166106.650566,694848.274139,800835.101572
8014.986143 ,693200.299328,685398.829498,138954.087682,674396.464344,796782.582691
7867.038886 ,588232.975399,614374.699208,170736.970672,759490.770775,838665.888244
8069.903669 ,715906.655224,676867.430514,178141.218654,651811.679437,656286.538382
8099.724628 ,694918.571041,588669.856079,179629.517697,701852.13295,755840.077672
8195.586896 ,673537.706817,643756.154889,122149.025815,698467.142863,718060.188857
8082.234194 ,693068.196815,588658.657723,123636.003191,675397.244014,843751.534337
9528.235217 ,603896.925843,629511.05886,122412.121508,686823.742019,856189.506505
9422.713152 ,691732.00969,563139.067847,128157.11216,618690.304914,685433.545651
9529.558099 ,659227.476099,674105.976904,125666.835782,675940.962459,707371.633749
3242.48479 ,296994.934723,271748.036447,20016.410709,316701.199617,341332.252809
2966.881436 ,321796.134888,273885.185443,21384.17871,344597.298264,341342.384795
2900.870895 ,300842.299588,278868.119393,20592.562607,296898.385744,298548.076512
3174.1459 ,301116.646119,297303.458329,24685.80868,308998.478085,313164.846979
3060.454212 ,343002.271587,321546.73724,23703.995946,399793.473825,363845.501083
2969.045476 ,363486.613955,316224.280339,23055.143535,356371.42937,359433.367856
3041.870605 ,592312.49416,565494.913832,23255.557003,657446.255345,660382.244337
3236.979337 ,378265.941984,348888.394096,24431.886673,424236.781898,416911.578518
3445.515132 ,346187.310209,273378.0684,24413.895821,372475.55289,293127.729768
3159.824531 ,557606.248948,468237.137245,23326.565407,561588.162859,504623.383306
3379.415522 ,427846.135062,411951.721566,38703.383654,507127.049762,489912.886025
2523.844368 ,473638.499108,406046.057705,23357.786467,466128.547372,470298.762368
2685.997175 ,365307.036915,320060.731405,73990.435903,355263.557112,371066.233988
2849.789601 ,373642.078002,257321.377984,26851.772628,370617.788226,314634.975162
2706.508098 ,634630.088036,446583.647583,25001.906683,1027293.709362,595323.98868
2454.368455 ,336182.476653,300772.046935,26407.824551,330219.040717,357099.517924
2583.801184 ,403892.72631,393460.785933,28425.59893,414086.150313,448221.711604
2886.870382 ,300317.108669,260014.620134,28912.829238,317690.916012,379661.612908
3081.54553 ,401199.894873,322276.369819,29241.403628,441712.141558,414562.091755
2936.913351 ,357534.330666,278577.78585,19106.437363,330721.096245,350369.221968
2931.300227 ,339087.074934,327839.103373,22520.597385,562570.983215,385756.431745
2833.934737 ,375739.711307,281804.347182,19982.372253,297000.468345,329351.837982
2273.371865 ,318288.154159,259836.1649,43854.433168,366329.387206,339060.406543
2502.183049 ,1208852.861499,1034203.374029,21244.212049,1046286.297288,1293634.623437
2568.57855 ,382050.782237,270391.778048,26695.633116,311449.08789,397004.834374
2608.560598 ,312660.832759,257602.864785,24124.234689,278816.680789,300029.17377
2768.615981 ,367524.779955,272188.360986,22432.810145,301590.080965,357029.20015
2779.69508 ,372864.44409,251274.02389,21351.387423,281101.322591,351402.249522
2505.786519 ,322463.344117,271135.12912,38060.564975,302719.549311,344311.674895
2459.781047 ,366339.917854,258503.459722,37844.982504,281285.994714,385634.757356
5930.500492 ,67238.92212,53194.277226,25448.409961,63902.144527,81643.813636
6416.649807 ,64530.898669,56757.918641,24813.90952,66488.492469,74834.445732
6019.359169 ,61585.046445,60044.710673,28759.843,65346.116155,74865.586366
6805.682812 ,62939.311759,58141.070747,25654.714929,69534.270689,69432.370468
6226.161074 ,61842.925311,53345.988369,29106.117465,63166.889444,65166.644767
6239.527318 ,61654.023757,58922.096214,28217.427368,60022.243783,63395.06238
6256.646187 ,62331.641139,58253.694565,28566.369261,58334.681779,66171.05721
6184.635184 ,64166.77266,58159.49724,40155.154208,63129.739922,68780.240468
6281.965324 ,62933.264001,57183.009882,27855.124066,70456.277058,85085.40076
6222.807952 ,64304.555163,65489.006911,27741.397914,65081.988814,69814.035675
6185.452033 ,66299.21548,67102.726207,22645.854177,63373.479709,74628.19079
7180.455054 ,56793.462849,61642.929412,25704.279466,56250.283985,72114.574333
7012.937209 ,64181.964726,58726.342011,23877.332386,64240.110634,77051.061705
6461.620689 ,63441.331958,57608.508802,24472.747002,54811.022379,68971.570413
6545.926921 ,63416.714934,48740.885254,25286.787123,56989.7531,62674.273865
6858.240643 ,59404.939185,55629.795249,23832.66398,59371.670905,77613.272144
6225.643036 ,73090.937534,57062.417817,23573.501085,64837.713663,75995.530044
6595.290799 ,64364.499314,54349.477435,24076.596769,61874.780233,80297.898849
6688.640351 ,60121.121835,57267.864639,24768.415128,60027.675512,77807.807434
6977.061947 ,64222.805163,55630.777219,25701.400091,57958.78553,77539.728174
6811.197515 ,65879.890062,56642.767903,27724.72992,56744.969843,68385.707182
7267.351172 ,60508.076417,55684.041869,27688.48801,60535.784271,76446.969485
7658.268222 ,62708.109959,57649.117174,30307.985592,67530.071279,66970.990654
7084.728012 ,61536.77544,56571.389069,31361.064953,61582.791486,74592.85238
7071.787224 ,66564.959417,59641.772828,23052.837984,65590.319334,77500.716279
7448.931022 ,63398.109821,55098.140091,24563.451103,60996.853089,76217.027338
7400.056957 ,75862.733486,62525.305872,24785.357823,72783.763321,75624.700738
7007.801125 ,63184.575512,54670.948668,23842.75479,62660.108797,77318.879963
7319.988488 ,68849.514365,62331.765162,23458.777558,66144.353796,74115.51047
7635.878913 ,62638.193121,52440.573379,23836.820778,66700.635863,72446.801965
457.172483 ,4017.175908,2878.166235,675.080714,3257.937605,31055.167815
419.212027 ,3291.056826,3281.42778,739.447827,3991.861554,9107.83214
686.932124 ,3482.541439,3094.526678,717.107901,3110.411517,8400.515709
746.267672 ,3308.246656,3471.729334,679.124764,3093.050338,9236.996196
697.54891 ,3262.379162,3207.175561,711.750586,3485.130434,6276.042066
684.431956 ,3291.432812,2935.541769,657.604001,2981.119624,14394.596899
535.633217 ,3149.303308,3237.41662,724.510156,3706.819247,12408.97989
556.464116 ,3777.690691,2908.036195,690.932912,3513.678306,46330.367869
510.482738 ,3795.593504,2950.81818,692.278117,3999.85456,46306.670749
343.764548 ,3733.561764,3158.37701,619.585756,3711.363575,21751.761536
437.73678 ,3181.994399,3088.385482,769.568886,4039.03604,20330.343223
426.448276 ,3419.350651,3639.393771,668.953378,3969.397237,21827.698757
558.8148189999999 ,3264.778459,3375.778541,744.128052,3110.468065,26592.304852
654.210123 ,4005.838744,3630.277875,857.116536,3470.018067,26977.628268
658.016023 ,3417.799287,3334.029864,733.75117,3530.923713,31893.107478
844.448416 ,3337.426312,3283.015011,690.785712,3182.117702,23666.803299
423.616763 ,3146.659753,3321.746073,673.779187,4662.324229,25662.563472
443.441303 ,3461.82881,3300.119219,646.908457,3598.469471,29087.252194
433.038819 ,3734.521919,3463.58558,666.033846,3598.326914,25470.96724
453.021404 ,3467.450564,3628.661863,729.84659,3663.366818,27884.646547
372.052378 ,3791.645962,3229.65381,831.560078,4114.904704,26257.555578
361.103713 ,3486.920245,3441.451114,683.634204,3931.537863,26307.74928
461.22292 ,3709.965073,3989.412929,870.805436,3561.500921,26837.077829
452.897527 ,3477.607251,3427.045003,717.540876,3237.355263,28965.058958
389.868354 ,5726.751699,3187.370347,1016.722732,3080.045388,27366.18758
363.996907 ,3725.951629,3497.919174,784.029748,3054.968917,28075.508301
368.680249 ,3577.42601,3652.511199,909.739548,3625.118916,28645.283407
366.798557 ,3788.767704,3967.374316,835.678632,2977.519996,19269.591712
470.724565 ,3878.594824,3235.821358,791.873228,3304.088759,14252.373875
484.437901 ,3365.620419,2772.553411,800.134894,3101.226551,14420.90523
16164.988547 ,678029.284445,989754.785423,103658.91285,703923.540871,706535.894366
16470.207519 ,283288.289666,288943.159078,106551.55147,299940.015781,330755.054981
16162.129634 ,282836.633153,295899.571813,105589.971491,289916.795999,301168.181157
15903.823537 ,272548.494434,276053.037711,106937.762094,287341.39776,297384.38363
16539.314141 ,271887.838329,279523.752843,106448.875613,279409.988092,297634.216107
16471.6191 ,270841.477212,249159.671437,106789.920985,272939.951365,304876.554246
16196.957855 ,308773.666239,282334.208985,108006.376805,301524.504192,341182.547628
16274.337201 ,589951.058898,508830.385127,107435.073345,584888.861496,684315.647156
16590.306445 ,266099.361364,242335.023054,109329.214337,315041.208614,330835.909153
17237.617566 ,563457.418092,532143.416005,107341.691395,577297.526151,678460.223319
16525.265761 ,573870.467557,495244.579585,104075.474373,608330.031588,592363.761911
15887.81197 ,503298.550557,476072.483949,106093.723603,556612.89476,527903.703587
16541.931355 ,299988.666682,263523.153145,106766.525638,320656.980407,300660.814431
16452.154181 ,282421.447726,257455.560457,108908.930508,292236.663996,327360.630609
17136.520399 ,283916.065636,246825.677448,109949.427536,283884.069112,291202.1235
17016.388918 ,616279.395484,572397.198149,106136.04805,605945.658167,622711.216102
16912.495129 ,284653.649727,267683.820135,108532.233302,322270.13008,335412.051063
17554.742915 ,273212.373522,245114.767762,116131.063372,298160.718056,326573.7808
17091.851978 ,456429.166712,433038.368542,115299.67462,476031.498809,472374.300336
17254.424474 ,355121.900999,309655.661851,115780.595929,367783.637507,356538.270956
17200.774084 ,336439.706928,320516.691296,118711.649497,322564.864189,384172.479406
17148.185204 ,554066.09595,526903.85251,115379.894111,531395.547768,515904.850998
17422.522366 ,300206.02601,276885.191055,118611.411784,284780.002852,337722.571492
17459.809957 ,303014.083405,276223.819622,171820.192646,313504.420939,319588.854043
17762.093669 ,1407546.724082,1011457.855965,108915.496013,1280032.43642,1377489.037616
17783.446079 ,312512.477441,298999.681801,108867.767998,336768.546281,319448.503214
17542.821884 ,281030.123135,251066.49449,110064.828785,302784.093557,295144.265544
16006.983908 ,566863.03297,518866.621585,110392.582967,512381.848527,565879.50248
16486.533587 ,298887.862776,253812.303542,107820.056315,291220.162945,304640.246861
15960.70179 ,448094.870447,415011.307593,112898.580069,420183.570156,462815.618067
581.952889 ,1660.346506,1549.419837,796.892668,2071.846917,4518.305813
591.026341 ,1574.564717,1988.787869,756.140036,1578.472225,34880.12741
625.330178 ,1592.222362,1810.416352,877.198967,1550.319428,40119.20544
669.242241 ,1528.49445,1466.602623,845.799505,1793.585568,4274.868085
848.41933 ,1575.217304,1869.42023,822.613631,2321.766182,5286.075124
798.793855 ,1595.767396,1818.988403,845.997031,2054.475993,32860.143859
982.736511 ,1747.034262,1588.747969,657.089604,1917.40255,9119.425376
674.764 ,1630.756847,1823.041504,760.362392,2084.482131,5369.554364
390.235843 ,1566.81275,1810.346007,793.301695,1599.098596,5208.041979
377.304326 ,1782.686989,1487.585493,784.885116,1781.141839,40175.606508
418.657099 ,1646.558096,1590.862972,841.542016,1816.700829,40203.137034
499.65552 ,1590.150751,1690.901836,829.042614,1836.427925,34921.717864
458.409652 ,1565.39754,1566.565641,834.065174,1670.386844,31138.566763
499.730071 ,1701.273757,1596.164639,1530.117314,2049.903462,24208.709883
436.994211 ,1883.951332,1629.311766,1398.801975,1597.067968,11986.538056
519.35105 ,1900.882639,1573.421792,882.853262,2031.537065,9080.01058
484.662928 ,1628.273961,1961.798876,951.05739,1860.797076,4865.669999
530.846088 ,1648.59159,2107.399665,975.683714,1656.533947,33729.43789
492.376502 ,1636.608343,2065.577558,698.021885,1534.08755,33824.803476
492.996268 ,1749.628029,2020.632741,675.091418,2046.056487,35050.641395
468.584633 ,1655.014858,1727.30854,688.378098,2021.663726,39983.642897
484.761477 ,1600.707261,1690.718992,700.481381,1834.055128,9142.273772
487.839719 ,1693.048878,2323.260392,683.041881,1612.058073,9502.764545
477.255911 ,1690.250213,2272.452938,695.810769,2097.111874,9223.583594
482.593478 ,1574.68205,2250.126062,675.43692,2032.601888,58559.711726
471.872318 ,1511.796067,1710.388273,706.945494,2157.698119,4267.308447
494.563284 ,1627.725742,3112.96804,755.665885,2143.894517,4899.929611
457.085353 ,1846.182863,1451.470049,1261.603294,1644.342397,40797.067795
507.97566 ,1784.13735,1826.797925,1758.116648,1715.372969,30566.028933
496.353344 ,1738.515798,1582.113751,760.327019,1833.47687,31113.094888
319.071627 ,929.130402,1238.310659,1271.702113,914.366275,25641.40022
445.675323 ,879.455153,1460.283861,511.217376,913.548239,13470.336285
536.72796 ,838.982327,1282.597956,504.651692,1525.325005,13513.323808
537.794389 ,847.306304,936.467641,520.532815,1272.807834,20237.193493
467.125528 ,885.161945,962.439011,486.441499,1434.180431,15841.41498
431.976338 ,806.416362,1306.579019,474.93495,1282.944247,4008.573533
377.835456 ,900.999983,1506.977153,500.663552,1020.287482,4011.322221
