CAWPE-S(ConTie),CAWPE-S(RandTie),CAWPE-S(alpha=4)
0.019133024441576163 ,0.014812360866883867,0.014338018675647546
0.008120674120724591 ,-9.89492942182424E-4,4.5004046466734504E-4
-0.015331867587686787 ,-0.023007315736743528,-0.025875377995015825
0.003336672910223437 ,-0.007218529837247134,-0.00960537205714107
0.00763945408234612 ,0.005238168383453812,0.006673575082018379
-0.020605342253136927 ,-0.026844695918914807,-0.023964253535786573
0.010519208680760173 ,-9.83990664468748E-4,0.0018902616562314067
0.0023817984653230484 ,-0.010567812133897903,-0.008640180841527512
0.0023873007430367243 ,0.0038096395320312837,0.0018985150728020317
-4.355969856706388E-6 ,-0.007199271865249268,-0.00432089283626369
0.006211613015637885 ,9.38138350187856E-4,0.003814454025030778
0.00526155306373699 ,4.5898166595215173E-4,9.415772737589867E-4
-0.012944337583078669 ,-0.009613625473711807,-0.007690808674340799
0.0018943883645168302 ,-5.151507509463249E-4,-9.908685116108984E-4
0.003813766240316596 ,-0.0033783985162191277,-0.001461083994561907
0.015783054360211213 ,0.02198733100556416,0.01768248647929882
-0.0062306417260645786 ,-0.005768679659684084,-0.008155521879578131
0.030627282585520277 ,0.029176056838528752,0.025826774541877984
0.0033332339866523064 ,0.0066728872973040865,0.0057214517759747174
-0.011502053037371951 ,-0.02684538370362899,-0.027319038110151017
-0.007186203955679149 ,-0.017733841071293388,-0.01246036640584347
0.013873305470410435 ,-2.361394185468324E-5,0.0033304828477955795
9.38138350187856E-4 ,4.4728932581050707E-4,-0.00242077293246179
-0.01054649080775727 ,-0.00816858978914814,-0.01056024650204157
0.019615620049382887 ,0.018165769871819837,0.020082396608762876
-9.860540186115152E-4 ,-0.002423524071318739,-0.004338775238833192
-0.023479594573837193 ,-0.034984169488494476,-0.03019191486142281
-0.015340808788971594 ,-0.012481687731983993,-0.017746908980863507
-0.003852052922741156 ,-0.006746938784867873,-4.0808559710003856E-5
0.01913577558043289 ,0.005238168383453812,0.012903987546511453
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0 ,0.0,0.0
0.0020357277789101458 ,0.001708050319957688,0.001912834060078361
-0.004515953480002333 ,-0.0030009562275552515,-0.0028780960440939474
0.0019128575348377197 ,0.0013804600529684352,0.0014623802560908006
-0.0032874120090564674 ,-0.0035332329820906283,-0.0033694294647532708
-0.003246529038847479 ,-0.0030828428953070253,-0.003492296355288693
-0.0037380066616000684 ,-0.004802724493986443,-0.004802687605078959
0.004124132917843526 ,0.003427921858025873,0.0036326720627760656
0.007604618115632844 ,0.007891194624467857,0.008014064868540394
-0.0018543919698615907 ,-0.0027552895172254788,-0.002263889025824972
-0.004515980308298695 ,-0.005416928158718415,-0.005294078035868233
-0.0061949487549356475 ,-0.006195039300436078,-0.006604512881640101
2.9222721876887015E-5 ,-1.7556101824389714E-4,-5.270083478259302E-5
0.0017079664815312645 ,0.0017079664815312645,0.0014213363161033055
0.002936642093959274 ,0.002404201016108387,0.0027727715058809554
0.0014624674480542277 ,0.002649857665826927,0.0023632610357693373
0.0025272054016628465 ,0.0022813777215546782,0.002690891545203189
0.00236331133882528 ,0.001748986946759401,0.00203565735463207
-0.00345130271835703 ,-0.002591469232202992,-0.0030418660260606023
2.7511411918912376E-4 ,9.711139061724383E-4,0.0011758875856819895
-0.0023865211687665866 ,-0.0023456516127058347,-0.00263227842459679
2.937027750726795E-5 ,-2.1638362478582085E-4,-5.030238508250129E-4
6.844535589110023E-4 ,1.9296922908429437E-4,2.339326841824807E-4
-0.0031235816634227476 ,-0.0027551553757433345,-0.003287465665649303
-0.006358671787383585 ,-0.006194942047861529,-0.006440618818802424
-1.7538663431704293E-4 ,-3.802173239565443E-4,-5.849407004102636E-4
-0.0034922762340664493 ,-0.00427032701211727,-0.004024623412879902
0.001503303468744388 ,0.001626116702686975,0.0017080335522724477
-0.003819796076777515 ,-0.004884507202089772,-0.004311216689400377
0.0017901482605438002 ,0.0018309876347711862,0.001994807919793562
9.301940470559655E-4 ,0.0013396374464264005,0.0011349006558243335
-0.024801587301587324 ,-0.02266865079365088,-0.04044642857142855
0.008611111111111125 ,-0.009216269841269886,-0.009206349206349218
0.017559523809523747 ,0.01971230158730153,0.010833333333333361
-3.472222222222765E-4 ,0.004087301587301528,0.004087301587301528
