RC-S,ES-S,SMLRE-S,SMLR-S,WMV-S,MV-S,SMM5-S,PB-S,CAWPE-S,NBC-S
0.8073787512149477 ,0.8419988501767232,0.8342433644515016,0.8275155676129358,0.8076441195973273,0.8057152002120265,0.8275155676129358,0.8216630103391576,0.8384576058001407,0.8225572243499417
0.7992823017452519 ,0.8388726087869814,0.8371997583663355,0.829530793860032,0.7998552812983407,0.7977062483544253,0.8333028481539744,0.8194531070345364,0.8340970879173806,0.8160217247015833
0.794456071378163 ,0.8345706660633767,0.8289551351518782,0.8242024992008095,0.7948169216899788,0.792711522162999,0.8242024992008095,0.8144205298155687,0.8307084298375744,0.8153434145332692
0.792387044185361 ,0.8346375071705288,0.8320551835223229,0.8243239409434694,0.7924202844600039,0.7897932205599016,0.8300473705621376,0.8136551492044155,0.8308913155316489,0.8133554644357788
0.7977252142367279 ,0.8411479744445425,0.8393868147593193,0.832798514969362,0.797760203667278,0.7966037354558407,0.8413705366448592,0.8212095901500445,0.8376198186539878,0.8197635234761076
0.7990239477760224 ,0.8317110192970729,0.8267559116966198,0.8174759635202058,0.7997435262376292,0.7972405473030652,0.8174759635202058,0.8030733760846311,0.8232246684306906,0.8097710636486639
0.8056915664119813 ,0.8439100141618221,0.8418918907828341,0.8339563384952167,0.8055428843636168,0.8036475741538021,0.8339563384952167,0.8223825926853249,0.8396756518920517,0.8242555494992899
0.7854026155622608 ,0.836569783257747,0.8275098556312058,0.8237887571512177,0.7866899535660172,0.7845019524302015,0.8239725259207218,0.8153048118432212,0.8318860234822371,0.8101961135221777
0.80481364614713 ,0.8445486450429046,0.8397798709049069,0.831232308233758,0.8055147515800793,0.8030007431415429,0.831232308233758,0.8143330477417168,0.8374294453366358,0.8194343249184434
0.8028398285230838 ,0.8384749392399302,0.8274316523162815,0.8192730629849414,0.8023384260188453,0.8010177647079598,0.8224900036594067,0.8195976041308324,0.8369985462857695,0.819858425546566
0.803947440481511 ,0.8351453294411233,0.8316275458692072,0.8250130818851589,0.8045076355478793,0.8021006651214468,0.8250130818851589,0.8155609517011069,0.8350114150360286,0.8181958927399892
0.8010427788513541 ,0.8351027857317639,0.8306358696417154,0.8256164704419574,0.8009708438490593,0.799007635754997,0.8256164704419574,0.8133377021934531,0.8333862143591344,0.8129447214436588
0.7992275311602108 ,0.8324043834184411,0.8240118298622707,0.8189793496690358,0.7987420433482326,0.7950615251528572,0.8252723346446325,0.8077803973162103,0.8273312406585339,0.8110825879429473
0.7981201649885369 ,0.837259540034744,0.8325103492034951,0.8248293067591006,0.7979335971722972,0.7979733106701492,0.827960196025783,0.814679801556419,0.8343971779604745,0.8242744197684273
0.7971636912244382 ,0.8396469124548958,0.8318415722769803,0.8258954921725271,0.7970232146485219,0.795184293649585,0.8292818199131655,0.8171511362410966,0.8340824418432047,0.8159910182641191
0.7975601405779854 ,0.8387911142338169,0.8285201380659892,0.821432284999282,0.7977340763323715,0.7960454173827425,0.821432284999282,0.8161544080982039,0.8349545278950907,0.8174968563653533
0.8008058889784188 ,0.8377746562302917,0.8243372878969294,0.8216349588665419,0.8008516981466604,0.7984428101156411,0.8216349588665419,0.8148747641291583,0.834476120754509,0.8126132697966156
0.8051444666413363 ,0.8435092559916888,0.8414399687098901,0.8322479747580296,0.8056549198189858,0.8040720736998281,0.8322479747580296,0.8181522137236071,0.841141372324545,0.8243985247306248
0.7991754180561522 ,0.8329908662344174,0.8283316626655635,0.8223012267199526,0.7990692230820169,0.7971705020071481,0.8226430267485547,0.8099065258305047,0.8307299447421579,0.8169363924697239
0.7882551579966612 ,0.8307053585625868,0.829997164953979,0.8191191029662257,0.7888406125958922,0.7856026762237027,0.8244406472300012,0.8096910249670697,0.8230302233873856,0.8114613752140372
0.7927695746721628 ,0.8309947156084654,0.8305905192489271,0.8221079055507023,0.7928859475927539,0.7919921152400637,0.8273437975011692,0.8118907167767551,0.8289843500504381,0.8155807142273642
0.7974296074181694 ,0.8373933977164227,0.8287122797854811,0.82376022275707,0.7981547165672902,0.7956800830959647,0.8271006708335177,0.8137827138976748,0.8317363713089669,0.8151192964339464
0.7918857000819617 ,0.8345009696275004,0.8295125548761597,0.8234351772804199,0.7921211667489515,0.7903534645364207,0.8234351772804199,0.8114320760911334,0.8310478501754313,0.8157358623919573
0.7902519889504579 ,0.8344931506688473,0.8289666235637323,0.8217197989093687,0.7900842304422371,0.7887006703677931,0.8217197989093687,0.8168926624684811,0.8331715373757211,0.8133779669016477
0.8017231036058453 ,0.8391587350260241,0.8341127351929498,0.8265008803511157,0.8020518123115701,0.8000194620819656,0.8319921039059757,0.8191849483015398,0.8341143422533873,0.8204977804126582
