CAWPE(ConTie)_VS_CAWPE(ConTie)
Wins(0):
Draws(85):,Adiac,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DiatomSizeReduction,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECG5000,ECGFiveDays,ElectricDevices,FaceAll,FaceFour,FacesUCR,FiftyWords,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,ItalyPowerDemand,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,Meat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OliveOil,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,Strawberry,SwedishLeaf,Symbols,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,WordSynonyms,Worms,WormsTwoClass,Yoga
Losses(0):

CAWPE(ConTie)_VS_CAWPE(alpha=4)
Wins(56):,Beef,BeetleFly,BirdChicken,Car,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,ECG200,ElectricDevices,FacesUCR,FordA,FordB,GunPoint,Ham,HandOutlines,Herring,InsectWingbeatSound,Lightning2,Lightning7,Mallat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OSULeaf,PhalangesOutlinesCorrect,Phoneme,ProximalPhalanxOutlineCorrect,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,StarlightCurves,SwedishLeaf,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Worms,WormsTwoClass,Yoga
Draws(1):,ItalyPowerDemand
Losses(28):,Adiac,ArrowHead,CBF,DiatomSizeReduction,Earthquakes,ECG5000,ECGFiveDays,FaceAll,FaceFour,FiftyWords,Fish,Haptics,InlineSkate,LargeKitchenAppliances,Meat,MoteStrain,OliveOil,Plane,ProximalPhalanxOutlineAgeGroup,ProximalPhalanxTW,SonyAIBORobotSurface1,SonyAIBORobotSurface2,Strawberry,Symbols,SyntheticControl,TwoPatterns,Wine,WordSynonyms

CAWPE(ConTie)_VS_CAWPE(RandTie)
Wins(74):,ArrowHead,Beef,BeetleFly,BirdChicken,Car,CBF,ChlorineConcentration,CinCECGtorso,Coffee,Computers,CricketX,CricketY,CricketZ,DistalPhalanxOutlineAgeGroup,DistalPhalanxOutlineCorrect,DistalPhalanxTW,Earthquakes,ECG200,ECGFiveDays,ElectricDevices,FaceAll,FacesUCR,Fish,FordA,FordB,GunPoint,Ham,HandOutlines,Haptics,Herring,InlineSkate,InsectWingbeatSound,LargeKitchenAppliances,Lightning2,Lightning7,Mallat,MedicalImages,MiddlePhalanxOutlineAgeGroup,MiddlePhalanxOutlineCorrect,MiddlePhalanxTW,MoteStrain,NonInvasiveFetalECGThorax1,NonInvasiveFetalECGThorax2,OSULeaf,PhalangesOutlinesCorrect,Phoneme,Plane,ProximalPhalanxOutlineCorrect,ProximalPhalanxTW,RefrigerationDevices,ScreenType,ShapeletSim,ShapesAll,SmallKitchenAppliances,SonyAIBORobotSurface1,SonyAIBORobotSurface2,StarlightCurves,SwedishLeaf,Symbols,SyntheticControl,ToeSegmentation1,ToeSegmentation2,Trace,TwoLeadECG,TwoPatterns,UWaveGestureLibraryAll,UWaveGestureLibraryX,UWaveGestureLibraryY,UWaveGestureLibraryZ,Wafer,Wine,Worms,WormsTwoClass,Yoga
Draws(1):,Meat
Losses(10):,Adiac,DiatomSizeReduction,ECG5000,FaceFour,FiftyWords,ItalyPowerDemand,OliveOil,ProximalPhalanxOutlineAgeGroup,Strawberry,WordSynonyms

